"CHARGE","compartmentCode","cyId","derivedUnits","EC Number","exponent","FORMULA","GENE_ASSOCIATION","kind","kineticLaw","label","math","metaId","multiplier","name","reversible","sbml compartment","sbml id","sbml type","sbml type ext","scale","selected","shared name","SUBSYSTEM","units","unitSid","value"
"-1","3","_577919","substance",,,"C3H5O3",,,,"D-Lactate",,"_577919",,"D-Lactate",,"p","M_lac_DASH_D_p","species","species",,"false","D-Lactate",,,,
,,"_581049","mmol_per_gDW_per_hr","",,,"",,"R_PDX5PO2_FLUX_VALUE","pyridoxine 5'-phosphate oxidase (anaerboic",,"_581049",,"pyridoxine 5'-phosphate oxidase (anaerboic","false",,"R_PDX5PO2","reaction","reaction irreversible",,"false","pyridoxine 5'-phosphate oxidase (anaerboic","Cofactor and Prosthetic Group Biosynthesis",,,
"-1","1","_574287","substance",,,"C6H11O7",,,,"D-Altronate",,"_574287",,"D-Altronate",,"c","M_altrn_c","species","species",,"false","D-Altronate",,,,
,,"_580473","mmol_per_gDW_per_hr","3.1.1.5",,,"b0494",,"R_LPLIPAL1A160pp_FLUX_VALUE","Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)",,"_580473",,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)","false",,"R_LPLIPAL1A160pp","reaction","reaction irreversible",,"false","Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)","Glycerophospholipid Metabolism",,,
"-1","3","_577920","substance",,,"C3H5O3",,,,"L-Lactate",,"_577920",,"L-Lactate",,"p","M_lac_DASH_L_p","species","species",,"false","L-Lactate",,,,
,,"_578384","mmol_per_gDW_per_hr","",,,"",,"R_EX_fe3dhbzs_LPAREN_e_RPAREN__FLUX_VALUE","ferric 2,3-dihydroxybenzoylserine exchange",,"_578384",,"ferric 2,3-dihydroxybenzoylserine exchange","true",,"R_EX_fe3dhbzs_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","ferric 2,3-dihydroxybenzoylserine exchange","",,,
"1","1","_574289","substance",,,"C15H23N6O5S",,,,"S-Adenosyl-L-methionine",,"_574289",,"S-Adenosyl-L-methionine",,"c","M_amet_c","species","species",,"false","S-Adenosyl-L-methionine",,,,
,,"_579022","mmol_per_gDW_per_hr","",,,"(b1711 and b1709 and b0158)",,"R_ADOCBLabcpp_FLUX_VALUE","Adenosylcobalamin transport via ABC system (periplasm)",,"_579022",,"Adenosylcobalamin transport via ABC system (periplasm)","false",,"R_ADOCBLabcpp","reaction","reaction irreversible",,"false","Adenosylcobalamin transport via ABC system (periplasm)","Transport, Inner Membrane",,,
"0","3","_577922","substance",,,"C12H22O11",,,,"Lactose",,"_577922",,"Lactose",,"p","M_lcts_p","species","species",,"false","Lactose",,,,
"2","1","_574291","substance",,,"C14H24N6O3S",,,,"S-Adenosylmethioninamine",,"_574291",,"S-Adenosylmethioninamine",,"c","M_ametam_c","species","species",,"false","S-Adenosylmethioninamine",,,,
"0","3","_577923","substance",,,"C6H13NO2",,,,"L-Leucine",,"_577923",,"L-Leucine",,"p","M_leu_DASH_L_p","species","species",,"false","L-Leucine",,,,
"0","1","_574293","substance",,,"C15H19N5O6S",,,,"S-Adenosyl-4-methylthio-2-oxobutanoate",,"_574293",,"S-Adenosyl-4-methylthio-2-oxobutanoate",,"c","M_amob_c","species","species",,"false","S-Adenosyl-4-methylthio-2-oxobutanoate",,,,
,,"_579557","mmol_per_gDW_per_hr","",,,"b2964",,"R_DGSNt2pp_FLUX_VALUE","deoxyguanosine transport in via proton symport (periplasm)",,"_579557",,"deoxyguanosine transport in via proton symport (periplasm)","false",,"R_DGSNt2pp","reaction","reaction irreversible",,"false","deoxyguanosine transport in via proton symport (periplasm)","Transport, Inner Membrane",,,
"-6","3","_577925","substance",,,"C110H196N2O39P2",,,,"KDO(2)-lipid (A)",,"_577925",,"KDO(2)-lipid (A)",,"p","M_lipa_p","species","species",,"false","KDO(2)-lipid (A)",,,,
,,"_578625","mmol_per_gDW_per_hr","",,,"",,"R_EX_so4_LPAREN_e_RPAREN__FLUX_VALUE","Sulfate exchange",,"_578625",,"Sulfate exchange","true",,"R_EX_so4_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","Sulfate exchange","",,,
"-2","1","_574295","substance",,,"C10H12N5O7P",,,,"AMP",,"_574295",,"AMP",,"c","M_amp_c","species","species",,"false","AMP",,,,
,,"_581445","mmol_per_gDW_per_hr","",,,"(b1683 and b1682 and b1681 and b1679 and b1680)",,"R_S2FE2SR_FLUX_VALUE","SUF [2Fe-2S] regeneration",,"_581445",,"SUF [2Fe-2S] regeneration","false",,"R_S2FE2SR","reaction","reaction irreversible",,"false","SUF [2Fe-2S] regeneration","Cofactor and Prosthetic Group Biosynthesis",,,
,,"_580658","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_METSOX2tex_FLUX_VALUE","L-methionine R-oxide diffusion (extracellular)",,"_580658",,"L-methionine R-oxide diffusion (extracellular)","true",,"R_METSOX2tex","reaction","reaction reversible",,"false","L-methionine R-oxide diffusion (extracellular)","Transport, Outer Membrane Porin",,,
,,"_578842","mmol_per_gDW_per_hr","2.3.1.41",,,"(b1095 or b2323)",,"R_3OAS120_FLUX_VALUE","3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)",,"_578842",,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)","false",,"R_3OAS120","reaction","reaction irreversible",,"false","3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)","Cell Envelope Biosynthesis",,,
"-6","3","_577926","substance",,,"C114H202N2O39P2",,,,"cold adapted KDO(2)-lipid (A)",,"_577926",,"cold adapted KDO(2)-lipid (A)",,"p","M_lipa_cold_p","species","species",,"false","cold adapted KDO(2)-lipid (A)",,,,
,,"_580106","mmol_per_gDW_per_hr","",,,"(b0655 and b0654 and b0653 and b0652)",,"R_GLUabcpp_FLUX_VALUE","L-glutamate transport via ABC system (periplasm)",,"_580106",,"L-glutamate transport via ABC system (periplasm)","false",,"R_GLUabcpp","reaction","reaction irreversible",,"false","L-glutamate transport via ABC system (periplasm)","Transport, Inner Membrane",,,
"-1","1","_574297","substance",,,"C19H29N2O12",,,,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid",,"_574297",,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid",,"c","M_anhgm_c","species","species",,"false","N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid",,,,
"0","3","_577928","substance",,,"C8H14O2S2",,,,"Lipoate",,"_577928",,"Lipoate",,"p","M_lipoate_p","species","species",,"false","Lipoate",,,,
"-2","1","_574299","substance",,,"C34H52N6O19",,,,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide",,"_574299",,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide",,"c","M_anhgm3p_c","species","species",,"false","N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide",,,,
,,"_581643","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_TMAtex_FLUX_VALUE","Trimethylamine transport via diffusion (extracellular to periplasm)",,"_581643",,"Trimethylamine transport via diffusion (extracellular to periplasm)","true",,"R_TMAtex","reaction","reaction reversible",,"false","Trimethylamine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
,,"_580291","mmol_per_gDW_per_hr","",,,"b0112",,"R_HISt2rpp_FLUX_VALUE","L-histidine reversible transport via proton symport (periplasm)",,"_580291",,"L-histidine reversible transport via proton symport (periplasm)","true",,"R_HISt2rpp","reaction","reaction reversible",,"false","L-histidine reversible transport via proton symport (periplasm)","Transport, Inner Membrane",,,
"0","3","_577929","substance",,,"XC16H30O1",,,,"lipoprotein",,"_577929",,"lipoprotein",,"p","M_lpp_p","species","species",,"false","lipoprotein",,,,
"-2","1","_574301","substance",,,"C37H57N7O20",,,,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide",,"_574301",,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide",,"c","M_anhgm4p_c","species","species",,"false","N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide",,,,
,,"_581244","mmol_per_gDW_per_hr","4.2.1.24",,,"b0369",,"R_PPBNGS_FLUX_VALUE","porphobilinogen synthase",,"_581244",,"porphobilinogen synthase","false",,"R_PPBNGS","reaction","reaction irreversible",,"false","porphobilinogen synthase","Cofactor and Prosthetic Group Biosynthesis",,,
"1","3","_577931","substance",,,"C6H15N2O2",,,,"L-Lysine",,"_577931",,"L-Lysine",,"p","M_lys_DASH_L_p","species","species",,"false","L-Lysine",,,,
,,"_580856","mmol_per_gDW_per_hr","",,,"s0001",,"R_NOtpp_FLUX_VALUE","NO transport (diffusion)",,"_580856",,"NO transport (diffusion)","true",,"R_NOtpp","reaction","reaction reversible",,"false","NO transport (diffusion)","Inorganic Ion Transport and Metabolism",,,
,,"_579202","mmol_per_gDW_per_hr","4.1.1.19",,,"b2938",,"R_ARGDCpp_FLUX_VALUE","arginine decarboxylase",,"_579202",,"arginine decarboxylase","false",,"R_ARGDCpp","reaction","reaction irreversible",,"false","arginine decarboxylase","Arginine and Proline Metabolism",,,
"-1","1","_574303","substance",,,"C11H16NO7",,,,"1,6-anhydrous-N-Acetylmuramate",,"_574303",,"1,6-anhydrous-N-Acetylmuramate",,"c","M_anhm_c","species","species",,"false","1,6-anhydrous-N-Acetylmuramate",,,,
,,"_579379","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_CMPtex_FLUX_VALUE","CMP transport via diffusion (extracellular to periplasm)",,"_579379",,"CMP transport via diffusion (extracellular to periplasm)","true",,"R_CMPtex","reaction","reaction reversible",,"false","CMP transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
,,"_579950","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_FRUtex_FLUX_VALUE","D-fructose transport via diffusion (extracellular to periplasm)",,"_579950",,"D-fructose transport via diffusion (extracellular to periplasm)","true",,"R_FRUtex","reaction","reaction reversible",,"false","D-fructose transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
,,"_579776","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_ETHAtex_FLUX_VALUE","ethanolamine transport via diffusion (extracellular)",,"_579776",,"ethanolamine transport via diffusion (extracellular)","true",,"R_ETHAtex","reaction","reaction reversible",,"false","ethanolamine transport via diffusion (extracellular)","Transport, Outer Membrane Porin",,,
"0","3","_577932","substance",,,"C5H10O5",,,,"L-Lyxose",,"_577932",,"L-Lyxose",,"p","M_lyx_DASH_L_p","species","species",,"false","L-Lyxose",,,,
"-2","1","_574305","substance",,,"C26H39N5O14",,,,"1,6-anhydrous-N-Acetylmuramyl-tripeptide",,"_574305",,"1,6-anhydrous-N-Acetylmuramyl-tripeptide",,"c","M_anhm3p_c","species","species",,"false","1,6-anhydrous-N-Acetylmuramyl-tripeptide",,,,
,,"_578385","mmol_per_gDW_per_hr","",,,"",,"R_EX_fe3hox_LPAREN_e_RPAREN__FLUX_VALUE","Fe(III)hydroxamate exchange",,"_578385",,"Fe(III)hydroxamate exchange","true",,"R_EX_fe3hox_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","Fe(III)hydroxamate exchange","",,,
"-2","3","_577934","substance",,,"C4H4O5",,,,"D-Malate",,"_577934",,"D-Malate",,"p","M_mal_DASH_D_p","species","species",,"false","D-Malate",,,,
"-2","1","_574307","substance",,,"C29H44N6O15",,,,"1,6-anhydrous-N-Acetylmuramyl-tetrapeptide",,"_574307",,"1,6-anhydrous-N-Acetylmuramyl-tetrapeptide",,"c","M_anhm4p_c","species","species",,"false","1,6-anhydrous-N-Acetylmuramyl-tetrapeptide",,,,
,,"_581051","mmol_per_gDW_per_hr","1.4.3.5",,,"b1638",,"R_PDX5POi_FLUX_VALUE","pyridoxine 5'-phosphate oxidase",,"_581051",,"pyridoxine 5'-phosphate oxidase","false",,"R_PDX5POi","reaction","reaction irreversible",,"false","pyridoxine 5'-phosphate oxidase","Cofactor and Prosthetic Group Biosynthesis",,,
,,"_580474","mmol_per_gDW_per_hr","3.1.1.5",,,"b0494",,"R_LPLIPAL1A161pp_FLUX_VALUE","Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)",,"_580474",,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)","false",,"R_LPLIPAL1A161pp","reaction","reaction irreversible",,"false","Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:1) (periplasm)","Glycerophospholipid Metabolism",,,
"-2","3","_577935","substance",,,"C4H4O5",,,,"L-Malate",,"_577935",,"L-Malate",,"p","M_mal_DASH_L_p","species","species",,"false","L-Malate",,,,
"-1","1","_574309","substance",,,"C7H6NO2",,,,"Anthranilate",,"_574309",,"Anthranilate",,"c","M_anth_c","species","species",,"false","Anthranilate",,,,
"0","3","_577937","substance",,,"C12H22O11",,,,"Maltose",,"_577937",,"Maltose",,"p","M_malt_p","species","species",,"false","Maltose",,,,
"-4","1","_574311","substance",,,"C20H24N10O19P4",,,,"P1,P4-Bis(5'-adenosyl) tetraphosphate",,"_574311",,"P1,P4-Bis(5'-adenosyl) tetraphosphate",,"c","M_ap4a_c","species","species",,"false","P1,P4-Bis(5'-adenosyl) tetraphosphate",,,,
,,"_578627","mmol_per_gDW_per_hr","",,,"",,"R_EX_spmd_LPAREN_e_RPAREN__FLUX_VALUE","Spermidine exchange",,"_578627",,"Spermidine exchange","true",,"R_EX_spmd_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","Spermidine exchange","",,,
"0","3","_577938","substance",,,"C36H62O31",,,,"Maltohexaose",,"_577938",,"Maltohexaose",,"p","M_malthx_p","species","species",,"false","Maltohexaose",,,,
,,"_579023","mmol_per_gDW_per_hr","",,,"(b3966 and (b1252 and b3005 and b3006))",,"R_ADOCBLtonex_FLUX_VALUE","Adenosylcobalimin transport via ton system (extermal)",,"_579023",,"Adenosylcobalimin transport via ton system (extermal)","false",,"R_ADOCBLtonex","reaction","reaction irreversible",,"false","Adenosylcobalimin transport via ton system (extermal)","Transport, Outer Membrane",,,
"-5","1","_574313","substance",,,"C20H24N10O22P5",,,,"P1,P5-Bis(5'-adenosyl) pentaphosphate",,"_574313",,"P1,P5-Bis(5'-adenosyl) pentaphosphate",,"c","M_ap5a_c","species","species",,"false","P1,P5-Bis(5'-adenosyl) pentaphosphate",,,,
,,"_580659","mmol_per_gDW_per_hr","1.8.4.5",,,"((b4219 and b2582) or (b4219 and b3781) or (b3551 and b2582) or (b3551 and b3781))",,"R_METSOXR1_FLUX_VALUE","L-methionine-S-oxide reductase",,"_580659",,"L-methionine-S-oxide reductase","false",,"R_METSOXR1","reaction","reaction irreversible",,"false","L-methionine-S-oxide reductase","Methionine Metabolism",,,
,,"_579559","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_DGSNtex_FLUX_VALUE","deoxyguanosine transport via diffusion (extracellular to periplasm)",,"_579559",,"deoxyguanosine transport via diffusion (extracellular to periplasm)","true",,"R_DGSNtex","reaction","reaction reversible",,"false","deoxyguanosine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
"0","3","_577940","substance",,,"C30H52O26",,,,"Maltopentaose",,"_577940",,"Maltopentaose",,"p","M_maltpt_p","species","species",,"false","Maltopentaose",,,,
"-1","1","_574315","substance",,,"C42H80O11P",,,,"acyl phosphatidylglycerol (n-C12:0)",,"_574315",,"acyl phosphatidylglycerol (n-C12:0)",,"c","M_apg120_c","species","species",,"false","acyl phosphatidylglycerol (n-C12:0)",,,,
"0","3","_577941","substance",,,"C18H32O16",,,,"Maltotriose",,"_577941",,"Maltotriose",,"p","M_malttr_p","species","species",,"false","Maltotriose",,,,
"-1","1","_574317","substance",,,"C48H92O11P",,,,"acyl phosphatidylglycerol (n-C14:0)",,"_574317",,"acyl phosphatidylglycerol (n-C14:0)",,"c","M_apg140_c","species","species",,"false","acyl phosphatidylglycerol (n-C14:0)",,,,
,,"_578843","mmol_per_gDW_per_hr","2.3.1.41",,,"b2323",,"R_3OAS121_FLUX_VALUE","3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)",,"_578843",,"3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)","false",,"R_3OAS121","reaction","reaction irreversible",,"false","3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)","Cell Envelope Biosynthesis",,,
"0","3","_577943","substance",,,"C24H42O21",,,,"Maltotetraose",,"_577943",,"Maltotetraose",,"p","M_maltttr_p","species","species",,"false","Maltotetraose",,,,
,,"_581645","mmol_per_gDW_per_hr","2.7.1.21",,,"b1238",,"R_TMDK1_FLUX_VALUE","thymidine kinase (ATP:thymidine)",,"_581645",,"thymidine kinase (ATP:thymidine)","false",,"R_TMDK1","reaction","reaction irreversible",,"false","thymidine kinase (ATP:thymidine)","Nucleotide Salvage Pathway",,,
"-1","1","_574319","substance",,,"C48H86O11P",,,,"acyl phosphatidylglycerol (n-C14:1)",,"_574319",,"acyl phosphatidylglycerol (n-C14:1)",,"c","M_apg141_c","species","species",,"false","acyl phosphatidylglycerol (n-C14:1)",,,,
,,"_580107","mmol_per_gDW_per_hr","",,,"b4077",,"R_GLUt2rpp_FLUX_VALUE","L-glutamate transport via proton symport, reversible (periplasm)",,"_580107",,"L-glutamate transport via proton symport, reversible (periplasm)","true",,"R_GLUt2rpp","reaction","reaction reversible",,"false","L-glutamate transport via proton symport, reversible (periplasm)","Transport, Inner Membrane",,,
,,"_580292","mmol_per_gDW_per_hr","",,,"(b0241 or b0929 or b1377 or b2215)",,"R_HIStex_FLUX_VALUE","L-histidine transport via diffusion (extracellular to periplasm)",,"_580292",,"L-histidine transport via diffusion (extracellular to periplasm)","true",,"R_HIStex","reaction","reaction reversible",,"false","L-histidine transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
"0","3","_577944","substance",,,"C6H12O6",,,,"D-Mannose",,"_577944",,"D-Mannose",,"p","M_man_p","species","species",,"false","D-Mannose",,,,
,,"_580857","mmol_per_gDW_per_hr","3.1.3.5",,,"(b2291 or b2744 or b4374)",,"R_NTD1_FLUX_VALUE","5'-nucleotidase (dUMP)",,"_580857",,"5'-nucleotidase (dUMP)","false",,"R_NTD1","reaction","reaction irreversible",,"false","5'-nucleotidase (dUMP)","Nucleotide Salvage Pathway",,,
"-1","1","_574321","substance",,,"C54H104O11P",,,,"acyl phosphatidylglycerol (n-C16:0)",,"_574321",,"acyl phosphatidylglycerol (n-C16:0)",,"c","M_apg160_c","species","species",,"false","acyl phosphatidylglycerol (n-C16:0)",,,,
,,"_579381","mmol_per_gDW_per_hr","",,,"(b1377 or b2215 or b0929 or b0241)",,"R_CMtex_FLUX_VALUE","Chloramphenicol transport via diffusion (extracellular to periplasm)",,"_579381",,"Chloramphenicol transport via diffusion (extracellular to periplasm)","true",,"R_CMtex","reaction","reaction reversible",,"false","Chloramphenicol transport via diffusion (extracellular to periplasm)","Transport, Outer Membrane Porin",,,
,,"_579951","mmol_per_gDW_per_hr","3.5.1.10",,,"b1232",,"R_FTHFD_FLUX_VALUE","formyltetrahydrofolate deformylase",,"_579951",,"formyltetrahydrofolate deformylase","false",,"R_FTHFD","reaction","reaction irreversible",,"false","formyltetrahydrofolate deformylase","Folate Metabolism",,,
,,"_581246","mmol_per_gDW_per_hr","4.1.1.31",,,"b3956",,"R_PPC_FLUX_VALUE","phosphoenolpyruvate carboxylase",,"_581246",,"phosphoenolpyruvate carboxylase","false",,"R_PPC","reaction","reaction irreversible",,"false","phosphoenolpyruvate carboxylase","Anaplerotic Reactions",,,
,,"_579777","mmol_per_gDW_per_hr","",,,"(b0936 and b0933 and b0934)",,"R_ETHSO3abcpp_FLUX_VALUE","ethanesulfonate transport via ABC system (periplasm)",,"_579777",,"ethanesulfonate transport via ABC system (periplasm)","false",,"R_ETHSO3abcpp","reaction","reaction irreversible",,"false","ethanesulfonate transport via ABC system (periplasm)","Transport, Inner Membrane",,,
"-2","3","_577946","substance",,,"C6H11O9P",,,,"D-Mannose 6-phosphate",,"_577946",,"D-Mannose 6-phosphate",,"p","M_man6p_p","species","species",,"false","D-Mannose 6-phosphate",,,,
,,"_581447","mmol_per_gDW_per_hr","",,,"(b3807 and b1683 and b1682 and b1681 and b1679 and b1680)",,"R_S2FE2SS_FLUX_VALUE","SUF [2Fe-2S] Synthesis",,"_581447",,"SUF [2Fe-2S] Synthesis","false",,"R_S2FE2SS","reaction","reaction irreversible",,"false","SUF [2Fe-2S] Synthesis","Cofactor and Prosthetic Group Biosynthesis",,,
,,"_578387","mmol_per_gDW_per_hr","",,,"",,"R_EX_fe3hox_DASH_un_LPAREN_e_RPAREN__FLUX_VALUE","Fe(III)hydoxamate, unloaded exchange",,"_578387",,"Fe(III)hydoxamate, unloaded exchange","true",,"R_EX_fe3hox_DASH_un_LPAREN_e_RPAREN_","reaction","reaction reversible",,"false","Fe(III)hydoxamate, unloaded exchange","",,,
,,"_579203","mmol_per_gDW_per_hr","",,,"b1605",,"R_ARGORNt7pp_FLUX_VALUE","arginine/ornithine antiporter (periplasm)",,"_579203",,"arginine/ornithine antiporter (periplasm)","true",,"R_ARGORNt7pp","reaction","reaction reversible",,"false","arginine/ornithine antiporter (periplasm)","Transport, Inner Membrane",,,
"-1","1","_574323","substance",,,"C54H98O11P",,,,"acyl phosphatidylglycerol (n-C16:1)",,"_574323",,"acyl phosphatidylglycerol (n-C16:1)",,"c","M_apg161_c","species","species",,"false","acyl phosphatidylglycerol (n-C16:1)",,,,
"-1","3","_577947","substance",,,"C9H15O9",,,,"2(alpha-D-Mannosyl)-D-glycerate",,"_577947",,"2(alpha-D-Mannosyl)-D-glycerate",,"p","M_manglyc_p","species","species",,"false","2(alpha-D-Mannosyl)-D-glycerate",,,,
