"network","drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","mean.min.bet","mean.max.bet","mean.mean.bet","Drug1","Drug2","drugdrug","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2","clusters","sigma.rate","type","connection_onoff"
"High-throughput PPI","Cefaclor_Novobiocin",2.8333,12.5833,12.75,43.4167,28.0833,"0",9052.1061,45738.7265,27395.4163,"Cefaclor","Novobiocin","Cefaclor-Novobiocin","CEC","NVB",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.166210005,-0.066473401,-0.059592156,-0.042793507,-0.025846536,-0.024146088,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","S","S","R","R","S","S","R","S","R","R","SS","SS","SR","SS","RR","RR",-1,-1,0,-1,1,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,9,0.000821135662615308,"Additivity-Antagonism","connected"
"Similar genomic context","Cefaclor_Novobiocin",2.6667,17,17,26.3333,21.6667,"1",6153.6344,15945.2093,11049.4218,"Cefaclor","Novobiocin","Cefaclor-Novobiocin","CEC","NVB",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.166210005,-0.066473401,-0.059592156,-0.042793507,-0.025846536,-0.024146088,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","S","S","R","R","S","S","R","S","R","R","SS","SS","SR","SS","RR","RR",-1,-1,0,-1,1,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,9,0.000821135662615308,"Additivity-Antagonism","connected"
"Co-functional (EcoCyc/GO-BP)","Cefaclor_Novobiocin",1.5,20,20,53.8333,36.9167,"1",1165.2648,19939.8701,10552.5674,"Cefaclor","Novobiocin","Cefaclor-Novobiocin","CEC","NVB",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.166210005,-0.066473401,-0.059592156,-0.042793507,-0.025846536,-0.024146088,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","S","S","R","R","S","S","R","S","R","R","SS","SS","SR","SS","RR","RR",-1,-1,0,-1,1,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,9,0.000821135662615308,"Additivity-Antagonism","connected"
"Co-functional (GO-BP)","Cefaclor_Novobiocin",1.5,20,20,48.6667,34.3333,"1",839.1163,12093.791,6466.4536,"Cefaclor","Novobiocin","Cefaclor-Novobiocin","CEC","NVB",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.166210005,-0.066473401,-0.059592156,-0.042793507,-0.025846536,-0.024146088,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","S","S","R","R","S","S","R","S","R","R","SS","SS","SR","SS","RR","RR",-1,-1,0,-1,1,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,9,0.000821135662615308,"Additivity-Antagonism","connected"
"Co-expression","Cefaclor_Novobiocin",2.5833,22.25,22.25,58.5833,40.4167,"0",2613.3576,8919.1792,5766.2684,"Cefaclor","Novobiocin","Cefaclor-Novobiocin","CEC","NVB",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.166210005,-0.066473401,-0.059592156,-0.042793507,-0.025846536,-0.024146088,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","S","S","R","R","S","S","R","S","R","R","SS","SS","SR","SS","RR","RR",-1,-1,0,-1,1,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,9,0.000821135662615308,"Additivity-Antagonism","connected"
"EN:allnetworks","Cefaclor_Novobiocin",1.9167,49.9167,49.9167,75.0833,62.5,"1",3267.5474,5660.1918,4463.8696,"Cefaclor","Novobiocin","Cefaclor-Novobiocin","CEC","NVB",0,"beta-lactam","quinolones","beta-lactam-quinolones",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.166210005,-0.066473401,-0.059592156,-0.042793507,-0.025846536,-0.024146088,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity",1,0,0,0,0,0,1,"S","S","S","S","R","R","S","S","R","S","R","R","SS","SS","SR","SS","RR","RR",-1,-1,0,-1,1,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,9,0.000821135662615308,"Additivity-Antagonism","connected"
"Co-occurence of prot. domains","Cefaclor_Penicillin G",Inf,0.3333,1,2.3333,1.6667,"1",0,0,0,"Cefaclor","Penicillin G","Cefaclor-Penicillin G","CEC","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.098012324,-0.087860084,-0.242966446,-0.121944543,-0.107721391,-0.04253101,"Additivity","Additivity","Synergy","Synergy","Synergy","Additivity",0,0,-1,-1,-1,0,-3,"S","S","S","S","R","R","R","S","S","S","R","R","SR","SS","SS","SS","RR","RR",0,-1,-1,-1,1,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"Similar phylogenetic profiles","Cefaclor_Penicillin G",5.8333,1,1.1667,2.3333,1.75,"0",0,872,436,"Cefaclor","Penicillin G","Cefaclor-Penicillin G","CEC","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.098012324,-0.087860084,-0.242966446,-0.121944543,-0.107721391,-0.04253101,"Additivity","Additivity","Synergy","Synergy","Synergy","Additivity",0,0,-1,-1,-1,0,-3,"S","S","S","S","R","R","R","S","S","S","R","R","SR","SS","SS","SS","RR","RR",0,-1,-1,-1,1,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"Small/medium-scale PPI","Cefaclor_Penicillin G",2.8,1.6,2,7.2,4.6,"1",207.8068,865.8203,536.8135,"Cefaclor","Penicillin G","Cefaclor-Penicillin G","CEC","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.098012324,-0.087860084,-0.242966446,-0.121944543,-0.107721391,-0.04253101,"Additivity","Additivity","Synergy","Synergy","Synergy","Additivity",0,0,-1,-1,-1,0,-3,"S","S","S","S","R","R","R","S","S","S","R","R","SR","SS","SS","SS","RR","RR",0,-1,-1,-1,1,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"High-throughput PPI","Cefaclor_Penicillin G",3.5333,6.8667,6.9333,32.4,19.6667,"0",2645.0598,37472.5534,20058.8066,"Cefaclor","Penicillin G","Cefaclor-Penicillin G","CEC","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.098012324,-0.087860084,-0.242966446,-0.121944543,-0.107721391,-0.04253101,"Additivity","Additivity","Synergy","Synergy","Synergy","Additivity",0,0,-1,-1,-1,0,-3,"S","S","S","S","R","R","R","S","S","S","R","R","SR","SS","SS","SS","RR","RR",0,-1,-1,-1,1,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-expression","Cefaclor_Penicillin G",3.4,9.5333,9.5333,42.1333,25.8333,"0",772.6031,5365.136,3068.8695,"Cefaclor","Penicillin G","Cefaclor-Penicillin G","CEC","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.098012324,-0.087860084,-0.242966446,-0.121944543,-0.107721391,-0.04253101,"Additivity","Additivity","Synergy","Synergy","Synergy","Additivity",0,0,-1,-1,-1,0,-3,"S","S","S","S","R","R","R","S","S","S","R","R","SR","SS","SS","SS","RR","RR",0,-1,-1,-1,1,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"Similar genomic context","Cefaclor_Penicillin G",3.0667,13.1333,13.1333,25.5333,19.3333,"0",2944.0459,13562.154,8253.0999,"Cefaclor","Penicillin G","Cefaclor-Penicillin G","CEC","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.098012324,-0.087860084,-0.242966446,-0.121944543,-0.107721391,-0.04253101,"Additivity","Additivity","Synergy","Synergy","Synergy","Additivity",0,0,-1,-1,-1,0,-3,"S","S","S","S","R","R","R","S","S","S","R","R","SR","SS","SS","SS","RR","RR",0,-1,-1,-1,1,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-functional(EcoCyc)","Cefaclor_Penicillin G",1,15,15,15,15,"1",0,0,0,"Cefaclor","Penicillin G","Cefaclor-Penicillin G","CEC","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.098012324,-0.087860084,-0.242966446,-0.121944543,-0.107721391,-0.04253101,"Additivity","Additivity","Synergy","Synergy","Synergy","Additivity",0,0,-1,-1,-1,0,-3,"S","S","S","S","R","R","R","S","S","S","R","R","SR","SS","SS","SS","RR","RR",0,-1,-1,-1,1,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-functional (GO-BP)","Cefaclor_Penicillin G",1.2,38.0667,39.6667,57.6667,48.6667,"1",6550.9088,17636.6732,12093.791,"Cefaclor","Penicillin G","Cefaclor-Penicillin G","CEC","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.098012324,-0.087860084,-0.242966446,-0.121944543,-0.107721391,-0.04253101,"Additivity","Additivity","Synergy","Synergy","Synergy","Additivity",0,0,-1,-1,-1,0,-3,"S","S","S","S","R","R","R","S","S","S","R","R","SR","SS","SS","SS","RR","RR",0,-1,-1,-1,1,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-functional (EcoCyc/GO-BP)","Cefaclor_Penicillin G",1.0667,43.6667,45,62.6667,53.8333,"1",11165.3689,28714.3712,19939.8701,"Cefaclor","Penicillin G","Cefaclor-Penicillin G","CEC","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.098012324,-0.087860084,-0.242966446,-0.121944543,-0.107721391,-0.04253101,"Additivity","Additivity","Synergy","Synergy","Synergy","Additivity",0,0,-1,-1,-1,0,-3,"S","S","S","S","R","R","R","S","S","S","R","R","SR","SS","SS","SS","RR","RR",0,-1,-1,-1,1,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"EN:allnetworks","Cefaclor_Penicillin G",1.4667,48.4667,48.4667,85.5333,67,"1",2751.5058,5860.5012,4306.0035,"Cefaclor","Penicillin G","Cefaclor-Penicillin G","CEC","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.098012324,-0.087860084,-0.242966446,-0.121944543,-0.107721391,-0.04253101,"Additivity","Additivity","Synergy","Synergy","Synergy","Additivity",0,0,-1,-1,-1,0,-3,"S","S","S","S","R","R","R","S","S","S","R","R","SR","SS","SS","SS","RR","RR",0,-1,-1,-1,1,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-citation","Cefaclor_Penicillin G",1.4,69.5,69.5,153.3,111.4,"1",1357.6787,9049.1332,5203.406,"Cefaclor","Penicillin G","Cefaclor-Penicillin G","CEC","PEN",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.098012324,-0.087860084,-0.242966446,-0.121944543,-0.107721391,-0.04253101,"Additivity","Additivity","Synergy","Synergy","Synergy","Additivity",0,0,-1,-1,-1,0,-3,"S","S","S","S","R","R","R","S","S","S","R","R","SR","SS","SS","SS","RR","RR",0,-1,-1,-1,1,1,-1,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-occurence of prot. domains","Cefaclor_Piperacillin",Inf,0.3333,1,2.3333,1.6667,"1",0,0,0,"Cefaclor","Piperacillin","Cefaclor-Piperacillin","CEC","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.082078736,-0.080655113,-0.447316042,-0.27874853,0.05622461,-0.047710496,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","R","S","S","S","S","S","SR","SS","SS","SS","RS","RS",0,-1,-1,-1,0,0,-3,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"Similar phylogenetic profiles","Cefaclor_Piperacillin",5.8333,1,1.1667,2.3333,1.75,"0",0,872,436,"Cefaclor","Piperacillin","Cefaclor-Piperacillin","CEC","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.082078736,-0.080655113,-0.447316042,-0.27874853,0.05622461,-0.047710496,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","R","S","S","S","S","S","SR","SS","SS","SS","RS","RS",0,-1,-1,-1,0,0,-3,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"Small/medium-scale PPI","Cefaclor_Piperacillin",2.8,1.6,2,7.2,4.6,"1",207.8068,865.8203,536.8135,"Cefaclor","Piperacillin","Cefaclor-Piperacillin","CEC","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.082078736,-0.080655113,-0.447316042,-0.27874853,0.05622461,-0.047710496,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","R","S","S","S","S","S","SR","SS","SS","SS","RS","RS",0,-1,-1,-1,0,0,-3,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"High-throughput PPI","Cefaclor_Piperacillin",3.5333,6.8667,6.9333,32.4,19.6667,"0",2645.0598,37472.5534,20058.8066,"Cefaclor","Piperacillin","Cefaclor-Piperacillin","CEC","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.082078736,-0.080655113,-0.447316042,-0.27874853,0.05622461,-0.047710496,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","R","S","S","S","S","S","SR","SS","SS","SS","RS","RS",0,-1,-1,-1,0,0,-3,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-expression","Cefaclor_Piperacillin",3.4,9.5333,9.5333,42.1333,25.8333,"0",772.6031,5365.136,3068.8695,"Cefaclor","Piperacillin","Cefaclor-Piperacillin","CEC","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.082078736,-0.080655113,-0.447316042,-0.27874853,0.05622461,-0.047710496,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","R","S","S","S","S","S","SR","SS","SS","SS","RS","RS",0,-1,-1,-1,0,0,-3,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"Similar genomic context","Cefaclor_Piperacillin",3.0667,13.1333,13.1333,25.5333,19.3333,"0",2944.0459,13562.154,8253.0999,"Cefaclor","Piperacillin","Cefaclor-Piperacillin","CEC","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.082078736,-0.080655113,-0.447316042,-0.27874853,0.05622461,-0.047710496,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","R","S","S","S","S","S","SR","SS","SS","SS","RS","RS",0,-1,-1,-1,0,0,-3,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-functional(EcoCyc)","Cefaclor_Piperacillin",1,15,15,15,15,"1",0,0,0,"Cefaclor","Piperacillin","Cefaclor-Piperacillin","CEC","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.082078736,-0.080655113,-0.447316042,-0.27874853,0.05622461,-0.047710496,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","R","S","S","S","S","S","SR","SS","SS","SS","RS","RS",0,-1,-1,-1,0,0,-3,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-functional (GO-BP)","Cefaclor_Piperacillin",1.2,38.0667,39.6667,57.6667,48.6667,"1",6550.9088,17636.6732,12093.791,"Cefaclor","Piperacillin","Cefaclor-Piperacillin","CEC","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.082078736,-0.080655113,-0.447316042,-0.27874853,0.05622461,-0.047710496,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","R","S","S","S","S","S","SR","SS","SS","SS","RS","RS",0,-1,-1,-1,0,0,-3,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-functional (EcoCyc/GO-BP)","Cefaclor_Piperacillin",1.0667,43.6667,45,62.6667,53.8333,"1",11165.3689,28714.3712,19939.8701,"Cefaclor","Piperacillin","Cefaclor-Piperacillin","CEC","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.082078736,-0.080655113,-0.447316042,-0.27874853,0.05622461,-0.047710496,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","R","S","S","S","S","S","SR","SS","SS","SS","RS","RS",0,-1,-1,-1,0,0,-3,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"EN:allnetworks","Cefaclor_Piperacillin",1.4667,48.4667,48.4667,85.5333,67,"1",2751.5058,5860.5012,4306.0035,"Cefaclor","Piperacillin","Cefaclor-Piperacillin","CEC","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.082078736,-0.080655113,-0.447316042,-0.27874853,0.05622461,-0.047710496,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","R","S","S","S","S","S","SR","SS","SS","SS","RS","RS",0,-1,-1,-1,0,0,-3,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"Co-citation","Cefaclor_Piperacillin",1.4,69.5,69.5,153.3,111.4,"1",1357.6787,9049.1332,5203.406,"Cefaclor","Piperacillin","Cefaclor-Piperacillin","CEC","PIP",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.082078736,-0.080655113,-0.447316042,-0.27874853,0.05622461,-0.047710496,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","R","S","S","S","S","S","SR","SS","SS","SS","RS","RS",0,-1,-1,-1,0,0,-3,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,14,0.00784670396122041,"Additivity-Synergy","connected"
"Small/medium-scale PPI","Cefaclor_Rifampicin",4,2.2,2.8,6.3,4.55,"0",536.8135,3314.3194,1925.5665,"Cefaclor","Rifampicin","Cefaclor-Rifampicin","CEC","RIF",0,"beta-lactam","RNA polymerase","beta-lactam-RNA polymerase",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.120612932,-0.06301094,0.050128408,-0.029090456,-0.021023158,0.044823608,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","S","R","SS","SS","SS","SS","RS","RR",-1,-1,-1,-1,0,1,-3,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,8,8,8,8,16,20,0.41,0,0.17,0,0,0.87,7,0.00242149473711998,"Additivity","connected"
"Similar genomic context","Cefaclor_Rifampicin",3,15.75,15.75,24.5833,20.1667,"0",2744.7024,9408.1278,6076.4151,"Cefaclor","Rifampicin","Cefaclor-Rifampicin","CEC","RIF",0,"beta-lactam","RNA polymerase","beta-lactam-RNA polymerase",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.120612932,-0.06301094,0.050128408,-0.029090456,-0.021023158,0.044823608,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","S","R","SS","SS","SS","SS","RS","RR",-1,-1,-1,-1,0,1,-3,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,8,8,8,8,16,20,0.41,0,0.17,0,0,0.87,7,0.00242149473711998,"Additivity","connected"
