"network","drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","Drug1","Drug2","code_3letter1","code_3letter2","drug_category1","drug_category2","targeted_cellular_process1","targeted_cellular_process2","use1","use2","processprocess","us","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","connection_onoff"
"Co-functional (EcoCyc/GO-BP)","Meropenem_Trimethoprim",1.5,31.6667,32,53.8333,42.9167,"1","Meropenem","Trimethoprim","MEM","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",-0.2618998,-0.09517914,-0.08357508,-0.06712107,0.05482536,0.05900193,"Synergy","Additivity","Additivity",-1,0,0,0,0,0,-1,"S","S","S","S","S","S","S","S","S","S","R","R","SS","SS","SS","SS","SR","SR",-1,-1,-1,-1,0,0,-4,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,0.5,0.5,0.5,0.5,1,1,"connected"
"Co-functional (EcoCyc/GO-BP)","Metformin_Novobiocin",Inf,0,6,20,13,"0","Metformin","Novobiocin","MF","NVB","human drug","quinolones","human","DNA","human-targeted drug","antibiotic","DNA-human",0,"antibiotic-human-targeted drug",0.1612607,0.1813627,-0.3678938,-0.1610487,-0.09279636,-0.03810446,"Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","S","S","S","S","R","S","R","R","SS","SS","SR","SS","SR","SR",-1,-1,0,-1,0,0,-3,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,20,20,20,20,20,20,"disconnected"
"Co-functional (EcoCyc/GO-BP)","Metformin_Penicillin G",Inf,0,6,53.8333,29.9167,"0","Metformin","Penicillin G","MF","PEN","human drug","beta-lactam","human","cell wall","human-targeted drug","antibiotic","cell wall-human",0,"antibiotic-human-targeted drug",0.07392615,0.05044136,0.05393194,0.08149147,0.02486595,0.03839731,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","S","S","S","R","R","SR","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,5,5,1.25,1.25,10,10,"disconnected"
"Co-functional (EcoCyc/GO-BP)","Metformin_Piperacillin",Inf,0,6,53.8333,29.9167,"0","Metformin","Piperacillin","MF","PIP","human drug","beta-lactam","human","cell wall","human-targeted drug","antibiotic","cell wall-human",0,"antibiotic-human-targeted drug",0.06466441,0.09167284,-0.3526412,-0.4358445,-0.3987139,-0.5099525,"Additivity","Additivity","Synergy",0,0,0,0,0,-1,-1,"S","S","S","S","S","S","R","S","S","S","S","S","SR","SS","SS","SS","SS","SS",0,-1,-1,-1,-1,-1,-5,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,0.3,0.3,1,1,2,3,"disconnected"
"Co-functional (EcoCyc/GO-BP)","Metformin_Sulfamonomethoxine",Inf,0,6,21,13.5,"0","Metformin","Sulfamonomethoxine","MF","SMM","human drug","folic acid biosynthesis","human","DNA","human-targeted drug","antibiotic","DNA-human",0,"antibiotic-human-targeted drug",-0.03655133,0.04580751,0.04004751,0.04579047,0.06219924,0.03539427,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","S","S","R","R","R","R","R","R","SR","SR","SR","SR","SR","SR",0,0,0,0,0,0,0,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,50,50,50,50,100,100,"disconnected"
"Co-functional (EcoCyc/GO-BP)","Metformin_Trimethoprim",Inf,0,6,32,19,"0","Metformin","Trimethoprim","MF","TMP","human drug","folic acid biosynthesis","human","DNA","human-targeted drug","antibiotic","DNA-human",0,"antibiotic-human-targeted drug",0.07735839,0.1462199,0.1266285,0.2241331,0.05332541,-0.03072311,"Additivity","Additivity","Additivity",0,0,1,1,0,0,2,"S","S","S","S","S","S","S","S","S","S","R","R","SS","SS","SS","SS","SR","SR",-1,-1,-1,-1,0,0,-4,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,0.5,0.5,0.5,0.5,1,1,"disconnected"
"Co-functional (EcoCyc/GO-BP)","Moxifloxacin_Novobiocin",1.4,8.8,8.8,20,14.4,"1","Moxifloxacin","Novobiocin","MXF","NVB","quinolones","quinolones","DNA","DNA","antibiotic","antibiotic","DNA-DNA",1,"antibiotic-antibiotic",-0.2126646,0.1991707,0.09410865,-0.03932986,0.02728028,-0.04635133,"Additivity","Additivity","Additivity",0,1,0,0,0,0,1,"S","S","S","S","R","S","S","S","R","S","R","R","SS","SS","SR","SS","RR","SR",-1,-1,0,-1,1,0,-2,0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,20,20,20,20,20,20,"connected"
"Co-functional (EcoCyc/GO-BP)","Moxifloxacin_Penicillin G",2.0833,13,13,53.8333,33.4167,"1","Moxifloxacin","Penicillin G","MXF","PEN","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.08133145,0.05552798,0.09293838,0.05871403,-0.2155594,0.03610461,"Additivity","Synergy","Additivity",0,0,0,0,-1,0,-1,"S","S","S","S","R","S","R","S","S","S","R","R","SR","SS","SS","SS","RR","SR",0,-1,-1,-1,1,0,-2,0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,5,5,1.25,1.25,10,10,"connected"
"Co-functional (EcoCyc/GO-BP)","Moxifloxacin_Piperacillin",2.0833,13,13,53.8333,33.4167,"1","Moxifloxacin","Piperacillin","MXF","PIP","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",-0.113802,0.04268135,0.1240064,0.06816039,0.06240476,0.1330864,"Additivity","Additivity","Additivity",0,0,1,0,0,0,1,"S","S","S","S","R","S","R","S","S","S","S","S","SR","SS","SS","SS","RS","SS",0,-1,-1,-1,0,-1,-4,0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,0.3,0.3,1,1,2,3,"connected"
"Co-functional (EcoCyc/GO-BP)","Moxifloxacin_Sulfamonomethoxine",1.75,13,13,21,17,"1","Moxifloxacin","Sulfamonomethoxine","MXF","SMM","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic","DNA-DNA",1,"antibiotic-antibiotic",-0.03076059,0.03767403,0.06273743,0.03901616,0.02936024,-0.06180629,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","R","R","R","R","SR","SR","SR","SR","RR","SR",0,0,0,0,1,0,1,0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,50,50,50,50,100,100,"connected"
"Co-functional (EcoCyc/GO-BP)","Moxifloxacin_Trimethoprim",1.75,13,13,32,22.5,"1","Moxifloxacin","Trimethoprim","MXF","TMP","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic","DNA-DNA",1,"antibiotic-antibiotic",0.1469812,0.1290434,0.07974947,-0.0277103,-0.01633751,-0.05219951,"Additivity","Additivity","Additivity",0,1,0,0,0,0,1,"S","S","S","S","R","S","S","S","S","S","R","R","SS","SS","SS","SS","RR","SR",-1,-1,-1,-1,1,0,-3,0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,0.5,0.5,0.5,0.5,1,1,"connected"
"Co-functional (EcoCyc/GO-BP)","Novobiocin_Penicillin G",1.5,20,20,53.8333,36.9167,"1","Novobiocin","Penicillin G","NVB","PEN","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",-0.03745407,0.027633383,0.044083906,-0.041259192,-0.083605694,-0.029289325,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","S","R","R","R","S","S","S","R","R","SR","SS","RS","SS","RR","RR",0,-1,0,-1,1,1,0,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,5,5,1.25,1.25,10,10,"connected"
"Co-functional (EcoCyc/GO-BP)","Novobiocin_Piperacillin",1.5,20,20,53.8333,36.9167,"1","Novobiocin","Piperacillin","NVB","PIP","quinolones","beta-lactam","DNA","cell wall","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",-0.065526063,-0.092736608,-0.082676808,-0.037692327,-0.054464223,-0.035052801,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","S","R","R","R","S","S","S","S","S","SR","SS","RS","SS","RS","RS",0,-1,0,-1,0,0,-2,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,0.3,0.3,1,1,2,3,"connected"
"Co-functional (EcoCyc/GO-BP)","Novobiocin_Sulfamonomethoxine",1,20,20,21,20.5,"1","Novobiocin","Sulfamonomethoxine","NVB","SMM","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic","DNA-DNA",1,"antibiotic-antibiotic",-0.066328647,0.038095469,0.082967085,0.049561465,0.039456728,-0.035011491,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","S","R","R","R","R","R","R","R","R","SR","SR","RR","SR","RR","RR",0,0,1,0,1,1,3,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,50,50,50,50,100,100,"connected"
"Co-functional (EcoCyc/GO-BP)","Novobiocin_Triclosan",2,17,17,20,18.5,"0","Novobiocin","Triclosan","NVB","TRI","quinolones","other membrane","DNA","membrane","antibiotic","anti-infective","DNA-membrane",0,"anti-infective-antibiotic",0.056867496,-0.072267537,-0.174185559,0.071407499,0.027329343,0.056102306,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","R","S","R","R","R","R","R","R","R","R","SR","SR","RR","SR","RR","RR",0,0,1,0,1,1,3,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"Co-functional (EcoCyc/GO-BP)","Novobiocin_Trimethoprim",1,20,20,32,26,"1","Novobiocin","Trimethoprim","NVB","TMP","quinolones","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic","DNA-DNA",1,"antibiotic-antibiotic",0.087234887,0.140252539,0.077579694,-0.081899442,0.03274008,0.028000642,"Additivity","Additivity","Additivity",0,1,0,0,0,0,1,"S","S","R","S","R","R","S","S","S","S","R","R","SS","SS","RS","SS","RR","RR",-1,-1,0,-1,1,1,-1,20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,0.5,0.5,0.5,0.5,1,1,"connected"
"Co-functional (EcoCyc/GO-BP)","Penicillin G_Piperacillin",1.0667,43.6667,45,62.6667,53.8333,"1","Penicillin G","Piperacillin","PEN","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic","cell wall-cell wall",1,"antibiotic-antibiotic",-0.044091277,-0.137293835,0.074192917,-0.061017442,0.083031273,0.03624487,"Additivity","Additivity","Additivity",0,-1,0,0,0,0,-1,"R","S","S","S","R","R","R","S","S","S","S","S","RR","SS","SS","SS","RS","RS",1,-1,-1,-1,0,0,-2,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,0.3,0.3,1,1,2,3,"connected"
"Co-functional (EcoCyc/GO-BP)","Penicillin G_Sulfamonomethoxine",1.5,21,21,53.8333,37.4167,"1","Penicillin G","Sulfamonomethoxine","PEN","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.035618895,-0.030967843,0.038458864,-0.072433899,-0.046694612,0.019693989,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","S","S","S","R","R","R","R","R","R","R","R","RR","SR","SR","SR","RR","RR",1,0,0,0,1,1,3,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,50,50,50,50,100,100,"connected"
"Co-functional (EcoCyc/GO-BP)","Penicillin G_Triclosan",2.5,17,17,53.8333,35.4167,"0","Penicillin G","Triclosan","PEN","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective","cell wall-membrane",0,"anti-infective-antibiotic",-0.022481861,-0.043846011,0.051027743,-0.092179744,-0.216956192,-0.054836854,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","S","S","S","R","R","R","R","R","R","R","R","RR","SR","SR","SR","RR","RR",1,0,0,0,1,1,3,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"Co-functional (EcoCyc/GO-BP)","Penicillin G_Trimethoprim",1.5,31.6667,32,53.8333,42.9167,"1","Penicillin G","Trimethoprim","PEN","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",-0.075644948,0.10892675,0.10066855,-0.054725617,-0.066753153,0.032539234,"Additivity","Additivity","Additivity",0,1,1,0,0,0,2,"R","S","S","S","R","R","S","S","S","S","R","R","RS","SS","SS","SS","RR","RR",0,-1,-1,-1,1,1,-1,5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,0.5,0.5,0.5,0.5,1,1,"connected"
"Co-functional (EcoCyc/GO-BP)","Piperacillin_Sulfamonomethoxine",1.5,21,21,53.8333,37.4167,"1","Piperacillin","Sulfamonomethoxine","PIP","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",-0.052301078,-0.090997928,0.041127167,0.058950166,-0.062381801,0.055110438,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","S","S","S","S","S","R","R","R","R","R","R","RR","SR","SR","SR","SR","SR",1,0,0,0,0,0,1,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,50,50,50,50,100,100,"connected"
"Co-functional (EcoCyc/GO-BP)","Piperacillin_Triclosan",2.5,17,17,53.8333,35.4167,"0","Piperacillin","Triclosan","PIP","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective","cell wall-membrane",0,"anti-infective-antibiotic",-0.011028118,-0.073949513,-0.041461355,-0.095879483,-0.067792908,0.033648972,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","S","S","S","S","S","R","R","R","R","R","R","RR","SR","SR","SR","SR","SR",1,0,0,0,0,0,1,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"Co-functional (EcoCyc/GO-BP)","Piperacillin_Trimethoprim",1.5,31.6667,32,53.8333,42.9167,"1","Piperacillin","Trimethoprim","PIP","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic","cell wall-DNA",1,"antibiotic-antibiotic",0.082761594,0.115617685,0.180282662,0.126745567,0.028767429,0.074772315,"Additivity","Additivity","Additivity",0,0,1,1,0,0,2,"R","S","S","S","S","S","S","S","S","S","R","R","RS","SS","SS","SS","SR","SR",0,-1,-1,-1,0,0,-3,0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,0.5,0.5,0.5,0.5,1,1,"connected"
"Co-functional (EcoCyc/GO-BP)","Sulfamonomethoxine_Triclosan",2,17,17,21,19,"0","Sulfamonomethoxine","Triclosan","SMM","TRI","folic acid biosynthesis","other membrane","DNA","membrane","antibiotic","anti-infective","DNA-membrane",0,"anti-infective-antibiotic",-0.07167953,-0.06022302,-0.04591838,-0.05911292,-0.02988899,0.02101191,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,0.04,0.04,0.04,0.04,0.04,0.04,"connected"
"Co-functional (EcoCyc/GO-BP)","Sulfamonomethoxine_Trimethoprim",1,21,21,32,26.5,"1","Sulfamonomethoxine","Trimethoprim","SMM","TMP","folic acid biosynthesis","folic acid biosynthesis","DNA","DNA","antibiotic","antibiotic","DNA-DNA",1,"antibiotic-antibiotic",-0.5004405,-0.3418864,-0.1171872,-0.182299,0.04507774,0.05121222,"Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"R","R","R","R","R","R","S","S","S","S","R","R","RS","RS","RS","RS","RR","RR",0,0,0,0,1,1,2,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,0.5,0.5,0.5,0.5,1,1,"connected"
"Co-functional (EcoCyc/GO-BP)","Triclosan_Trimethoprim",2,17,17,32,24.5,"0","Triclosan","Trimethoprim","TRI","TMP","other membrane","folic acid biosynthesis","membrane","DNA","anti-infective","antibiotic","DNA-membrane",0,"anti-infective-antibiotic",-0.08241139,0.02331654,-0.09653844,0.05882453,0.01754148,0.07104337,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","R","R","RS","RS","RS","RS","RR","RR",0,0,0,0,1,1,2,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,0.5,0.5,0.5,0.5,1,1,"connected"
"Co-functional (GO-BP)","A22_Amoxicillin",1.1667,12,12,48.6667,30.3333,"1","A22","Amoxicillin","A22","AMX","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",-0.144406458,-0.107771087,-0.122702154,-0.089881073,0.047542801,-0.13341336,"Synergy","Additivity","Synergy",-1,0,0,0,0,-1,-2,"S","S","S","S","R","S","S","S","R","R","R","R","SS","SS","SR","SR","RR","SR",-1,-1,0,0,1,0,-1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,2,2,0.3,0.3,4,4,"connected"
"Co-functional (GO-BP)","A22_Aztreonam",1.1667,12,12,48.6667,30.3333,"1","A22","Aztreonam","A22","ATM","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",-0.116819962,-0.239493987,-0.131668911,-0.072461879,0.040283817,-0.069617853,"Additivity","Additivity","Synergy",0,-1,0,0,0,-1,-2,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.05,0.05,0.05,0.05,3,5,"connected"
"Co-functional (GO-BP)","A22_Cefaclor",1.1667,12,12,48.6667,30.3333,"1","A22","Cefaclor","A22","CEC","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",-0.160561269,-0.110830537,-0.260404099,-0.25570745,-0.031969583,-0.053619229,"Synergy","Additivity","Additivity",-1,0,-1,0,0,0,-2,"S","S","S","S","R","S","S","S","S","S","R","R","SS","SS","SS","SS","RR","SR",-1,-1,-1,-1,1,0,-3,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,1,1,0.5,0.5,4,4,"connected"
"Co-functional (GO-BP)","A22_Cefotaxime",1.1667,12,12,48.6667,30.3333,"1","A22","Cefotaxime","A22","CTX","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",-0.142714926,-0.179266974,-0.245271572,-0.165740597,-0.073620896,-0.133296097,"Additivity","Additivity","Synergy",0,-1,-1,-1,0,-1,-4,"S","S","S","S","R","S","S","S","R","R","S","R","SS","SS","SR","SR","RS","SR",-1,-1,0,0,0,0,-2,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.01,0.01,0.01,0.01,5,5,"connected"
"Co-functional (GO-BP)","A22_Cephalexin",1.1667,12,12,48.6667,30.3333,"1","A22","Cephalexin","A22","LEX","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",-0.075399183,0.056095773,0.048970106,0.061262897,0.025841836,-0.076524942,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","R","R","R","R","R","R","SR","SR","SR","SR","RR","SR",0,0,0,0,1,0,1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,10,10,10,10,16,16,"connected"
"Co-functional (GO-BP)","A22_Ciprofloxacin",2,12,12,20,16,"0","A22","Ciprofloxacin","A22","CIP","other cell wall","quinolones","cell wall","DNA","research used drug","antibiotic","cell wall-DNA",0,"antibiotic-research used drug",-0.12955829,0.064624682,0.127928206,0.066171374,-0.055650542,-0.037127789,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.01,0.01,0.015,0.015,1.25,0.08,"connected"
"Co-functional (GO-BP)","A22_Doxycycline",4,9,12,13,12.5,"0","A22","Doxycycline","A22","DOX","other cell wall","tetracycline","cell wall","protein synthesis inhibitor","research used drug","antibiotic","cell wall-protein synthesis inhibitor",0,"antibiotic-research used drug",0.145314474,-0.046015076,0.092081999,0.054741609,-0.031449653,0.136296957,"Antagonism","Additivity","Antagonism",1,0,0,0,0,1,2,"S","S","S","S","R","S","S","S","S","S","R","S","SS","SS","SS","SS","RR","SS",-1,-1,-1,-1,1,-1,-4,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.5,0.5,1,1,4,4,"connected"
"Co-functional (GO-BP)","A22_Fosfomycin",2,12,12,19,15.5,"0","A22","Fosfomycin","A22","FOF","other cell wall","other cell wall","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",0.138097314,0.180647729,0.060819247,-0.08367303,0.04973499,-0.591744658,"Additivity","Additivity","Synergy",0,1,0,0,0,-1,0,"S","S","S","S","R","S","S","S","S","R","S","S","SS","SS","SS","SR","RS","SS",-1,-1,-1,0,0,-1,-4,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.1,0.1,0.05,0.05,15,5,"connected"
"Co-functional (GO-BP)","A22_Fusidic acid",5,1,1,12,6.5,"0","A22","Fusidic acid","A22","FUS","other cell wall","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","research used drug","antibiotic","cell wall-protein synthesis inhibitor",0,"antibiotic-research used drug",0.099261731,-0.150875992,-0.04907706,-0.061795543,-0.025725863,-0.073104875,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","S","S","R","R","R","R","SS","SS","SR","SR","RR","SR",-1,-1,0,0,1,0,-1,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,100,100,100,100,100,100,"connected"
"Co-functional (GO-BP)","A22_Imipenem",1.1667,12,12,48.6667,30.3333,"1","A22","Imipenem","A22","IPM","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",-0.179297277,-0.119598323,-0.162337066,-0.066061951,-0.025180084,-0.144688639,"Synergy","Additivity","Synergy",-1,0,-1,0,0,-1,-3,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.125,0.125,0.125,0.125,3,0.75,"connected"
"Co-functional (GO-BP)","A22_Levofloxacin",2.5,9,9,16,12.5,"0","A22","Levofloxacin","A22","LCX","other cell wall","DNA gyrase","cell wall","DNA","research used drug","antibiotic","cell wall-DNA",0,"antibiotic-research used drug",-0.048183781,-0.069538508,0.057621053,0.116429698,-0.033825992,0,"Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.04,0.04,0.08,0.08,2,0.5,"connected"
"Co-functional (GO-BP)","A22_Mecillinam",1,12,12,72,42,"1","A22","Mecillinam","A22","MEC","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",-0.175348504,-0.087425732,0.150147598,-0.049278723,0.025530002,0.039390317,"Synergy","Additivity","Additivity",-1,0,0,0,0,0,-1,"S","S","S","S","R","S","S","S","S","S","R","R","SS","SS","SS","SS","RR","SR",-1,-1,-1,-1,1,0,-3,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.06,0.06,0.06,0.06,2,2,"connected"
"Co-functional (GO-BP)","A22_Meropenem",1.1667,12,12,48.6667,30.3333,"1","A22","Meropenem","A22","MEM","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic","cell wall-cell wall",0,"antibiotic-research used drug",-0.23572914,-0.215070783,-0.259392902,-0.219074205,0.027208239,-0.047575083,"Synergy","Additivity","Additivity",-1,0,-1,0,0,0,-2,"S","S","S","S","R","S","S","S","S","S","S","S","SS","SS","SS","SS","RS","SS",-1,-1,-1,-1,0,-1,-5,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.08,0.04,0.08,0.04,1,0.25,"connected"
"Co-functional (GO-BP)","A22_Moxifloxacin",2.5,9,9,16,12.5,"0","A22","Moxifloxacin","A22","MXF","other cell wall","quinolones","cell wall","DNA","research used drug","antibiotic","cell wall-DNA",0,"antibiotic-research used drug",0.140610664,0.092193184,0.215826495,-0.042947388,-0.023823212,0.064888849,"Additivity","Additivity","Additivity",0,0,1,0,0,0,1,"S","S","S","S","R","S","S","S","S","S","R","S","SS","SS","SS","SS","RR","SS",-1,-1,-1,-1,1,-1,-4,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,0.08,0.08,0.08,0.08,0.5,0.5,"connected"
"Co-functional (GO-BP)","A22_Novobiocin",2,12,12,20,16,"0","A22","Novobiocin","A22","NVB","other cell wall","quinolones","cell wall","DNA","research used drug","antibiotic","cell wall-DNA",0,"antibiotic-research used drug",-0.104017215,-0.200428236,-0.229780853,-0.037197669,-0.026186098,-0.038617664,"Additivity","Additivity","Additivity",0,-1,-1,0,0,0,-2,"S","S","S","S","R","S","S","S","R","S","R","R","SS","SS","SR","SS","RR","SR",-1,-1,0,-1,1,0,-2,1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,20,20,20,20,20,20,"connected"
