"drug1","drug2","code_3letter1","code_3letter2","drug_category1","drug_category2","targeted_cellular_process1","targeted_cellular_process2","use1","use2","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","drug_category","targeted_process","use","drugdrug","categorycategory","processprocess","useuse","clusters","Drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","Drug1","Drug2","rates","network_type"
"Penicillin G","Triclosan","PEN","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.022481861,-0.043846011,0.051027743,-0.092179744,-0.216956192,-0.054836854,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Penicillin G-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Penicillin G_Triclosan",3,17,17,34,26,"Penicillin G","Triclosan",18.4135287203485,"EcoliNet.v1.benchmark.txt"
"Imipenem","Meropenem","IPM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.043372087,-0.18696158,-0.449210376,-0.150327204,0.091958374,0.0144448,"Additivity","Additivity","Synergy","Additivity","Antagonism","Additivity","Same","Same","Same","Imipenem-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Imipenem_Meropenem",1,39,40,60,50,"Imipenem","Meropenem",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Imipenem","Meropenem","IPM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.043372087,-0.18696158,-0.449210376,-0.150327204,0.091958374,0.0144448,"Additivity","Additivity","Synergy","Additivity","Antagonism","Additivity","Same","Same","Same","Imipenem-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Imipenem_Meropenem",1,39,40,60,50,"Imipenem","Meropenem",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Imipenem","Triclosan","IPM","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",0.022938866,-0.105416764,-0.024960561,-0.02091495,-0.251783446,-0.036194732,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity","Different","Different","Different","Imipenem-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Imipenem_Triclosan",2,17,17,53,35,"Imipenem","Triclosan",18.4135287203485,"EcoliNet.v1.benchmark.txt"
"Imipenem","Triclosan","IPM","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",0.022938866,-0.105416764,-0.024960561,-0.02091495,-0.251783446,-0.036194732,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity","Different","Different","Different","Imipenem-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Imipenem_Triclosan",3,17,17,34,26,"Imipenem","Triclosan",18.4135287203485,"EcoliNet.v1.benchmark.txt"
"Imipenem","Metformin","IPM","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.069277269,0.056932163,0.073458803,0.032644056,-0.167607629,0.162494337,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Imipenem-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Imipenem_Metformin",Inf,NA,6,54,30,"Imipenem","Metformin",16.3833346036913,"EcoliNet.v1.benchmark.txt"
"Imipenem","Metformin","IPM","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.069277269,0.056932163,0.073458803,0.032644056,-0.167607629,0.162494337,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Imipenem-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Imipenem_Metformin",Inf,NA,6,43,25,"Imipenem","Metformin",16.3833346036913,"EcoliNet.v1.benchmark.txt"
"Imipenem","Moxifloxacin","IPM","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.143071364,0.096001253,0.217666629,0.049052104,-0.077299728,-0.069209125,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Same","Imipenem-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,"Imipenem_Moxifloxacin",2,13,13,53,33,"Imipenem","Moxifloxacin",20.5572314363607,"EcoliNet.v1.benchmark.txt"
"Imipenem","Moxifloxacin","IPM","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.143071364,0.096001253,0.217666629,0.049052104,-0.077299728,-0.069209125,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Same","Imipenem-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,"Imipenem_Moxifloxacin",2,13,13,34,24,"Imipenem","Moxifloxacin",20.5572314363607,"EcoliNet.v1.benchmark.txt"
"Aztreonam","Penicillin G","ATM","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.241961917,-0.249976928,-0.039743293,0.043806868,-0.071174783,-0.037717709,"Synergy","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Aztreonam_Penicillin G",1,39,40,60,50,"Aztreonam","Penicillin G",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Aztreonam","Penicillin G","ATM","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.241961917,-0.249976928,-0.039743293,0.043806868,-0.071174783,-0.037717709,"Synergy","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Aztreonam_Penicillin G",1,39,40,60,50,"Aztreonam","Penicillin G",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Aztreonam","Imipenem","ATM","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.055647727,-0.167274742,-0.06413935,-0.069942261,0.41449373,0.149609192,"Additivity","Additivity","Additivity","Additivity","Antagonism","Synergy","Same","Same","Same","Aztreonam-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,"Aztreonam_Imipenem",1,39,40,60,50,"Aztreonam","Imipenem",20.5572314363607,"EcoliNet.v1.benchmark.txt"
"Aztreonam","Imipenem","ATM","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.055647727,-0.167274742,-0.06413935,-0.069942261,0.41449373,0.149609192,"Additivity","Additivity","Additivity","Additivity","Antagonism","Synergy","Same","Same","Same","Aztreonam-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,"Aztreonam_Imipenem",1,39,40,60,50,"Aztreonam","Imipenem",20.5572314363607,"EcoliNet.v1.benchmark.txt"
"Aztreonam","Meropenem","ATM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066902764,-0.114398819,-0.268912269,-0.148477209,0.053407092,-0.052100663,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Aztreonam_Meropenem",1,39,40,60,50,"Aztreonam","Meropenem",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Aztreonam","Meropenem","ATM","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066902764,-0.114398819,-0.268912269,-0.148477209,0.053407092,-0.052100663,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Aztreonam-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,"Aztreonam_Meropenem",1,39,40,60,50,"Aztreonam","Meropenem",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Aztreonam","Triclosan","ATM","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.044586976,0.028322768,-0.029074005,-0.070143999,-0.055022251,0.02135433,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Aztreonam-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",11,"Aztreonam_Triclosan",2,17,17,53,35,"Aztreonam","Triclosan",8.14833060930772,"EcoliNet.v1.benchmark.txt"
"Aztreonam","Triclosan","ATM","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.044586976,0.028322768,-0.029074005,-0.070143999,-0.055022251,0.02135433,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Aztreonam-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",11,"Aztreonam_Triclosan",3,17,17,34,26,"Aztreonam","Triclosan",8.14833060930772,"EcoliNet.v1.benchmark.txt"
"Aztreonam","Metformin","ATM","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.149239892,0.114543068,0.200605876,0.285351041,-0.214797764,-0.672078815,"Additivity","Additivity","Antagonism","Antagonism","Additivity","Synergy","Different","Different","Different","Aztreonam-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Aztreonam_Metformin",Inf,NA,6,54,30,"Aztreonam","Metformin",16.3833346036913,"EcoliNet.v1.benchmark.txt"
"Aztreonam","Metformin","ATM","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.149239892,0.114543068,0.200605876,0.285351041,-0.214797764,-0.672078815,"Additivity","Additivity","Antagonism","Antagonism","Additivity","Synergy","Different","Different","Different","Aztreonam-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Aztreonam_Metformin",Inf,NA,6,43,25,"Aztreonam","Metformin",16.3833346036913,"EcoliNet.v1.benchmark.txt"
"Aztreonam","Moxifloxacin","ATM","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.024540586,0.169091572,0.136696742,0.096595528,0.038096708,0.088265502,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,"Aztreonam_Moxifloxacin",2,13,13,53,33,"Aztreonam","Moxifloxacin",20.5572314363607,"EcoliNet.v1.benchmark.txt"
"Aztreonam","Moxifloxacin","ATM","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.024540586,0.169091572,0.136696742,0.096595528,0.038096708,0.088265502,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Aztreonam-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,"Aztreonam_Moxifloxacin",2,13,13,34,24,"Aztreonam","Moxifloxacin",20.5572314363607,"EcoliNet.v1.benchmark.txt"
"Cephalexin","Penicillin G","LEX","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.050012293,0.048796852,-0.069323225,-0.049739346,-0.056618085,0.017535041,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",7,"Cephalexin_Penicillin G",1,39,40,60,50,"Cephalexin","Penicillin G",0.951753636237623,"EcoliNet.v1.benchmark.txt"
"Cephalexin","Penicillin G","LEX","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.050012293,0.048796852,-0.069323225,-0.049739346,-0.056618085,0.017535041,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",7,"Cephalexin_Penicillin G",1,39,40,60,50,"Cephalexin","Penicillin G",0.951753636237623,"EcoliNet.v1.benchmark.txt"
"Cephalexin","Imipenem","LEX","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.062303642,-0.053685421,-0.057252841,0.032793424,-0.018805893,0.025000618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",6,"Cephalexin_Imipenem",1,39,40,60,50,"Cephalexin","Imipenem",27.6982438851524,"EcoliNet.v1.benchmark.txt"
"Cephalexin","Imipenem","LEX","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.062303642,-0.053685421,-0.057252841,0.032793424,-0.018805893,0.025000618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",6,"Cephalexin_Imipenem",1,39,40,60,50,"Cephalexin","Imipenem",27.6982438851524,"EcoliNet.v1.benchmark.txt"
"Cephalexin","Meropenem","LEX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066057652,-0.094180473,0.01418939,-0.126460738,0.02825758,0.043693364,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",5,"Cephalexin_Meropenem",1,39,40,60,50,"Cephalexin","Meropenem",16.3655444079025,"EcoliNet.v1.benchmark.txt"
"Cephalexin","Meropenem","LEX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066057652,-0.094180473,0.01418939,-0.126460738,0.02825758,0.043693364,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",5,"Cephalexin_Meropenem",1,39,40,60,50,"Cephalexin","Meropenem",16.3655444079025,"EcoliNet.v1.benchmark.txt"
"Cephalexin","Triclosan","LEX","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.024966915,-0.0224646,-0.056234661,-0.036972152,-0.022545978,0.040141169,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cephalexin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Cephalexin_Triclosan",2,17,17,53,35,"Cephalexin","Triclosan",18.4135287203485,"EcoliNet.v1.benchmark.txt"
"Cephalexin","Triclosan","LEX","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.024966915,-0.0224646,-0.056234661,-0.036972152,-0.022545978,0.040141169,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cephalexin-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,"Cephalexin_Triclosan",3,17,17,34,26,"Cephalexin","Triclosan",18.4135287203485,"EcoliNet.v1.benchmark.txt"
"Cephalexin","Metformin","LEX","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.050253855,0.021236658,0.01968194,0.045131702,-0.025486956,-0.03352575,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cephalexin-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Cephalexin_Metformin",Inf,NA,6,54,30,"Cephalexin","Metformin",16.3833346036913,"EcoliNet.v1.benchmark.txt"
"Cephalexin","Metformin","LEX","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.050253855,0.021236658,0.01968194,0.045131702,-0.025486956,-0.03352575,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cephalexin-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,"Cephalexin_Metformin",Inf,NA,6,43,25,"Cephalexin","Metformin",16.3833346036913,"EcoliNet.v1.benchmark.txt"
"Cephalexin","Moxifloxacin","LEX","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.03434714,-0.034859472,0.056214212,0.034599098,-0.036136619,-0.116638177,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",4,"Cephalexin_Moxifloxacin",2,13,13,53,33,"Cephalexin","Moxifloxacin",15.3997956025415,"EcoliNet.v1.benchmark.txt"
"Cephalexin","Moxifloxacin","LEX","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.03434714,-0.034859472,0.056214212,0.034599098,-0.036136619,-0.116638177,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",4,"Cephalexin_Moxifloxacin",2,13,13,34,24,"Cephalexin","Moxifloxacin",15.3997956025415,"EcoliNet.v1.benchmark.txt"
"Fosfomycin","Piperacillin","FOF","PIP","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.097494755,-0.294305731,-0.175558805,-0.20345176,-0.086793125,-0.071546249,"Additivity","Synergy","Additivity","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Piperacillin","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",13,"Fosfomycin_Piperacillin",1,27,27,56,42,"Fosfomycin","Piperacillin",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Fosfomycin","Piperacillin","FOF","PIP","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.097494755,-0.294305731,-0.175558805,-0.20345176,-0.086793125,-0.071546249,"Additivity","Synergy","Additivity","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Piperacillin","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",13,"Fosfomycin_Piperacillin",2,27,27,46,36,"Fosfomycin","Piperacillin",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Fosfomycin","Penicillin G","FOF","PEN","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.133764513,-0.181619379,-0.260293115,-0.349446487,0.07047952,0.049728644,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Penicillin G","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",13,"Fosfomycin_Penicillin G",1,27,27,56,42,"Fosfomycin","Penicillin G",51.3271392599232,"EcoliNet.v1.benchmark.txt"
"Fosfomycin","Penicillin G","FOF","PEN","other cell wall","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.133764513,-0.181619379,-0.260293115,-0.349446487,0.07047952,0.049728644,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity","Different","Same","Same","Fosfomycin-Penicillin G","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",13,"Fosfomycin_Penicillin G",2,27,27,46,36,"Fosfomycin","Penicillin G",51.3271392599232,"EcoliNet.v1.benchmark.txt"
