"boundaryCondition","chebi","compartmentCode","constant","cyId","derivedUnits","ec-code","exponent","fast","go","iJO1366","isbn","kegg.compound","kegg.genes","kind","kineticLaw","label","math","metaId","multiplier","name","reversible","sbml compartment","sbml id","sbml initial concentration","sbml type","sbml type ext","sbo","scale","selected","shared name","size","uniprot","units","unitSid","value"
,"CHEBI:57957","1",,"meta_s_0149","substance",,,,,"M_lipidX_c",,"C04824",,,,"2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate",,"meta_s_0149",,"2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate",,"cell","s_0149","0.1","species","species","SBO:0000247",,"false","2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate",,,,,"0.1"
,,,,"meta_r_0122","invalid","4.2.1.17",,"false",,,,,,,"cell*r_0122_Vmax*(s_0045-s_1670/r_0122_Keq)/r_0122_Km0045/((1+s_0045/r_0122_Km0045+1+s_1670/r_0122_Km1670)-1)","3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA)",,"meta_r_0122",,"3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA)","true",,"r_0122",,"reaction","reaction reversible","SBO:0000176",,"false","3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA)",,,,,
,"CHEBI:57330","1",,"meta_s_1670","substance",,,,,"M_dd2coa_c",,"C03221",,,,"trans-Dodec-2-enoyl-CoA",,"meta_s_1670",,"trans-Dodec-2-enoyl-CoA",,"cell","s_1670","0.1","species","species","SBO:0000247",,"false","trans-Dodec-2-enoyl-CoA",,,,,"0.1"
,"CHEBI:62558","1",,"meta_s_0045","substance",,,,,"M_3hddcoa_c",,"C05262",,,,"(S)-3-Hydroxydodecanoyl-CoA",,"meta_s_0045",,"(S)-3-Hydroxydodecanoyl-CoA",,"cell","s_0045","0.1","species","species","SBO:0000247",,"false","(S)-3-Hydroxydodecanoyl-CoA",,,,,"0.1"
,,,,"meta_r_1714","invalid",,,"false",,,"1555810845",,,,"cell*r_1714_Vmax*(s_1484*s_0622-s_0627*s_1531/r_1714_Keq)/(r_1714_Km1484*r_1714_Km0622)/(((1+s_1484/r_1714_Km1484)*(1+s_0622/r_1714_Km0622)+(1+s_0627/r_1714_Km0627)*(1+s_1531/r_1714_Km1531))-1)","Fructose transport via PEP:Pyr PTS (f6p generating) (periplasm)",,"meta_r_1714",,"Fructose transport via PEP:Pyr PTS (f6p generating) (periplasm)","true",,"r_1714",,"reaction","reaction reversible","SBO:0000176",,"false","Fructose transport via PEP:Pyr PTS (f6p generating) (periplasm)",,,,,
,"CHEBI:15824","1",,"meta_s_0622","substance",,,,,"M_fru_c",,"C00095",,,,"D-Fructose",,"meta_s_0622",,"D-Fructose",,"cell","s_0622","0.1","species","species","SBO:0000247",,"false","D-Fructose",,,,,"0.1"
,"CHEBI:58702","1",,"meta_s_1484","substance",,,,,"M_pep_c",,"C00074",,,,"Phosphoenolpyruvate",,"meta_s_1484",,"Phosphoenolpyruvate",,"cell","s_1484","0.1","species","species","SBO:0000247",,"false","Phosphoenolpyruvate",,,,,"0.1"
,,,,"_23ee7241_8e4b_4804_ac9f_d83bbb9311e1","invalid",,,"false",,,,,,,"cell*r_0580_Vmax*(s_1412-s_0555*s_0971/r_0580_Keq)/r_0580_Km1412/((1+s_1412/r_0580_Km1412+(1+s_0555/r_0580_Km0555)*(1+s_0971/r_0580_Km0971))-1)","fatty-acid-CoA thioesterase (hexadecanoate)",,"_23ee7241_8e4b_4804_ac9f_d83bbb9311e1",,"fatty-acid-CoA thioesterase (hexadecanoate)","true",,"r_0580",,"reaction","reaction reversible","SBO:0000176",,"false","fatty-acid-CoA thioesterase (hexadecanoate)",,,,,
,"CHEBI:57379","1",,"meta_s_1412","substance",,,,,"M_pmtcoa_c",,"C00154",,,,"Palmitoyl-CoA (n-C16:0CoA)",,"meta_s_1412",,"Palmitoyl-CoA (n-C16:0CoA)",,"cell","s_1412","0.1","species","species","SBO:0000247",,"false","Palmitoyl-CoA (n-C16:0CoA)",,,,,"0.1"
,,,,"meta_r_1368","invalid","4.1.99.1",,"false",,,,,,,"cell*r_1368_Vmax*(s_1009*s_0451*s_1531-s_1185/r_1368_Keq)/(r_1368_Km1009*r_1368_Km0451*r_1368_Km1531)/(((1+s_1009/r_1368_Km1009)*(1+s_0451/r_1368_Km0451)*(1+s_1531/r_1368_Km1531)+1+s_1185/r_1368_Km1185)-1)","Tryptophanase (L-tryptophan)",,"meta_r_1368",,"Tryptophanase (L-tryptophan)","true",,"r_1368",,"reaction","reaction reversible","SBO:0000176",,"false","Tryptophanase (L-tryptophan)",,,,,
,"CHEBI:16828","1",,"meta_s_1185","substance",,,,,"M_trp_DASH_L_c",,"C00078",,,,"L-Tryptophan",,"meta_s_1185",,"L-Tryptophan",,"cell","s_1185","0.1","species","species","SBO:0000247",,"false","L-Tryptophan",,,,,"0.1"
,"CHEBI:16881","1",,"meta_s_1009","substance",,,,,"M_indole_c",,"C00463",,,,"Indole",,"meta_s_1009",,"Indole",,"cell","s_1009","0.1","species","species","SBO:0000247",,"false","Indole",,,,,"0.1"
"true",,"1","true","meta_e_1141","substance",,,,,,,,"eco:b3708",,,"tnaA",,"meta_e_1141",,"tnaA",,"cell","e_1141","0.001","species","species","SBO:0000252",,"false","tnaA",,"P0A853",,,"0.001"
,,,,"meta_r_0063","invalid","1.1.1.169",,"false",,,,,,,"cell*r_0063_Vmax*(s_0203*s_1336-s_1335*s_0032/r_0063_Keq)/(r_0063_Km0203*r_0063_Km1336)/(((1+s_0203/r_0063_Km0203)*(1+s_1336/r_0063_Km1336)+(1+s_1335/r_0063_Km1335)*(1+s_0032/r_0063_Km0032))-1)","2-dehydropantoate 2-reductase",,"meta_r_0063",,"2-dehydropantoate 2-reductase","true",,"r_0063",,"reaction","reaction reversible","SBO:0000176",,"false","2-dehydropantoate 2-reductase",,,,,
,"CHEBI:14737","1",,"meta_s_0032","substance",,,,,"M_pant_DASH_R_c",,"C00522",,,,"(R)-Pantoate",,"meta_s_0032",,"(R)-Pantoate",,"cell","s_0032","0.1","species","species","SBO:0000247",,"false","(R)-Pantoate",,,,,"0.1"
,"CHEBI:11561","1",,"meta_s_0203","substance",,,,,"M_2dhp_c",,"C00966",,,,"2-Dehydropantoate",,"meta_s_0203",,"2-Dehydropantoate",,"cell","s_0203","0.1","species","species","SBO:0000247",,"false","2-Dehydropantoate",,,,,"0.1"
"true",,"1","true","meta_e_0152","substance",,,,,,,,"eco:b0425",,,"panE",,"meta_e_0152",,"panE",,"cell","e_0152","0.001","species","species","SBO:0000252",,"false","panE",,"P0A9J4",,,"0.001"
,,,,"meta_r_1206","invalid",,,"false",,,,,,,"cell*r_1206_Vmax*(s_0342*s_0467*s_0474-s_0362*s_0421*s_1430/r_1206_Keq)/(r_1206_Km0342*r_1206_Km0467*r_1206_Km0474)/(((1+s_0342/r_1206_Km0342)*(1+s_0467/r_1206_Km0467)*(1+s_0474/r_1206_Km0474)+(1+s_0362/r_1206_Km0362)*(1+s_0421/r_1206_Km0421)*(1+s_1430/r_1206_Km1430))-1)","phosphoribosylaminoimidazole carboxylase",,"meta_r_1206",,"phosphoribosylaminoimidazole carboxylase","true",,"r_1206",,"reaction","reaction reversible","SBO:0000176",,"false","phosphoribosylaminoimidazole carboxylase",,,,,
,"CHEBI:17544","1",,"meta_s_0474","substance",,,,,"M_hco3_c",,"C00288",,,,"Bicarbonate",,"meta_s_0474",,"Bicarbonate",,"cell","s_0474","0.1","species","species","SBO:0000247",,"false","Bicarbonate",,,,,"0.1"
"true",,"1","true","meta_e_0184","substance",,,,,,,,"eco:b0522",,,"purK",,"meta_e_0184",,"purK",,"cell","e_0184","0.001","species","species","SBO:0000252",,"false","purK",,"P09029",,,"0.001"
,,,,"meta_r_0217","invalid","4.2.1.12",,"false",,,,,,,"cell*r_0217_Vmax*(s_0369-s_0201/r_0217_Keq)/r_0217_Km0369/((1+s_0369/r_0217_Km0369+1+s_0201/r_0217_Km0201)-1)","6-phosphogluconate dehydratase",,"meta_r_0217",,"6-phosphogluconate dehydratase","true",,"r_0217",,"reaction","reaction reversible","SBO:0000176",,"false","6-phosphogluconate dehydratase",,,,,
,"CHEBI:57569","1",,"meta_s_0201","substance",,,,,"M_2ddg6p_c",,"C04442",,,,"2-Dehydro-3-deoxy-D-gluconate 6-phosphate",,"meta_s_0201",,"2-Dehydro-3-deoxy-D-gluconate 6-phosphate",,"cell","s_0201","0.1","species","species","SBO:0000247",,"false","2-Dehydro-3-deoxy-D-gluconate 6-phosphate",,,,,"0.1"
"true",,"1","true","meta_e_0579","substance",,,,,,,,"eco:b1851",,,"edd",,"meta_e_0579",,"edd",,"cell","e_0579","0.001","species","species","SBO:0000252",,"false","edd",,"P0ADF6",,,"0.001"
,,,,"meta_r_1335","invalid","1.1.1.60",,"false",,,"1555810845",,,,"cell*r_1335_Vmax*(s_0214*s_1334-s_0029*s_1333/r_1335_Keq)/(r_1335_Km0214*r_1335_Km1334)/(((1+s_0214/r_1335_Km0214)*(1+s_1334/r_1335_Km1334)+(1+s_0029/r_1335_Km0029)*(1+s_1333/r_1335_Km1333))-1)","tartronate semialdehyde reductase",,"meta_r_1335",,"tartronate semialdehyde reductase","true",,"r_1335",,"reaction","reaction reversible","SBO:0000176",,"false","tartronate semialdehyde reductase",,,,,
,"CHEBI:16659","1",,"meta_s_0029","substance",,,,,"M_glyc_DASH_R_c",,"C00258",,,,"(R)-Glycerate",,"meta_s_0029",,"(R)-Glycerate",,"cell","s_0029","0.1","species","species","SBO:0000247",,"false","(R)-Glycerate",,,,,"0.1"
"true",,"1","true","meta_e_0177","substance",,,,,,,,"eco:b0509",,,"glxR",,"meta_e_0177",,"glxR",,"cell","e_0177","0.001","species","species","SBO:0000252",,"false","glxR",,"P77161",,,"0.001"
"true",,"1","true","meta_e_0979","substance",,,,,,,,"eco:b3125",,,"garR",,"meta_e_0979",,"garR",,"cell","e_0979","0.001","species","species","SBO:0000252",,"false","garR",,"P0ABQ2",,,"0.001"
,,,,"meta_r_0147","invalid",,,"false",,,,,,,"cell*r_0147_Vmax*(s_1216*s_1218-s_0543*s_0555*s_0289/r_0147_Keq)/(r_0147_Km1216*r_0147_Km1218)/(((1+s_1216/r_0147_Km1216)*(1+s_1218/r_0147_Km1218)+(1+s_0543/r_0147_Km0543)*(1+s_0555/r_0147_Km0555)*(1+s_0289/r_0147_Km0289))-1)","3-Oxo-glutaryl-[ACP] methyl ester synthase",,"meta_r_0147",,"3-Oxo-glutaryl-[ACP] methyl ester synthase","true",,"r_0147",,"reaction","reaction reversible","SBO:0000176",,"false","3-Oxo-glutaryl-[ACP] methyl ester synthase",,,,,
,,"1",,"_6f816f38_0868_4695_93dc_74f19842c7f5","substance",,,,,"M_ogmeACP_c",,,,,,"3-Oxo-glutaryl-[acyl-carrier protein] methyl ester",,"_6f816f38_0868_4695_93dc_74f19842c7f5",,"3-Oxo-glutaryl-[acyl-carrier protein] methyl ester",,"cell","s_0289","0.1","species","species","SBO:0000247",,"false","3-Oxo-glutaryl-[acyl-carrier protein] methyl ester",,,,,"0.1"
,,"1",,"_34df47e4_662c_453e_89e7_20dd4d5cd683","substance",,,,,"M_malcoame_c",,,,,,"malonyl-CoA methyl ester",,"_34df47e4_662c_453e_89e7_20dd4d5cd683",,"malonyl-CoA methyl ester",,"cell","s_1218","0.1","species","species","SBO:0000247",,"false","malonyl-CoA methyl ester",,,,,"0.1"
"true",,"1","true","meta_e_0372","substance",,,,,,,,"eco:b1091",,,"fabH",,"meta_e_0372",,"fabH",,"cell","e_0372","0.001","species","species","SBO:0000252",,"false","fabH",,"P0A6R0",,,"0.001"
,,,,"meta_r_0777","invalid","4.3.1.8",,"false",,,,,,,"cell*r_0777_Vmax*(s_1493^4-s_0998*s_0451^4/r_0777_Keq)/r_0777_Km1493^4/(((1+s_1493/r_0777_Km1493)^4+(1+s_0998/r_0777_Km0998)*(1+s_0451/r_0777_Km0451)^4)-1)","hydroxymethylbilane synthase",,"meta_r_0777",,"hydroxymethylbilane synthase","true",,"r_0777",,"reaction","reaction reversible","SBO:0000176",,"false","hydroxymethylbilane synthase",,,,,
,"CHEBI:58126","1",,"meta_s_1493","substance",,,,,"M_ppbng_c",,"C00931",,,,"Porphobilinogen",,"meta_s_1493",,"Porphobilinogen",,"cell","s_1493","0.1","species","species","SBO:0000247",,"false","Porphobilinogen",,,,,"0.1"
,"CHEBI:57845","1",,"meta_s_0998","substance",,,,,"M_hmbil_c",,"C01024",,,,"Hydroxymethylbilane",,"meta_s_0998",,"Hydroxymethylbilane",,"cell","s_0998","0.1","species","species","SBO:0000247",,"false","Hydroxymethylbilane",,,,,"0.1"
"true",,"1","true","meta_e_1186","substance",,,,,,,,"eco:b3805",,,"hemC",,"meta_e_1186",,"hemC",,"cell","e_1186","0.001","species","species","SBO:0000252",,"false","hemC",,"P06983",,,"0.001"
,,,,"meta_r_1225","invalid","1.3.1.12",,"false",,,,,,,"cell*r_1225_Vmax*(s_1333*s_1497-s_0262*s_0543*s_1334/r_1225_Keq)/(r_1225_Km1333*r_1225_Km1497)/(((1+s_1333/r_1225_Km1333)*(1+s_1497/r_1225_Km1497)+(1+s_0262/r_1225_Km0262)*(1+s_0543/r_1225_Km0543)*(1+s_1334/r_1225_Km1334))-1)","prephenate dehydrogenase",,"meta_r_1225",,"prephenate dehydrogenase","true",,"r_1225",,"reaction","reaction reversible","SBO:0000176",,"false","prephenate dehydrogenase",,,,,
,"CHEBI:16666","1",,"meta_s_1497","substance",,,,,"M_pphn_c",,"C00254",,,,"Prephenate",,"meta_s_1497",,"Prephenate",,"cell","s_1497","0.1","species","species","SBO:0000247",,"false","Prephenate",,,,,"0.1"
"true",,"1","true","meta_e_0826","substance",,,,,,,,"eco:b2600",,,"tyrA",,"meta_e_0826",,"tyrA",,"cell","e_0826","0.001","species","species","SBO:0000252",,"false","tyrA",,"P07023",,,"0.001"
,,,,"meta_r_1124","invalid","4.1.1.65",,"false",,,,,,,"cell*r_1124_Vmax*(s_1476-s_0543*s_1435/r_1124_Keq)/r_1124_Km1476/((1+s_1476/r_1124_Km1476+(1+s_0543/r_1124_Km0543)*(1+s_1435/r_1124_Km1435))-1)","Phosphatidylserine decarboxylase (n-C16:1)",,"meta_r_1124",,"Phosphatidylserine decarboxylase (n-C16:1)","true",,"r_1124",,"reaction","reaction reversible","SBO:0000176",,"false","Phosphatidylserine decarboxylase (n-C16:1)",,,,,
,"CHEBI:16038","1",,"meta_s_1435","substance",,,,,"M_pe161_c",,"C00350",,,,"phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)",,"meta_s_1435",,"phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)",,"cell","s_1435","0.1","species","species","SBO:0000247",,"false","phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1)",,,,,"0.1"
"true",,"1","true","meta_e_1312","substance",,,,,,,,"eco:b4160",,,"psd",,"meta_e_1312",,"psd",,"cell","e_1312","0.001","species","species","SBO:0000252",,"false","psd",,"P0A8K1",,,"0.001"
,,,,"b3dee7b4_f34c_4696_9532_6bac43c17331","invalid",,,"false",,,,,,,"cell*(r_2584_V0*(1+r_2584_ep0133*ln(s_0133/r_2584_ic0133)+r_2584_ep0378*ln(s_0378/r_2584_ic0378)+r_2584_ep0226*ln(s_0226/r_2584_ic0226)+r_2584_ep0380*ln(s_0380/r_2584_ic0380)+r_2584_ep1041*ln(s_1041/r_2584_ic1041)+r_2584_ep1552*ln(s_1552/r_2584_ic1552)+r_2584_ep1061*ln(s_1061/r_2584_ic1061)+r_2584_ep1068*ln(s_1068/r_2584_ic1068)+r_2584_ep1072*ln(s_1072/r_2584_ic1072)+r_2584_ep0467*ln(s_0467/r_2584_ic0467)+r_2584_ep0480*ln(s_0480/r_2584_ic0480)+r_2584_ep0476*ln(s_0476/r_2584_ic0476)+r_2584_ep0497*ln(s_0497/r_2584_ic0497)+r_2584_ep0520*ln(s_0520/r_2584_ic0520)+r_2584_ep0555*ln(s_0555/r_2584_ic0555)+r_2584_ep0546*ln(s_0546/r_2584_ic0546)+r_2584_ep0575*ln(s_0575/r_2584_ic0575)+r_2584_ep0579*ln(s_0579/r_2584_ic0579)+r_2584_ep1083*ln(s_1083/r_2584_ic1083)+r_2584_ep0726*ln(s_0726/r_2584_ic0726)+r_2584_ep0731*ln(s_0731/r_2584_ic0731)+r_2584_ep0760*ln(s_0760/r_2584_ic0760)+r_2584_ep0805*ln(s_0805/r_2584_ic0805)+r_2584_ep0859*ln(s_0859/r_2584_ic0859)+r_2584_ep0838*ln(s_0838/r_2584_ic0838)+r_2584_ep0841*ln(s_0841/r_2584_ic0841)+r_2584_ep1101*ln(s_1101/r_2584_ic1101)+r_2584_ep1095*ln(s_1095/r_2584_ic1095)+r_2584_ep0929*ln(s_0929/r_2584_ic0929)+r_2584_ep0945*ln(s_0945/r_2584_ic0945)+r_2584_ep1106*ln(s_1106/r_2584_ic1106)+r_2584_ep1119*ln(s_1119/r_2584_ic1119)+r_2584_ep1494*ln(s_1494/r_2584_ic1494)+r_2584_ep1127*ln(s_1127/r_2584_ic1127)+r_2584_ep1131*ln(s_1131/r_2584_ic1131)+r_2584_ep1141*ln(s_1141/r_2584_ic1141)+r_2584_ep1212*ln(s_1212/r_2584_ic1212)+r_2584_ep0336*ln(s_0336/r_2584_ic0336)+r_2584_ep1255*ln(s_1255/r_2584_ic1255)+r_2584_ep1261*ln(s_1261/r_2584_ic1261)+r_2584_ep1333*ln(s_1333/r_2584_ic1333)+r_2584_ep1335*ln(s_1335/r_2584_ic1335)+r_2584_ep0451*ln(s_0451/r_2584_ic0451)+r_2584_ep1329*ln(s_1329/r_2584_ic1329)+r_2584_ep1437*ln(s_1437/r_2584_ic1437)+r_2584_ep1435*ln(s_1435/r_2584_ic1435)+r_2584_ep1151*ln(s_1151/r_2584_ic1151)+r_2584_ep1508*ln(s_1508/r_2584_ic1508)+r_2584_ep1155*ln(s_1155/r_2584_ic1155)+r_2584_ep1522*ln(s_1522/r_2584_ic1522)+r_2584_ep1546*ln(s_1546/r_2584_ic1546)+r_2584_ep1170*ln(s_1170/r_2584_ic1170)+r_2584_ep1577*ln(s_1577/r_2584_ic1577)+r_2584_ep1609*ln(s_1609/r_2584_ic1609)+r_2584_ep0337*ln(s_0337/r_2584_ic0337)+r_2584_ep1644*ln(s_1644/r_2584_ic1644)+r_2584_ep1179*ln(s_1179/r_2584_ic1179)+r_2584_ep1185*ln(s_1185/r_2584_ic1185)+r_2584_ep1189*ln(s_1189/r_2584_ic1189)+r_2584_ep1765*ln(s_1765/r_2584_ic1765)+r_2584_ep1792*ln(s_1792/r_2584_ic1792)+r_2584_ep1193*ln(s_1193/r_2584_ic1193)+r_2584_ep1804*ln(s_1804/r_2584_ic1804)+r_2584_ep1033*ln(s_1033/r_2584_ic1033)+r_2584_ep1719*ln(s_1719/r_2584_ic1719))+r_2584_zero_flux+abs(r_2584_V0*(1+r_2584_ep0133*ln(s_0133/r_2584_ic0133)+r_2584_ep0378*ln(s_0378/r_2584_ic0378)+r_2584_ep0226*ln(s_0226/r_2584_ic0226)+r_2584_ep0380*ln(s_0380/r_2584_ic0380)+r_2584_ep1041*ln(s_1041/r_2584_ic1041)+r_2584_ep1552*ln(s_1552/r_2584_ic1552)+r_2584_ep1061*ln(s_1061/r_2584_ic1061)+r_2584_ep1068*ln(s_1068/r_2584_ic1068)+r_2584_ep1072*ln(s_1072/r_2584_ic1072)+r_2584_ep0467*ln(s_0467/r_2584_ic0467)+r_2584_ep0480*ln(s_0480/r_2584_ic0480)+r_2584_ep0476*ln(s_0476/r_2584_ic0476)+r_2584_ep0497*ln(s_0497/r_2584_ic0497)+r_2584_ep0520*ln(s_0520/r_2584_ic0520)+r_2584_ep0555*ln(s_0555/r_2584_ic0555)+r_2584_ep0546*ln(s_0546/r_2584_ic0546)+r_2584_ep0575*ln(s_0575/r_2584_ic0575)+r_2584_ep0579*ln(s_0579/r_2584_ic0579)+r_2584_ep1083*ln(s_1083/r_2584_ic1083)+r_2584_ep0726*ln(s_0726/r_2584_ic0726)+r_2584_ep0731*ln(s_0731/r_2584_ic0731)+r_2584_ep0760*ln(s_0760/r_2584_ic0760)+r_2584_ep0805*ln(s_0805/r_2584_ic0805)+r_2584_ep0859*ln(s_0859/r_2584_ic0859)+r_2584_ep0838*ln(s_0838/r_2584_ic0838)+r_2584_ep0841*ln(s_0841/r_2584_ic0841)+r_2584_ep1101*ln(s_1101/r_2584_ic1101)+r_2584_ep1095*ln(s_1095/r_2584_ic1095)+r_2584_ep0929*ln(s_0929/r_2584_ic0929)+r_2584_ep0945*ln(s_0945/r_2584_ic0945)+r_2584_ep1106*ln(s_1106/r_2584_ic1106)+r_2584_ep1119*ln(s_1119/r_2584_ic1119)+r_2584_ep1494*ln(s_1494/r_2584_ic1494)+r_2584_ep1127*ln(s_1127/r_2584_ic1127)+r_2584_ep1131*ln(s_1131/r_2584_ic1131)+r_2584_ep1141*ln(s_1141/r_2584_ic1141)+r_2584_ep1212*ln(s_1212/r_2584_ic1212)+r_2584_ep0336*ln(s_0336/r_2584_ic0336)+r_2584_ep1255*ln(s_1255/r_2584_ic1255)+r_2584_ep1261*ln(s_1261/r_2584_ic1261)+r_2584_ep1333*ln(s_1333/r_2584_ic1333)+r_2584_ep1335*ln(s_1335/r_2584_ic1335)+r_2584_ep0451*ln(s_0451/r_2584_ic0451)+r_2584_ep1329*ln(s_1329/r_2584_ic1329)+r_2584_ep1437*ln(s_1437/r_2584_ic1437)+r_2584_ep1435*ln(s_1435/r_2584_ic1435)+r_2584_ep1151*ln(s_1151/r_2584_ic1151)+r_2584_ep1508*ln(s_1508/r_2584_ic1508)+r_2584_ep1155*ln(s_1155/r_2584_ic1155)+r_2584_ep1522*ln(s_1522/r_2584_ic1522)+r_2584_ep1546*ln(s_1546/r_2584_ic1546)+r_2584_ep1170*ln(s_1170/r_2584_ic1170)+r_2584_ep1577*ln(s_1577/r_2584_ic1577)+r_2584_ep1609*ln(s_1609/r_2584_ic1609)+r_2584_ep0337*ln(s_0337/r_2584_ic0337)+r_2584_ep1644*ln(s_1644/r_2584_ic1644)+r_2584_ep1179*ln(s_1179/r_2584_ic1179)+r_2584_ep1185*ln(s_1185/r_2584_ic1185)+r_2584_ep1189*ln(s_1189/r_2584_ic1189)+r_2584_ep1765*ln(s_1765/r_2584_ic1765)+r_2584_ep1792*ln(s_1792/r_2584_ic1792)+r_2584_ep1193*ln(s_1193/r_2584_ic1193)+r_2584_ep1804*ln(s_1804/r_2584_ic1804)+r_2584_ep1033*ln(s_1033/r_2584_ic1033)+r_2584_ep1719*ln(s_1719/r_2584_ic1719))-r_2584_zero_flux))/2","growth",,"b3dee7b4_f34c_4696_9532_6bac43c17331",,"growth","false",,"r_2584",,"reaction","reaction irreversible","SBO:0000176",,"false","growth",,,,,
,"CHEBI:60365","1",,"meta_s_1033","substance",,,,,"M_kdo2lipid4_c",,"C06025",,,,"KDO(2)-lipid IV(A)",,"meta_s_1033",,"KDO(2)-lipid IV(A)",,"cell","s_1033","0.1","species","species","SBO:0000247",,"false","KDO(2)-lipid IV(A)",,,,,"0.1"
,,"1",,"b367c2b5_a05f_4702_84bb_fd4a36ed4bfc","substance",,,,,"M_murein5px4p_p",,,,,,"two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",,"b367c2b5_a05f_4702_84bb_fd4a36ed4bfc",,"two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",,"cell","s_1719","0.1","species","species","SBO:0000247",,"false","two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",,,,,"0.1"
,"CHEBI:29105","1",,"meta_s_1804","substance",,,,,"M_zn2_c",,"C00038",,,,"Zinc",,"meta_s_1804",,"Zinc",,"cell","s_1804","0.1","species","species","SBO:0000247",,"false","Zinc",,,,,"0.1"
,"CHEBI:16414","1",,"meta_s_1193","substance",,,,,"M_val_DASH_L_c",,"C00183",,,,"L-Valine",,"meta_s_1193",,"L-Valine",,"cell","s_1193","0.1","species","species","SBO:0000247",,"false","L-Valine",,,,,"0.1"
,"CHEBI:16857","1",,"meta_s_1179","substance",,,,,"M_thr_DASH_L_c",,"C00188",,,,"L-Threonine",,"meta_s_1179",,"L-Threonine",,"cell","s_1179","0.1","species","species","SBO:0000247",,"false","L-Threonine",,,,,"0.1"
,"CHEBI:28599","1",,"meta_s_1577","substance",,,,,"M_sheme_c",,"C00748",,,,"Siroheme",,"meta_s_1577",,"Siroheme",,"cell","s_1577","0.1","species","species","SBO:0000247",,"false","Siroheme",,,,,"0.1"
,"CHEBI:16189","1",,"meta_s_1609","substance",,,,,"M_so4_c",,"C00059",,,,"Sulfate",,"meta_s_1609",,"Sulfate",,"cell","s_1609","0.1","species","species","SBO:0000247",,"false","Sulfate",,,,,"0.1"
,"CHEBI:17015","1",,"meta_s_1546","substance",,,,,"M_ribflv_c",,"C00255",,,,"Riboflavin",,"meta_s_1546",,"Riboflavin",,"cell","s_1546","0.1","species","species","SBO:0000247",,"false","Riboflavin",,,,,"0.1"
,"CHEBI:597326","1",,"meta_s_1522","substance",,,,,"M_pydx5p_c",,"C00018",,,,"Pyridoxal 5'-phosphate",,"meta_s_1522",,"Pyridoxal 5'-phosphate",,"cell","s_1522","0.1","species","species","SBO:0000247",,"false","Pyridoxal 5'-phosphate",,,,,"0.1"
,"CHEBI:17203","1",,"meta_s_1155","substance",,,,,"M_pro_DASH_L_c",,"C00148",,,,"L-Proline",,"meta_s_1155",,"L-Proline",,"cell","s_1155","0.1","species","species","SBO:0000247",,"false","L-Proline",,,,,"0.1"
,"CHEBI:16038","1",,"meta_s_1437","substance",,,,,"M_pe160_c",,"C00350",,,,"phosphatidylethanolamine (dihexadecanoyl, n-C16:0)",,"meta_s_1437",,"phosphatidylethanolamine (dihexadecanoyl, n-C16:0)",,"cell","s_1437","0.1","species","species","SBO:0000247",,"false","phosphatidylethanolamine (dihexadecanoyl, n-C16:0)",,,,,"0.1"
,"CHEBI:17295","1",,"meta_s_1151","substance",,,,,"M_phe_DASH_L_c",,"C00079",,,,"L-Phenylalanine",,"meta_s_1151",,"L-Phenylalanine",,"cell","s_1151","0.1","species","species","SBO:0000247",,"false","L-Phenylalanine",,,,,"0.1"
,"CHEBI:28112","1",,"meta_s_1329","substance",,,,,"M_ni2_c",,"C00291",,,,"nickel",,"meta_s_1329",,"nickel",,"cell","s_1329","0.1","species","species","SBO:0000247",,"false","nickel",,,,,"0.1"
,"CHEBI:15636","1",,"meta_s_0336","substance",,,,,"M_mlthf_c",,"C00143",,,,"5,10-Methylenetetrahydrofolate",,"meta_s_0336",,"5,10-Methylenetetrahydrofolate",,"cell","s_0336","0.1","species","species","SBO:0000247",,"false","5,10-Methylenetetrahydrofolate",,,,,"0.1"
,"CHEBI:32551","1",,"meta_s_1131","substance",,,,,"M_lys_DASH_L_c",,"C00047",,,,"L-Lysine",,"meta_s_1131",,"L-Lysine",,"cell","s_1131","0.1","species","species","SBO:0000247",,"false","L-Lysine",,,,,"0.1"
,"CHEBI:15603","1",,"meta_s_1127","substance",,,,,"M_leu_DASH_L_c",,"C00123",,,,"L-Leucine",,"meta_s_1127",,"L-Leucine",,"cell","s_1127","0.1","species","species","SBO:0000247",,"false","L-Leucine",,,,,"0.1"
