"network";"DRUG_ID";"mean.path.length";"mean.k.edge";"mean.min.degree";"mean.max.degree";"mean.mean.degree";"max.adjacency";"mean.min.bet";"mean.max.bet";"mean.mean.bet";"mean.min.EVC";"mean.max.EVC";"mean.mean.EVC";"mean.sigma_all";"mean.sigma_set";"drug_pair";"Drug1";"Drug2";"drugdrug";"code_3letter1";"code_3letter2";"drug_cat";"drug_category1";"drug_category2";"categorycategory";"targ";"targeted_cellular_process1";"targeted_cellular_process2";"processprocess";"us";"use1";"use2";"useuse";"ebw";"ecr";"seo";"stm";"pae";"pau";"int_sign_ebw";"int_sign_ecr";"int_sign_seo";"int_sign_stm";"int_sign_pae";"int_sign_pau";"ebw_g";"ecr_g";"seo_g";"stm_g";"pae_g";"pau_g";"sum_g";"SR_ebw_D1";"SR_ecr_D1";"SR_stm_D1";"SR_seo_D1";"SR_pae_D1";"SR_pau_D1";"SR_ebw_D2";"SR_ecr_D2";"SR_stm_D2";"SR_seo_D2";"SR_pae_D2";"SR_pau_D2";"SR_ebw";"SR_ecr";"SR_stm";"SR_seo";"SR_pae";"SR_pau";"SR_score_ebw";"SR_score_ecr";"SR_score_stm";"SR_score_seo";"SR_score_pae";"SR_score_pau";"SR_score_total";"HDC_ebw_D1";"HDC_ecr_D1";"HDC_stm_D1";"HDC_seo_D1";"HDC_pae_D1";"HDC_pau_D1";"LF_ebw_D1";"LF_ecr_D1";"LF_stm_D1";"LF_seo_D1";"LF_pae_D1";"LF_pau_D1";"HDC_ebw_D2";"HDC_ecr_D2";"HDC_stm_D2";"HDC_seo_D2";"HDC_pae_D2";"HDC_pau_D2";"LF_ebw_D2";"LF_ecr_D2";"LF_stm_D2";"LF_seo_D2";"LF_pae_D2";"LF_pau_D2";"clusters_all";"sigma.rate_all";"type";"clusters_set";"sigma.rate_set";"SET";"connection_onoff"
"Small/medium-scale PPI";"Cefaclor-Levofloxacin";"5,150";"1,550";"1,900";"6,450";"4,175";"0";"134,203";"1769,751";"951,977";"0,048";"0,048";"0,048";"0,001";"0,003";"Cefaclor_Levofloxacin";"Cefaclor";"Levofloxacin";"Cefaclor-Levofloxacin";"CEC";"LCX";"0";"beta-lactam";"DNA gyrase";"beta-lactam-DNA gyrase";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,101171466";"-0,031149244";"0,083641123";"-0,001972758";"-0,058957251";"0,000000000";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"R";"R";"S";"S";"S";"S";"S";"S";"SS";"SS";"SS";"SS";"RS";"RS";"-1";"-1";"-1";"-1";"0";"0";"-4";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"0,040";"0,040";"0,080";"0,080";"2,00";"0,50";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"11";"0,001";"Additivity";"6";"0,003";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Cefaclor-Levofloxacin";"2,083";"13,000";"13,000";"53,833";"33,417";"1";"861,438";"19939,870";"10400,654";"0,022";"0,022";"0,022";"0,001";"0,003";"Cefaclor_Levofloxacin";"Cefaclor";"Levofloxacin";"Cefaclor-Levofloxacin";"CEC";"LCX";"0";"beta-lactam";"DNA gyrase";"beta-lactam-DNA gyrase";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,101171466";"-0,031149244";"0,083641123";"-0,001972758";"-0,058957251";"0,000000000";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"R";"R";"S";"S";"S";"S";"S";"S";"SS";"SS";"SS";"SS";"RS";"RS";"-1";"-1";"-1";"-1";"0";"0";"-4";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"0,040";"0,040";"0,080";"0,080";"2,00";"0,50";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"11";"0,001";"Additivity";"6";"0,003";"TRUE";"connected"
"Small/medium-scale PPI";"Cefaclor-Mecillinam";"3,250";"1,000";"1,000";"5,500";"3,250";"0";"0,000";"671,018";"335,509";"0,053";"0,053";"0,053";"0,008";"0,009";"Cefaclor_Mecillinam";"Cefaclor";"Mecillinam";"Cefaclor-Mecillinam";"CEC";"MEC";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,203081590";"-0,207187862";"-0,510073655";"-0,614446299";"0,041077697";"-0,035142123";"Synergy";"Synergy";"Synergy";"Synergy";"Additivity";"Additivity";"-1";"-1";"-1";"-1";"0";"0";"-4";"S";"S";"S";"S";"R";"R";"S";"S";"S";"S";"R";"R";"SS";"SS";"SS";"SS";"RR";"RR";"-1";"-1";"-1";"-1";"1";"1";"-2";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"0,060";"0,060";"0,060";"0,060";"2,00";"2,00";"0,00";"0,00";"0,00";"0,00";"0,90";"0,91";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Cefaclor-Mecillinam";"1,000";"49,400";"50,200";"72,000";"61,100";"1";"12645,600";"56411,220";"34528,410";"0,034";"0,034";"0,034";"0,008";"0,009";"Cefaclor_Mecillinam";"Cefaclor";"Mecillinam";"Cefaclor-Mecillinam";"CEC";"MEC";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,203081590";"-0,207187862";"-0,510073655";"-0,614446299";"0,041077697";"-0,035142123";"Synergy";"Synergy";"Synergy";"Synergy";"Additivity";"Additivity";"-1";"-1";"-1";"-1";"0";"0";"-4";"S";"S";"S";"S";"R";"R";"S";"S";"S";"S";"R";"R";"SS";"SS";"SS";"SS";"RR";"RR";"-1";"-1";"-1";"-1";"1";"1";"-2";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"0,060";"0,060";"0,060";"0,060";"2,00";"2,00";"0,00";"0,00";"0,00";"0,00";"0,90";"0,91";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"connected"
"Small/medium-scale PPI";"Cefaclor-Meropenem";"2,800";"1,600";"2,000";"7,200";"4,600";"1";"207,807";"865,821";"536,814";"0,047";"0,047";"0,047";"0,008";"0,009";"Cefaclor_Meropenem";"Cefaclor";"Meropenem";"Cefaclor-Meropenem";"CEC";"MEM";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,210192993";"-0,121529073";"-0,678603064";"-0,154458054";"0,045858466";"-0,047589679";"Additivity";"Additivity";"Synergy";"Additivity";"Additivity";"Additivity";"0";"0";"-1";"0";"0";"0";"-1";"S";"S";"S";"S";"R";"R";"S";"S";"S";"S";"S";"S";"SS";"SS";"SS";"SS";"RS";"RS";"-1";"-1";"-1";"-1";"0";"0";"-4";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"connected"
"Co-functional(EcoCyc)";"Cefaclor-Meropenem";"1,000";"15,000";"15,000";"15,000";"15,000";"1";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,008";"0,009";"Cefaclor_Meropenem";"Cefaclor";"Meropenem";"Cefaclor-Meropenem";"CEC";"MEM";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,210192993";"-0,121529073";"-0,678603064";"-0,154458054";"0,045858466";"-0,047589679";"Additivity";"Additivity";"Synergy";"Additivity";"Additivity";"Additivity";"0";"0";"-1";"0";"0";"0";"-1";"S";"S";"S";"S";"R";"R";"S";"S";"S";"S";"S";"S";"SS";"SS";"SS";"SS";"RS";"RS";"-1";"-1";"-1";"-1";"0";"0";"-4";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Cefaclor-Meropenem";"1,067";"43,667";"45,000";"62,667";"53,833";"1";"11165,367";"28714,373";"19939,870";"0,026";"0,026";"0,026";"0,008";"0,009";"Cefaclor_Meropenem";"Cefaclor";"Meropenem";"Cefaclor-Meropenem";"CEC";"MEM";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,210192993";"-0,121529073";"-0,678603064";"-0,154458054";"0,045858466";"-0,047589679";"Additivity";"Additivity";"Synergy";"Additivity";"Additivity";"Additivity";"0";"0";"-1";"0";"0";"0";"-1";"S";"S";"S";"S";"R";"R";"S";"S";"S";"S";"S";"S";"SS";"SS";"SS";"SS";"RS";"RS";"-1";"-1";"-1";"-1";"0";"0";"-4";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"0,080";"0,040";"0,080";"0,040";"1,00";"0,25";"0,09";"0,12";"0,00";"0,00";"0,00";"0,00";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Cefaclor-Metformin";"Inf";"0,000";"6,000";"53,833";"29,917";"0";"0,000";"19939,870";"9969,935";"0,025";"0,025";"0,025";"0,004";"0,003";"Cefaclor_Metformin";"Cefaclor";"Metformin";"Cefaclor-Metformin";"CEC";"MF";"0";"beta-lactam";"human drug";"beta-lactam-human drug";"0";"cell wall";"human";"cell wall-human";"0";"antibiotic";"human-targeted drug";"antibiotic-human-targeted drug";"0,135305245";"0,061734082";"0,646215292";"0,462285284";"0,033465329";"-0,038916479";"Additivity";"Additivity";"Antagonism";"Additivity";"Additivity";"Additivity";"0";"0";"1";"0";"0";"0";"1";"S";"S";"S";"S";"R";"R";"S";"S";"S";"S";"S";"S";"SS";"SS";"SS";"SS";"RS";"RS";"-1";"-1";"-1";"-1";"0";"0";"-4";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"1";"0,004";"Additivity-Antagonism";"1";"0,003";"TRUE";"disconnected"
"Co-functional(EcoCyc)";"Cefaclor-Metformin";"Inf";"0,000";"6,000";"15,000";"10,500";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,004";"0,003";"Cefaclor_Metformin";"Cefaclor";"Metformin";"Cefaclor-Metformin";"CEC";"MF";"0";"beta-lactam";"human drug";"beta-lactam-human drug";"0";"cell wall";"human";"cell wall-human";"0";"antibiotic";"human-targeted drug";"antibiotic-human-targeted drug";"0,135305245";"0,061734082";"0,646215292";"0,462285284";"0,033465329";"-0,038916479";"Additivity";"Additivity";"Antagonism";"Additivity";"Additivity";"Additivity";"0";"0";"1";"0";"0";"0";"1";"S";"S";"S";"S";"R";"R";"S";"S";"S";"S";"S";"S";"SS";"SS";"SS";"SS";"RS";"RS";"-1";"-1";"-1";"-1";"0";"0";"-4";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"1";"0,004";"Additivity-Antagonism";"1";"0,003";"TRUE";"disconnected"
"Small/medium-scale PPI";"Cefaclor-Metformin";"6,000";"1,000";"1,000";"4,600";"2,800";"0";"0,000";"536,814";"268,407";"0,044";"0,044";"0,044";"0,004";"0,003";"Cefaclor_Metformin";"Cefaclor";"Metformin";"Cefaclor-Metformin";"CEC";"MF";"0";"beta-lactam";"human drug";"beta-lactam-human drug";"0";"cell wall";"human";"cell wall-human";"0";"antibiotic";"human-targeted drug";"antibiotic-human-targeted drug";"0,135305245";"0,061734082";"0,646215292";"0,462285284";"0,033465329";"-0,038916479";"Additivity";"Additivity";"Antagonism";"Additivity";"Additivity";"Additivity";"0";"0";"1";"0";"0";"0";"1";"S";"S";"S";"S";"R";"R";"S";"S";"S";"S";"S";"S";"SS";"SS";"SS";"SS";"RS";"RS";"-1";"-1";"-1";"-1";"0";"0";"-4";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"12916,000";"12916,000";"38748,000";"38748,000";"25832,00";"25832,00";"0,54";"0,27";"0,67";"0,63";"0,48";"0,58";"1";"0,004";"Additivity-Antagonism";"1";"0,003";"TRUE";"connected"
"Small/medium-scale PPI";"Cefaclor-Moxifloxacin";"5,150";"1,550";"1,900";"6,450";"4,175";"0";"134,203";"1769,751";"951,977";"0,048";"0,048";"0,048";"0,002";"0,004";"Cefaclor_Moxifloxacin";"Cefaclor";"Moxifloxacin";"Cefaclor-Moxifloxacin";"CEC";"MXF";"0";"beta-lactam";"quinolones";"beta-lactam-quinolones";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,070060583";"0,108378180";"0,173153328";"0,129586912";"-0,025358289";"-0,085090360";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"R";"R";"S";"S";"S";"S";"R";"S";"SS";"SS";"SS";"SS";"RR";"RS";"-1";"-1";"-1";"-1";"1";"0";"-3";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"0,080";"0,080";"0,080";"0,080";"0,50";"0,50";"0,00";"0,04";"0,64";"0,00";"0,96";"0,67";"10";"0,002";"Additivity";"7";"0,004";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Cefaclor-Moxifloxacin";"2,083";"13,000";"13,000";"53,833";"33,417";"1";"861,438";"19939,870";"10400,654";"0,022";"0,022";"0,022";"0,002";"0,004";"Cefaclor_Moxifloxacin";"Cefaclor";"Moxifloxacin";"Cefaclor-Moxifloxacin";"CEC";"MXF";"0";"beta-lactam";"quinolones";"beta-lactam-quinolones";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,070060583";"0,108378180";"0,173153328";"0,129586912";"-0,025358289";"-0,085090360";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"R";"R";"S";"S";"S";"S";"R";"S";"SS";"SS";"SS";"SS";"RR";"RS";"-1";"-1";"-1";"-1";"1";"0";"-3";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"0,080";"0,080";"0,080";"0,080";"0,50";"0,50";"0,00";"0,04";"0,64";"0,00";"0,96";"0,67";"10";"0,002";"Additivity";"7";"0,004";"TRUE";"connected"
"Small/medium-scale PPI";"Cefaclor-Novobiocin";"5,500";"2,100";"2,800";"8,300";"5,550";"0";"268,407";"3002,687";"1635,547";"0,051";"0,051";"0,051";"0,001";"0,003";"Cefaclor_Novobiocin";"Cefaclor";"Novobiocin";"Cefaclor-Novobiocin";"CEC";"NVB";"0";"beta-lactam";"quinolones";"beta-lactam-quinolones";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,166210005";"-0,066473401";"-0,059592156";"-0,042793507";"-0,025846536";"-0,024146088";"Antagonism";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"1";"0";"0";"0";"0";"0";"1";"S";"S";"S";"S";"R";"R";"S";"S";"R";"S";"R";"R";"SS";"SS";"SR";"SS";"RR";"RR";"-1";"-1";"0";"-1";"1";"1";"-1";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"20,000";"20,000";"20,000";"20,000";"20,00";"20,00";"0,45";"0,00";"0,85";"0,28";"0,86";"0,91";"9";"0,001";"Additivity-Antagonism";"2";"0,003";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Cefaclor-Novobiocin";"1,500";"20,000";"20,000";"53,833";"36,917";"1";"1165,260";"19939,870";"10552,565";"0,023";"0,023";"0,023";"0,001";"0,003";"Cefaclor_Novobiocin";"Cefaclor";"Novobiocin";"Cefaclor-Novobiocin";"CEC";"NVB";"0";"beta-lactam";"quinolones";"beta-lactam-quinolones";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,166210005";"-0,066473401";"-0,059592156";"-0,042793507";"-0,025846536";"-0,024146088";"Antagonism";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"1";"0";"0";"0";"0";"0";"1";"S";"S";"S";"S";"R";"R";"S";"S";"R";"S";"R";"R";"SS";"SS";"SR";"SS";"RR";"RR";"-1";"-1";"0";"-1";"1";"1";"-1";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"20,000";"20,000";"20,000";"20,000";"20,00";"20,00";"0,45";"0,00";"0,85";"0,28";"0,86";"0,91";"9";"0,001";"Additivity-Antagonism";"2";"0,003";"TRUE";"connected"
"Small/medium-scale PPI";"Cefaclor-Penicillin G";"2,800";"1,600";"2,000";"7,200";"4,600";"1";"207,807";"865,821";"536,814";"0,047";"0,047";"0,047";"0,008";"0,003";"Cefaclor_Penicillin G";"Cefaclor";"Penicillin G";"Cefaclor-Penicillin G";"CEC";"PEN";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,098012324";"-0,087860084";"-0,242966446";"-0,121944543";"-0,107721391";"-0,042531010";"Additivity";"Additivity";"Synergy";"Synergy";"Synergy";"Additivity";"0";"0";"-1";"-1";"-1";"0";"-3";"S";"S";"S";"S";"R";"R";"R";"S";"S";"S";"R";"R";"SR";"SS";"SS";"SS";"RR";"RR";"0";"-1";"-1";"-1";"1";"1";"-1";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"5,000";"5,000";"1,250";"1,250";"10,00";"10,00";"0,80";"0,67";"0,62";"0,62";"0,93";"0,91";"14";"0,008";"Additivity-Synergy";"2";"0,003";"TRUE";"connected"
"Co-functional(EcoCyc)";"Cefaclor-Penicillin G";"1,000";"15,000";"15,000";"15,000";"15,000";"1";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,008";"0,003";"Cefaclor_Penicillin G";"Cefaclor";"Penicillin G";"Cefaclor-Penicillin G";"CEC";"PEN";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,098012324";"-0,087860084";"-0,242966446";"-0,121944543";"-0,107721391";"-0,042531010";"Additivity";"Additivity";"Synergy";"Synergy";"Synergy";"Additivity";"0";"0";"-1";"-1";"-1";"0";"-3";"S";"S";"S";"S";"R";"R";"R";"S";"S";"S";"R";"R";"SR";"SS";"SS";"SS";"RR";"RR";"0";"-1";"-1";"-1";"1";"1";"-1";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"5,000";"5,000";"1,250";"1,250";"10,00";"10,00";"0,80";"0,67";"0,62";"0,62";"0,93";"0,91";"14";"0,008";"Additivity-Synergy";"2";"0,003";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Cefaclor-Penicillin G";"1,067";"43,667";"45,000";"62,667";"53,833";"1";"11165,367";"28714,373";"19939,870";"0,026";"0,026";"0,026";"0,008";"0,003";"Cefaclor_Penicillin G";"Cefaclor";"Penicillin G";"Cefaclor-Penicillin G";"CEC";"PEN";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,098012324";"-0,087860084";"-0,242966446";"-0,121944543";"-0,107721391";"-0,042531010";"Additivity";"Additivity";"Synergy";"Synergy";"Synergy";"Additivity";"0";"0";"-1";"-1";"-1";"0";"-3";"S";"S";"S";"S";"R";"R";"R";"S";"S";"S";"R";"R";"SR";"SS";"SS";"SS";"RR";"RR";"0";"-1";"-1";"-1";"1";"1";"-1";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"5,000";"5,000";"1,250";"1,250";"10,00";"10,00";"0,80";"0,67";"0,62";"0,62";"0,93";"0,91";"14";"0,008";"Additivity-Synergy";"2";"0,003";"TRUE";"connected"
"Small/medium-scale PPI";"Cefaclor-Piperacillin";"2,800";"1,600";"2,000";"7,200";"4,600";"1";"207,807";"865,821";"536,814";"0,047";"0,047";"0,047";"0,008";"0,009";"Cefaclor_Piperacillin";"Cefaclor";"Piperacillin";"Cefaclor-Piperacillin";"CEC";"PIP";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,082078736";"-0,080655113";"-0,447316042";"-0,278748530";"0,056224610";"-0,047710496";"Additivity";"Additivity";"Synergy";"Synergy";"Additivity";"Additivity";"0";"0";"-1";"-1";"0";"0";"-2";"S";"S";"S";"S";"R";"R";"R";"S";"S";"S";"S";"S";"SR";"SS";"SS";"SS";"RS";"RS";"0";"-1";"-1";"-1";"0";"0";"-3";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"connected"
"Co-functional(EcoCyc)";"Cefaclor-Piperacillin";"1,000";"15,000";"15,000";"15,000";"15,000";"1";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,008";"0,009";"Cefaclor_Piperacillin";"Cefaclor";"Piperacillin";"Cefaclor-Piperacillin";"CEC";"PIP";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,082078736";"-0,080655113";"-0,447316042";"-0,278748530";"0,056224610";"-0,047710496";"Additivity";"Additivity";"Synergy";"Synergy";"Additivity";"Additivity";"0";"0";"-1";"-1";"0";"0";"-2";"S";"S";"S";"S";"R";"R";"R";"S";"S";"S";"S";"S";"SR";"SS";"SS";"SS";"RS";"RS";"0";"-1";"-1";"-1";"0";"0";"-3";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"connected"
"Co-functional (EcoCyc/GO-BP)";"Cefaclor-Piperacillin";"1,067";"43,667";"45,000";"62,667";"53,833";"1";"11165,367";"28714,373";"19939,870";"0,026";"0,026";"0,026";"0,008";"0,009";"Cefaclor_Piperacillin";"Cefaclor";"Piperacillin";"Cefaclor-Piperacillin";"CEC";"PIP";"1";"beta-lactam";"beta-lactam";"beta-lactam-beta-lactam";"1";"cell wall";"cell wall";"cell wall-cell wall";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,082078736";"-0,080655113";"-0,447316042";"-0,278748530";"0,056224610";"-0,047710496";"Additivity";"Additivity";"Synergy";"Synergy";"Additivity";"Additivity";"0";"0";"-1";"-1";"0";"0";"-2";"S";"S";"S";"S";"R";"R";"R";"S";"S";"S";"S";"S";"SR";"SS";"SS";"SS";"RS";"RS";"0";"-1";"-1";"-1";"0";"0";"-3";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"0,300";"0,300";"1,000";"1,000";"2,00";"3,00";"0,80";"0,68";"0,60";"0,62";"0,00";"0,00";"14";"0,008";"Additivity-Synergy";"5";"0,009";"TRUE";"connected"
"Small/medium-scale PPI";"Cefaclor-Rifampicin";"4,000";"2,200";"2,800";"6,300";"4,550";"0";"536,814";"3314,320";"1925,567";"0,044";"0,044";"0,044";"0,002";"0,003";"Cefaclor_Rifampicin";"Cefaclor";"Rifampicin";"Cefaclor-Rifampicin";"CEC";"RIF";"0";"beta-lactam";"RNA polymerase";"beta-lactam-RNA polymerase";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"-0,120612932";"-0,063010940";"0,050128408";"-0,029090456";"-0,021023158";"0,044823608";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"R";"R";"S";"S";"S";"S";"S";"R";"SS";"SS";"SS";"SS";"RS";"RR";"-1";"-1";"-1";"-1";"0";"1";"-3";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"8,000";"8,000";"8,000";"8,000";"16,00";"20,00";"0,41";"0,00";"0,17";"0,00";"0,00";"0,87";"7";"0,002";"Additivity";"4";"0,003";"TRUE";"connected"
"Co-functional(EcoCyc)";"Cefaclor-Sulfamonomethoxine";"Inf";"0,000";"3,000";"15,000";"9,000";"0";"0,000";"0,000";"0,000";"0,000";"0,000";"0,000";"0,001";NA;"Cefaclor_Sulfamonomethoxine";"Cefaclor";"Sulfamonomethoxine";"Cefaclor-Sulfamonomethoxine";"CEC";"SMM";"0";"beta-lactam";"folic acid biosynthesis";"beta-lactam-folic acid biosynthesis";"0";"cell wall";"DNA";"cell wall-DNA";"1";"antibiotic";"antibiotic";"antibiotic-antibiotic";"0,050539340";"-0,071268486";"0,068651423";"0,013733860";"0,043668347";"-0,030850626";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"Additivity";"0";"0";"0";"0";"0";"0";"0";"S";"S";"S";"S";"R";"R";"R";"R";"R";"R";"R";"R";"SR";"SR";"SR";"SR";"RR";"RR";"0";"0";"0";"0";"1";"1";"2";"1,000";"1,000";"0,500";"0,500";"4,00";"4,00";"0,47";"0,55";"0,00";"0,00";"0,90";"0,92";"50,000";"50,000";"50,000";"50,000";"100,00";"100,00";"0,88";"0,88";"0,85";"0,88";"0,77";"0,81";"11";"0,001";"Additivity";NA;NA;"FALSE";"disconnected"
