"network","drug_pair","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","Drug1","Drug2","drugdrug","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2","clusters","sigma.rate","type","connection_onoff"
"EN:allnetworks","Cefaclor_Fusidic acid",2.5,32,32,67,49.5,"0","Cefaclor","Fusidic acid","Cefaclor-Fusidic acid","CEC","FUS",0,"beta-lactam","other protein synthesis inhibitor","beta-lactam-other protein synthesis inhibitor",0,"cell wall","protein synthesis inhibitor","cell wall-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.081119226,-0.108432543,0.042461131,0.065444451,-0.041424774,-0.04905409,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","R","R","R","R","SS","SS","SR","SR","RR","RR",-1,-1,0,0,1,1,0,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,4,0.00315435733476808,"Additivity","connected"
"Co-occurence of prot. domains","Cefaclor_Imipenem",Inf,0.3333,1,2.3333,1.6667,"1","Cefaclor","Imipenem","Cefaclor-Imipenem","CEC","IPM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.134147079,-0.104391079,-0.331819959,-0.214308066,-0.078322077,-0.03735207,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"Similar phylogenetic profiles","Cefaclor_Imipenem",5.8333,1,1.1667,2.3333,1.75,"0","Cefaclor","Imipenem","Cefaclor-Imipenem","CEC","IPM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.134147079,-0.104391079,-0.331819959,-0.214308066,-0.078322077,-0.03735207,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"Small/medium-scale PPI","Cefaclor_Imipenem",2.8,1.6,2,7.2,4.6,"1","Cefaclor","Imipenem","Cefaclor-Imipenem","CEC","IPM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.134147079,-0.104391079,-0.331819959,-0.214308066,-0.078322077,-0.03735207,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"High-throughput PPI","Cefaclor_Imipenem",3.5333,6.8667,6.9333,32.4,19.6667,"0","Cefaclor","Imipenem","Cefaclor-Imipenem","CEC","IPM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.134147079,-0.104391079,-0.331819959,-0.214308066,-0.078322077,-0.03735207,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"Co-expression","Cefaclor_Imipenem",3.4,9.5333,9.5333,42.1333,25.8333,"0","Cefaclor","Imipenem","Cefaclor-Imipenem","CEC","IPM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.134147079,-0.104391079,-0.331819959,-0.214308066,-0.078322077,-0.03735207,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"Similar genomic context","Cefaclor_Imipenem",3.0667,13.1333,13.1333,25.5333,19.3333,"0","Cefaclor","Imipenem","Cefaclor-Imipenem","CEC","IPM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.134147079,-0.104391079,-0.331819959,-0.214308066,-0.078322077,-0.03735207,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"Co-functional(EcoCyc)","Cefaclor_Imipenem",1,15,15,15,15,"1","Cefaclor","Imipenem","Cefaclor-Imipenem","CEC","IPM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.134147079,-0.104391079,-0.331819959,-0.214308066,-0.078322077,-0.03735207,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"Co-functional (GO-BP)","Cefaclor_Imipenem",1.2,38.0667,39.6667,57.6667,48.6667,"1","Cefaclor","Imipenem","Cefaclor-Imipenem","CEC","IPM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.134147079,-0.104391079,-0.331819959,-0.214308066,-0.078322077,-0.03735207,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"Co-functional (EcoCyc/GO-BP)","Cefaclor_Imipenem",1.0667,43.6667,45,62.6667,53.8333,"1","Cefaclor","Imipenem","Cefaclor-Imipenem","CEC","IPM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.134147079,-0.104391079,-0.331819959,-0.214308066,-0.078322077,-0.03735207,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"EN:allnetworks","Cefaclor_Imipenem",1.4667,48.4667,48.4667,85.5333,67,"1","Cefaclor","Imipenem","Cefaclor-Imipenem","CEC","IPM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.134147079,-0.104391079,-0.331819959,-0.214308066,-0.078322077,-0.03735207,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"Co-citation","Cefaclor_Imipenem",1.4,69.5,69.5,153.3,111.4,"1","Cefaclor","Imipenem","Cefaclor-Imipenem","CEC","IPM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.134147079,-0.104391079,-0.331819959,-0.214308066,-0.078322077,-0.03735207,"Additivity","Additivity","Synergy","Synergy","Additivity","Additivity",0,0,-1,-1,0,0,-2,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,2,0.00314893046588041,"Additivity-Synergy","connected"
"Similar phylogenetic profiles","Cefaclor_Levofloxacin",5.4375,1.5,1.75,8.25,5,"0","Cefaclor","Levofloxacin","Cefaclor-Levofloxacin","CEC","LCX",0,"beta-lactam","DNA gyrase","beta-lactam-DNA gyrase",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.101171466,-0.031149244,0.083641123,-0.001972758,-0.058957251,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,6,0.00328001976602635,"Additivity","connected"
"Small/medium-scale PPI","Cefaclor_Levofloxacin",5.15,1.55,1.9,6.45,4.175,"0","Cefaclor","Levofloxacin","Cefaclor-Levofloxacin","CEC","LCX",0,"beta-lactam","DNA gyrase","beta-lactam-DNA gyrase",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.101171466,-0.031149244,0.083641123,-0.001972758,-0.058957251,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,6,0.00328001976602635,"Additivity","connected"
"High-throughput PPI","Cefaclor_Levofloxacin",3,11.3333,11.5833,37.5833,24.5833,"0","Cefaclor","Levofloxacin","Cefaclor-Levofloxacin","CEC","LCX",0,"beta-lactam","DNA gyrase","beta-lactam-DNA gyrase",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.101171466,-0.031149244,0.083641123,-0.001972758,-0.058957251,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,6,0.00328001976602635,"Additivity","connected"
"Co-functional (EcoCyc/GO-BP)","Cefaclor_Levofloxacin",2.0833,13,13,53.8333,33.4167,"1","Cefaclor","Levofloxacin","Cefaclor-Levofloxacin","CEC","LCX",0,"beta-lactam","DNA gyrase","beta-lactam-DNA gyrase",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.101171466,-0.031149244,0.083641123,-0.001972758,-0.058957251,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,6,0.00328001976602635,"Additivity","connected"
"Co-functional (GO-BP)","Cefaclor_Levofloxacin",2.0833,13,13,48.6667,30.8333,"1","Cefaclor","Levofloxacin","Cefaclor-Levofloxacin","CEC","LCX",0,"beta-lactam","DNA gyrase","beta-lactam-DNA gyrase",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.101171466,-0.031149244,0.083641123,-0.001972758,-0.058957251,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,6,0.00328001976602635,"Additivity","connected"
"Co-expression","Cefaclor_Levofloxacin",2.875,14.5833,14.5833,43.5,29.0417,"0","Cefaclor","Levofloxacin","Cefaclor-Levofloxacin","CEC","LCX",0,"beta-lactam","DNA gyrase","beta-lactam-DNA gyrase",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.101171466,-0.031149244,0.083641123,-0.001972758,-0.058957251,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,6,0.00328001976602635,"Additivity","connected"
"Similar genomic context","Cefaclor_Levofloxacin",2.5833,17.8333,17.8333,27.75,22.7917,"1","Cefaclor","Levofloxacin","Cefaclor-Levofloxacin","CEC","LCX",0,"beta-lactam","DNA gyrase","beta-lactam-DNA gyrase",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.101171466,-0.031149244,0.083641123,-0.001972758,-0.058957251,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,6,0.00328001976602635,"Additivity","connected"
"EN:allnetworks","Cefaclor_Levofloxacin",2,46.1667,46.1667,72.0833,59.125,"1","Cefaclor","Levofloxacin","Cefaclor-Levofloxacin","CEC","LCX",0,"beta-lactam","DNA gyrase","beta-lactam-DNA gyrase",0,"cell wall","DNA","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.101171466,-0.031149244,0.083641123,-0.001972758,-0.058957251,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,6,0.00328001976602635,"Additivity","connected"
"Co-occurence of prot. domains","Cefaclor_Mecillinam",Inf,0.5,1,2,1.5,"1","Cefaclor","Mecillinam","Cefaclor-Mecillinam","CEC","MEC",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.20308159,-0.207187862,-0.510073655,-0.614446299,0.041077697,-0.035142123,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","S","S","R","R","S","S","S","S","R","R","SS","SS","SS","SS","RR","RR",-1,-1,-1,-1,1,1,-2,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,5,0.00886746948477885,"Additivity-Synergy","connected"
"Similar phylogenetic profiles","Cefaclor_Mecillinam",5.6667,1,1.3333,2.3333,1.8333,"0","Cefaclor","Mecillinam","Cefaclor-Mecillinam","CEC","MEC",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.20308159,-0.207187862,-0.510073655,-0.614446299,0.041077697,-0.035142123,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","S","S","R","R","S","S","S","S","R","R","SS","SS","SS","SS","RR","RR",-1,-1,-1,-1,1,1,-2,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,5,0.00886746948477885,"Additivity-Synergy","connected"
"Small/medium-scale PPI","Cefaclor_Mecillinam",3.25,1,1,5.5,3.25,"0","Cefaclor","Mecillinam","Cefaclor-Mecillinam","CEC","MEC",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.20308159,-0.207187862,-0.510073655,-0.614446299,0.041077697,-0.035142123,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","S","S","R","R","S","S","S","S","R","R","SS","SS","SS","SS","RR","RR",-1,-1,-1,-1,1,1,-2,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,5,0.00886746948477885,"Additivity-Synergy","connected"
"High-throughput PPI","Cefaclor_Mecillinam",3.4,7.6,7.6,23.2,15.4,"0","Cefaclor","Mecillinam","Cefaclor-Mecillinam","CEC","MEC",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.20308159,-0.207187862,-0.510073655,-0.614446299,0.041077697,-0.035142123,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","S","S","R","R","S","S","S","S","R","R","SS","SS","SS","SS","RR","RR",-1,-1,-1,-1,1,1,-2,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,5,0.00886746948477885,"Additivity-Synergy","connected"
"Similar genomic context","Cefaclor_Mecillinam",3,12,12,22.4,17.2,"0","Cefaclor","Mecillinam","Cefaclor-Mecillinam","CEC","MEC",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.20308159,-0.207187862,-0.510073655,-0.614446299,0.041077697,-0.035142123,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","S","S","R","R","S","S","S","S","R","R","SS","SS","SS","SS","RR","RR",-1,-1,-1,-1,1,1,-2,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,5,0.00886746948477885,"Additivity-Synergy","connected"
"Co-expression","Cefaclor_Mecillinam",2.8,17.8,17.8,63.6,40.7,"0","Cefaclor","Mecillinam","Cefaclor-Mecillinam","CEC","MEC",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.20308159,-0.207187862,-0.510073655,-0.614446299,0.041077697,-0.035142123,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","S","S","R","R","S","S","S","S","R","R","SS","SS","SS","SS","RR","RR",-1,-1,-1,-1,1,1,-2,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,5,0.00886746948477885,"Additivity-Synergy","connected"
"Co-functional (GO-BP)","Cefaclor_Mecillinam",1,43,44,72,58,"1","Cefaclor","Mecillinam","Cefaclor-Mecillinam","CEC","MEC",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.20308159,-0.207187862,-0.510073655,-0.614446299,0.041077697,-0.035142123,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","S","S","R","R","S","S","S","S","R","R","SS","SS","SS","SS","RR","RR",-1,-1,-1,-1,1,1,-2,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,5,0.00886746948477885,"Additivity-Synergy","connected"
"Co-citation","Cefaclor_Mecillinam",2,45.5,45.5,128.25,86.875,"0","Cefaclor","Mecillinam","Cefaclor-Mecillinam","CEC","MEC",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.20308159,-0.207187862,-0.510073655,-0.614446299,0.041077697,-0.035142123,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","S","S","R","R","S","S","S","S","R","R","SS","SS","SS","SS","RR","RR",-1,-1,-1,-1,1,1,-2,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,5,0.00886746948477885,"Additivity-Synergy","connected"
"Co-functional (EcoCyc/GO-BP)","Cefaclor_Mecillinam",1,49.4,50.2,72,61.1,"1","Cefaclor","Mecillinam","Cefaclor-Mecillinam","CEC","MEC",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.20308159,-0.207187862,-0.510073655,-0.614446299,0.041077697,-0.035142123,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","S","S","R","R","S","S","S","S","R","R","SS","SS","SS","SS","RR","RR",-1,-1,-1,-1,1,1,-2,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,5,0.00886746948477885,"Additivity-Synergy","connected"
"EN:allnetworks","Cefaclor_Mecillinam",1.8,50.2,50.2,75,62.6,"1","Cefaclor","Mecillinam","Cefaclor-Mecillinam","CEC","MEC",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.20308159,-0.207187862,-0.510073655,-0.614446299,0.041077697,-0.035142123,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity",-1,-1,-1,-1,0,0,-4,"S","S","S","S","R","R","S","S","S","S","R","R","SS","SS","SS","SS","RR","RR",-1,-1,-1,-1,1,1,-2,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,5,0.00886746948477885,"Additivity-Synergy","connected"
"Co-occurence of prot. domains","Cefaclor_Meropenem",Inf,0.3333,1,2.3333,1.6667,"1","Cefaclor","Meropenem","Cefaclor-Meropenem","CEC","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.210192993,-0.121529073,-0.678603064,-0.154458054,0.045858466,-0.047589679,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,0.00886746948477885,"Additivity-Synergy","connected"
"Similar phylogenetic profiles","Cefaclor_Meropenem",5.8333,1,1.1667,2.3333,1.75,"0","Cefaclor","Meropenem","Cefaclor-Meropenem","CEC","MEM",1,"beta-lactam","beta-lactam","beta-lactam-beta-lactam",1,"cell wall","cell wall","cell wall-cell wall",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.210192993,-0.121529073,-0.678603064,-0.154458054,0.045858466,-0.047589679,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity",0,0,-1,0,0,0,-1,"S","S","S","S","R","R","S","S","S","S","S","S","SS","SS","SS","SS","RS","RS",-1,-1,-1,-1,0,0,-4,1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,5,0.00886746948477885,"Additivity-Synergy","connected"
