"drug_pair","Drug1","Drug2","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","network","code_3letter1","code_3letter2","drug_category1","drug_category2","targeted_cellular_process1","targeted_cellular_process2","use1","use2","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","drug_category","targeted_process","use","drugdrug","categorycategory","processprocess","useuse","HDC_D1_ebw","HDC_D1_ecr","HDC_D1_stm","HDC_D1_seo","HDC_D1_pae","HDC_D1_pau","LF_D1_ebw","LF_D1_ecr","LF_D1_stm","LF_D1_seo","LF_D1_pae","LF_D1_pau","SR_D1_ebw","SR_D1_ecr","SR_D1_stm","SR_D1_seo","SR_D1_pae","SR_D1_pau","HDC_D2_ebw","HDC_D2_ecr","HDC_D2_stm","HDC_D2_seo","HDC_D2_pae","HDC_D2_pau","LF_D2_ebw","LF_D2_ecr","LF_D2_stm","LF_D2_seo","LF_D2_pae","LF_D2_pau","SR_D2_ebw","SR_D2_ecr","SR_D2_stm","SR_D2_seo","SR_D2_pae","SR_D2_pau","clusters","sigma.rate","type","connection_onoff","drug_cat","targ","us","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g"
"A22_Fusidic acid","A22","Fusidic acid",2,24,24,30,27,"0","Similar genomic context","A22","FUS","other cell wall","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","research used drug","antibiotic",0.099261731,-0.150875992,-0.04907706,-0.061795543,-0.025725863,-0.073104875,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","A22-Fusidic acid","other cell wall-other protein synthesis inhibitor","cell wall-protein synthesis inhibitor","antibiotic-research used drug",1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,"S","S","S","S","R","S",100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,"S","S","R","R","R","R",10,0.00194983040453027,"Additivity","connected",0,0,0,0,0,0,0,0,0,0
"A22_Imipenem","A22","Imipenem",2,17,17,26,22,"1","Similar genomic context","A22","IPM","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic",-0.179297277,-0.119598323,-0.162337066,-0.066061951,-0.025180084,-0.144688639,"Synergy","Additivity","Synergy","Additivity","Additivity","Synergy","Different","Same","Different","A22-Imipenem","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-research used drug",1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,"S","S","S","S","R","S",0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,"S","S","S","S","S","S",13,0.00728211401611587,"Additivity-Synergy","connected",0,1,0,-1,0,-1,0,0,-1,-3
"A22_Levofloxacin","A22","Levofloxacin",3,23,23,27,25,"0","Similar genomic context","A22","LCX","other cell wall","DNA gyrase","cell wall","DNA","research used drug","antibiotic",-0.048183781,-0.069538508,0.057621053,0.116429698,-0.033825992,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","A22-Levofloxacin","DNA gyrase-other cell wall","cell wall-DNA","antibiotic-research used drug",1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,"S","S","S","S","R","S",0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,"S","S","S","S","S","S",4,0.00125176157439658,"Additivity","connected",0,0,0,0,0,0,0,0,0,0
"A22_Mecillinam","A22","Mecillinam",1,14,14,24,19,"1","Similar genomic context","A22","MEC","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic",-0.175348504,-0.087425732,0.150147598,-0.049278723,0.025530002,0.039390317,"Synergy","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Different","A22-Mecillinam","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-research used drug",1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,"S","S","S","S","R","S",0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,"S","S","S","S","R","R",5,0.00305904974808657,"Additivity-Synergy","connected",0,1,0,-1,0,0,0,0,0,-1
"A22_Meropenem","A22","Meropenem",2,17,17,26,22,"1","Similar genomic context","A22","MEM","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic",-0.23572914,-0.215070783,-0.259392902,-0.219074205,0.027208239,-0.047575083,"Synergy","Additivity","Synergy","Additivity","Additivity","Additivity","Different","Same","Different","A22-Meropenem","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-research used drug",1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,"S","S","S","S","R","S",0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,"S","S","S","S","S","S",13,0.00728211401611587,"Additivity-Synergy","connected",0,1,0,-1,0,-1,0,0,0,-2
"A22_Metformin","A22","Metformin",3,19,19,24,22,"0","Similar genomic context","A22","MF","other cell wall","human drug","cell wall","human","research used drug","human-targeted drug",0.446933915,0.045644805,0.13394796,0.11039833,0.022641089,0.127400147,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","A22-Metformin","human drug-other cell wall","cell wall-human","human-targeted drug-research used drug",1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,"S","S","S","S","R","S",12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,"S","S","S","S","S","S",2,0.00359381023086882,"Additivity-Antagonism","connected",0,0,0,1,0,0,0,0,0,1
"A22_Moxifloxacin","A22","Moxifloxacin",3,23,23,27,25,"0","Similar genomic context","A22","MXF","other cell wall","quinolones","cell wall","DNA","research used drug","antibiotic",0.140610664,0.092193184,0.215826495,-0.042947388,-0.023823212,0.064888849,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Different","A22-Moxifloxacin","other cell wall-quinolones","cell wall-DNA","antibiotic-research used drug",1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,"S","S","S","S","R","S",0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,"S","S","S","S","R","S",12,0.00305847806406641,"Additivity-Antagonism","connected",0,0,0,0,0,1,0,0,0,1
"A22_Novobiocin","A22","Novobiocin",3,22,22,26,24,"0","Similar genomic context","A22","NVB","other cell wall","quinolones","cell wall","DNA","research used drug","antibiotic",-0.104017215,-0.200428236,-0.229780853,-0.037197669,-0.026186098,-0.038617664,"Additivity","Synergy","Synergy","Additivity","Additivity","Additivity","Different","Different","Different","A22-Novobiocin","other cell wall-quinolones","cell wall-DNA","antibiotic-research used drug",1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,"S","S","S","S","R","S",20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,"S","S","R","S","R","R",13,0.00728211401611587,"Additivity-Synergy","connected",0,0,0,0,-1,-1,0,0,0,-2
"A22_Penicillin G","A22","Penicillin G",2,17,17,26,22,"1","Similar genomic context","A22","PEN","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic",-0.065813147,-0.086284579,-0.220256659,-0.093585884,-0.054171887,-0.093553057,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Different","Same","Different","A22-Penicillin G","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-research used drug",1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,"S","S","S","S","R","S",5,5,1.25,1.25,10,10,0.8,0.67,0.62,0.62,0.93,0.91,"R","S","S","S","R","R",13,0.00728211401611587,"Additivity-Synergy","connected",0,1,0,0,0,-1,0,0,0,-1
"A22_Piperacillin","A22","Piperacillin",2,17,17,26,22,"1","Similar genomic context","A22","PIP","other cell wall","beta-lactam","cell wall","cell wall","research used drug","antibiotic",-0.11041605,-0.293930926,-0.299813582,-0.40844168,-0.052077011,-0.119323727,"Additivity","Synergy","Synergy","Synergy","Additivity","Synergy","Different","Same","Different","A22-Piperacillin","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-research used drug",1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,"S","S","S","S","R","S",0.3,0.3,1,1,2,3,0.8,0.68,0.6,0.62,0,0,"R","S","S","S","S","S",13,0.00728211401611587,"Additivity-Synergy","connected",0,1,0,0,-1,-1,-1,0,-1,-4
"A22_Rifampicin","A22","Rifampicin",3,21,21,24,22,"0","Similar genomic context","A22","RIF","other cell wall","RNA polymerase","cell wall","DNA","research used drug","antibiotic",0.09969865,0.179193542,0.048765161,-0.09691811,0.036225862,0.074671704,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","A22-Rifampicin","other cell wall-RNA polymerase","cell wall-DNA","antibiotic-research used drug",1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,"S","S","S","S","R","S",8,8,8,8,16,20,0.41,0,0.17,0,0,0.87,"S","S","S","S","S","R",12,0.00305847806406641,"Additivity-Antagonism","connected",0,0,0,0,1,0,0,0,0,1
"A22_Sulfamonomethoxine","A22","Sulfamonomethoxine",3,17,17,24,20,"0","Similar genomic context","A22","SMM","other cell wall","folic acid biosynthesis","cell wall","DNA","research used drug","antibiotic",-0.112852862,0.060780681,0.088924032,0.055928693,0.061406365,0.051615801,"Additivity","Additivity","Antagonism","Additivity","Additivity","Additivity","Different","Different","Different","A22-Sulfamonomethoxine","folic acid biosynthesis-other cell wall","cell wall-DNA","antibiotic-research used drug",1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,"S","S","S","S","R","S",50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"R","R","R","R","R","R",8,0.00192460283307052,"Additivity-Antagonism","connected",0,0,0,0,0,1,0,0,0,1
"A22_Triclosan","A22","Triclosan",3,24,24,24,24,"0","Similar genomic context","A22","TRI","other cell wall","other membrane","cell wall","membrane","research used drug","anti-infective",-0.055067788,-0.045791726,0.075300014,-0.029416923,-0.018755827,-0.028013669,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","A22-Triclosan","other cell wall-other membrane","cell wall-membrane","anti-infective-research used drug",1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,"S","S","S","S","R","S",0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,"R","R","R","R","R","R",5,0.00305904974808657,"Additivity","connected",0,0,0,0,0,0,0,0,0,0
"A22_Trimethoprim","A22","Trimethoprim",2,11,11,24,18,"0","Similar genomic context","A22","TMP","other cell wall","folic acid biosynthesis","cell wall","DNA","research used drug","antibiotic",-0.217299848,-0.107507106,0.150247659,0.14973366,0.044874263,0.059144403,"Synergy","Additivity","Antagonism","Antagonism","Additivity","Additivity","Different","Different","Different","A22-Trimethoprim","folic acid biosynthesis-other cell wall","cell wall-DNA","antibiotic-research used drug",1.2,1.2,1.2,1.2,10,3,0,0.31,0.55,0.51,0.85,0.52,"S","S","S","S","R","S",0.5,0.5,0.5,0.5,1,1,0.49,0.46,0.53,0.46,0.83,0.85,"S","S","S","S","R","R",4,0.00125176157439658,"Additivity-Antagonism-Synergy","connected",0,0,0,-1,0,1,1,0,0,1
"Amoxicillin_Aztreonam","Amoxicillin","Aztreonam",3,13,13,26,19,"0","Similar genomic context","AMX","ATM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.524618664,-0.290350251,-0.29869208,-0.540616504,-0.072012457,0.054671314,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Amoxicillin-Aztreonam","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.05,0.05,0.05,0.05,3,5,0,0,0,0,0,0,"S","S","S","S","S","S",13,0.00728211401611587,"Additivity-Synergy","connected",1,1,1,-1,-1,-1,-1,0,0,-4
"Amoxicillin_Cefaclor","Amoxicillin","Cefaclor",3,13,13,26,19,"0","Similar genomic context","AMX","CEC","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.472272507,-0.248875028,-0.513641019,-0.281048583,0.046779061,-0.031870194,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Amoxicillin-Cefaclor","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",1,1,0.5,0.5,4,4,0.47,0.55,0,0,0.9,0.92,"S","S","S","S","R","R",13,0.00728211401611587,"Additivity-Synergy","connected",1,1,1,-1,-1,-1,-1,0,0,-4
"Amoxicillin_Cefotaxime","Amoxicillin","Cefotaxime",3,13,13,26,19,"0","Similar genomic context","AMX","CTX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.250080619,-0.327234559,-0.067229408,-0.059627303,0.212055174,-0.077344339,"Synergy","Synergy","Additivity","Additivity","Antagonism","Additivity","Same","Same","Same","Amoxicillin-Cefotaxime","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.01,0.01,0.01,0.01,5,5,0.57,0.39,0.71,0.79,0,0.76,"S","S","R","R","S","R",13,0.00728211401611587,"Additivity-Antagonism-Synergy","connected",1,1,1,-1,-1,0,0,1,0,-1
"Amoxicillin_Cephalexin","Amoxicillin","Cephalexin",3,13,13,26,19,"0","Similar genomic context","AMX","LEX","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.061360214,0.052226283,-0.081519808,-0.080239589,-0.057792451,-0.029760282,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Amoxicillin-Cephalexin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",10,10,10,10,16,16,0.84,0.88,0.86,0.87,0.9,0.9,"R","R","R","R","R","R",7,0.000715890300883358,"Additivity","connected",1,1,1,0,0,0,0,0,0,0
"Amoxicillin_Ciprofloxacin","Amoxicillin","Ciprofloxacin",3,17,17,26,22,"1","Similar genomic context","AMX","CIP","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.073230637,0.085121072,0.112760117,-0.047860774,0.097174327,0.266802603,"Additivity","Additivity","Antagonism","Additivity","Additivity","Antagonism","Different","Different","Same","Amoxicillin-Ciprofloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.01,0.01,0.015,0.015,1.25,0.08,0,0,0,0,0,0,"S","S","S","S","S","S",2,0.00359381023086882,"Additivity-Antagonism","connected",0,0,1,0,0,1,0,0,1,2
"Amoxicillin_Clindamycin","Amoxicillin","Clindamycin",4,11,11,20,16,"0","Similar genomic context","AMX","CLI","beta-lactam","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",-0.030957953,0.050095461,0.071414506,0.049736472,-0.026826428,0.027875292,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Amoxicillin-Clindamycin","beta-lactam-other protein synthesis inhibitor","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",2,2,2,2,2,2,0.78,0.76,0.6,0.64,0.87,0.9,"R","R","S","S","R","R",8,0.00192460283307052,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
"Amoxicillin_Doxycycline","Amoxicillin","Doxycycline",3,17,17,27,22,"0","Similar genomic context","AMX","DOX","beta-lactam","tetracycline","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",0.108376005,0.087607451,0.089512339,0.077768827,0.046590168,0.050145944,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Amoxicillin-Doxycycline","beta-lactam-tetracycline","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.5,0.5,1,1,4,4,0.42,0,0.55,0.4,0.85,0.5,"S","S","S","S","R","S",2,0.00359381023086882,"Additivity-Antagonism","connected",0,0,1,1,0,0,0,0,0,1
"Amoxicillin_Fosfomycin","Amoxicillin","Fosfomycin",2,19,19,46,33,"0","Similar genomic context","AMX","FOF","beta-lactam","other cell wall","cell wall","cell wall","antibiotic","antibiotic",-0.235424396,-0.197434681,-0.233475371,-0.21533938,0.098113534,-0.079069555,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity","Different","Same","Same","Amoxicillin-Fosfomycin","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.1,0.1,0.05,0.05,15,5,0.39,0.49,0.65,0.77,0,0,"S","S","S","R","S","S",13,0.00728211401611587,"Additivity-Synergy","connected",0,1,1,-1,-1,-1,-1,0,0,-4
"Amoxicillin_Fusidic acid","Amoxicillin","Fusidic acid",3,19,19,30,25,"0","Similar genomic context","AMX","FUS","beta-lactam","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",0.062409106,-0.058405106,0.044725621,0.052123106,0.027466794,-0.04666698,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Amoxicillin-Fusidic acid","beta-lactam-other protein synthesis inhibitor","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",100,100,100,100,100,100,0.56,0.43,0.86,0.73,0.83,0.84,"S","S","R","R","R","R",9,0.00113943233689505,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
"Amoxicillin_Imipenem","Amoxicillin","Imipenem",3,13,13,26,19,"0","Similar genomic context","AMX","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.105926127,-0.202354674,-0.321397596,-0.157550957,-0.057216058,-0.048262283,"Additivity","Additivity","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Amoxicillin-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,"S","S","S","S","S","S",13,0.00728211401611587,"Additivity-Synergy","connected",1,1,1,0,0,-1,0,0,0,-1
"Amoxicillin_Levofloxacin","Amoxicillin","Levofloxacin",3,18,18,28,23,"1","Similar genomic context","AMX","LCX","beta-lactam","DNA gyrase","cell wall","DNA","antibiotic","antibiotic",0.041196462,0.104154232,0.075445848,0.071997404,0.09200542,0.213789549,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Amoxicillin-Levofloxacin","beta-lactam-DNA gyrase","cell wall-DNA","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,"S","S","S","S","S","S",2,0.00359381023086882,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
"Amoxicillin_Mecillinam","Amoxicillin","Mecillinam",3,12,12,22,17,"0","Similar genomic context","AMX","MEC","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.191183394,-0.138135399,-0.469801302,-0.441930634,-0.026747104,0.029940943,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Amoxicillin-Mecillinam","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.06,0.06,0.06,0.06,2,2,0,0,0,0,0.9,0.91,"S","S","S","S","R","R",13,0.00728211401611587,"Additivity-Synergy","connected",1,1,1,-1,-1,-1,-1,0,0,-4
"Amoxicillin_Meropenem","Amoxicillin","Meropenem",3,13,13,26,19,"0","Similar genomic context","AMX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.150878137,-0.127733475,-0.372150374,-0.290776153,0.073021789,-0.042094051,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Amoxicillin-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,"S","S","S","S","S","S",13,0.00728211401611587,"Additivity","connected",1,1,1,0,0,0,0,0,0,0
"Amoxicillin_Metformin","Amoxicillin","Metformin",3,15,15,24,19,"0","Similar genomic context","AMX","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.244481275,0.174963722,0.04650243,-0.049882376,-0.064780163,-0.081837398,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Amoxicillin-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,"S","S","S","S","S","S",2,0.00359381023086882,"Additivity-Antagonism","connected",0,0,0,1,0,0,0,0,0,1
"Amoxicillin_Moxifloxacin","Amoxicillin","Moxifloxacin",3,18,18,28,23,"1","Similar genomic context","AMX","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.159454576,0.183461778,0.10857565,0.05856352,0.042572221,0.079342136,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Amoxicillin-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",0.08,0.08,0.08,0.08,0.5,0.5,0,0.04,0.64,0,0.96,0.67,"S","S","S","S","R","S",2,0.00359381023086882,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
"Amoxicillin_Novobiocin","Amoxicillin","Novobiocin",3,17,17,26,22,"1","Similar genomic context","AMX","NVB","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.066903584,-0.065558675,0.082819994,-0.054962249,0.045879939,-0.023972867,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Amoxicillin-Novobiocin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",2,2,0.3,0.3,4,4,0.45,0,0.84,0.76,0.89,0.92,"S","S","R","R","R","R",20,20,20,20,20,20,0.45,0,0.85,0.28,0.86,0.91,"S","S","R","S","R","R",10,0.00194983040453027,"Additivity","connected",0,0,1,0,0,0,0,0,0,0
