"drug_pair","Drug1","Drug2","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","network"
"Moxifloxacin_Triclosan","Moxifloxacin","Triclosan",3,23,23,27,25,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Moxifloxacin_Trimethoprim","Moxifloxacin","Trimethoprim",3,11,11,26,19,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Novobiocin_Penicillin G","Novobiocin","Penicillin G",3,17,17,26,22,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Novobiocin_Piperacillin","Novobiocin","Piperacillin",3,17,17,26,22,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Novobiocin_Pseudomonic acid","Novobiocin","Pseudomonic acid",3,11,11,24,18,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Novobiocin_Rifampicin","Novobiocin","Rifampicin",2,20,20,25,22,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Novobiocin_Sulfamonomethoxine","Novobiocin","Sulfamonomethoxine",2,17,17,24,20,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Novobiocin_Triclosan","Novobiocin","Triclosan",3,22,22,26,24,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Novobiocin_Trimethoprim","Novobiocin","Trimethoprim",2,11,11,24,18,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Penicillin G_Piperacillin","Penicillin G","Piperacillin",3,13,13,26,19,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Penicillin G_Pseudomonic acid","Penicillin G","Pseudomonic acid",3,10,10,20,15,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Penicillin G_Rifampicin","Penicillin G","Rifampicin",3,16,16,25,20,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Penicillin G_Sulfamonomethoxine","Penicillin G","Sulfamonomethoxine",3,14,14,22,18,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Penicillin G_Triclosan","Penicillin G","Triclosan",3,17,17,26,22,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Penicillin G_Trimethoprim","Penicillin G","Trimethoprim",3,10,10,20,15,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Piperacillin_Pseudomonic acid","Piperacillin","Pseudomonic acid",3,10,10,20,15,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Piperacillin_Rifampicin","Piperacillin","Rifampicin",3,16,16,25,20,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Piperacillin_Sulfamonomethoxine","Piperacillin","Sulfamonomethoxine",3,14,14,22,18,1,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Piperacillin_Triclosan","Piperacillin","Triclosan",3,17,17,26,22,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Piperacillin_Trimethoprim","Piperacillin","Trimethoprim",3,10,10,20,15,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Pseudomonic acid_Rifampicin","Pseudomonic acid","Rifampicin",4,11,11,21,16,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Pseudomonic acid_Sulfamonomethoxine","Pseudomonic acid","Sulfamonomethoxine",3,11,11,17,14,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Pseudomonic acid_Triclosan","Pseudomonic acid","Triclosan",4,11,11,24,18,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Pseudomonic acid_Trimethoprim","Pseudomonic acid","Trimethoprim",3,11,11,11,11,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Rifampicin_Sulfamonomethoxine","Rifampicin","Sulfamonomethoxine",3,17,17,21,19,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Rifampicin_Triclosan","Rifampicin","Triclosan",3,21,21,24,22,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Rifampicin_Trimethoprim","Rifampicin","Trimethoprim",3,11,11,21,16,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Sulfamonomethoxine_Triclosan","Sulfamonomethoxine","Triclosan",3,17,17,24,20,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Sulfamonomethoxine_Trimethoprim","Sulfamonomethoxine","Trimethoprim",3,11,11,17,14,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"Triclosan_Trimethoprim","Triclosan","Trimethoprim",3,11,11,24,18,0,"GN.INT.EcoliNet.3568gene.23439link.txt"
"A22_Amoxicillin","A22","Amoxicillin",1,12,12,49,30,1,"GO-BP.goldstandardset.txt"
"A22_Aztreonam","A22","Aztreonam",1,12,12,49,30,1,"GO-BP.goldstandardset.txt"
"A22_Cefaclor","A22","Cefaclor",1,12,12,49,30,1,"GO-BP.goldstandardset.txt"
"A22_Cefotaxime","A22","Cefotaxime",1,12,12,49,30,1,"GO-BP.goldstandardset.txt"
"A22_Cephalexin","A22","Cephalexin",1,12,12,49,30,1,"GO-BP.goldstandardset.txt"
"A22_Ciprofloxacin","A22","Ciprofloxacin",2,12,12,20,16,0,"GO-BP.goldstandardset.txt"
"A22_Doxycycline","A22","Doxycycline",4,9,12,13,12,0,"GO-BP.goldstandardset.txt"
"A22_Fosfomycin","A22","Fosfomycin",2,12,12,19,16,0,"GO-BP.goldstandardset.txt"
"A22_Fusidic acid","A22","Fusidic acid",5,1,1,12,6,0,"GO-BP.goldstandardset.txt"
"A22_Imipenem","A22","Imipenem",1,12,12,49,30,1,"GO-BP.goldstandardset.txt"
"A22_Levofloxacin","A22","Levofloxacin",2,9,9,16,12,0,"GO-BP.goldstandardset.txt"
"A22_Mecillinam","A22","Mecillinam",1,12,12,72,42,1,"GO-BP.goldstandardset.txt"
"A22_Meropenem","A22","Meropenem",1,12,12,49,30,1,"GO-BP.goldstandardset.txt"
"A22_Moxifloxacin","A22","Moxifloxacin",2,9,9,16,12,0,"GO-BP.goldstandardset.txt"
"A22_Novobiocin","A22","Novobiocin",2,12,12,20,16,0,"GO-BP.goldstandardset.txt"
"A22_Penicillin G","A22","Penicillin G",1,12,12,49,30,1,"GO-BP.goldstandardset.txt"
"A22_Piperacillin","A22","Piperacillin",1,12,12,49,30,1,"GO-BP.goldstandardset.txt"
"A22_Sulfamonomethoxine","A22","Sulfamonomethoxine",2,12,12,21,16,0,"GO-BP.goldstandardset.txt"
"A22_Triclosan","A22","Triclosan",3,7,12,13,12,0,"GO-BP.goldstandardset.txt"
"A22_Trimethoprim","A22","Trimethoprim",2,12,12,21,16,0,"GO-BP.goldstandardset.txt"
"Amoxicillin_Aztreonam","Amoxicillin","Aztreonam",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Amoxicillin_Cefaclor","Amoxicillin","Cefaclor",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Amoxicillin_Cefotaxime","Amoxicillin","Cefotaxime",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Amoxicillin_Cephalexin","Amoxicillin","Cephalexin",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Amoxicillin_Ciprofloxacin","Amoxicillin","Ciprofloxacin",2,20,20,49,34,1,"GO-BP.goldstandardset.txt"
"Amoxicillin_Doxycycline","Amoxicillin","Doxycycline",4,9,13,49,31,0,"GO-BP.goldstandardset.txt"
"Amoxicillin_Fosfomycin","Amoxicillin","Fosfomycin",1,19,19,49,34,1,"GO-BP.goldstandardset.txt"
"Amoxicillin_Fusidic acid","Amoxicillin","Fusidic acid",4,1,1,49,25,0,"GO-BP.goldstandardset.txt"
"Amoxicillin_Imipenem","Amoxicillin","Imipenem",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Amoxicillin_Levofloxacin","Amoxicillin","Levofloxacin",2,13,13,49,31,1,"GO-BP.goldstandardset.txt"
"Amoxicillin_Mecillinam","Amoxicillin","Mecillinam",1,43,44,72,58,1,"GO-BP.goldstandardset.txt"
"Amoxicillin_Meropenem","Amoxicillin","Meropenem",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Amoxicillin_Moxifloxacin","Amoxicillin","Moxifloxacin",2,13,13,49,31,1,"GO-BP.goldstandardset.txt"
"Amoxicillin_Novobiocin","Amoxicillin","Novobiocin",2,20,20,49,34,1,"GO-BP.goldstandardset.txt"
"Amoxicillin_Penicillin G","Amoxicillin","Penicillin G",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Amoxicillin_Piperacillin","Amoxicillin","Piperacillin",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Amoxicillin_Sulfamonomethoxine","Amoxicillin","Sulfamonomethoxine",2,21,21,49,35,1,"GO-BP.goldstandardset.txt"
"Amoxicillin_Triclosan","Amoxicillin","Triclosan",2,7,13,49,31,0,"GO-BP.goldstandardset.txt"
"Amoxicillin_Trimethoprim","Amoxicillin","Trimethoprim",2,21,21,49,35,1,"GO-BP.goldstandardset.txt"
"Aztreonam_Cefaclor","Aztreonam","Cefaclor",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Aztreonam_Cefotaxime","Aztreonam","Cefotaxime",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Aztreonam_Cephalexin","Aztreonam","Cephalexin",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Aztreonam_Ciprofloxacin","Aztreonam","Ciprofloxacin",2,20,20,49,34,1,"GO-BP.goldstandardset.txt"
"Aztreonam_Doxycycline","Aztreonam","Doxycycline",4,9,13,49,31,0,"GO-BP.goldstandardset.txt"
"Aztreonam_Fosfomycin","Aztreonam","Fosfomycin",1,19,19,49,34,1,"GO-BP.goldstandardset.txt"
"Aztreonam_Fusidic acid","Aztreonam","Fusidic acid",4,1,1,49,25,0,"GO-BP.goldstandardset.txt"
"Aztreonam_Imipenem","Aztreonam","Imipenem",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Aztreonam_Levofloxacin","Aztreonam","Levofloxacin",2,13,13,49,31,1,"GO-BP.goldstandardset.txt"
"Aztreonam_Mecillinam","Aztreonam","Mecillinam",1,43,44,72,58,1,"GO-BP.goldstandardset.txt"
"Aztreonam_Meropenem","Aztreonam","Meropenem",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Aztreonam_Moxifloxacin","Aztreonam","Moxifloxacin",2,13,13,49,31,1,"GO-BP.goldstandardset.txt"
"Aztreonam_Novobiocin","Aztreonam","Novobiocin",2,20,20,49,34,1,"GO-BP.goldstandardset.txt"
"Aztreonam_Penicillin G","Aztreonam","Penicillin G",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Aztreonam_Piperacillin","Aztreonam","Piperacillin",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Aztreonam_Sulfamonomethoxine","Aztreonam","Sulfamonomethoxine",2,21,21,49,35,1,"GO-BP.goldstandardset.txt"
"Aztreonam_Triclosan","Aztreonam","Triclosan",2,7,13,49,31,0,"GO-BP.goldstandardset.txt"
"Aztreonam_Trimethoprim","Aztreonam","Trimethoprim",2,21,21,49,35,1,"GO-BP.goldstandardset.txt"
"Cefaclor_Cefotaxime","Cefaclor","Cefotaxime",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Cefaclor_Cephalexin","Cefaclor","Cephalexin",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Cefaclor_Ciprofloxacin","Cefaclor","Ciprofloxacin",2,20,20,49,34,1,"GO-BP.goldstandardset.txt"
"Cefaclor_Doxycycline","Cefaclor","Doxycycline",4,9,13,49,31,0,"GO-BP.goldstandardset.txt"
"Cefaclor_Fosfomycin","Cefaclor","Fosfomycin",1,19,19,49,34,1,"GO-BP.goldstandardset.txt"
"Cefaclor_Fusidic acid","Cefaclor","Fusidic acid",4,1,1,49,25,0,"GO-BP.goldstandardset.txt"
"Cefaclor_Imipenem","Cefaclor","Imipenem",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Cefaclor_Levofloxacin","Cefaclor","Levofloxacin",2,13,13,49,31,1,"GO-BP.goldstandardset.txt"
"Cefaclor_Mecillinam","Cefaclor","Mecillinam",1,43,44,72,58,1,"GO-BP.goldstandardset.txt"
"Cefaclor_Meropenem","Cefaclor","Meropenem",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Cefaclor_Moxifloxacin","Cefaclor","Moxifloxacin",2,13,13,49,31,1,"GO-BP.goldstandardset.txt"
"Cefaclor_Novobiocin","Cefaclor","Novobiocin",2,20,20,49,34,1,"GO-BP.goldstandardset.txt"
"Cefaclor_Penicillin G","Cefaclor","Penicillin G",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Cefaclor_Piperacillin","Cefaclor","Piperacillin",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Cefaclor_Sulfamonomethoxine","Cefaclor","Sulfamonomethoxine",2,21,21,49,35,1,"GO-BP.goldstandardset.txt"
"Cefaclor_Triclosan","Cefaclor","Triclosan",2,7,13,49,31,0,"GO-BP.goldstandardset.txt"
"Cefaclor_Trimethoprim","Cefaclor","Trimethoprim",2,21,21,49,35,1,"GO-BP.goldstandardset.txt"
"Cefotaxime_Cephalexin","Cefotaxime","Cephalexin",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Cefotaxime_Ciprofloxacin","Cefotaxime","Ciprofloxacin",2,20,20,49,34,1,"GO-BP.goldstandardset.txt"
"Cefotaxime_Doxycycline","Cefotaxime","Doxycycline",4,9,13,49,31,0,"GO-BP.goldstandardset.txt"
"Cefotaxime_Fosfomycin","Cefotaxime","Fosfomycin",1,19,19,49,34,1,"GO-BP.goldstandardset.txt"
"Cefotaxime_Fusidic acid","Cefotaxime","Fusidic acid",4,1,1,49,25,0,"GO-BP.goldstandardset.txt"
"Cefotaxime_Imipenem","Cefotaxime","Imipenem",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Cefotaxime_Levofloxacin","Cefotaxime","Levofloxacin",2,13,13,49,31,1,"GO-BP.goldstandardset.txt"
"Cefotaxime_Mecillinam","Cefotaxime","Mecillinam",1,43,44,72,58,1,"GO-BP.goldstandardset.txt"
"Cefotaxime_Meropenem","Cefotaxime","Meropenem",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Cefotaxime_Moxifloxacin","Cefotaxime","Moxifloxacin",2,13,13,49,31,1,"GO-BP.goldstandardset.txt"
"Cefotaxime_Novobiocin","Cefotaxime","Novobiocin",2,20,20,49,34,1,"GO-BP.goldstandardset.txt"
"Cefotaxime_Penicillin G","Cefotaxime","Penicillin G",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Cefotaxime_Piperacillin","Cefotaxime","Piperacillin",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Cefotaxime_Sulfamonomethoxine","Cefotaxime","Sulfamonomethoxine",2,21,21,49,35,1,"GO-BP.goldstandardset.txt"
"Cefotaxime_Triclosan","Cefotaxime","Triclosan",2,7,13,49,31,0,"GO-BP.goldstandardset.txt"
"Cefotaxime_Trimethoprim","Cefotaxime","Trimethoprim",2,21,21,49,35,1,"GO-BP.goldstandardset.txt"
"Cephalexin_Ciprofloxacin","Cephalexin","Ciprofloxacin",2,20,20,49,34,1,"GO-BP.goldstandardset.txt"
"Cephalexin_Doxycycline","Cephalexin","Doxycycline",4,9,13,49,31,0,"GO-BP.goldstandardset.txt"
"Cephalexin_Fosfomycin","Cephalexin","Fosfomycin",1,19,19,49,34,1,"GO-BP.goldstandardset.txt"
"Cephalexin_Fusidic acid","Cephalexin","Fusidic acid",4,1,1,49,25,0,"GO-BP.goldstandardset.txt"
"Cephalexin_Imipenem","Cephalexin","Imipenem",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Cephalexin_Levofloxacin","Cephalexin","Levofloxacin",2,13,13,49,31,1,"GO-BP.goldstandardset.txt"
"Cephalexin_Mecillinam","Cephalexin","Mecillinam",1,43,44,72,58,1,"GO-BP.goldstandardset.txt"
"Cephalexin_Meropenem","Cephalexin","Meropenem",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Cephalexin_Moxifloxacin","Cephalexin","Moxifloxacin",2,13,13,49,31,1,"GO-BP.goldstandardset.txt"
"Cephalexin_Novobiocin","Cephalexin","Novobiocin",2,20,20,49,34,1,"GO-BP.goldstandardset.txt"
"Cephalexin_Penicillin G","Cephalexin","Penicillin G",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Cephalexin_Piperacillin","Cephalexin","Piperacillin",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Cephalexin_Sulfamonomethoxine","Cephalexin","Sulfamonomethoxine",2,21,21,49,35,1,"GO-BP.goldstandardset.txt"
"Cephalexin_Triclosan","Cephalexin","Triclosan",2,7,13,49,31,0,"GO-BP.goldstandardset.txt"
"Cephalexin_Trimethoprim","Cephalexin","Trimethoprim",2,21,21,49,35,1,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Doxycycline","Ciprofloxacin","Doxycycline",4,9,13,20,16,0,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Fosfomycin","Ciprofloxacin","Fosfomycin",2,19,19,20,20,0,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Fusidic acid","Ciprofloxacin","Fusidic acid",5,1,1,20,10,0,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Imipenem","Ciprofloxacin","Imipenem",2,20,20,49,34,1,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Levofloxacin","Ciprofloxacin","Levofloxacin",1,9,9,20,14,1,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Mecillinam","Ciprofloxacin","Mecillinam",1,20,20,72,46,1,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Meropenem","Ciprofloxacin","Meropenem",2,20,20,49,34,1,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Moxifloxacin","Ciprofloxacin","Moxifloxacin",1,9,9,20,14,1,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Novobiocin","Ciprofloxacin","Novobiocin",1,20,20,20,20,1,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Penicillin G","Ciprofloxacin","Penicillin G",2,20,20,49,34,1,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Piperacillin","Ciprofloxacin","Piperacillin",2,20,20,49,34,1,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Sulfamonomethoxine","Ciprofloxacin","Sulfamonomethoxine",1,20,20,21,20,1,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Triclosan","Ciprofloxacin","Triclosan",2,7,13,20,16,0,"GO-BP.goldstandardset.txt"
"Ciprofloxacin_Trimethoprim","Ciprofloxacin","Trimethoprim",1,20,20,21,20,1,"GO-BP.goldstandardset.txt"
"Doxycycline_Fosfomycin","Doxycycline","Fosfomycin",4,9,13,19,16,0,"GO-BP.goldstandardset.txt"
"Doxycycline_Fusidic acid","Doxycycline","Fusidic acid",4,1,1,13,7,0,"GO-BP.goldstandardset.txt"
"Doxycycline_Imipenem","Doxycycline","Imipenem",4,9,13,49,31,0,"GO-BP.goldstandardset.txt"
"Doxycycline_Levofloxacin","Doxycycline","Levofloxacin",4,8,10,16,13,0,"GO-BP.goldstandardset.txt"
"Doxycycline_Mecillinam","Doxycycline","Mecillinam",3,9,13,72,42,0,"GO-BP.goldstandardset.txt"
"Doxycycline_Meropenem","Doxycycline","Meropenem",4,9,13,49,31,0,"GO-BP.goldstandardset.txt"
"Doxycycline_Moxifloxacin","Doxycycline","Moxifloxacin",4,8,10,16,13,0,"GO-BP.goldstandardset.txt"
"Doxycycline_Novobiocin","Doxycycline","Novobiocin",4,9,13,20,16,0,"GO-BP.goldstandardset.txt"
"Doxycycline_Penicillin G","Doxycycline","Penicillin G",4,9,13,49,31,0,"GO-BP.goldstandardset.txt"
"Doxycycline_Piperacillin","Doxycycline","Piperacillin",4,9,13,49,31,0,"GO-BP.goldstandardset.txt"
"Doxycycline_Sulfamonomethoxine","Doxycycline","Sulfamonomethoxine",4,9,13,21,17,0,"GO-BP.goldstandardset.txt"
"Doxycycline_Triclosan","Doxycycline","Triclosan",5,7,13,13,13,0,"GO-BP.goldstandardset.txt"
"Doxycycline_Trimethoprim","Doxycycline","Trimethoprim",4,9,13,21,17,0,"GO-BP.goldstandardset.txt"
"Fosfomycin_Fusidic acid","Fosfomycin","Fusidic acid",5,1,1,19,10,0,"GO-BP.goldstandardset.txt"
"Fosfomycin_Imipenem","Fosfomycin","Imipenem",1,19,19,49,34,1,"GO-BP.goldstandardset.txt"
"Fosfomycin_Levofloxacin","Fosfomycin","Levofloxacin",3,12,12,20,16,0,"GO-BP.goldstandardset.txt"
"Fosfomycin_Mecillinam","Fosfomycin","Mecillinam",1,19,19,72,46,1,"GO-BP.goldstandardset.txt"
"Fosfomycin_Meropenem","Fosfomycin","Meropenem",1,19,19,49,34,1,"GO-BP.goldstandardset.txt"
"Fosfomycin_Moxifloxacin","Fosfomycin","Moxifloxacin",3,12,12,20,16,0,"GO-BP.goldstandardset.txt"
"Fosfomycin_Novobiocin","Fosfomycin","Novobiocin",2,19,19,20,20,0,"GO-BP.goldstandardset.txt"
"Fosfomycin_Penicillin G","Fosfomycin","Penicillin G",1,19,19,49,34,1,"GO-BP.goldstandardset.txt"
"Fosfomycin_Piperacillin","Fosfomycin","Piperacillin",1,19,19,49,34,1,"GO-BP.goldstandardset.txt"
"Fosfomycin_Sulfamonomethoxine","Fosfomycin","Sulfamonomethoxine",2,19,19,21,20,0,"GO-BP.goldstandardset.txt"
"Fosfomycin_Triclosan","Fosfomycin","Triclosan",3,7,13,19,16,0,"GO-BP.goldstandardset.txt"
"Fosfomycin_Trimethoprim","Fosfomycin","Trimethoprim",2,19,19,21,20,0,"GO-BP.goldstandardset.txt"
"Fusidic acid_Imipenem","Fusidic acid","Imipenem",4,1,1,49,25,0,"GO-BP.goldstandardset.txt"
"Fusidic acid_Levofloxacin","Fusidic acid","Levofloxacin",5,1,1,13,7,0,"GO-BP.goldstandardset.txt"
"Fusidic acid_Mecillinam","Fusidic acid","Mecillinam",4,1,1,72,36,0,"GO-BP.goldstandardset.txt"
"Fusidic acid_Meropenem","Fusidic acid","Meropenem",4,1,1,49,25,0,"GO-BP.goldstandardset.txt"
"Fusidic acid_Moxifloxacin","Fusidic acid","Moxifloxacin",5,1,1,13,7,0,"GO-BP.goldstandardset.txt"
"Fusidic acid_Novobiocin","Fusidic acid","Novobiocin",5,1,1,20,10,0,"GO-BP.goldstandardset.txt"
"Fusidic acid_Penicillin G","Fusidic acid","Penicillin G",4,1,1,49,25,0,"GO-BP.goldstandardset.txt"
"Fusidic acid_Piperacillin","Fusidic acid","Piperacillin",4,1,1,49,25,0,"GO-BP.goldstandardset.txt"
"Fusidic acid_Sulfamonomethoxine","Fusidic acid","Sulfamonomethoxine",5,1,1,21,11,0,"GO-BP.goldstandardset.txt"
"Fusidic acid_Triclosan","Fusidic acid","Triclosan",6,1,1,13,7,0,"GO-BP.goldstandardset.txt"
"Fusidic acid_Trimethoprim","Fusidic acid","Trimethoprim",5,1,1,21,11,0,"GO-BP.goldstandardset.txt"
"Imipenem_Levofloxacin","Imipenem","Levofloxacin",2,13,13,49,31,1,"GO-BP.goldstandardset.txt"
"Imipenem_Mecillinam","Imipenem","Mecillinam",1,43,44,72,58,1,"GO-BP.goldstandardset.txt"
"Imipenem_Meropenem","Imipenem","Meropenem",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Imipenem_Moxifloxacin","Imipenem","Moxifloxacin",2,13,13,49,31,1,"GO-BP.goldstandardset.txt"
"Imipenem_Novobiocin","Imipenem","Novobiocin",2,20,20,49,34,1,"GO-BP.goldstandardset.txt"
"Imipenem_Penicillin G","Imipenem","Penicillin G",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Imipenem_Piperacillin","Imipenem","Piperacillin",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Imipenem_Sulfamonomethoxine","Imipenem","Sulfamonomethoxine",2,21,21,49,35,1,"GO-BP.goldstandardset.txt"
"Imipenem_Triclosan","Imipenem","Triclosan",2,7,13,49,31,0,"GO-BP.goldstandardset.txt"
"Imipenem_Trimethoprim","Imipenem","Trimethoprim",2,21,21,49,35,1,"GO-BP.goldstandardset.txt"
"Levofloxacin_Mecillinam","Levofloxacin","Mecillinam",2,13,13,72,42,1,"GO-BP.goldstandardset.txt"
"Levofloxacin_Meropenem","Levofloxacin","Meropenem",2,13,13,49,31,1,"GO-BP.goldstandardset.txt"
"Levofloxacin_Moxifloxacin","Levofloxacin","Moxifloxacin",1,8,8,18,13,1,"GO-BP.goldstandardset.txt"
"Levofloxacin_Novobiocin","Levofloxacin","Novobiocin",1,9,9,20,14,1,"GO-BP.goldstandardset.txt"
"Levofloxacin_Penicillin G","Levofloxacin","Penicillin G",2,13,13,49,31,1,"GO-BP.goldstandardset.txt"
"Levofloxacin_Piperacillin","Levofloxacin","Piperacillin",2,13,13,49,31,1,"GO-BP.goldstandardset.txt"
"Levofloxacin_Sulfamonomethoxine","Levofloxacin","Sulfamonomethoxine",2,13,13,21,17,1,"GO-BP.goldstandardset.txt"
"Levofloxacin_Triclosan","Levofloxacin","Triclosan",3,6,10,16,13,0,"GO-BP.goldstandardset.txt"
"Levofloxacin_Trimethoprim","Levofloxacin","Trimethoprim",2,13,13,21,17,1,"GO-BP.goldstandardset.txt"
"Mecillinam_Meropenem","Mecillinam","Meropenem",1,43,44,72,58,1,"GO-BP.goldstandardset.txt"
"Mecillinam_Moxifloxacin","Mecillinam","Moxifloxacin",2,13,13,72,42,1,"GO-BP.goldstandardset.txt"
"Mecillinam_Novobiocin","Mecillinam","Novobiocin",1,20,20,72,46,1,"GO-BP.goldstandardset.txt"
"Mecillinam_Penicillin G","Mecillinam","Penicillin G",1,43,44,72,58,1,"GO-BP.goldstandardset.txt"
"Mecillinam_Piperacillin","Mecillinam","Piperacillin",1,43,44,72,58,1,"GO-BP.goldstandardset.txt"
"Mecillinam_Sulfamonomethoxine","Mecillinam","Sulfamonomethoxine",1,21,21,72,46,1,"GO-BP.goldstandardset.txt"
"Mecillinam_Triclosan","Mecillinam","Triclosan",2,7,13,72,42,0,"GO-BP.goldstandardset.txt"
"Mecillinam_Trimethoprim","Mecillinam","Trimethoprim",1,21,21,72,46,1,"GO-BP.goldstandardset.txt"
"Meropenem_Moxifloxacin","Meropenem","Moxifloxacin",2,13,13,49,31,1,"GO-BP.goldstandardset.txt"
"Meropenem_Novobiocin","Meropenem","Novobiocin",2,20,20,49,34,1,"GO-BP.goldstandardset.txt"
"Meropenem_Penicillin G","Meropenem","Penicillin G",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Meropenem_Piperacillin","Meropenem","Piperacillin",1,38,40,58,49,1,"GO-BP.goldstandardset.txt"
"Meropenem_Sulfamonomethoxine","Meropenem","Sulfamonomethoxine",2,21,21,49,35,1,"GO-BP.goldstandardset.txt"
"Meropenem_Triclosan","Meropenem","Triclosan",2,7,13,49,31,0,"GO-BP.goldstandardset.txt"
"Meropenem_Trimethoprim","Meropenem","Trimethoprim",2,21,21,49,35,1,"GO-BP.goldstandardset.txt"
"Moxifloxacin_Novobiocin","Moxifloxacin","Novobiocin",1,9,9,20,14,1,"GO-BP.goldstandardset.txt"
"Moxifloxacin_Penicillin G","Moxifloxacin","Penicillin G",2,13,13,49,31,1,"GO-BP.goldstandardset.txt"
"Moxifloxacin_Piperacillin","Moxifloxacin","Piperacillin",2,13,13,49,31,1,"GO-BP.goldstandardset.txt"
"Moxifloxacin_Sulfamonomethoxine","Moxifloxacin","Sulfamonomethoxine",2,13,13,21,17,1,"GO-BP.goldstandardset.txt"
"Moxifloxacin_Triclosan","Moxifloxacin","Triclosan",3,6,10,16,13,0,"GO-BP.goldstandardset.txt"
