"network","drug_pair","Drug1.x","Drug2.x","mean.path.length","mean.k.edge","mean.min.degree","mean.max.degree","mean.mean.degree","max.adjacency","Drug1.y","Drug2.y","code_3letter1","code_3letter2","drug_category1","drug_category2","targeted_cellular_process1","targeted_cellular_process2","use1","use2","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","drug_category","targeted_process","use","drugdrug","categorycategory","processprocess","useuse","clusters","sigma.rate","connection_groups","connection_onoff","drug_cat","targ","us","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g"
"Similar genomic context","Cefotaxime_Ciprofloxacin","Cefotaxime","Ciprofloxacin",3,17,17,26,22,"1","Cefotaxime","Ciprofloxacin","CTX","CIP","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.061590148,-0.053819395,-0.048656111,-0.082268651,-0.101481707,0.045059797,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity","Different","Different","Same","Cefotaxime-Ciprofloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",3,12.4986996306863,80,"connected",0,0,1,0,0,0,0,-1,0,-1
"Similar genomic context","Cefotaxime_Clindamycin","Cefotaxime","Clindamycin",4,11,11,20,16,"0","Cefotaxime","Clindamycin","CTX","CLI","beta-lactam","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",0.061604324,0.07726294,0.035713191,0.048807984,0.042497208,0.07244991,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefotaxime-Clindamycin","beta-lactam-other protein synthesis inhibitor","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",2,27.5495261973854,85,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Cefotaxime_Doxycycline","Cefotaxime","Doxycycline",3,17,17,27,22,"0","Cefotaxime","Doxycycline","CTX","DOX","beta-lactam","tetracycline","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",0.133588013,0.096696496,-0.081079464,-0.444367081,0.065969537,0.040598182,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefotaxime-Doxycycline","beta-lactam-tetracycline","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",13,57.2922091096807,91,"connected",0,0,1,1,0,0,0,0,0,1
"Similar genomic context","Cefotaxime_Fosfomycin","Cefotaxime","Fosfomycin",2,19,19,46,33,"0","Cefotaxime","Fosfomycin","CTX","FOF","beta-lactam","other cell wall","cell wall","cell wall","antibiotic","antibiotic",-0.086770752,-0.156152589,-0.082016559,-0.071541959,-0.131966127,-0.098164736,"Additivity","Synergy","Additivity","Additivity","Synergy","Additivity","Different","Same","Same","Cefotaxime-Fosfomycin","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",3,12.4986996306863,98,"connected",0,1,1,0,-1,0,0,-1,0,-2
"Similar genomic context","Cefotaxime_Fusidic acid","Cefotaxime","Fusidic acid",3,19,19,30,25,"0","Cefotaxime","Fusidic acid","CTX","FUS","beta-lactam","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",0.052964039,-0.162183554,-0.047389133,-0.056899429,-0.062246164,-0.057500613,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefotaxime-Fusidic acid","beta-lactam-other protein synthesis inhibitor","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",10,14.8089165294977,28,"connected",0,0,1,0,-1,0,0,0,0,-1
"Similar genomic context","Cefotaxime_Imipenem","Cefotaxime","Imipenem",3,13,13,26,19,"0","Cefotaxime","Imipenem","CTX","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.120425148,-0.162247698,-0.126510675,-0.061924199,0.303466247,-0.067377466,"Additivity","Synergy","Additivity","Additivity","Antagonism","Additivity","Same","Same","Same","Cefotaxime-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",4,9.63701383103426,74,"connected",1,1,1,0,-1,0,0,1,0,0
"Similar genomic context","Cefotaxime_Levofloxacin","Cefotaxime","Levofloxacin",3,18,18,28,23,"1","Cefotaxime","Levofloxacin","CTX","LCX","beta-lactam","DNA gyrase","cell wall","DNA","antibiotic","antibiotic",-0.024269083,-0.051302964,-0.012964137,0,-0.099462906,0,"Additivity","Additivity","Additivity","Additivity","Synergy","Additivity","Different","Different","Same","Cefotaxime-Levofloxacin","beta-lactam-DNA gyrase","cell wall-DNA","antibiotic-antibiotic",4,9.63701383103426,105,"connected",0,0,1,0,0,0,0,-1,0,-1
"Similar genomic context","Cefotaxime_Mecillinam","Cefotaxime","Mecillinam",3,12,12,22,17,"0","Cefotaxime","Mecillinam","CTX","MEC","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.15648401,-0.087906194,-0.221040643,-0.179625788,0.114801617,0.045444634,"Synergy","Synergy","Synergy","Synergy","Additivity","Additivity","Same","Same","Same","Cefotaxime-Mecillinam","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,110,"connected",1,1,1,-1,-1,-1,-1,0,0,-4
"Similar genomic context","Cefotaxime_Meropenem","Cefotaxime","Meropenem",3,13,13,26,19,"0","Cefotaxime","Meropenem","CTX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.192565341,-0.199999654,-0.306513719,-0.14933459,0.114267695,-0.04690954,"Synergy","Additivity","Synergy","Additivity","Additivity","Additivity","Same","Same","Same","Cefotaxime-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,74,"connected",1,1,1,-1,0,-1,0,0,0,-2
"Similar genomic context","Cefotaxime_Metformin","Cefotaxime","Metformin",3,15,15,24,19,"0","Cefotaxime","Metformin","CTX","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.061928895,0.059585194,0.022727554,0.044265484,-0.427084321,-0.482831252,"Additivity","Additivity","Additivity","Additivity","Synergy","Synergy","Different","Different","Different","Cefotaxime-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",5,23.9590177410958,116,"connected",0,0,0,0,0,0,0,-1,-1,-2
"Similar genomic context","Cefotaxime_Moxifloxacin","Cefotaxime","Moxifloxacin",3,18,18,28,23,"1","Cefotaxime","Moxifloxacin","CTX","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.223885287,-0.035704944,0.032458433,-0.055513825,0.073756554,0.143728607,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefotaxime-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",3,12.4986996306863,105,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Cefotaxime_Novobiocin","Cefotaxime","Novobiocin",3,17,17,26,22,"1","Cefotaxime","Novobiocin","CTX","NVB","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.111232878,0.051346234,-0.133066059,-0.063761839,0.072416699,-0.028517459,"Antagonism","Additivity","Synergy","Additivity","Additivity","Additivity","Different","Different","Same","Cefotaxime-Novobiocin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",7,5.25611159023577,80,"connected",0,0,1,1,0,-1,0,0,0,0
"Similar genomic context","Cefotaxime_Penicillin G","Cefotaxime","Penicillin G",3,13,13,26,19,"0","Cefotaxime","Penicillin G","CTX","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.067795694,-0.164980844,0.02828608,0.028225663,0.091319742,-0.050502179,"Additivity","Synergy","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cefotaxime-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",4,9.63701383103426,74,"connected",1,1,1,0,-1,0,0,0,0,-1
"Similar genomic context","Cefotaxime_Piperacillin","Cefotaxime","Piperacillin",3,13,13,26,19,"0","Cefotaxime","Piperacillin","CTX","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.090653088,-0.267073127,-0.081659516,-0.04859844,-0.16672254,-0.085564501,"Additivity","Synergy","Additivity","Additivity","Synergy","Additivity","Same","Same","Same","Cefotaxime-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",13,57.2922091096807,74,"connected",1,1,1,0,-1,0,0,-1,0,-2
"Similar genomic context","Cefotaxime_Rifampicin","Cefotaxime","Rifampicin",3,16,16,25,20,"0","Cefotaxime","Rifampicin","CTX","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",0.102906923,0.130105805,-0.031707964,-0.061057894,-0.073856051,0.042277659,"Additivity","Antagonism","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefotaxime-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",7,5.25611159023577,122,"connected",0,0,1,0,1,0,0,0,0,1
"Similar genomic context","Cefotaxime_Sulfamonomethoxine","Cefotaxime","Sulfamonomethoxine",3,14,14,22,18,"1","Cefotaxime","Sulfamonomethoxine","CTX","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",-0.071951825,-0.052973081,-0.052526964,-0.049677216,0.065533748,0.033805804,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefotaxime-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",3,12.4986996306863,74,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Cefotaxime_Triclosan","Cefotaxime","Triclosan",3,17,17,26,22,"0","Cefotaxime","Triclosan","CTX","TRI","beta-lactam","other membrane","cell wall","membrane","antibiotic","anti-infective",-0.087181683,-0.072882976,-0.039725987,-0.079975382,-0.166500629,-0.022675099,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cefotaxime-Triclosan","beta-lactam-other membrane","cell wall-membrane","anti-infective-antibiotic",3,12.4986996306863,128,"connected",0,0,0,0,0,0,0,0,0,0
"Similar genomic context","Cefotaxime_Trimethoprim","Cefotaxime","Trimethoprim",3,10,10,20,15,"0","Cefotaxime","Trimethoprim","CTX","TMP","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.132932792,0.082081466,-0.048415086,0.082274937,0.039053724,0.049758576,"Antagonism","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cefotaxime-Trimethoprim","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",6,18.3669029182221,133,"connected",0,0,1,1,0,0,0,0,0,1
"Similar genomic context","Cephalexin_Ciprofloxacin","Cephalexin","Ciprofloxacin",3,17,17,26,22,"1","Cephalexin","Ciprofloxacin","LEX","CIP","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",0.05303376,-0.036638383,-0.066766774,-0.043021989,0.117314137,-0.041067859,"Additivity","Additivity","Additivity","Additivity","Antagonism","Additivity","Different","Different","Same","Cephalexin-Ciprofloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",10,14.8089165294977,80,"connected",0,0,1,0,0,0,0,1,0,1
"Similar genomic context","Cephalexin_Clindamycin","Cephalexin","Clindamycin",4,11,11,20,16,"0","Cephalexin","Clindamycin","LEX","CLI","beta-lactam","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",0.036800935,0.03536918,0.061401687,0.075545355,-0.052326011,0.026192261,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Clindamycin","beta-lactam-other protein synthesis inhibitor","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",1,4.4086202089129,85,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Cephalexin_Doxycycline","Cephalexin","Doxycycline",3,17,17,27,22,"0","Cephalexin","Doxycycline","LEX","DOX","beta-lactam","tetracycline","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",0.062979783,0.065939522,-0.054469505,-0.073014916,-0.05126744,0.039561812,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Doxycycline","beta-lactam-tetracycline","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",7,5.25611159023577,91,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Cephalexin_Fosfomycin","Cephalexin","Fosfomycin",2,19,19,46,33,"0","Cephalexin","Fosfomycin","LEX","FOF","beta-lactam","other cell wall","cell wall","cell wall","antibiotic","antibiotic",0.05146545,-0.083485425,-0.055280295,-0.101682714,0.145392972,0.063800023,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Same","Same","Cephalexin-Fosfomycin","beta-lactam-other cell wall","cell wall-cell wall","antibiotic-antibiotic",7,5.25611159023577,98,"connected",0,1,1,0,0,0,0,0,0,0
"Similar genomic context","Cephalexin_Fusidic acid","Cephalexin","Fusidic acid",3,19,19,30,25,"0","Cephalexin","Fusidic acid","LEX","FUS","beta-lactam","other protein synthesis inhibitor","cell wall","protein synthesis inhibitor","antibiotic","antibiotic",-0.040396816,0.029489816,0.070216886,0.058066443,0.026347312,-0.056942145,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Fusidic acid","beta-lactam-other protein synthesis inhibitor","cell wall-protein synthesis inhibitor","antibiotic-antibiotic",8,14.1060091754375,28,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Cephalexin_Imipenem","Cephalexin","Imipenem",3,13,13,26,19,"0","Cephalexin","Imipenem","LEX","IPM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.062303642,-0.053685421,-0.057252841,0.032793424,-0.018805893,0.025000618,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Imipenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",6,18.3669029182221,74,"connected",1,1,1,0,0,0,0,0,0,0
"Similar genomic context","Cephalexin_Levofloxacin","Cephalexin","Levofloxacin",3,18,18,28,23,"1","Cephalexin","Levofloxacin","LEX","LCX","beta-lactam","DNA gyrase","cell wall","DNA","antibiotic","antibiotic",0.035156342,0.007800975,-0.036739236,0,0.062971352,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Levofloxacin","beta-lactam-DNA gyrase","cell wall-DNA","antibiotic-antibiotic",6,18.3669029182221,105,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Cephalexin_Mecillinam","Cephalexin","Mecillinam",3,12,12,22,17,"0","Cephalexin","Mecillinam","LEX","MEC","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.063774837,0.057611559,-0.067219471,0.075981601,-0.032960469,0.039939513,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Mecillinam","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",8,14.1060091754375,110,"connected",1,1,1,0,0,0,0,0,0,0
"Similar genomic context","Cephalexin_Meropenem","Cephalexin","Meropenem",3,13,13,26,19,"0","Cephalexin","Meropenem","LEX","MEM","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",-0.066057652,-0.094180473,0.01418939,-0.126460738,0.02825758,0.043693364,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Meropenem","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",5,23.9590177410958,74,"connected",1,1,1,0,0,0,0,0,0,0
"Similar genomic context","Cephalexin_Metformin","Cephalexin","Metformin",3,15,15,24,19,"0","Cephalexin","Metformin","LEX","MF","beta-lactam","human drug","cell wall","human","antibiotic","human-targeted drug",0.050253855,0.021236658,0.01968194,0.045131702,-0.025486956,-0.03352575,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Different","Cephalexin-Metformin","beta-lactam-human drug","cell wall-human","antibiotic-human-targeted drug",1,4.4086202089129,116,"connected",0,0,0,0,0,0,0,0,0,0
"Similar genomic context","Cephalexin_Moxifloxacin","Cephalexin","Moxifloxacin",3,18,18,28,23,"1","Cephalexin","Moxifloxacin","LEX","MXF","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.03434714,-0.034859472,0.056214212,0.034599098,-0.036136619,-0.116638177,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Moxifloxacin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",4,9.63701383103426,105,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Cephalexin_Novobiocin","Cephalexin","Novobiocin",3,17,17,26,22,"1","Cephalexin","Novobiocin","LEX","NVB","beta-lactam","quinolones","cell wall","DNA","antibiotic","antibiotic",-0.041034468,-0.036212663,-0.044193903,-0.033976405,-0.039567105,0.028739961,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Novobiocin","beta-lactam-quinolones","cell wall-DNA","antibiotic-antibiotic",3,12.4986996306863,80,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Cephalexin_Penicillin G","Cephalexin","Penicillin G",3,13,13,26,19,"0","Cephalexin","Penicillin G","LEX","PEN","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.050012293,0.048796852,-0.069323225,-0.049739346,-0.056618085,0.017535041,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Same","Same","Same","Cephalexin-Penicillin G","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",7,5.25611159023577,74,"connected",1,1,1,0,0,0,0,0,0,0
"Similar genomic context","Cephalexin_Piperacillin","Cephalexin","Piperacillin",3,13,13,26,19,"0","Cephalexin","Piperacillin","LEX","PIP","beta-lactam","beta-lactam","cell wall","cell wall","antibiotic","antibiotic",0.055633476,0.059136962,-0.099882801,-0.059559677,0.147661201,0.030978977,"Additivity","Additivity","Additivity","Additivity","Antagonism","Additivity","Same","Same","Same","Cephalexin-Piperacillin","beta-lactam-beta-lactam","cell wall-cell wall","antibiotic-antibiotic",7,5.25611159023577,74,"connected",1,1,1,0,0,0,0,1,0,1
"Similar genomic context","Cephalexin_Rifampicin","Cephalexin","Rifampicin",3,16,16,25,20,"0","Cephalexin","Rifampicin","LEX","RIF","beta-lactam","RNA polymerase","cell wall","DNA","antibiotic","antibiotic",0.038268879,0.059793209,-0.04485487,-0.059370062,0.119557235,0.026122388,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Rifampicin","beta-lactam-RNA polymerase","cell wall-DNA","antibiotic-antibiotic",7,5.25611159023577,122,"connected",0,0,1,0,0,0,0,0,0,0
"Similar genomic context","Cephalexin_Sulfamonomethoxine","Cephalexin","Sulfamonomethoxine",3,14,14,22,18,"1","Cephalexin","Sulfamonomethoxine","LEX","SMM","beta-lactam","folic acid biosynthesis","cell wall","DNA","antibiotic","antibiotic",0.040759134,-0.035577612,-0.071575537,-0.056276223,0.033680956,-0.02930043,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity","Different","Different","Same","Cephalexin-Sulfamonomethoxine","beta-lactam-folic acid biosynthesis","cell wall-DNA","antibiotic-antibiotic",10,14.8089165294977,74,"connected",0,0,1,0,0,0,0,0,0,0
