"drug_pair","Drug1","Drug2","drugdrug.x","code_3letter1","code_3letter2","drug_cat","drug_category1","drug_category2","categorycategory","targ","targeted_cellular_process1","targeted_cellular_process2","processprocess","us","use1","use2","useuse","ebw","ecr","seo","stm","pae","pau","int_sign_ebw","int_sign_ecr","int_sign_seo","int_sign_stm","int_sign_pae","int_sign_pau","ebw_g","ecr_g","seo_g","stm_g","pae_g","pau_g","sum_g","SR_ebw_D1","SR_ecr_D1","SR_stm_D1","SR_seo_D1","SR_pae_D1","SR_pau_D1","SR_ebw_D2","SR_ecr_D2","SR_stm_D2","SR_seo_D2","SR_pae_D2","SR_pau_D2","SR_ebw","SR_ecr","SR_stm","SR_seo","SR_pae","SR_pau","SR_score_ebw","SR_score_ecr","SR_score_stm","SR_score_seo","SR_score_pae","SR_score_pau","SR_score_total","HDC_ebw_D1","HDC_ecr_D1","HDC_stm_D1","HDC_seo_D1","HDC_pae_D1","HDC_pau_D1","LF_ebw_D1","LF_ecr_D1","LF_stm_D1","LF_seo_D1","LF_pae_D1","LF_pau_D1","HDC_ebw_D2","HDC_ecr_D2","HDC_stm_D2","HDC_seo_D2","HDC_pae_D2","HDC_pau_D2","LF_ebw_D2","LF_ecr_D2","LF_stm_D2","LF_seo_D2","LF_pae_D2","LF_pau_D2","drugdrug.y","clusters","sigma.rate"
"Clofazimine_Paraquat","Clofazimine","Paraquat","Clofazimine-Paraquat","CLO","PQ",0,"other DNA","oxidative stress","other DNA-oxidative stress",0,"DNA","oxidative stress","DNA-oxidative stress",0,"antibiotic","research used drug","antibiotic-research used drug",0.042617935,-0.043827244,0.029225779,-0.06435489,-0.060467952,0.049549308,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,4,4,4,4,4,4,0.88,0.9,0.9,0.9,0.82,0.83,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,"Clofazimine-Paraquat",4,0.00101849165039097
"Clofazimine_Linezolid","Clofazimine","Linezolid","Clofazimine-Linezolid","CLO","LZD",0,"other DNA","other protein synthesis inhibitor","other DNA-other protein synthesis inhibitor",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.027769025,-0.04256509,0.044545866,0.037054925,-0.03135944,0.050122449,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,4,4,4,4,4,4,0.88,0.9,0.9,0.9,0.82,0.83,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,"Clofazimine-Linezolid",3,0.000695499357720025
"Clofazimine_Tigecycline","Clofazimine","Tigecycline","Clofazimine-Tigecycline","CLO","TGC",0,"other DNA","tetracycline","other DNA-tetracycline",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.048174686,-0.0354008,-0.040187027,0.048408897,0.053567982,0.035226981,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,4,4,4,4,4,4,0.88,0.9,0.9,0.9,0.82,0.83,0.04,0.04,0.04,0.04,10,0.1,0.84,0.89,0.88,0.88,0.72,0.87,"Clofazimine-Tigecycline",1,0.00161041532291776
"Clofazimine_Spiramycin","Clofazimine","Spiramycin","Clofazimine-Spiramycin","CLO","SPM",0,"other DNA","macrolide","macrolide-other DNA",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.040783405,0.039152948,0.038726866,0.04430883,0.040557696,0.048357964,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,4,4,4,4,4,4,0.88,0.9,0.9,0.9,0.82,0.83,20,20,20,20,20,20,0.73,0.79,0.8,0.84,0.86,0.88,"Clofazimine-Spiramycin",5,0.00124289159607791
"Clofazimine_Erythromycin","Clofazimine","Erythromycin","Clofazimine-Erythromycin","CLO","ERI",0,"other DNA","macrolide","macrolide-other DNA",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",0.054821055,0.037234877,0.067848293,0.083149894,-0.039198892,-0.035354658,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,4,4,4,4,4,4,0.88,0.9,0.9,0.9,0.82,0.83,15,15,32,32,32,32,0.54,0.65,0.52,0.49,0.61,0.59,"Clofazimine-Erythromycin",1,0.00161041532291776
"Clofazimine_Reserpine","Clofazimine","Reserpine","Clofazimine-Reserpine","CLO","RSP",0,"other DNA","human drug","human drug-other DNA",0,"DNA","human","DNA-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.05916021,-0.054927047,-0.069698959,-0.050576524,0.06002079,-0.076400063,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,4,4,4,4,4,4,0.88,0.9,0.9,0.9,0.82,0.83,100,100,100,100,100,100,0.86,0.9,0.88,0.87,0.74,0.84,"Clofazimine-Reserpine",2,0.00151654919727939
"Clofazimine_Procaine","Clofazimine","Procaine","Clofazimine-Procaine","CLO","PRC",0,"other DNA","human drug","human drug-other DNA",0,"DNA","human","DNA-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.049013768,-0.095164549,-0.037399385,-0.042927589,0.04952386,0.054764292,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,4,4,4,4,4,4,0.88,0.9,0.9,0.9,0.82,0.83,10910.8,10910.8,10910.8,10910.8,10910.8,10910.8,0.42,0.5,0.4,0.26,0.2,0.38,"Clofazimine-Procaine",2,0.00151654919727939
"Clofazimine_Theophylline","Clofazimine","Theophylline","Clofazimine-Theophylline","CLO","TPH",0,"other DNA","human drug","human drug-other DNA",0,"DNA","human","DNA-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.058851892,-0.044633457,0.046677529,-0.031688577,0.060818401,-0.056791906,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,4,4,4,4,4,4,0.88,0.9,0.9,0.9,0.82,0.83,10,10,10,10,20,20,0.87,0.9,0.87,0.87,0.89,0.91,"Clofazimine-Theophylline",1,0.00161041532291776
"Clofazimine_Verapamil","Clofazimine","Verapamil","Clofazimine-Verapamil","CLO","VPM",0,"other DNA","human drug","human drug-other DNA",0,"DNA","human","DNA-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.043650509,0.033410586,0.045180355,0.038370146,-0.062727967,0.039447518,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,4,4,4,4,4,4,0.88,0.9,0.9,0.9,0.82,0.83,500,500,500,500,500,500,0.87,0.8,0.85,0.86,0.78,0.83,"Clofazimine-Verapamil",5,0.00124289159607791
"Clofazimine_Meropenem","Clofazimine","Meropenem","Clofazimine-Meropenem","CLO","MEM",0,"other DNA","beta-lactam","beta-lactam-other DNA",0,"DNA","cell wall","cell wall-DNA",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.067141585,-0.08876284,-0.112212566,-0.153027973,-0.027693419,0.042845473,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,4,4,4,4,4,4,0.88,0.9,0.9,0.9,0.82,0.83,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,"Clofazimine-Meropenem",2,0.00151654919727939
"Clofazimine_Triclosan","Clofazimine","Triclosan","Clofazimine-Triclosan","CLO","TRI",0,"other DNA","other membrane","other DNA-other membrane",0,"DNA","membrane","DNA-membrane",0,"antibiotic","anti-infective","anti-infective-antibiotic",0.061448853,0.021964763,-0.042696833,-0.044181004,0.016168174,0.047209709,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,4,4,4,4,4,4,0.88,0.9,0.9,0.9,0.82,0.83,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,"Clofazimine-Triclosan",4,0.00101849165039097
"Clofazimine_Gentamicin","Clofazimine","Gentamicin","Clofazimine-Gentamicin","CLO","GEN",0,"other DNA","aminoglycoside","aminoglycoside-other DNA",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",1,"antibiotic","antibiotic","antibiotic-antibiotic",-0.040180564,0.050030062,0.04871909,-0.114630678,0.000696749,0,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,4,4,4,4,4,4,0.88,0.9,0.9,0.9,0.82,0.83,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,"Clofazimine-Gentamicin",4,0.00101849165039097
"Clofazimine_Metformin","Clofazimine","Metformin","Clofazimine-Metformin","CLO","MF",0,"other DNA","human drug","human drug-other DNA",0,"DNA","human","DNA-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",-0.022264097,-0.078291444,-0.027702421,0.058147142,0.024362497,0.024088661,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,4,4,4,4,4,4,0.88,0.9,0.9,0.9,0.82,0.83,12916,12916,38748,38748,25832,25832,0.54,0.27,0.67,0.63,0.48,0.58,"Clofazimine-Metformin",3,0.000695499357720025
"Clofazimine_Diclofenac","Clofazimine","Diclofenac","Clofazimine-Diclofenac","CLO","DIC",0,"other DNA","human drug","human drug-other DNA",0,"DNA","human","DNA-human",0,"antibiotic","human-targeted drug","antibiotic-human-targeted drug",0.042191756,0.042940135,-0.039788033,0.060484999,0.023846969,0.043352266,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,4,4,4,4,4,4,0.88,0.9,0.9,0.9,0.82,0.83,100,100,100,100,100,100,0.97,0.97,0.97,0.99,0.96,0.99,"Clofazimine-Diclofenac",8,0.00215049609648241
"Doxorubicin_Imipenem","Doxorubicin","Imipenem","Doxorubicin-Imipenem","DXR","IPM",0,"other DNA","beta-lactam","beta-lactam-other DNA",0,"DNA","cell wall","cell wall-DNA",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.103425816,-0.057395223,-0.055947914,0.060536349,0.04818632,0.031574863,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,0.125,0.125,0.125,0.125,3,0.75,0.28,0.44,0.07,0,0,0,"Doxorubicin-Imipenem",3,0.000695499357720025
"Doxorubicin_Teicoplanin","Doxorubicin","Teicoplanin","Doxorubicin-Teicoplanin","DXR","TEC",0,"other DNA","other cell wall","other cell wall-other DNA",0,"DNA","cell wall","cell wall-DNA",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.034797757,0.040632399,0.043840893,0.036858763,0.025366361,-0.042859998,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,0.3,0.3,0.3,0.3,5,5,0.88,0.88,0.85,0.87,0.82,0.83,"Doxorubicin-Teicoplanin",1,0.00161041532291776
"Doxorubicin_Metronidazole","Doxorubicin","Metronidazole","Doxorubicin-Metronidazole","DXR","MTZ",1,"other DNA","other DNA","other DNA-other DNA",1,"DNA","DNA","DNA-DNA",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.042551818,0.033667336,0.042831591,0.057604697,0.023759044,-0.025922439,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,1,1,1,1,20,20,0.81,0.86,0.85,0.85,0.86,0.85,"Doxorubicin-Metronidazole",1,0.00161041532291776
"Doxorubicin_Mitomycin C","Doxorubicin","Mitomycin C","Doxorubicin-Mitomycin C","DXR","MMC",1,"other DNA","other DNA","other DNA-other DNA",1,"DNA","DNA","DNA-DNA",0,"human-targeted drug","research used drug","human-targeted drug-research used drug",-0.100025629,-0.124359521,-0.069803526,-0.160267747,-0.042000145,-0.236715783,"Additivity","Synergy","Additivity","Synergy","Additivity","Synergy",0,-1,0,-1,0,-1,-3,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,0.5,0.5,0.25,0.25,1.5,0.2,0.34,0,0.33,0.54,0.4,0,"Doxorubicin-Mitomycin C",2,0.00151654919727939
"Doxorubicin_Levofloxacin","Doxorubicin","Levofloxacin","Doxorubicin-Levofloxacin","DXR","LCX",0,"other DNA","DNA gyrase","DNA gyrase-other DNA",1,"DNA","DNA","DNA-DNA",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.037160018,-0.065024189,-0.052196451,-0.035812462,0.073836401,-0.002541983,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,0.04,0.04,0.08,0.08,2,0.5,0,0,0,0,0,0,"Doxorubicin-Levofloxacin",2,0.00151654919727939
"Doxorubicin_Sulfamonomethoxine","Doxorubicin","Sulfamonomethoxine","Doxorubicin-Sulfamonomethoxine","DXR","SMM",0,"other DNA","folic acid biosynthesis","folic acid biosynthesis-other DNA",1,"DNA","DNA","DNA-DNA",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.050856518,0.0334593,0.03059175,-0.044143359,-0.02833288,0.03459925,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,50,50,50,50,100,100,0.88,0.88,0.85,0.88,0.77,0.81,"Doxorubicin-Sulfamonomethoxine",7,0.00254252495318575
"Doxorubicin_Nisin","Doxorubicin","Nisin","Doxorubicin-Nisin","DXR","NSN",0,"other DNA","PMF","other DNA-PMF",0,"DNA","PMF","DNA-PMF",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.039872972,0.045346276,0.040535997,0.04732046,-0.02186814,0.041365916,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,25,25,25,25,20,20,0.83,0.92,0.85,0.87,0.84,0.88,"Doxorubicin-Nisin",1,0.00161041532291776
"Doxorubicin_Nonactin","Doxorubicin","Nonactin","Doxorubicin-Nonactin","DXR","NON",0,"other DNA","PMF","other DNA-PMF",0,"DNA","PMF","DNA-PMF",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.089388571,0.039582488,0.04276427,0.029406893,0.027731778,0.028513521,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,1,1,1,1,2,2,0.88,0.89,0.93,0.91,0.81,0.83,"Doxorubicin-Nonactin",1,0.00161041532291776
"Doxorubicin_Paraquat","Doxorubicin","Paraquat","Doxorubicin-Paraquat","DXR","PQ",0,"other DNA","oxidative stress","other DNA-oxidative stress",0,"DNA","oxidative stress","DNA-oxidative stress",0,"human-targeted drug","research used drug","human-targeted drug-research used drug",-0.079683907,-0.060669795,0.029004715,-0.039449984,0.035228575,0.025947918,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,5,5,10,10,10,10,0.76,0.75,0.82,0.83,0.87,0.86,"Doxorubicin-Paraquat",2,0.00151654919727939
"Doxorubicin_Linezolid","Doxorubicin","Linezolid","Doxorubicin-Linezolid","DXR","LZD",0,"other DNA","other protein synthesis inhibitor","other DNA-other protein synthesis inhibitor",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.064929994,0.026968391,0.063324254,0.057126808,-0.029108947,-0.031315635,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,2,2,2,2,2,2,0.88,0.88,0.85,0.89,0.8,0.83,"Doxorubicin-Linezolid",1,0.00161041532291776
"Doxorubicin_Tigecycline","Doxorubicin","Tigecycline","Doxorubicin-Tigecycline","DXR","TGC",0,"other DNA","tetracycline","other DNA-tetracycline",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",0.038573128,0.034842888,0.026785935,-0.031827327,0.025264929,0.027826131,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,0.04,0.04,0.04,0.04,10,0.1,0.84,0.89,0.88,0.88,0.72,0.87,"Doxorubicin-Tigecycline",7,0.00254252495318575
"Doxorubicin_Spiramycin","Doxorubicin","Spiramycin","Doxorubicin-Spiramycin","DXR","SPM",0,"other DNA","macrolide","macrolide-other DNA",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.056548751,0.033017373,0.039582941,0.042068755,-0.024191196,0.022932701,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,20,20,20,20,20,20,0.73,0.79,0.8,0.84,0.86,0.88,"Doxorubicin-Spiramycin",5,0.00124289159607791
"Doxorubicin_Erythromycin","Doxorubicin","Erythromycin","Doxorubicin-Erythromycin","DXR","ERI",0,"other DNA","macrolide","macrolide-other DNA",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.05894135,0.043651717,-0.041485287,0.041454238,0.043115379,-0.030994903,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,15,15,32,32,32,32,0.54,0.65,0.52,0.49,0.61,0.59,"Doxorubicin-Erythromycin",5,0.00124289159607791
"Doxorubicin_Reserpine","Doxorubicin","Reserpine","Doxorubicin-Reserpine","DXR","RSP",0,"other DNA","human drug","human drug-other DNA",0,"DNA","human","DNA-human",1,"human-targeted drug","human-targeted drug","human-targeted drug-human-targeted drug",0.054903207,0.034093197,0.048238581,0.05783956,-0.037799735,-0.034845442,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,100,100,100,100,100,100,0.86,0.9,0.88,0.87,0.74,0.84,"Doxorubicin-Reserpine",1,0.00161041532291776
"Doxorubicin_Procaine","Doxorubicin","Procaine","Doxorubicin-Procaine","DXR","PRC",0,"other DNA","human drug","human drug-other DNA",0,"DNA","human","DNA-human",1,"human-targeted drug","human-targeted drug","human-targeted drug-human-targeted drug",0.06541058,-0.03583393,0.07920678,0.070352563,0.033427971,-0.01954454,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,10910.8,10910.8,10910.8,10910.8,10910.8,10910.8,0.42,0.5,0.4,0.26,0.2,0.38,"Doxorubicin-Procaine",1,0.00161041532291776
"Doxorubicin_Theophylline","Doxorubicin","Theophylline","Doxorubicin-Theophylline","DXR","TPH",0,"other DNA","human drug","human drug-other DNA",0,"DNA","human","DNA-human",1,"human-targeted drug","human-targeted drug","human-targeted drug-human-targeted drug",-0.05433617,-0.027385576,0.055223041,0.030198841,-0.022421645,0.024345444,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,10,10,10,10,20,20,0.87,0.9,0.87,0.87,0.89,0.91,"Doxorubicin-Theophylline",3,0.000695499357720025
"Doxorubicin_Verapamil","Doxorubicin","Verapamil","Doxorubicin-Verapamil","DXR","VPM",0,"other DNA","human drug","human drug-other DNA",0,"DNA","human","DNA-human",1,"human-targeted drug","human-targeted drug","human-targeted drug-human-targeted drug",-0.055038598,0.028489034,0.038231347,0.046968711,-0.050506208,0.028037119,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,500,500,500,500,500,500,0.87,0.8,0.85,0.86,0.78,0.83,"Doxorubicin-Verapamil",5,0.00124289159607791
"Doxorubicin_Meropenem","Doxorubicin","Meropenem","Doxorubicin-Meropenem","DXR","MEM",0,"other DNA","beta-lactam","beta-lactam-other DNA",0,"DNA","cell wall","cell wall-DNA",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.073637433,-0.107446913,-0.013729742,-0.058363826,0.03891735,-0.044187477,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,0.08,0.04,0.08,0.04,1,0.25,0.09,0.12,0,0,0,0,"Doxorubicin-Meropenem",2,0.00151654919727939
"Doxorubicin_Triclosan","Doxorubicin","Triclosan","Doxorubicin-Triclosan","DXR","TRI",0,"other DNA","other membrane","other DNA-other membrane",0,"DNA","membrane","DNA-membrane",0,"human-targeted drug","anti-infective","anti-infective-human-targeted drug",0.022744598,-0.031020696,-0.080550171,-0.054410502,-0.022701381,0.027146625,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","R","R","R","R","R","R","RR","RR","RR","RR","RR","RR",1,1,1,1,1,1,6,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,0.04,0.04,0.04,0.04,0.04,0.04,1,1,0.98,1,0.97,0.99,"Doxorubicin-Triclosan",4,0.00101849165039097
"Doxorubicin_Gentamicin","Doxorubicin","Gentamicin","Doxorubicin-Gentamicin","DXR","GEN",0,"other DNA","aminoglycoside","aminoglycoside-other DNA",0,"DNA","protein synthesis inhibitor","DNA-protein synthesis inhibitor",0,"human-targeted drug","antibiotic","antibiotic-human-targeted drug",-0.01464075,0.071982299,0.127661756,-0.10592684,0.062734883,0.027662826,"Additivity","Additivity","Additivity","Additivity","Additivity","Additivity",0,0,0,0,0,0,0,"R","R","R","R","R","R","S","S","S","S","S","S","RS","RS","RS","RS","RS","RS",0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,5,5,0.81,0.86,0.81,0.84,0.9,0.91,1,1,1.5,1.5,1.5,1.5,0.01,0.67,0,0.5,0,0,"Doxorubicin-Gentamicin",7,0.00254252495318575
