"drugdrug","drug_pair","clusters"
"Clofazimine-Tobramycin","Tobramycin_Clofazimine",1
"Doxorubicin-Tobramycin","Tobramycin_Doxorubicin",9
"Mitomycin C-Tobramycin","Tobramycin_Mitomycin C",8
"Rifampicin-Tobramycin","Tobramycin_Rifampicin",2
"Bleomycin-Tobramycin","Tobramycin_Bleomycin",8
"Chlorhexidine-Tobramycin","Tobramycin_Chlorhexidine",2
"EGCG-Tobramycin","Tobramycin_EGCG",8
"Cerulenin-Tobramycin","Tobramycin_Cerulenin",4
"Nisin-Tobramycin","Tobramycin_Nisin",4
"Daptomycin-Tobramycin","Tobramycin_Daptomycin",4
"Nonactin-Tobramycin","Tobramycin_Nonactin",6
"Puromycin-Tobramycin","Tobramycin_Puromycin",4
"Linezolid-Tobramycin","Tobramycin_Linezolid",1
"Tigecycline-Tobramycin","Tobramycin_Tigecycline",2
"Clarithromycin-Tobramycin","Tobramycin_Clarithromycin",2
"Caffeine-Tobramycin","Tobramycin_Caffeine",2
"Reserpine-Tobramycin","Tobramycin_Reserpine",4
"Theophylline-Tobramycin","Tobramycin_Theophylline",10
"Meropenem-Tobramycin","Tobramycin_Meropenem",12
"Colistin-Tobramycin","Tobramycin_Colistin",9
"CHIR-90-Tobramycin","Tobramycin_CHIR-90",3
"Tobramycin-Triclosan","Tobramycin_Triclosan",3
"Gentamicin-Tobramycin","Tobramycin_Gentamicin",3
"Azithromycin-Tobramycin","Tobramycin_Azithromycin",2
"Curcumin-Tobramycin","Tobramycin_Curcumin",5
"Berberine-Tobramycin","Tobramycin_Berberine",2
"Metformin-Tobramycin","Tobramycin_Metformin",2
"Phenformin-Tobramycin","Tobramycin_Phenformin",3
"Streptozotocin-Tobramycin","Tobramycin_Streptozotocin",3
"Diclofenac-Tobramycin","Tobramycin_Diclofenac",3
"Acetylsalisylic acid-Tobramycin","Tobramycin_Acetylsalisylic acid",2
"Ciclopirox-Tobramycin","Tobramycin_Ciclopirox",4
"Moxifloxacin-Tobramycin","Tobramycin_Moxifloxacin",5
"Phleomycin-Tobramycin","Tobramycin_Phleomycin",5
"Piperacillin-Spiramycin","Spiramycin_Piperacillin",4
"Penicillin G-Spiramycin","Spiramycin_Penicillin G",6
"Imipenem-Spiramycin","Spiramycin_Imipenem",1
"Mecillinam-Spiramycin","Spiramycin_Mecillinam",1
"Aztreonam-Spiramycin","Spiramycin_Aztreonam",8
"Cephalexin-Spiramycin","Spiramycin_Cephalexin",12
"A22-Spiramycin","Spiramycin_A22",4
"Spiramycin-Teicoplanin","Spiramycin_Teicoplanin",3
"Metronidazole-Spiramycin","Spiramycin_Metronidazole",5
"Clofazimine-Spiramycin","Spiramycin_Clofazimine",8
"Doxorubicin-Spiramycin","Spiramycin_Doxorubicin",8
"Mitomycin C-Spiramycin","Spiramycin_Mitomycin C",12
"Rifampicin-Spiramycin","Spiramycin_Rifampicin",8
"Levofloxacin-Spiramycin","Spiramycin_Levofloxacin",8
"Spiramycin-Trimethoprim","Spiramycin_Trimethoprim",3
"Spiramycin-Sulfamonomethoxine","Spiramycin_Sulfamonomethoxine",5
"Nitrofurantoin-Spiramycin","Spiramycin_Nitrofurantoin",8
"Bleomycin-Spiramycin","Spiramycin_Bleomycin",1
"Chlorhexidine-Spiramycin","Spiramycin_Chlorhexidine",11
"EGCG-Spiramycin","Spiramycin_EGCG",3
"Cerulenin-Spiramycin","Spiramycin_Cerulenin",2
"Nisin-Spiramycin","Spiramycin_Nisin",4
"Daptomycin-Spiramycin","Spiramycin_Daptomycin",8
"CCCP-Spiramycin","Spiramycin_CCCP",6
"Nonactin-Spiramycin","Spiramycin_Nonactin",10
"Paraquat-Spiramycin","Spiramycin_Paraquat",5
"Puromycin-Spiramycin","Spiramycin_Puromycin",6
"Linezolid-Spiramycin","Spiramycin_Linezolid",10
"Minocycline-Spiramycin","Spiramycin_Minocycline",4
"Spiramycin-Tigecycline","Spiramycin_Tigecycline",8
"Spiramycin-Tobramycin","Spiramycin_Tobramycin",7
"Erythromycin-Spiramycin","Spiramycin_Erythromycin",4
"Clarithromycin-Spiramycin","Spiramycin_Clarithromycin",1
"Caffeine-Spiramycin","Spiramycin_Caffeine",5
"Spiramycin-Vanillin","Spiramycin_Vanillin",4
"Reserpine-Spiramycin","Spiramycin_Reserpine",4
"Procaine-Spiramycin","Spiramycin_Procaine",5
"Spiramycin-Theophylline","Spiramycin_Theophylline",4
"Loperamide-Spiramycin","Spiramycin_Loperamide",4
"Spiramycin-Verapamil","Spiramycin_Verapamil",4
"Meropenem-Spiramycin","Spiramycin_Meropenem",7
"Colistin-Spiramycin","Spiramycin_Colistin",13
"CHIR-90-Spiramycin","Spiramycin_CHIR-90",13
"Spiramycin-Triclosan","Spiramycin_Triclosan",3
"Gentamicin-Spiramycin","Spiramycin_Gentamicin",1
"Azithromycin-Spiramycin","Spiramycin_Azithromycin",2
"Curcumin-Spiramycin","Spiramycin_Curcumin",10
"Berberine-Spiramycin","Spiramycin_Berberine",7
"Metformin-Spiramycin","Spiramycin_Metformin",2
"Phenformin-Spiramycin","Spiramycin_Phenformin",10
"Spiramycin-Streptozotocin","Spiramycin_Streptozotocin",8
"Diclofenac-Spiramycin","Spiramycin_Diclofenac",3
"Acetylsalisylic acid-Spiramycin","Spiramycin_Acetylsalisylic acid",11
"Ciclopirox-Spiramycin","Spiramycin_Ciclopirox",4
"Moxifloxacin-Spiramycin","Spiramycin_Moxifloxacin",1
"Phleomycin-Spiramycin","Spiramycin_Phleomycin",4
"Erythromycin-Piperacillin","Erythromycin_Piperacillin",4
"Erythromycin-Penicillin G","Erythromycin_Penicillin G",8
"Erythromycin-Imipenem","Erythromycin_Imipenem",12
"Erythromycin-Mecillinam","Erythromycin_Mecillinam",10
"Aztreonam-Erythromycin","Erythromycin_Aztreonam",1
"Cephalexin-Erythromycin","Erythromycin_Cephalexin",7
"A22-Erythromycin","Erythromycin_A22",10
"Erythromycin-Teicoplanin","Erythromycin_Teicoplanin",10
"Erythromycin-Metronidazole","Erythromycin_Metronidazole",4
"Clofazimine-Erythromycin","Erythromycin_Clofazimine",1
"Doxorubicin-Erythromycin","Erythromycin_Doxorubicin",8
"Erythromycin-Mitomycin C","Erythromycin_Mitomycin C",2
"Erythromycin-Rifampicin","Erythromycin_Rifampicin",10
"Erythromycin-Levofloxacin","Erythromycin_Levofloxacin",8
"Erythromycin-Trimethoprim","Erythromycin_Trimethoprim",4
"Erythromycin-Sulfamonomethoxine","Erythromycin_Sulfamonomethoxine",4
"Erythromycin-Nitrofurantoin","Erythromycin_Nitrofurantoin",10
"Bleomycin-Erythromycin","Erythromycin_Bleomycin",2
"Chlorhexidine-Erythromycin","Erythromycin_Chlorhexidine",13
"EGCG-Erythromycin","Erythromycin_EGCG",11
"Cerulenin-Erythromycin","Erythromycin_Cerulenin",6
"Erythromycin-Nisin","Erythromycin_Nisin",5
"Daptomycin-Erythromycin","Erythromycin_Daptomycin",11
"CCCP-Erythromycin","Erythromycin_CCCP",6
"Erythromycin-Nonactin","Erythromycin_Nonactin",5
"Erythromycin-Paraquat","Erythromycin_Paraquat",8
"Erythromycin-Puromycin","Erythromycin_Puromycin",9
"Erythromycin-Linezolid","Erythromycin_Linezolid",7
"Erythromycin-Minocycline","Erythromycin_Minocycline",4
"Erythromycin-Tigecycline","Erythromycin_Tigecycline",8
"Erythromycin-Tobramycin","Erythromycin_Tobramycin",2
"Clarithromycin-Erythromycin","Erythromycin_Clarithromycin",9
"Caffeine-Erythromycin","Erythromycin_Caffeine",4
"Erythromycin-Vanillin","Erythromycin_Vanillin",4
"Erythromycin-Reserpine","Erythromycin_Reserpine",4
"Erythromycin-Procaine","Erythromycin_Procaine",5
"Erythromycin-Theophylline","Erythromycin_Theophylline",8
"Erythromycin-Loperamide","Erythromycin_Loperamide",4
"Erythromycin-Verapamil","Erythromycin_Verapamil",4
"Erythromycin-Meropenem","Erythromycin_Meropenem",10
"Colistin-Erythromycin","Erythromycin_Colistin",13
"CHIR-90-Erythromycin","Erythromycin_CHIR-90",13
"Erythromycin-Triclosan","Erythromycin_Triclosan",4
"Erythromycin-Gentamicin","Erythromycin_Gentamicin",2
"Azithromycin-Erythromycin","Erythromycin_Azithromycin",2
"Curcumin-Erythromycin","Erythromycin_Curcumin",3
"Berberine-Erythromycin","Erythromycin_Berberine",12
"Erythromycin-Metformin","Erythromycin_Metformin",6
"Erythromycin-Phenformin","Erythromycin_Phenformin",8
"Erythromycin-Streptozotocin","Erythromycin_Streptozotocin",12
"Diclofenac-Erythromycin","Erythromycin_Diclofenac",4
"Acetylsalisylic acid-Erythromycin","Erythromycin_Acetylsalisylic acid",12
"Ciclopirox-Erythromycin","Erythromycin_Ciclopirox",5
"Erythromycin-Moxifloxacin","Erythromycin_Moxifloxacin",2
"Erythromycin-Phleomycin","Erythromycin_Phleomycin",9
"Clarithromycin-Imipenem","Clarithromycin_Imipenem",12
"Clarithromycin-Doxorubicin","Clarithromycin_Doxorubicin",3
"Clarithromycin-Mitomycin C","Clarithromycin_Mitomycin C",2
"Bleomycin-Clarithromycin","Clarithromycin_Bleomycin",2
"Cerulenin-Clarithromycin","Clarithromycin_Cerulenin",1
"Clarithromycin-Daptomycin","Clarithromycin_Daptomycin",7
"Clarithromycin-Nonactin","Clarithromycin_Nonactin",5
"Clarithromycin-Puromycin","Clarithromycin_Puromycin",2
"Clarithromycin-Linezolid","Clarithromycin_Linezolid",4
"Clarithromycin-Tigecycline","Clarithromycin_Tigecycline",1
"Caffeine-Clarithromycin","Clarithromycin_Caffeine",4
"Clarithromycin-Reserpine","Clarithromycin_Reserpine",3
"Clarithromycin-Meropenem","Clarithromycin_Meropenem",12
"Clarithromycin-Colistin","Clarithromycin_Colistin",13
"CHIR-90-Clarithromycin","Clarithromycin_CHIR-90",13
"Clarithromycin-Triclosan","Clarithromycin_Triclosan",3
"Clarithromycin-Gentamicin","Clarithromycin_Gentamicin",2
"Azithromycin-Clarithromycin","Clarithromycin_Azithromycin",2
"Clarithromycin-Curcumin","Clarithromycin_Curcumin",10
"Berberine-Clarithromycin","Clarithromycin_Berberine",12
"Clarithromycin-Metformin","Clarithromycin_Metformin",12
"Clarithromycin-Phenformin","Clarithromycin_Phenformin",3
"Clarithromycin-Streptozotocin","Clarithromycin_Streptozotocin",8
"Clarithromycin-Diclofenac","Clarithromycin_Diclofenac",3
"Acetylsalisylic acid-Clarithromycin","Clarithromycin_Acetylsalisylic acid",12
"Ciclopirox-Clarithromycin","Clarithromycin_Ciclopirox",5
"Clarithromycin-Moxifloxacin","Clarithromycin_Moxifloxacin",8
"Clarithromycin-Phleomycin","Clarithromycin_Phleomycin",2
"Caffeine-Imipenem","Caffeine_Imipenem",8
"Caffeine-Doxorubicin","Caffeine_Doxorubicin",2
"Caffeine-Mitomycin C","Caffeine_Mitomycin C",13
"Bleomycin-Caffeine","Caffeine_Bleomycin",6
"Caffeine-Cerulenin","Caffeine_Cerulenin",1
"Caffeine-Daptomycin","Caffeine_Daptomycin",9
"Caffeine-Nonactin","Caffeine_Nonactin",6
"Caffeine-Puromycin","Caffeine_Puromycin",2
"Caffeine-Linezolid","Caffeine_Linezolid",9
"Caffeine-Tigecycline","Caffeine_Tigecycline",8
"Caffeine-Reserpine","Caffeine_Reserpine",4
"Caffeine-Meropenem","Caffeine_Meropenem",3
"Caffeine-Colistin","Caffeine_Colistin",10
"Caffeine-CHIR-90","Caffeine_CHIR-90",2
"Caffeine-Triclosan","Caffeine_Triclosan",6
"Caffeine-Gentamicin","Caffeine_Gentamicin",2
"Azithromycin-Caffeine","Caffeine_Azithromycin",11
"Caffeine-Curcumin","Caffeine_Curcumin",3
"Berberine-Caffeine","Caffeine_Berberine",1
"Caffeine-Metformin","Caffeine_Metformin",2
"Caffeine-Phenformin","Caffeine_Phenformin",10
"Caffeine-Streptozotocin","Caffeine_Streptozotocin",11
"Caffeine-Diclofenac","Caffeine_Diclofenac",7
"Acetylsalisylic acid-Caffeine","Caffeine_Acetylsalisylic acid",3
"Caffeine-Ciclopirox","Caffeine_Ciclopirox",3
"Caffeine-Moxifloxacin","Caffeine_Moxifloxacin",2
"Caffeine-Phleomycin","Caffeine_Phleomycin",3
"Piperacillin-Vanillin","Vanillin_Piperacillin",9
"Penicillin G-Vanillin","Vanillin_Penicillin G",1
"Imipenem-Vanillin","Vanillin_Imipenem",4
"Mecillinam-Vanillin","Vanillin_Mecillinam",8
"Aztreonam-Vanillin","Vanillin_Aztreonam",2
"Cephalexin-Vanillin","Vanillin_Cephalexin",8
"A22-Vanillin","Vanillin_A22",2
"Teicoplanin-Vanillin","Vanillin_Teicoplanin",1
"Metronidazole-Vanillin","Vanillin_Metronidazole",8
"Clofazimine-Vanillin","Vanillin_Clofazimine",3
"Doxorubicin-Vanillin","Vanillin_Doxorubicin",9
"Mitomycin C-Vanillin","Vanillin_Mitomycin C",5
"Rifampicin-Vanillin","Vanillin_Rifampicin",11
"Levofloxacin-Vanillin","Vanillin_Levofloxacin",2
"Nitrofurantoin-Vanillin","Vanillin_Nitrofurantoin",6
"Bleomycin-Vanillin","Vanillin_Bleomycin",7
"Chlorhexidine-Vanillin","Vanillin_Chlorhexidine",4
"EGCG-Vanillin","Vanillin_EGCG",3
"Cerulenin-Vanillin","Vanillin_Cerulenin",11
"Nisin-Vanillin","Vanillin_Nisin",8
"Daptomycin-Vanillin","Vanillin_Daptomycin",4
"CCCP-Vanillin","Vanillin_CCCP",2
"Nonactin-Vanillin","Vanillin_Nonactin",4
"Puromycin-Vanillin","Vanillin_Puromycin",2
"Linezolid-Vanillin","Vanillin_Linezolid",3
"Minocycline-Vanillin","Vanillin_Minocycline",8
"Tigecycline-Vanillin","Vanillin_Tigecycline",8
"Tobramycin-Vanillin","Vanillin_Tobramycin",7
"Clarithromycin-Vanillin","Vanillin_Clarithromycin",2
"Caffeine-Vanillin","Vanillin_Caffeine",4
"Reserpine-Vanillin","Vanillin_Reserpine",3
"Theophylline-Vanillin","Vanillin_Theophylline",4
"Loperamide-Vanillin","Vanillin_Loperamide",1
"Vanillin-Verapamil","Vanillin_Verapamil",8
"Meropenem-Vanillin","Vanillin_Meropenem",5
"Colistin-Vanillin","Vanillin_Colistin",3
"CHIR-90-Vanillin","Vanillin_CHIR-90",2
"Triclosan-Vanillin","Vanillin_Triclosan",6
"Gentamicin-Vanillin","Vanillin_Gentamicin",7
"Azithromycin-Vanillin","Vanillin_Azithromycin",1
"Curcumin-Vanillin","Vanillin_Curcumin",13
"Berberine-Vanillin","Vanillin_Berberine",6
"Metformin-Vanillin","Vanillin_Metformin",4
"Phenformin-Vanillin","Vanillin_Phenformin",3
"Streptozotocin-Vanillin","Vanillin_Streptozotocin",11
"Diclofenac-Vanillin","Vanillin_Diclofenac",6
"Acetylsalisylic acid-Vanillin","Vanillin_Acetylsalisylic acid",6
"Ciclopirox-Vanillin","Vanillin_Ciclopirox",3
"Moxifloxacin-Vanillin","Vanillin_Moxifloxacin",2
"Phleomycin-Vanillin","Vanillin_Phleomycin",13
"Imipenem-Reserpine","Reserpine_Imipenem",1
"Doxorubicin-Reserpine","Reserpine_Doxorubicin",1
"Mitomycin C-Reserpine","Reserpine_Mitomycin C",3
"Bleomycin-Reserpine","Reserpine_Bleomycin",6
"Cerulenin-Reserpine","Reserpine_Cerulenin",6
"Daptomycin-Reserpine","Reserpine_Daptomycin",3
"Nonactin-Reserpine","Reserpine_Nonactin",3
"Puromycin-Reserpine","Reserpine_Puromycin",3
"Linezolid-Reserpine","Reserpine_Linezolid",3
"Reserpine-Tigecycline","Reserpine_Tigecycline",6
"Meropenem-Reserpine","Reserpine_Meropenem",12
"Colistin-Reserpine","Reserpine_Colistin",11
"CHIR-90-Reserpine","Reserpine_CHIR-90",3
"Reserpine-Triclosan","Reserpine_Triclosan",6
"Gentamicin-Reserpine","Reserpine_Gentamicin",3
"Azithromycin-Reserpine","Reserpine_Azithromycin",9
"Curcumin-Reserpine","Reserpine_Curcumin",3
"Berberine-Reserpine","Reserpine_Berberine",10
"Metformin-Reserpine","Reserpine_Metformin",4
"Phenformin-Reserpine","Reserpine_Phenformin",4
"Reserpine-Streptozotocin","Reserpine_Streptozotocin",8
"Diclofenac-Reserpine","Reserpine_Diclofenac",6
"Acetylsalisylic acid-Reserpine","Reserpine_Acetylsalisylic acid",6
"Ciclopirox-Reserpine","Reserpine_Ciclopirox",3
"Moxifloxacin-Reserpine","Reserpine_Moxifloxacin",1
"Phleomycin-Reserpine","Reserpine_Phleomycin",3
"Piperacillin-Procaine","Procaine_Piperacillin",13
"Penicillin G-Procaine","Procaine_Penicillin G",1
"Imipenem-Procaine","Procaine_Imipenem",12
"Mecillinam-Procaine","Procaine_Mecillinam",2
"Aztreonam-Procaine","Procaine_Aztreonam",2
"Cephalexin-Procaine","Procaine_Cephalexin",10
"A22-Procaine","Procaine_A22",12
"Procaine-Teicoplanin","Procaine_Teicoplanin",8
"Metronidazole-Procaine","Procaine_Metronidazole",4
"Clofazimine-Procaine","Procaine_Clofazimine",3
"Doxorubicin-Procaine","Procaine_Doxorubicin",9
"Mitomycin C-Procaine","Procaine_Mitomycin C",8
"Procaine-Rifampicin","Procaine_Rifampicin",13
"Levofloxacin-Procaine","Procaine_Levofloxacin",3
"Nitrofurantoin-Procaine","Procaine_Nitrofurantoin",8
"Bleomycin-Procaine","Procaine_Bleomycin",13
"Chlorhexidine-Procaine","Procaine_Chlorhexidine",8
"EGCG-Procaine","Procaine_EGCG",7
"Cerulenin-Procaine","Procaine_Cerulenin",3
"Nisin-Procaine","Procaine_Nisin",7
"Daptomycin-Procaine","Procaine_Daptomycin",4
"CCCP-Procaine","Procaine_CCCP",2
"Nonactin-Procaine","Procaine_Nonactin",4
"Procaine-Puromycin","Procaine_Puromycin",13
"Linezolid-Procaine","Procaine_Linezolid",5
"Minocycline-Procaine","Procaine_Minocycline",3
"Procaine-Tigecycline","Procaine_Tigecycline",7
"Procaine-Tobramycin","Procaine_Tobramycin",2
"Clarithromycin-Procaine","Procaine_Clarithromycin",13
"Caffeine-Procaine","Procaine_Caffeine",9
"Procaine-Vanillin","Procaine_Vanillin",3
"Procaine-Reserpine","Procaine_Reserpine",4
"Procaine-Theophylline","Procaine_Theophylline",4
"Loperamide-Procaine","Procaine_Loperamide",1
"Procaine-Verapamil","Procaine_Verapamil",2
"Meropenem-Procaine","Procaine_Meropenem",2
"Colistin-Procaine","Procaine_Colistin",13
"CHIR-90-Procaine","Procaine_CHIR-90",12
"Procaine-Triclosan","Procaine_Triclosan",7
"Gentamicin-Procaine","Procaine_Gentamicin",2
"Azithromycin-Procaine","Procaine_Azithromycin",13
"Curcumin-Procaine","Procaine_Curcumin",13
"Berberine-Procaine","Procaine_Berberine",3
"Metformin-Procaine","Procaine_Metformin",5
"Phenformin-Procaine","Procaine_Phenformin",6
"Procaine-Streptozotocin","Procaine_Streptozotocin",11
"Diclofenac-Procaine","Procaine_Diclofenac",6
"Acetylsalisylic acid-Procaine","Procaine_Acetylsalisylic acid",12
"Ciclopirox-Procaine","Procaine_Ciclopirox",3
"Moxifloxacin-Procaine","Procaine_Moxifloxacin",13
"Phleomycin-Procaine","Procaine_Phleomycin",13
"Imipenem-Theophylline","Theophylline_Imipenem",4
"Clofazimine-Theophylline","Theophylline_Clofazimine",10
"Doxorubicin-Theophylline","Theophylline_Doxorubicin",4
"Mitomycin C-Theophylline","Theophylline_Mitomycin C",4
"Bleomycin-Theophylline","Theophylline_Bleomycin",1
"Cerulenin-Theophylline","Theophylline_Cerulenin",1
"Daptomycin-Theophylline","Theophylline_Daptomycin",9
"Nonactin-Theophylline","Theophylline_Nonactin",10
"Puromycin-Theophylline","Theophylline_Puromycin",5
"Linezolid-Theophylline","Theophylline_Linezolid",9
"Theophylline-Tigecycline","Theophylline_Tigecycline",4
"Clarithromycin-Theophylline","Theophylline_Clarithromycin",4
"Caffeine-Theophylline","Theophylline_Caffeine",10
"Reserpine-Theophylline","Theophylline_Reserpine",10
"Meropenem-Theophylline","Theophylline_Meropenem",3
"Colistin-Theophylline","Theophylline_Colistin",5
"CHIR-90-Theophylline","Theophylline_CHIR-90",10
"Theophylline-Triclosan","Theophylline_Triclosan",3
"Gentamicin-Theophylline","Theophylline_Gentamicin",5
"Azithromycin-Theophylline","Theophylline_Azithromycin",6
"Curcumin-Theophylline","Theophylline_Curcumin",6
"Berberine-Theophylline","Theophylline_Berberine",6
"Metformin-Theophylline","Theophylline_Metformin",8
"Phenformin-Theophylline","Theophylline_Phenformin",10
"Streptozotocin-Theophylline","Theophylline_Streptozotocin",7
"Diclofenac-Theophylline","Theophylline_Diclofenac",6
"Acetylsalisylic acid-Theophylline","Theophylline_Acetylsalisylic acid",3
"Ciclopirox-Theophylline","Theophylline_Ciclopirox",4
"Moxifloxacin-Theophylline","Theophylline_Moxifloxacin",10
"Phleomycin-Theophylline","Theophylline_Phleomycin",4
"Loperamide-Penicillin G","Loperamide_Penicillin G",5
"Imipenem-Loperamide","Loperamide_Imipenem",5
"Aztreonam-Loperamide","Loperamide_Aztreonam",8
"Loperamide-Teicoplanin","Loperamide_Teicoplanin",3
"Loperamide-Metronidazole","Loperamide_Metronidazole",10
"Clofazimine-Loperamide","Loperamide_Clofazimine",1
"Doxorubicin-Loperamide","Loperamide_Doxorubicin",5
"Loperamide-Mitomycin C","Loperamide_Mitomycin C",7
"Loperamide-Rifampicin","Loperamide_Rifampicin",4
"Bleomycin-Loperamide","Loperamide_Bleomycin",2
"Chlorhexidine-Loperamide","Loperamide_Chlorhexidine",13
"EGCG-Loperamide","Loperamide_EGCG",3
"Cerulenin-Loperamide","Loperamide_Cerulenin",2
"Loperamide-Nisin","Loperamide_Nisin",9
"Daptomycin-Loperamide","Loperamide_Daptomycin",2
"Loperamide-Nonactin","Loperamide_Nonactin",12
"Loperamide-Puromycin","Loperamide_Puromycin",8
"Linezolid-Loperamide","Loperamide_Linezolid",5
"Loperamide-Minocycline","Loperamide_Minocycline",4
"Loperamide-Tigecycline","Loperamide_Tigecycline",4
"Loperamide-Tobramycin","Loperamide_Tobramycin",5
"Clarithromycin-Loperamide","Loperamide_Clarithromycin",6
"Caffeine-Loperamide","Loperamide_Caffeine",12
"Loperamide-Reserpine","Loperamide_Reserpine",9
"Loperamide-Theophylline","Loperamide_Theophylline",1
"Loperamide-Meropenem","Loperamide_Meropenem",3
"Colistin-Loperamide","Loperamide_Colistin",13
"CHIR-90-Loperamide","Loperamide_CHIR-90",2
"Loperamide-Triclosan","Loperamide_Triclosan",11
"Gentamicin-Loperamide","Loperamide_Gentamicin",1
"Azithromycin-Loperamide","Loperamide_Azithromycin",1
"Curcumin-Loperamide","Loperamide_Curcumin",2
"Berberine-Loperamide","Loperamide_Berberine",9
"Loperamide-Metformin","Loperamide_Metformin",9
"Loperamide-Phenformin","Loperamide_Phenformin",11
"Loperamide-Streptozotocin","Loperamide_Streptozotocin",7
"Diclofenac-Loperamide","Loperamide_Diclofenac",2
"Acetylsalisylic acid-Loperamide","Loperamide_Acetylsalisylic acid",7
"Ciclopirox-Loperamide","Loperamide_Ciclopirox",3
"Loperamide-Moxifloxacin","Loperamide_Moxifloxacin",5
"Loperamide-Phleomycin","Loperamide_Phleomycin",8
"Piperacillin-Verapamil","Verapamil_Piperacillin",3
"Penicillin G-Verapamil","Verapamil_Penicillin G",7
"Imipenem-Verapamil","Verapamil_Imipenem",5
"Mecillinam-Verapamil","Verapamil_Mecillinam",3
"Aztreonam-Verapamil","Verapamil_Aztreonam",3
"Cephalexin-Verapamil","Verapamil_Cephalexin",2
"A22-Verapamil","Verapamil_A22",11
"Teicoplanin-Verapamil","Verapamil_Teicoplanin",5
"Metronidazole-Verapamil","Verapamil_Metronidazole",5
"Clofazimine-Verapamil","Verapamil_Clofazimine",8
"Doxorubicin-Verapamil","Verapamil_Doxorubicin",8
"Mitomycin C-Verapamil","Verapamil_Mitomycin C",13
"Rifampicin-Verapamil","Verapamil_Rifampicin",5
"Levofloxacin-Verapamil","Verapamil_Levofloxacin",3
"Nitrofurantoin-Verapamil","Verapamil_Nitrofurantoin",2
"Bleomycin-Verapamil","Verapamil_Bleomycin",3
"Chlorhexidine-Verapamil","Verapamil_Chlorhexidine",13
"EGCG-Verapamil","Verapamil_EGCG",5
"Cerulenin-Verapamil","Verapamil_Cerulenin",4
"Nisin-Verapamil","Verapamil_Nisin",4
"Daptomycin-Verapamil","Verapamil_Daptomycin",8
"CCCP-Verapamil","Verapamil_CCCP",13
"Nonactin-Verapamil","Verapamil_Nonactin",12
"Puromycin-Verapamil","Verapamil_Puromycin",3
"Linezolid-Verapamil","Verapamil_Linezolid",1
"Minocycline-Verapamil","Verapamil_Minocycline",11
"Tigecycline-Verapamil","Verapamil_Tigecycline",8
"Tobramycin-Verapamil","Verapamil_Tobramycin",3
"Clarithromycin-Verapamil","Verapamil_Clarithromycin",4
"Caffeine-Verapamil","Verapamil_Caffeine",12
"Reserpine-Verapamil","Verapamil_Reserpine",8
"Theophylline-Verapamil","Verapamil_Theophylline",4
"Loperamide-Verapamil","Verapamil_Loperamide",3
"Meropenem-Verapamil","Verapamil_Meropenem",3
"Colistin-Verapamil","Verapamil_Colistin",13
"CHIR-90-Verapamil","Verapamil_CHIR-90",13
"Triclosan-Verapamil","Verapamil_Triclosan",7
"Gentamicin-Verapamil","Verapamil_Gentamicin",12
"Azithromycin-Verapamil","Verapamil_Azithromycin",9
"Curcumin-Verapamil","Verapamil_Curcumin",2
"Berberine-Verapamil","Verapamil_Berberine",9
"Metformin-Verapamil","Verapamil_Metformin",9
"Phenformin-Verapamil","Verapamil_Phenformin",11
"Streptozotocin-Verapamil","Verapamil_Streptozotocin",12
"Diclofenac-Verapamil","Verapamil_Diclofenac",4
"Acetylsalisylic acid-Verapamil","Verapamil_Acetylsalisylic acid",12
"Ciclopirox-Verapamil","Verapamil_Ciclopirox",3
"Moxifloxacin-Verapamil","Verapamil_Moxifloxacin",5
"Phleomycin-Verapamil","Verapamil_Phleomycin",4
