drug_pair,Drug1,Drug2,clusters
Moxifloxacin_Vanillin,Moxifloxacin,Vanillin,1
Moxifloxacin_Verapamil,Moxifloxacin,Verapamil,2
Nisin_Nitrofurantoin,Nisin,Nitrofurantoin,2
Nisin_Nonactin,Nisin,Nonactin,1
Nisin_Novobiocin,Nisin,Novobiocin,2
Nisin_Oxacillin,Nisin,Oxacillin,2
Nisin_Paraquat,Nisin,Paraquat,2
Nisin_Penicillin G,Nisin,Penicillin G,3
Nisin_Phenformin,Nisin,Phenformin,2
Nisin_Phleomycin,Nisin,Phleomycin,1
Nisin_Piperacillin,Nisin,Piperacillin,3
Nisin_Polymyxin B,Nisin,Polymyxin B,1
Nisin_Procaine,Nisin,Procaine,4
Nisin_Puromycin,Nisin,Puromycin,3
Nisin_Reserpine,Nisin,Reserpine,1
Nisin_Rifampicin,Nisin,Rifampicin,2
Nisin_Spectinomycin,Nisin,Spectinomycin,1
Nisin_Spiramycin,Nisin,Spiramycin,3
Nisin_Streptozotocin,Nisin,Streptozotocin,4
Nisin_Sulfamonomethoxine,Nisin,Sulfamonomethoxine,3
Nisin_Teicoplanin,Nisin,Teicoplanin,3
Nisin_Theophylline,Nisin,Theophylline,4
Nisin_Tigecycline,Nisin,Tigecycline,2
Nisin_Tobramycin,Nisin,Tobramycin,3
Nisin_Triclosan,Nisin,Triclosan,2
Nisin_Trimethoprim,Nisin,Trimethoprim,3
Nisin_Vanillin,Nisin,Vanillin,3
Nisin_Verapamil,Nisin,Verapamil,3
Nitrofurantoin_Nonactin,Nitrofurantoin,Nonactin,1
Nitrofurantoin_Novobiocin,Nitrofurantoin,Novobiocin,1
Nitrofurantoin_Oxacillin,Nitrofurantoin,Oxacillin,1
Nitrofurantoin_Paraquat,Nitrofurantoin,Paraquat,2
Nitrofurantoin_Penicillin G,Nitrofurantoin,Penicillin G,3
Nitrofurantoin_Phenformin,Nitrofurantoin,Phenformin,2
Nitrofurantoin_Phleomycin,Nitrofurantoin,Phleomycin,2
Nitrofurantoin_Piperacillin,Nitrofurantoin,Piperacillin,3
Nitrofurantoin_Polymyxin B,Nitrofurantoin,Polymyxin B,2
Nitrofurantoin_Procaine,Nitrofurantoin,Procaine,2
Nitrofurantoin_Puromycin,Nitrofurantoin,Puromycin,1
Nitrofurantoin_Reserpine,Nitrofurantoin,Reserpine,1
Nitrofurantoin_Rifampicin,Nitrofurantoin,Rifampicin,1
Nitrofurantoin_Spectinomycin,Nitrofurantoin,Spectinomycin,2
Nitrofurantoin_Spiramycin,Nitrofurantoin,Spiramycin,3
Nitrofurantoin_Streptozotocin,Nitrofurantoin,Streptozotocin,2
Nitrofurantoin_Sulfamonomethoxine,Nitrofurantoin,Sulfamonomethoxine,2
Nitrofurantoin_Teicoplanin,Nitrofurantoin,Teicoplanin,2
Nitrofurantoin_Theophylline,Nitrofurantoin,Theophylline,2
Nitrofurantoin_Tigecycline,Nitrofurantoin,Tigecycline,3
Nitrofurantoin_Tobramycin,Nitrofurantoin,Tobramycin,2
Nitrofurantoin_Triclosan,Nitrofurantoin,Triclosan,2
Nitrofurantoin_Trimethoprim,Nitrofurantoin,Trimethoprim,2
Nitrofurantoin_Vanillin,Nitrofurantoin,Vanillin,1
Nitrofurantoin_Verapamil,Nitrofurantoin,Verapamil,1
Nonactin_Novobiocin,Nonactin,Novobiocin,3
Nonactin_Oxacillin,Nonactin,Oxacillin,1
Nonactin_Paraquat,Nonactin,Paraquat,2
Nonactin_Penicillin G,Nonactin,Penicillin G,1
Nonactin_Phenformin,Nonactin,Phenformin,4
Nonactin_Phleomycin,Nonactin,Phleomycin,4
Nonactin_Piperacillin,Nonactin,Piperacillin,1
Nonactin_Polymyxin B,Nonactin,Polymyxin B,1
Nonactin_Procaine,Nonactin,Procaine,3
Nonactin_Puromycin,Nonactin,Puromycin,1
Nonactin_Reserpine,Nonactin,Reserpine,2
Nonactin_Rifampicin,Nonactin,Rifampicin,1
Nonactin_Spectinomycin,Nonactin,Spectinomycin,4
Nonactin_Spiramycin,Nonactin,Spiramycin,4
Nonactin_Streptozotocin,Nonactin,Streptozotocin,3
Nonactin_Sulfamonomethoxine,Nonactin,Sulfamonomethoxine,1
Nonactin_Teicoplanin,Nonactin,Teicoplanin,1
Nonactin_Theophylline,Nonactin,Theophylline,4
Nonactin_Tigecycline,Nonactin,Tigecycline,2
Nonactin_Tobramycin,Nonactin,Tobramycin,1
Nonactin_Triclosan,Nonactin,Triclosan,2
Nonactin_Trimethoprim,Nonactin,Trimethoprim,2
Nonactin_Vanillin,Nonactin,Vanillin,2
Nonactin_Verapamil,Nonactin,Verapamil,4
Novobiocin_Oxacillin,Novobiocin,Oxacillin,2
Novobiocin_Paraquat,Novobiocin,Paraquat,1
Novobiocin_Penicillin G,Novobiocin,Penicillin G,2
Novobiocin_Phenformin,Novobiocin,Phenformin,2
Novobiocin_Phleomycin,Novobiocin,Phleomycin,2
Novobiocin_Piperacillin,Novobiocin,Piperacillin,2
Novobiocin_Polymyxin B,Novobiocin,Polymyxin B,2
Novobiocin_Procaine,Novobiocin,Procaine,1
Novobiocin_Puromycin,Novobiocin,Puromycin,3
Novobiocin_Reserpine,Novobiocin,Reserpine,1
Novobiocin_Rifampicin,Novobiocin,Rifampicin,4
Novobiocin_Spectinomycin,Novobiocin,Spectinomycin,1
Novobiocin_Spiramycin,Novobiocin,Spiramycin,2
Novobiocin_Streptozotocin,Novobiocin,Streptozotocin,2
Novobiocin_Sulfamonomethoxine,Novobiocin,Sulfamonomethoxine,3
Novobiocin_Teicoplanin,Novobiocin,Teicoplanin,2
Novobiocin_Theophylline,Novobiocin,Theophylline,2
Novobiocin_Tigecycline,Novobiocin,Tigecycline,2
Novobiocin_Tobramycin,Novobiocin,Tobramycin,2
Novobiocin_Triclosan,Novobiocin,Triclosan,1
Novobiocin_Trimethoprim,Novobiocin,Trimethoprim,1
Novobiocin_Vanillin,Novobiocin,Vanillin,1
Novobiocin_Verapamil,Novobiocin,Verapamil,2
Oxacillin_Paraquat,Oxacillin,Paraquat,2
Oxacillin_Penicillin G,Oxacillin,Penicillin G,2
Oxacillin_Phenformin,Oxacillin,Phenformin,2
Oxacillin_Phleomycin,Oxacillin,Phleomycin,1
Oxacillin_Piperacillin,Oxacillin,Piperacillin,3
Oxacillin_Polymyxin B,Oxacillin,Polymyxin B,4
Oxacillin_Procaine,Oxacillin,Procaine,1
Oxacillin_Puromycin,Oxacillin,Puromycin,2
Oxacillin_Reserpine,Oxacillin,Reserpine,1
Oxacillin_Rifampicin,Oxacillin,Rifampicin,2
Oxacillin_Spectinomycin,Oxacillin,Spectinomycin,1
Oxacillin_Spiramycin,Oxacillin,Spiramycin,3
Oxacillin_Streptozotocin,Oxacillin,Streptozotocin,4
Oxacillin_Sulfamonomethoxine,Oxacillin,Sulfamonomethoxine,2
Oxacillin_Teicoplanin,Oxacillin,Teicoplanin,4
Oxacillin_Theophylline,Oxacillin,Theophylline,2
Oxacillin_Tigecycline,Oxacillin,Tigecycline,2
Oxacillin_Tobramycin,Oxacillin,Tobramycin,1
Oxacillin_Triclosan,Oxacillin,Triclosan,2
Oxacillin_Trimethoprim,Oxacillin,Trimethoprim,2
Oxacillin_Vanillin,Oxacillin,Vanillin,3
Oxacillin_Verapamil,Oxacillin,Verapamil,2
Paraquat_Penicillin G,Paraquat,Penicillin G,2
Paraquat_Phenformin,Paraquat,Phenformin,2
Paraquat_Phleomycin,Paraquat,Phleomycin,1
Paraquat_Piperacillin,Paraquat,Piperacillin,1
Paraquat_Polymyxin B,Paraquat,Polymyxin B,2
Paraquat_Procaine,Paraquat,Procaine,2
Paraquat_Puromycin,Paraquat,Puromycin,1
Paraquat_Reserpine,Paraquat,Reserpine,3
Paraquat_Rifampicin,Paraquat,Rifampicin,2
Paraquat_Spectinomycin,Paraquat,Spectinomycin,4
Paraquat_Spiramycin,Paraquat,Spiramycin,2
Paraquat_Streptozotocin,Paraquat,Streptozotocin,2
Paraquat_Sulfamonomethoxine,Paraquat,Sulfamonomethoxine,2
Paraquat_Teicoplanin,Paraquat,Teicoplanin,2
Paraquat_Theophylline,Paraquat,Theophylline,2
Paraquat_Tigecycline,Paraquat,Tigecycline,2
Paraquat_Tobramycin,Paraquat,Tobramycin,2
Paraquat_Triclosan,Paraquat,Triclosan,3
Paraquat_Trimethoprim,Paraquat,Trimethoprim,3
Paraquat_Vanillin,Paraquat,Vanillin,2
Paraquat_Verapamil,Paraquat,Verapamil,2
Penicillin G_Phenformin,Penicillin G,Phenformin,2
Penicillin G_Phleomycin,Penicillin G,Phleomycin,3
Penicillin G_Piperacillin,Penicillin G,Piperacillin,2
Penicillin G_Polymyxin B,Penicillin G,Polymyxin B,3
Penicillin G_Procaine,Penicillin G,Procaine,1
Penicillin G_Puromycin,Penicillin G,Puromycin,1
Penicillin G_Reserpine,Penicillin G,Reserpine,1
Penicillin G_Rifampicin,Penicillin G,Rifampicin,3
Penicillin G_Spectinomycin,Penicillin G,Spectinomycin,1
Penicillin G_Spiramycin,Penicillin G,Spiramycin,1
Penicillin G_Streptozotocin,Penicillin G,Streptozotocin,2
Penicillin G_Sulfamonomethoxine,Penicillin G,Sulfamonomethoxine,4
Penicillin G_Teicoplanin,Penicillin G,Teicoplanin,3
Penicillin G_Theophylline,Penicillin G,Theophylline,3
Penicillin G_Tigecycline,Penicillin G,Tigecycline,3
Penicillin G_Tobramycin,Penicillin G,Tobramycin,4
Penicillin G_Triclosan,Penicillin G,Triclosan,2
Penicillin G_Trimethoprim,Penicillin G,Trimethoprim,2
Penicillin G_Vanillin,Penicillin G,Vanillin,1
Penicillin G_Verapamil,Penicillin G,Verapamil,2
Phenformin_Piperacillin,Phenformin,Piperacillin,4
Phenformin_Polymyxin B,Phenformin,Polymyxin B,4
Phenformin_Procaine,Phenformin,Procaine,4
Phenformin_Puromycin,Phenformin,Puromycin,1
Phenformin_Reserpine,Phenformin,Reserpine,2
Phenformin_Rifampicin,Phenformin,Rifampicin,2
Phenformin_Spectinomycin,Phenformin,Spectinomycin,2
Phenformin_Spiramycin,Phenformin,Spiramycin,2
Phenformin_Sulfamonomethoxine,Phenformin,Sulfamonomethoxine,2
Phenformin_Teicoplanin,Phenformin,Teicoplanin,2
Phenformin_Theophylline,Phenformin,Theophylline,4
Phenformin_Tigecycline,Phenformin,Tigecycline,4
Phenformin_Tobramycin,Phenformin,Tobramycin,2
Phenformin_Trimethoprim,Phenformin,Trimethoprim,2
Phenformin_Vanillin,Phenformin,Vanillin,2
Phenformin_Verapamil,Phenformin,Verapamil,2
Phleomycin_Piperacillin,Phleomycin,Piperacillin,4
Phleomycin_Polymyxin B,Phleomycin,Polymyxin B,1
Phleomycin_Procaine,Phleomycin,Procaine,2
Phleomycin_Puromycin,Phleomycin,Puromycin,2
Phleomycin_Reserpine,Phleomycin,Reserpine,2
Phleomycin_Rifampicin,Phleomycin,Rifampicin,1
Phleomycin_Spectinomycin,Phleomycin,Spectinomycin,1
Phleomycin_Spiramycin,Phleomycin,Spiramycin,3
Phleomycin_Sulfamonomethoxine,Phleomycin,Sulfamonomethoxine,2
Phleomycin_Teicoplanin,Phleomycin,Teicoplanin,3
Phleomycin_Theophylline,Phleomycin,Theophylline,3
Phleomycin_Tigecycline,Phleomycin,Tigecycline,3
Phleomycin_Tobramycin,Phleomycin,Tobramycin,2
Phleomycin_Trimethoprim,Phleomycin,Trimethoprim,3
Phleomycin_Vanillin,Phleomycin,Vanillin,2
Phleomycin_Verapamil,Phleomycin,Verapamil,3
Piperacillin_Polymyxin B,Piperacillin,Polymyxin B,3
Piperacillin_Procaine,Piperacillin,Procaine,2
Piperacillin_Puromycin,Piperacillin,Puromycin,3
Piperacillin_Reserpine,Piperacillin,Reserpine,1
Piperacillin_Rifampicin,Piperacillin,Rifampicin,3
Piperacillin_Spectinomycin,Piperacillin,Spectinomycin,3
Piperacillin_Spiramycin,Piperacillin,Spiramycin,3
Piperacillin_Streptozotocin,Piperacillin,Streptozotocin,2
Piperacillin_Sulfamonomethoxine,Piperacillin,Sulfamonomethoxine,3
Piperacillin_Teicoplanin,Piperacillin,Teicoplanin,3
Piperacillin_Theophylline,Piperacillin,Theophylline,3
Piperacillin_Tigecycline,Piperacillin,Tigecycline,3
Piperacillin_Tobramycin,Piperacillin,Tobramycin,2
Piperacillin_Triclosan,Piperacillin,Triclosan,2
Piperacillin_Trimethoprim,Piperacillin,Trimethoprim,1
Piperacillin_Vanillin,Piperacillin,Vanillin,1
Piperacillin_Verapamil,Piperacillin,Verapamil,2
Polymyxin B_Procaine,Polymyxin B,Procaine,1
Polymyxin B_Puromycin,Polymyxin B,Puromycin,3
Polymyxin B_Reserpine,Polymyxin B,Reserpine,4
Polymyxin B_Rifampicin,Polymyxin B,Rifampicin,2
Polymyxin B_Spectinomycin,Polymyxin B,Spectinomycin,3
Polymyxin B_Spiramycin,Polymyxin B,Spiramycin,2
Polymyxin B_Streptozotocin,Polymyxin B,Streptozotocin,2
Polymyxin B_Sulfamonomethoxine,Polymyxin B,Sulfamonomethoxine,3
Polymyxin B_Teicoplanin,Polymyxin B,Teicoplanin,3
Polymyxin B_Theophylline,Polymyxin B,Theophylline,2
Polymyxin B_Tigecycline,Polymyxin B,Tigecycline,4
Polymyxin B_Tobramycin,Polymyxin B,Tobramycin,1
Polymyxin B_Triclosan,Polymyxin B,Triclosan,2
Polymyxin B_Trimethoprim,Polymyxin B,Trimethoprim,1
Polymyxin B_Vanillin,Polymyxin B,Vanillin,1
Polymyxin B_Verapamil,Polymyxin B,Verapamil,2
Procaine_Puromycin,Procaine,Puromycin,2
Procaine_Reserpine,Procaine,Reserpine,3
Procaine_Rifampicin,Procaine,Rifampicin,2
Procaine_Spectinomycin,Procaine,Spectinomycin,1
Procaine_Spiramycin,Procaine,Spiramycin,2
Procaine_Streptozotocin,Procaine,Streptozotocin,2
Procaine_Sulfamonomethoxine,Procaine,Sulfamonomethoxine,1
Procaine_Teicoplanin,Procaine,Teicoplanin,3
Procaine_Theophylline,Procaine,Theophylline,3
Procaine_Tigecycline,Procaine,Tigecycline,4
Procaine_Tobramycin,Procaine,Tobramycin,1
Procaine_Triclosan,Procaine,Triclosan,4
Procaine_Trimethoprim,Procaine,Trimethoprim,1
Procaine_Vanillin,Procaine,Vanillin,2
Procaine_Verapamil,Procaine,Verapamil,1
Puromycin_Reserpine,Puromycin,Reserpine,2
Puromycin_Rifampicin,Puromycin,Rifampicin,1
Puromycin_Spectinomycin,Puromycin,Spectinomycin,1
Puromycin_Spiramycin,Puromycin,Spiramycin,1
Puromycin_Streptozotocin,Puromycin,Streptozotocin,2
Puromycin_Sulfamonomethoxine,Puromycin,Sulfamonomethoxine,3
Puromycin_Teicoplanin,Puromycin,Teicoplanin,3
Puromycin_Theophylline,Puromycin,Theophylline,2
Puromycin_Tigecycline,Puromycin,Tigecycline,2
Puromycin_Tobramycin,Puromycin,Tobramycin,2
Puromycin_Triclosan,Puromycin,Triclosan,2
Puromycin_Trimethoprim,Puromycin,Trimethoprim,1
Puromycin_Vanillin,Puromycin,Vanillin,1
Puromycin_Verapamil,Puromycin,Verapamil,2
Reserpine_Rifampicin,Reserpine,Rifampicin,2
Reserpine_Spectinomycin,Reserpine,Spectinomycin,3
Reserpine_Spiramycin,Reserpine,Spiramycin,3
Reserpine_Streptozotocin,Reserpine,Streptozotocin,3
Reserpine_Sulfamonomethoxine,Reserpine,Sulfamonomethoxine,3
Reserpine_Teicoplanin,Reserpine,Teicoplanin,2
Reserpine_Theophylline,Reserpine,Theophylline,4
Reserpine_Tigecycline,Reserpine,Tigecycline,1
Reserpine_Tobramycin,Reserpine,Tobramycin,3
Reserpine_Triclosan,Reserpine,Triclosan,1
Reserpine_Trimethoprim,Reserpine,Trimethoprim,2
Reserpine_Vanillin,Reserpine,Vanillin,2
Reserpine_Verapamil,Reserpine,Verapamil,3
Rifampicin_Spectinomycin,Rifampicin,Spectinomycin,2
Rifampicin_Spiramycin,Rifampicin,Spiramycin,3
Rifampicin_Streptozotocin,Rifampicin,Streptozotocin,2
Rifampicin_Sulfamonomethoxine,Rifampicin,Sulfamonomethoxine,2
Rifampicin_Teicoplanin,Rifampicin,Teicoplanin,4
Rifampicin_Theophylline,Rifampicin,Theophylline,2
Rifampicin_Tigecycline,Rifampicin,Tigecycline,2
Rifampicin_Tobramycin,Rifampicin,Tobramycin,1
Rifampicin_Triclosan,Rifampicin,Triclosan,1
Rifampicin_Trimethoprim,Rifampicin,Trimethoprim,3
Rifampicin_Vanillin,Rifampicin,Vanillin,2
Rifampicin_Verapamil,Rifampicin,Verapamil,2
Spectinomycin_Spiramycin,Spectinomycin,Spiramycin,1
Spectinomycin_Streptozotocin,Spectinomycin,Streptozotocin,3
Spectinomycin_Sulfamonomethoxine,Spectinomycin,Sulfamonomethoxine,2
Spectinomycin_Teicoplanin,Spectinomycin,Teicoplanin,1
Spectinomycin_Theophylline,Spectinomycin,Theophylline,3
Spectinomycin_Tigecycline,Spectinomycin,Tigecycline,1
Spectinomycin_Tobramycin,Spectinomycin,Tobramycin,1
Spectinomycin_Triclosan,Spectinomycin,Triclosan,3
Spectinomycin_Trimethoprim,Spectinomycin,Trimethoprim,1
Spectinomycin_Vanillin,Spectinomycin,Vanillin,2
Spectinomycin_Verapamil,Spectinomycin,Verapamil,2
Spiramycin_Streptozotocin,Spiramycin,Streptozotocin,3
Spiramycin_Sulfamonomethoxine,Spiramycin,Sulfamonomethoxine,2
Spiramycin_Teicoplanin,Spiramycin,Teicoplanin,2
Spiramycin_Theophylline,Spiramycin,Theophylline,3
Spiramycin_Tigecycline,Spiramycin,Tigecycline,3
Spiramycin_Tobramycin,Spiramycin,Tobramycin,4
Spiramycin_Triclosan,Spiramycin,Triclosan,2
Spiramycin_Trimethoprim,Spiramycin,Trimethoprim,2
Spiramycin_Vanillin,Spiramycin,Vanillin,3
Spiramycin_Verapamil,Spiramycin,Verapamil,3
Streptozotocin_Sulfamonomethoxine,Streptozotocin,Sulfamonomethoxine,2
Streptozotocin_Teicoplanin,Streptozotocin,Teicoplanin,1
Streptozotocin_Theophylline,Streptozotocin,Theophylline,4
Streptozotocin_Tigecycline,Streptozotocin,Tigecycline,4
Streptozotocin_Tobramycin,Streptozotocin,Tobramycin,2
Streptozotocin_Trimethoprim,Streptozotocin,Trimethoprim,2
Streptozotocin_Vanillin,Streptozotocin,Vanillin,2
Streptozotocin_Verapamil,Streptozotocin,Verapamil,4
Sulfamonomethoxine_Teicoplanin,Sulfamonomethoxine,Teicoplanin,2
Sulfamonomethoxine_Theophylline,Sulfamonomethoxine,Theophylline,2
Sulfamonomethoxine_Tigecycline,Sulfamonomethoxine,Tigecycline,4
Sulfamonomethoxine_Tobramycin,Sulfamonomethoxine,Tobramycin,2
Sulfamonomethoxine_Triclosan,Sulfamonomethoxine,Triclosan,2
Sulfamonomethoxine_Trimethoprim,Sulfamonomethoxine,Trimethoprim,2
Sulfamonomethoxine_Vanillin,Sulfamonomethoxine,Vanillin,3
Sulfamonomethoxine_Verapamil,Sulfamonomethoxine,Verapamil,4
Teicoplanin_Theophylline,Teicoplanin,Theophylline,2
Teicoplanin_Tigecycline,Teicoplanin,Tigecycline,4
Teicoplanin_Tobramycin,Teicoplanin,Tobramycin,2
Teicoplanin_Triclosan,Teicoplanin,Triclosan,4
Teicoplanin_Trimethoprim,Teicoplanin,Trimethoprim,4
Teicoplanin_Vanillin,Teicoplanin,Vanillin,1
Teicoplanin_Verapamil,Teicoplanin,Verapamil,2
Theophylline_Tigecycline,Theophylline,Tigecycline,3
Theophylline_Tobramycin,Theophylline,Tobramycin,4
Theophylline_Triclosan,Theophylline,Triclosan,2
Theophylline_Trimethoprim,Theophylline,Trimethoprim,2
Theophylline_Vanillin,Theophylline,Vanillin,3
Theophylline_Verapamil,Theophylline,Verapamil,3
Tigecycline_Tobramycin,Tigecycline,Tobramycin,1
Tigecycline_Triclosan,Tigecycline,Triclosan,4
Tigecycline_Trimethoprim,Tigecycline,Trimethoprim,3
Tigecycline_Vanillin,Tigecycline,Vanillin,3
Tigecycline_Verapamil,Tigecycline,Verapamil,3
Tobramycin_Triclosan,Tobramycin,Triclosan,2
Tobramycin_Trimethoprim,Tobramycin,Trimethoprim,1
Tobramycin_Vanillin,Tobramycin,Vanillin,4
Tobramycin_Verapamil,Tobramycin,Verapamil,2
Triclosan_Trimethoprim,Triclosan,Trimethoprim,3
Triclosan_Vanillin,Triclosan,Vanillin,1
Triclosan_Verapamil,Triclosan,Verapamil,4
Trimethoprim_Vanillin,Trimethoprim,Vanillin,3
Trimethoprim_Verapamil,Trimethoprim,Verapamil,2
Vanillin_Verapamil,Vanillin,Verapamil,3
