Species,Plate,Row,Column,Compound Name,Average Relative Growth: DMSO + Compound,Average Relative Growth: AmpB + Compound,Average Relative Growth: Ben + Compound,Average Relative Growth: CF + Compound,Average Relative Growth: Cyp + Compound,Average Relative Growth: FL + Compound,Average Relative Growth: TB + Compound
C.albicans,87,F,16,"Catechin hydrate, (+)-",99.68,95.72,99.26,99.23,98.04,97.36,100.21
C.albicans,94,M,7,CATECHIN PENTAACETATE,101.19,107.87,104.91,80.4,102.85,106.83,99.36
C.albicans,92,P,10,CATECHIN TETRAMETHYLETHER,99.67,104.61,102.43,96.81,100.74,96.87,102.18
C.albicans,85,D,15,"Catechin-(+,-) hydrate",100.95,98.93,104.31,100.35,97.72,101.83,103.62
C.albicans,83,F,15,Catharanthine,101.51,98.62,99.77,99.64,98.95,95.24,94.95
C.albicans,87,F,20,Catharanthine base,98.57,102.32,99.64,99.42,98.02,98.78,101.87
C.albicans,88,H,22,CB 1954,92.52,101.48,100.34,100.62,99.69,24,94.86
C.albicans,89,A,15,CB34,96.14,96.15,101.2,101.55,100.31,69.46,98.69
C.albicans,88,F,19,CBIQ,92.84,99.19,90.93,98.84,92.67,117.07,93.99
C.albicans,90,M,7,CCG-2046,95,94.08,92.51,99.33,95.77,114.98,86
C.albicans,92,I,4,CEDRELONE,97.14,100.63,96.52,97.82,99.04,52.93,95.62
C.albicans,93,K,13,CEDROL,101.85,104.07,102.44,103.17,98.84,102.27,96.23
C.albicans,93,C,15,CEDRYL ACETATE,99.8,100.69,99.92,106.35,97.05,105.01,100.98
C.albicans,84,B,11,Cefaclor,101.72,97.28,98.96,97.78,97.57,88.26,97.32
C.albicans,89,C,15,Cefaclor,101.52,100.59,102.15,100.2,99.66,87.49,95.98
C.albicans,98,G,15,CEFACLOR,97.35,101.43,96.69,98.37,100.26,99.15,103
C.albicans,84,G,10,Cefadroxil,96.99,101.54,99.47,99.39,99.23,98.29,100.07
C.albicans,97,M,11,CEFADROXIL,101.3,104.63,103.81,103.89,106.86,102.58,103.31
C.albicans,86,G,13,Cefalonium,96.26,100.35,100.47,99.94,97.9,88.56,101.74
C.albicans,95,J,10,CEFAMANDOLE NAFATE,98.34,99.17,99.46,99.5,99.25,97.51,100.86
C.albicans,95,D,10,CEFAMANDOLE SODIUM,102.29,98.97,99.85,100.65,100.85,103.88,102.27
C.albicans,85,E,16,Cefamandole sodium salt,98.59,98.19,102.08,102.11,100.21,80.23,100.34
C.albicans,89,G,9,Cefazolin sodium,100.74,101.25,97.84,98.51,98.84,97.44,99.91
C.albicans,97,O,11,CEFAZOLIN SODIUM,102.2,101.75,104.91,101.81,104.83,111.69,98.92
C.albicans,85,C,14,Cefazolin sodium salt,98.67,104.67,104.58,101.86,101.74,92.1,99.83
C.albicans,96,O,18,CEFDINIR,101.41,101.08,99.77,101.82,102.92,110.25,102.35
C.albicans,96,P,5,CEFDITORIN PIVOXIL,100.19,68.52,100.37,78.55,101.74,97.94,99.11
C.albicans,86,O,18,Cefepime hydrochloride,102.57,100.31,107.35,102.94,98.92,104.3,103.71
C.albicans,84,M,6,Cefixime,105.45,100.5,94.84,100.09,100.67,95.19,102.4
C.albicans,89,E,13,Cefmetazole sodium,103.63,103.26,105.82,101.19,99.95,97.65,98.15
C.albicans,95,F,10,CEFMETAZOLE SODIUM,98.6,105.54,100.23,100.99,98.5,99.35,98.98
C.albicans,85,K,21,Cefmetazole sodium salt,101.1,101.33,103.08,104.22,98.93,97.95,98.75
C.albicans,96,P,15,CEFONICID SODIUM,100.14,101.93,96.97,101.57,99.48,98.3,99.19
C.albicans,84,A,15,Cefoperazone dihydrate,99.59,99.81,108.92,99.08,100.18,98.66,102.34
C.albicans,95,L,10,CEFOPERAZONE SODIUM,99.75,103.03,100.66,100.95,102.75,100.54,104.12
C.albicans,84,M,22,Ceforanide,105.04,101.55,105.53,104.1,104.93,104.38,104.67
C.albicans,89,G,17,Cefotaxime sodium,101.39,98.11,101.63,102.03,100.26,97.06,95.65
C.albicans,97,A,13,CEFOTAXIME SODIUM,102.81,98.42,102.24,100.22,102.02,97.52,99.19
C.albicans,83,K,20,Cefotaxime sodium salt,100.7,103.69,101.72,100.86,102.13,104.47,102.31
C.albicans,84,O,8,Cefotetan,100.71,106.5,103.8,104.36,102.11,97.31,100.58
C.albicans,84,B,5,Cefotiam hydrochloride,98.78,101.4,108.2,101.65,104.33,97.32,93.51
C.albicans,95,L,8,CEFOXITIN SODIUM,100.5,104.19,100.18,102.91,102.1,106.56,100.33
C.albicans,85,H,5,Cefoxitin sodium salt,101,101.98,103.3,98.34,104.66,114.15,99.35
C.albicans,96,F,21,CEFPODOXIME PROXETIL,99.99,100.51,101.2,95.66,99.65,95.22,104.6
C.albicans,96,D,7,CEFPROZIL,100.47,105.32,104.64,98.43,100.92,97.86,103.74
C.albicans,95,H,8,CEFSULODIN SODIUM,99.61,99.85,101.79,99.35,98.3,95.17,100.97
C.albicans,85,D,9,Cefsulodin sodium salt,100.86,103.63,102.36,102.01,106.67,105.29,100.53
C.albicans,89,C,19,Cefsulodin sodium salt hydrate,102.35,105.73,99.26,104.81,105.3,95.37,101.68
C.albicans,98,O,6,CEFTAZIDIME,98.47,101.43,97.82,102.15,101.26,102.17,101.85
C.albicans,84,B,19,Ceftazidime pentahydrate,98.39,99.29,104.88,103.25,102.42,90.17,103.93
C.albicans,96,M,18,CEFTIBUTEN,100.03,99.46,98.82,104.61,100.53,104.86,99.47
C.albicans,89,E,11,Ceftriaxone sodium,95.96,99.91,99.15,100.59,99.23,95.89,103.23
C.albicans,95,B,20,CEFTRIAXONE SODIUM TRIHYDRATE,98.15,101.68,99.51,101.81,99.15,101.56,101.86
C.albicans,96,A,6,CEFUROXIME AXETIL,104.01,107.55,101.72,102.69,103.98,94.99,99.8
C.albicans,95,P,8,CEFUROXIME SODIUM,103.68,100.15,101.55,99.96,101.25,108.69,100.57
C.albicans,85,O,21,Cefuroxime sodium salt,100.42,91.04,105.01,105.78,100.29,94.3,105.07
C.albicans,96,A,15,CELECOXIB,100.22,97.56,98.06,95.77,97.73,82.02,97.61
C.albicans,93,L,3,CELLOBIOSE (D[+]),109.08,104.22,102.24,93.8,99.8,103.1,104.21
C.albicans,89,A,21,Centrophenoxine hydrochloride,100.96,99.54,98.59,102.34,101.77,84.94,101.89
C.albicans,95,F,8,CEPHALEXIN,102.03,99.45,98.74,101.26,97.44,96.83,98.24
C.albicans,89,A,9,Cephalexin hydrate,97.53,98.57,100.01,98.23,103.36,95.08,99.73
C.albicans,84,G,17,Cephalexin monohydrate,99.89,98.48,99.11,100.44,100.35,94.46,95.79
C.albicans,84,E,10,"Cephalosporanic acid, 7-amino",104.68,99.66,101.53,98.44,102.3,100.85,101.19
C.albicans,93,M,12,CEPHALOSPORIN C SODIUM,98.92,99.51,98.46,104,97.14,98.69,107.05
C.albicans,89,I,3,Cephalosporin C zinc salt,99.95,98.4,98.18,96.63,102.52,104.4,99.24
C.albicans,93,G,12,CEPHALOTAXINE,99.55,97.6,97.31,90.87,95.43,101.66,98.98
C.albicans,89,I,7,Cephalothin sodium,102.25,103.7,102.49,100.2,101.71,93.58,102.2
C.albicans,97,C,13,CEPHALOTHIN SODIUM,103.05,103.36,103.52,100.57,102.54,105.3,100.67
C.albicans,85,O,19,Cephalothin sodium salt,100.81,96.64,103.1,103.47,99.67,91.62,101.19
C.albicans,89,G,19,Cephapirin sodium,98.27,102.46,102.76,98.46,95.59,95.25,103.27
C.albicans,97,E,13,CEPHAPIRIN SODIUM,97.9,97.52,102.71,95.31,101.25,100.28,98.78
C.albicans,87,F,3,Cepharanthine,98.23,106.41,102.85,3.6,100.64,98.19,102.52
C.albicans,93,J,20,CEPHARANTHINE,106.91,102.67,101.35,-0.7,100.14,97.37,101.79
C.albicans,87,M,20,Cephradine,102.69,102.94,101.69,104.65,105.48,101.81,105.33
C.albicans,89,I,19,Cephradine,98.53,100.52,100.81,101.29,98.63,104.2,101.87
C.albicans,97,G,13,CEPHRADINE,93.78,93.29,91.15,91.79,90.25,96.19,97.83
C.albicans,86,D,17,Cerulenin,-3.89,-2.41,0.88,1.02,-0.21,-1.26,0.53
C.albicans,84,F,7,Cetirizine dihydrochloride,102.56,98.86,98.96,97.99,104.8,101.44,102.16
C.albicans,89,I,6,Cetirizine dihydrochloride,100.6,99.3,105.85,101.34,100.98,104.02,104.45
C.albicans,96,J,7,CETIRIZINE HYDROCHLORIDE,97.01,-0.28,101.95,0.22,101.42,84.66,102.22
C.albicans,95,B,22,CETRIMONIUM BROMIDE,-5.08,-4.73,-0.37,1.56,-0.35,-9.42,-0.03
C.albicans,97,I,13,CETYLPYRIDINIUM CHLORIDE,-5.31,-3.6,-0.28,0.18,0.15,-6.6,0.07
C.albicans,86,D,19,Cevadine,100.96,101.36,104.96,100.34,101.73,112.5,99.23
C.albicans,93,B,11,CEVADINE,99.8,101.16,101.26,81.63,100.48,97.33,97.18
C.albicans,89,I,10,CGP 20712A methanesulfonate,104.12,98.23,100.76,100.05,99.11,95.43,103.47
C.albicans,92,C,18,CGP 57380,103.06,103.3,100.69,102.47,100.27,101,100.16
C.albicans,92,K,13,CGP 57380,100.76,100.49,101.09,99.63,99.21,102.74,102.02
C.albicans,88,D,20,CGP-13501,95.67,100.1,100.24,103.55,101.82,112.58,98.95
C.albicans,89,K,3,CGP-74514A hydrochloride,104.08,101.21,99.38,0.29,99.91,6.13,81.73
C.albicans,88,B,11,CGP-7930,103.34,93.41,101,98.14,98.56,78.08,92.86
C.albicans,89,C,6,CGS-12066A maleate,99.37,101.92,99.58,100.3,98.82,119.99,105.61
C.albicans,89,A,10,CGS-15943,98.45,96.59,97.69,100.61,100.69,103.11,96.97
C.albicans,89,A,8,CGS-21680 hydrochloride,105.67,101.75,106.49,100.41,99.76,101.67,103.71
C.albicans,87,K,6,"Chaconine, a -",105.22,104.48,100.83,92.97,102.48,83.6,99.32
C.albicans,86,D,21,Chaetomellic acid A,102.84,102.42,107.65,105.08,102.58,95.6,99.2
C.albicans,93,K,15,CHAULMOOGRIC ACID,101.94,102.27,98.48,101.38,101.03,98.8,90.93
C.albicans,98,C,3,"CHAULMOOGRIC ACID, ETHYL ESTER",99.97,105,101.71,108.5,101.36,101.05,105.08
C.albicans,89,A,3,Chelerythrine chloride,100.07,100.08,98.55,92.58,101.62,115.14,99.91
C.albicans,87,D,6,Chelerythrine Cl,100.19,101.89,101.18,99.52,100.75,106.87,101.86
C.albicans,89,K,17,Chelidamic acid,102.81,104.43,100.96,101.88,104.68,103.84,97.94
C.albicans,87,O,7,"Chelidonine, (+)-",103.8,97.88,99.64,102.8,98.69,90.07,102.34
C.albicans,83,J,12,Chenodiol,100.39,-2.4,91.02,98.38,96.71,117.76,96.67
C.albicans,94,A,22,CHENODIOL,99.09,88.27,98.79,101.66,101.86,102.86,97.21
C.albicans,84,E,12,Chicago sky blue 6B,101.6,105.85,72.91,100.95,97.48,115.82,99.37
C.albicans,86,G,20,Chlorambucil,96.64,98.23,99.47,104.23,98.42,97.68,99.42
C.albicans,88,N,16,Chlorambucil,101.65,96.51,100,101.02,99.73,103.44,97.7
C.albicans,97,K,13,CHLORAMBUCIL,103.01,101.9,101.89,103.65,104.17,103.47,99.94
C.albicans,83,G,3,Chloramphenicol,98.23,103.3,97,99.84,103.2,105.52,99.28
C.albicans,97,A,15,CHLORAMPHENICOL,100.45,98.64,100.2,98.64,99.47,100.79,102.96
C.albicans,97,O,13,CHLORAMPHENICOL HEMISUCCINATE,102.96,104.17,103.42,99.23,104.76,97.81,102.47
C.albicans,97,M,13,CHLORAMPHENICOL PALMITATE,103.62,105.15,99.95,104.29,102.79,96.24,98.59
C.albicans,97,F,6,CHLORANIL,94.24,98.79,102.17,101.22,98.14,105.65,96.45
C.albicans,85,M,13,Chlorcyclizine hydrochloride,101.25,98.98,102.25,95.44,99.65,89.34,99.98
C.albicans,97,C,15,CHLORCYCLIZINE HYDROCHLORIDE,101.4,95.39,101.81,97.6,102.32,103.05,102.04
C.albicans,98,O,20,CHLORDANE,100.03,102.54,103.57,104.63,106.48,106.03,103.24
C.albicans,83,M,8,Chlorhexidine,88.3,-0.84,0.11,0.56,11.34,-8.32,0.63
C.albicans,97,E,15,CHLORHEXIDINE,99.74,91.06,87.53,34.06,95.49,2.33,29.96
C.albicans,96,D,5,CHLORMADINONE ACETATE,101.54,102.83,103.19,92.2,98.4,131.46,98.41
C.albicans,84,C,13,Chlormezanone,103.21,98.01,102.08,100.75,102.93,95.98,96.82
C.albicans,89,M,8,Chlormezanone,104.87,97.53,101.65,100.69,103.54,100.95,104.86
C.albicans,98,I,11,CHLORMEZANONE,99.76,99.7,104.76,100.16,100.02,97.11,100.98
C.albicans,97,I,15,CHLOROCRESOL,82.34,95.44,87.34,96.8,86.89,101.8,88.7
C.albicans,88,H,12,Chloroethylclonidine dihydrochloride,99.66,98.87,99.68,100.57,102.54,98.23,96.94
C.albicans,84,E,16,Chlorogenic acid,95.84,97.05,100.3,102.3,100.67,104.06,102.3
C.albicans,92,L,14,CHLOROGENIC ACID,102.04,100.61,98.79,102.83,101,97.8,104.48
C.albicans,96,O,6,CHLOROGUANIDE HYDROCHLORIDE,97.66,98.75,100.33,8.49,98.58,119.96,102.38
C.albicans,89,A,12,Chloro-IB-MECA,102.28,46.96,101.85,1.82,94.84,99.48,98.25
C.albicans,98,C,12,CHLOROPHYLL,102.78,100.37,97.03,100.35,97.15,113.08,95.55
C.albicans,96,J,3,CHLOROPHYLLIDE Cu COMPLEX Na SALT,97.82,1.85,102.69,100.27,99.5,77.46,99.07
C.albicans,85,B,15,Chloropyramine hydrochloride,98.42,96.35,99.97,100.35,98.65,100.61,94.46
C.albicans,84,N,17,Chloroquine diphosphate,99.98,104.2,101.74,101.3,104.23,94.16,100.39
C.albicans,89,K,13,Chloroquine diphosphate,106.53,101.49,100.05,103.02,100.58,99.2,99.57
C.albicans,97,G,15,CHLOROQUINE DIPHOSPHATE,89.1,95.47,91.95,93.33,88.56,101.15,97.18
C.albicans,83,D,4,Chlorothiazide,100.5,109.73,108.83,99.74,103.37,96.06,102.31
C.albicans,89,C,9,Chlorothiazide,97.9,99.58,101.2,99.41,101.52,97.74,93.95
C.albicans,97,K,15,CHLOROTHIAZIDE,104.05,100.27,105.32,100.47,103.76,103.69,99.91
C.albicans,85,G,16,Chlorotrianisene,98.54,99.68,97,99.35,97.45,87.47,94.5
C.albicans,97,M,15,CHLOROTRIANISENE,99.36,103.14,101.79,91.44,103.6,98.19,100.88
C.albicans,95,D,22,CHLOROXINE,-4.85,-4.47,0.55,0.24,0.35,-9.06,0.11
C.albicans,97,O,15,CHLOROXYLENOL,97.23,103.49,102.39,102.26,100.95,71.31,102.74
C.albicans,97,A,17,CHLORPHENIRAMINE (S) MALEATE,95.15,100.42,97.7,101.61,97.68,97.98,97.69
C.albicans,83,G,16,Chlorpheniramine maleate,101.78,95.64,99.04,98.83,99.52,95.58,97.97
C.albicans,83,P,9,Chlorphensin carbamate,96.36,101.53,105.67,100.26,100.12,97.91,98.23
C.albicans,97,C,17,CHLORPROMAZINE,97.61,96.59,99.21,41.5,100.39,94.1,97.15
C.albicans,83,M,9,Chlorpromazine hydrochloride,107.77,99.69,93.87,102.72,104.64,95.42,101.65
C.albicans,89,A,19,Chlorpromazine hydrochloride,101.15,96.48,96.76,98.48,99.12,100.75,92.84
C.albicans,84,A,7,Chlorpropamide,107.33,98.73,106.23,98.97,104.78,103.77,97.45
C.albicans,88,N,20,Chlorpropamide,101.5,100.91,106.26,103.3,100.5,106.35,99.03
C.albicans,97,E,17,CHLORPROPAMIDE,97.61,100.57,99.19,102.85,100.09,99.2,102.01
C.albicans,98,M,18,CHLORPROPHAM,90.45,97.7,89.01,99.91,100.06,100,96.34
C.albicans,84,E,17,Chlorprothixene hydrochloride,99.4,100.45,101.93,1.59,102.74,109.44,101.19
C.albicans,88,B,13,Chlorprothixene hydrochloride,99.11,98.27,99.4,102.21,98.35,84.72,104.42
C.albicans,95,F,22,CHLORPROTHIXENE HYDROCHLORIDE,100.41,100.41,99.57,15.44,99.1,95.41,103.2
C.albicans,83,M,12,Chlortetracycline hydrochloride,96.97,104.12,85.38,102.16,99.27,99.98,97.65
C.albicans,94,G,6,CHLORTETRACYCLINE HYDROCHLORIDE,100.47,103.5,97.7,99.76,101.31,95.27,100.61
C.albicans,84,G,3,Chlorthalidone,101.27,101.71,93.48,102,103.72,96.83,100.81
C.albicans,98,K,17,CHLORTHALIDONE,103.68,103.9,102.78,102.64,104.68,106.78,102.14
C.albicans,83,B,7,Chlorzoxazone,95.79,96.37,100.86,100.75,101.82,104.88,99.93
C.albicans,89,C,7,Chlorzoxazone,100,95.46,99.07,97.37,97.65,100.34,104.21
C.albicans,97,L,19,CHLORZOXAZONE,99.88,102.28,101.9,104.44,101.71,104.71,104.48
C.albicans,93,G,14,CHOL-11-ENIC ACID,101,104.63,93.7,99.54,100.4,105.13,96.85
C.albicans,84,E,20,Cholecalciferol,97.59,-1.37,105.06,0.09,102.64,93.7,96.72
C.albicans,94,C,22,CHOLECALCIFEROL,97.5,99.06,96.42,104.96,101.46,105.73,100.52
C.albicans,98,M,17,CHOLEST-5-EN-3-ONE,101.24,24.81,98.38,102.64,100.48,103.32,102.49
C.albicans,92,J,22,"CHOLESTAN-3beta,5alpha,6beta-TRIOL",102.04,1.86,101.3,6.21,99.25,101.78,102.44
C.albicans,97,F,22,CHOLESTANE,99.79,101.64,100.37,102.16,96.63,93.1,103.63
C.albicans,94,I,22,CHOLESTEROL,99.42,96.92,99.05,94.69,102.27,99.74,104.12
C.albicans,94,F,17,CHOLESTERYL ACETATE,100.02,98.2,99.73,100.81,97.19,100.52,96.56
C.albicans,93,O,12,CHOLIC ACID,103.13,98.35,101.71,101.28,102.29,96.22,99.63
C.albicans,93,G,18,"CHOLIC ACID, METHYL ESTER",98.89,-1.9,99.35,18.25,100.89,98.18,99.12
C.albicans,88,D,22,Choline bromide,101.14,104.09,104.9,102.31,103.92,89.03,100.96
C.albicans,94,B,7,CHOLINE CHLORIDE,107.13,103.36,104.45,106.17,106.77,88.58,109.95
C.albicans,97,A,18,CHROMOCARB,98.37,101.86,98.14,102.01,97.68,96.17,99.36
C.albicans,87,F,4,Chromomycin A3,112.34,-4.29,101.6,77.95,104.47,98.28,101.67
C.albicans,93,P,6,CHRYSANTHEMIC ACID,95.23,97.11,95.45,98.21,99.99,98.69,98.38
C.albicans,93,A,17,"CHRYSANTHEMIC ACID, ETHYL ESTER",96.09,102.37,100.78,100.28,100.52,99.27,99.41
C.albicans,93,I,11,CHRYSANTHEMYL ALCOHOL,102.88,99.77,104.15,87.25,99.52,105.16,99.95
C.albicans,94,G,21,CHRYSAROBIN,89.37,92.52,86.58,97.78,92.95,97.48,92.04
C.albicans,84,L,12,"Chrysene-1,4-quinone",98.66,98.35,41.46,103.86,96.55,116.37,100.44
C.albicans,85,B,20,Chrysin,88.24,82.97,86.94,91.06,97.62,122.39,88.65
C.albicans,93,E,6,CHRYSIN,85.3,84.85,77.96,89.09,94.53,93.86,90
C.albicans,93,K,8,CHRYSIN DIMETHYL ETHER,97.64,98.03,95.5,48.77,99.12,103.48,98.87
C.albicans,86,J,12,Chrysine,86.12,84.49,82.47,90.2,89.23,130.03,87.36
C.albicans,87,G,5,Chrysoeriol,100.08,97.96,99.57,98.93,99.8,107.49,96.05
C.albicans,94,E,21,CHRYSOPHANOL,87.5,95.39,94.2,99.19,95.9,98.7,101.25
C.albicans,92,L,3,CHUKRASIN METHYL ETHER,100.27,-2.19,98.19,4.98,101.99,107.01,100.35
C.albicans,90,L,20,CI-976,101.61,4.67,100.74,98.69,98.22,114.04,103.29
C.albicans,90,I,8,Cibenzoline succinate,99.16,100.18,99,99.43,100.09,96.66,103.58
C.albicans,84,N,3,Ciclopirox ethanolamine,-6.69,-2.32,-0.37,0.09,0.21,-7.53,0.13
C.albicans,97,G,17,CICLOPIROX OLAMINE,-5.41,-3.08,-0.46,1.86,-0.2,-8.3,0.02
C.albicans,89,F,5,Cilnidipine,99.75,103.38,98.72,1.82,109.14,112.18,97.88
C.albicans,89,I,17,Cilostamide,100.5,103.63,99.12,101.34,99.62,110.82,99.41
C.albicans,84,F,16,Cilostazol,65.55,63.87,59.1,48.99,95.06,34.96,44.52
C.albicans,88,L,18,Cilostazol,104.44,101.34,102.18,104.94,98.42,108.59,100.42
C.albicans,96,M,20,CILOSTAZOL,102.07,102.52,99.35,100.47,98.88,102.59,103.92
C.albicans,83,E,13,Cimetidine,98.63,101.75,99.06,100.4,99.58,100.01,99.32
C.albicans,89,K,7,Cimetidine,102.5,101.77,99.25,100,101.74,96.36,105.14
C.albicans,95,F,5,CIMETIDINE,97.44,101.43,97.93,99.8,100.75,101.75,98.86
C.albicans,94,B,3,CINCHONIDINE,101,102.5,101.97,94.1,100.22,100.25,104.53
C.albicans,87,E,4,"Cinchonidine, (-)-",105.06,102.3,102.54,99.32,98.81,99.89,99.04
C.albicans,84,J,18,Cinchonine,101.92,102.29,98,101.31,101.91,102.25,101.84
C.albicans,94,E,22,CINCHONINE,97.51,98.17,98.41,99.86,98.4,101.35,99.71
C.albicans,87,E,6,"Cinchonine, (+)-",100.56,99.32,97.03,99.92,99.64,91.68,101.37
C.albicans,94,I,13,CINEOLE,99.44,98.59,99.37,100.06,100.55,96.64,100.58
C.albicans,94,A,11,CINNAMIC ACID,99.92,99.99,100.71,102.22,99.37,101.82,100.07
C.albicans,95,H,22,CINNARAZINE,98.91,88.64,99.54,0.24,96.64,105.64,93.63
C.albicans,83,H,18,Cinnarizine,101.59,1.06,97.24,-0.1,101.39,109.53,98.72
C.albicans,89,O,9,Cinnarizine,98.08,60.49,97.6,0.83,99.72,108.51,92.64
C.albicans,86,P,14,Cinobufagin,100.95,105.78,92.28,98.06,97.63,128.64,101.71
C.albicans,85,K,22,Cinoxacin,98.28,100.24,97.07,98.65,102.73,107.88,100.41
C.albicans,89,M,19,Cinoxacin,98.27,103.18,101.1,101.44,99.06,105.12,104.35
C.albicans,97,I,17,CINOXACIN,100.92,103.01,99.43,102.16,100.39,102.76,100.07
C.albicans,86,G,14,Ciprofibrate,95.86,96.43,96.63,97.97,94.17,110.85,93.62
C.albicans,88,B,9,Ciprofibrate,98.46,104.13,104.3,99.43,99.85,95.98,92.73
C.albicans,96,K,13,CIPROFLOXACIN,100.28,102.86,103.23,100.22,103.35,97.15,101.99
C.albicans,83,G,8,Ciprofloxacin hydrochloride,100.05,102.65,89.82,96.92,99.63,90.22,98.58
C.albicans,90,C,9,Ciproxifan hydrochloride,102.39,107.94,99.25,100.22,102.58,92.7,96.57
C.albicans,89,G,10,Cirazoline hydrochloride,106.03,100.98,100.24,100.99,98.67,93.97,96.59
C.albicans,90,H,3,cis(+/-)-8-OH-PBZI hydrobromide,104.25,98.41,106.89,100.12,95.94,98.64,103.11
C.albicans,89,J,18,cis-(Z)-Flupenthixol dihydrochloride,101.47,83.32,105.24,0.68,97.35,86.65,88.27
C.albicans,88,F,17,cis-4-Aminocrotonic acid,98.11,100.66,100.38,102.26,99.25,100.01,95.28
C.albicans,84,E,22,Cisapride,99.47,102.9,95.25,48.75,104.45,97.43,101.51
C.albicans,88,B,10,"cis-Azetidine-2,4-dicarboxylic acid",89.69,94.65,96.62,90.4,100.11,92.64,77.43
C.albicans,91,G,17,Cisplatin,98.5,105.3,99.39,102.91,97.7,96.82,100.35
C.albicans,95,H,12,CISPLATIN,96.42,99.58,99.03,102.41,95.19,86.46,99.17
C.albicans,96,K,4,CITALOPRAM,99.34,103.17,106.98,101.72,102.08,98.3,101.34
C.albicans,85,K,5,Citalopram Hydrobromide,106.73,100.79,101.98,98.19,109.71,104.88,99.17
C.albicans,89,C,17,Citalopram hydrobromide,103.06,103.46,102.03,102.97,102.31,99.5,99.25
C.albicans,96,O,20,CITICOLINE,97.69,101.02,100.33,101.27,101.72,99.55,103.44
C.albicans,88,P,16,Citicoline sodium,101.83,99.53,101.12,98.63,103.94,104.2,95.24
C.albicans,86,F,3,Citrinin,76.31,88.16,80.5,94.97,96.75,111.17,80.4
C.albicans,92,J,10,CITRININ,72.33,91.33,95.93,99.79,95.34,86.74,83.32
C.albicans,93,C,6,CITROPTEN,98.88,95.93,102.43,99.03,98.22,54.33,97.38
C.albicans,93,E,14,CITRULLINE,103.72,103.92,102.96,101.79,99.92,99.19,99.06
C.albicans,89,G,4,CK2 Inhibitor 2,86.78,89.41,85.54,88.4,84.45,107.91,74.31
C.albicans,89,K,11,"CL 316,243",105,98.02,100.24,99.95,99,96.75,102.4
C.albicans,96,K,8,CLARITHROMYCIN,94.48,104.4,105.53,97.43,103.15,95.63,101.86
C.albicans,96,G,16,CLAVULANATE LITHIUM,98.79,102.92,99,99.68,93.97,103.43,96.49
C.albicans,84,K,21,Clebopride maleate,104.18,100.45,108.23,101.14,100.03,107.34,99.47
C.albicans,97,K,17,CLEMASTINE,100.88,102.68,106.61,43.63,101.62,93.56,102.46
C.albicans,83,N,14,Clemastine fumarate,97.98,102.02,103.96,17.2,98.67,89.66,98.86
C.albicans,89,C,21,Clemastine fumarate,100.54,99.51,100.63,48.91,99.28,98.09,96.9
C.albicans,83,N,15,Clemizole hydrochloride,103.32,103.31,102.57,100.41,98.78,108.84,100.68
C.albicans,89,I,9,Clemizole hydrochloride,103.14,103.9,107.33,99.75,103.52,107.37,98.15
C.albicans,84,E,11,Clenbuterol hydrochloride,99.6,101.74,102.51,98.19,98.58,99.71,96.44
C.albicans,85,F,5,Clidinium bromide,103.53,105.18,102.3,99.65,103.92,109.2,95.99
C.albicans,97,M,17,CLIDINIUM BROMIDE,102.29,105.76,102.96,101.02,102.01,94.29,102.79
C.albicans,83,K,16,Clindamycin hydrochloride,97.98,101.63,101.85,103.34,99.85,98.31,101.37
C.albicans,97,O,17,CLINDAMYCIN HYDROCHLORIDE,102.15,104.63,101.85,100.77,101.57,97.64,103.68
C.albicans,85,B,14,Clioquinol,-5.39,-1.51,0.05,0.16,0.32,-7.19,0.65
C.albicans,96,A,16,CLIOQUINOL,-3.14,-2.83,0.42,0.37,-0.38,-8.08,0.44
C.albicans,85,M,4,Clobetasol propionate,100.01,104.33,101.79,97.24,100.94,133.63,104.13
C.albicans,96,M,17,CLOBETASOL PROPIONATE,101.66,104.24,92.01,100.67,98.58,114.12,101.61
C.albicans,86,O,20,Clocortolone pivalate,100.38,100.2,100.96,100.79,99.67,116.82,104.9
C.albicans,89,O,18,Clodronic acid,102.9,102.39,101.62,101.93,98.63,100.63,100.84
C.albicans,84,K,13,Clofazimine,98.51,99.3,94.36,50.59,100.35,34.21,92.86
C.albicans,96,L,16,CLOFAZIMINE,98.01,-2,102.55,1.47,103.1,102.89,8.68
C.albicans,89,M,13,Clofibrate,98.56,103.64,100.69,101.24,103.73,101.81,99.77
C.albicans,96,O,11,CLOFIBRATE,100.59,98.12,101.46,102.52,100.2,111.79,99.31
C.albicans,85,M,8,Clofibric acid,98.38,99.96,97.16,99.55,103.36,83.91,97.63
C.albicans,83,P,20,Clofilium tosylate,102.21,96.47,106.14,82.95,100.58,84.38,101.54
C.albicans,97,K,18,CLOFOCTOL,99.93,99.98,99.94,102.95,97.99,100.57,101.3
C.albicans,97,A,19,CLOMIPHENE CITRATE,97.94,-2.12,99.88,1.07,102.83,98.04,92.41
C.albicans,84,O,15,"Clomiphene citrate (Z,E)",99.32,7.43,105.33,0.24,102.7,90.68,99.75
C.albicans,83,F,20,Clomipramine hydrochloride,96.61,96.83,98.44,63.81,98.83,106.86,99.84
C.albicans,89,M,15,Clomipramine hydrochloride,98.23,99.53,102.48,82.51,101.58,108.17,98.6
