,EC BW,EC BW,EC BW,EC iAi1,EC iAi1,EC iAi1,ST LT2,ST LT2,ST LT2,ST 14028s,ST 14028s,ST 14028s,PAO1,PAO1,PAO1,PA14,PA14,PA14
Amikacin_Mitomycin C,-0.113644253,-0.250200152,-0.031549959,-0.050770241,-0.115365739,0.010714459,-0.025984557,-0.0701806,0.024433283,-0.026692156,-0.073244417,0.011872849,0.017231583,-0.007874236,0.043585307,0.037510853,0.010083748,0.049716382
Amikacin_Meropenem,-0.044368222,-0.077899804,0.042067934,-0.004558686,-0.096650728,0.079987608,-0.000591189,-0.06209587,0.039499393,-0.030085321,-0.114597196,0,0.043920274,0.000376169,0.078595726,0.020543846,0.008214558,0.035152532
Amikacin_Colistin,0.070242869,-0.009082794,0.183888648,0.011206966,-0.017602213,0.038902041,0.014094008,-0.009592921,0.033677699,0.020765812,0.01317933,0.031625557,0.035608482,-0.00340039,0.073427122,0.000182728,-0.035213685,0.018346165
Amikacin_Metformin,0.077426501,0.04858028,0.277092219,0.0143735,0.002392604,0.041628558,0.10078023,0.058521355,0.169106704,0.019567528,-0.011633599,0.04264402,-0.019360875,-0.099462906,0,0,0,0
Amikacin_Phenformin,-0.055589305,-0.09115024,-0.035053505,-0.001674623,-0.043644948,0.016035683,0.025462233,-0.029444059,0.04010197,-0.019830929,-0.050676535,0.003820087,-0.046089299,-0.16672254,0,-0.04244056,-0.085564501,0
Amikacin_Azithromycin,0.06682884,0.050765017,0.202444166,0.023421726,0.011539923,0.039346419,0.062100871,0.039235223,0.088703204,0.015104064,0.001272491,0.028274473,0.006698748,-0.056341001,0.060154375,0.010592165,-0.021412565,0.041458573
Amikacin_Curcumin,0.074732622,0.0234395,0.116747899,0.09399619,0.062461461,0.114647461,0.112356568,0.090709608,0.179196758,0.070101606,0.009345049,0.092042485,-0.015438562,-0.06353051,0,0.010262503,-0.030900344,0.040284614
Amikacin_Berberine,0.136259016,0.094278651,0.310517196,0.063020899,0.046523487,0.074019577,0.088941558,0.042830435,0.149390778,-0.010885597,-0.033273446,0.033948486,0.060174831,0,0.10837719,-0.006994024,-0.036335662,0.036680225
Amikacin_Diclofenac,0.028736585,-0.113011209,0.078763324,0.045252445,0.026906202,0.074713433,0.060761599,0.041257761,0.071184306,0.008800047,-0.008934508,0.059232148,0.039698004,0,0.114801617,0.0128799,-0.009676886,0.045444634
Amikacin_Acetylsalisylic acid,-0.019778845,-0.106246141,0,0.003315746,-0.022508377,0.0332241,-0.032828596,-0.106772841,0.006550349,-0.025374731,-0.062444279,-0.003927417,-0.037456177,-0.073620896,0,-0.113774046,-0.133296097,-0.083527468
Amikacin_Ciclopirox,0.013160664,-0.038349164,0.141028013,0.024994858,-0.003488003,0.052309042,0.014741009,-0.058885964,0.058235667,0.022677724,-0.001245129,0.061900789,0.032301481,-0.008751795,0.058488404,0.041856414,-0.005387002,0.058587069
Amikacin_Triclosan,-0.025187437,-0.08938989,0.003828796,-0.013820362,-0.025819773,0.02930882,0.006585905,-0.050864172,0.079832849,-0.027338834,-0.037180224,-0.001354636,0,-0.093718991,0.012552388,0,-0.008167643,0.018765864
Amikacin_CHIR-90,0,-0.108934032,0.175396952,-0.020193037,-0.053179628,0.011735903,-0.03996203,-0.440618187,0,-0.020699871,-0.046760632,0.007719339,0,-0.190625448,0,0,-0.080973093,0.022522672
Amikacin_Phleomycin,-0.032451296,-0.080289044,0.022725342,0.011933454,-0.011867435,0.096029505,0.037378468,-0.004719682,0.200218486,0.015644936,-0.00421971,0.086643682,-0.018965254,-0.060547396,0.004457258,-0.014176125,-0.043871828,0.028087406
Amikacin_Moxifloxacin,0,-0.01954002,0.018892103,-0.033997814,-0.140663202,-0.012233071,-0.125345708,-0.297272684,-0.060206792,0,-0.016858441,0.052951539,0.046676755,0,0.139179198,0.015281463,-0.024361553,0.048845164
Amikacin_Gentamicin,-0.000696255,-0.005083525,0,-0.072221437,-0.105017497,0.015797825,-0.100146607,-0.138608341,0,0.027500129,-0.027943103,0.076764134,0.074892108,0.026849556,0.104353409,0.033820887,0.001497608,0.059476127
Amikacin_Streptozotocin,0,0,0.053330016,-0.008264657,-0.034517004,0.038214769,-0.265238164,-0.477237863,-0.128004657,-0.051695608,-0.086784971,-0.005140894,0.020506796,-0.002289813,0.071402286,0.018826918,0.004995528,0.040643185
Cefotaxime_PMS,0.091614256,0.028258317,0.174706912,-0.017900758,-0.102353498,0.03897963,-0.001647094,-0.037191977,0.041574671,-0.037214951,-0.090025314,0.014476005,0,-0.040245007,0.022256891,0.007857241,-0.019935179,0.04302379
Cefotaxime_Benzalkonium,0.099508449,0.04299239,0.203746399,0.010704761,0,0.105940401,0.029053632,-0.041671221,0.078816236,0.042307915,0.008789107,0.093798936,0.101911024,0.064333335,0.200263857,-0.019499504,-0.052092602,0.00737153
Cefotaxime_Cefaclor,-0.033367428,-0.091854508,0.034090579,-0.079892588,-0.205169976,-0.024152877,-0.03990747,-0.09547083,0,-0.042565795,-0.209889693,0,0,-0.073856051,0,0.004089002,-0.031748833,0.042277659
Cefotaxime_Cefsulodin,-0.216820253,-0.408844983,-0.102895426,-0.287298858,-0.496738724,-0.091664023,-0.002739908,-0.03617967,0.026744153,0.027376612,-0.005015108,0.063483239,0,-0.090936121,0.067112748,-0.003317261,-0.072521974,0.016760632
Cefotaxime_Clindamycin,0.012063676,-0.046744204,0.061604324,-0.022124671,-0.06539801,0.07726294,0.020914698,-0.002761829,0.048807984,0.010496057,-0.029963161,0.035713191,0.016959027,-0.044008821,0.091319742,-0.011862594,-0.050502179,0.008876494
Cefotaxime_Spiramycin,-0.019428609,-0.04887767,0.02768752,0.043538458,-0.001063732,0.077917471,0.00936962,-0.030302152,0.049824086,-0.006196392,-0.031846078,0.024105742,0,-0.045754662,0.068814343,0.000848626,-0.024300724,0.012216477
Cefotaxime_Erythromycin,0.008826016,-0.03843958,0.051736774,0.011030119,-0.035258813,0.050472398,0.01187034,-0.042024532,0.044920638,-0.031114871,-0.071312711,0.002576902,0,-0.051749737,0.073597641,-0.00270727,-0.023967663,0.014711515
Cefotaxime_Trimethoprim,0.088268137,0.001094399,0.132932792,0.033417663,-0.016321845,0.082081466,0.03682775,-0.004529347,0.082274937,-0.012479111,-0.048415086,0.027234831,-0.072764942,-0.172506677,0,0.004168481,-0.018410911,0.02886143
Cefotaxime_Sulfamonomethoxine,-0.0147268,-0.071951825,0.031138952,-0.007913305,-0.052973081,0.020050034,0.004002976,-0.049677216,0.028268953,-0.000615019,-0.052526964,0.034099237,0.009829045,-0.004509069,0.089712133,-0.02243156,-0.052408344,0.006274978
Cefotaxime_Paraquat,0.006080796,-0.053922468,0.072491132,-0.040034276,-0.103038579,0.023804391,-0.007451897,-0.057861848,0.025569805,-0.014442412,-0.041319908,0.01658739,0,-0.016925099,0.030188751,0.021328331,-0.008695029,0.050234354
Cefotaxime_Procaine,0.066115964,0.01264298,0.115584276,0.048178603,-0.012882255,0.107859021,0.011440544,-0.014586103,0.04502484,-0.018500492,-0.04776141,0.005626318,0.052222113,0,0.149635919,0.002747321,-0.01800243,0.038636956
Cefotaxime_Vanillin,0.029250448,-0.001306139,0.078214249,0.041707585,-0.023456185,0.115844304,0.045566139,-0.019896036,0.077096866,0.033552063,0.013829322,0.052749315,0.01489376,-0.002015339,0.04336474,-0.015343394,-0.042796211,0.000295187
Cefotaxime_Verapamil,0.005851819,-0.039456258,0.034121129,0.006210825,-0.064342492,0.028879706,-0.02342542,-0.067426266,-0.004391881,-0.000806781,-0.032871433,0.02864676,0.234273748,0.108760975,0.303466247,-0.012858072,-0.067377466,0
Cefotaxime_Levofloxacin,0,-0.024269083,0,0,-0.051302964,0,0,0,0,0,-0.012964137,0,0.091202432,0,0.159831985,-0.009540051,-0.033151495,0.022484953
Cefotaxime_Piperacillin,-0.045104817,-0.090653088,0.005139039,-0.159018608,-0.267073127,-0.089264264,0.000797579,-0.04859844,0.044140407,-0.008723398,-0.081659516,0.04001305,0.015898158,-0.009647377,0.072908985,0.011914798,0.002774731,0.042955438
Cefotaxime_Nitrofurantoin,0.04026469,0.003020527,0.079416859,-0.012269374,-0.06162478,0.036363401,-0.010773574,-0.035228524,-0.001448432,-0.030223737,-0.07065592,-0.002907002,0,-0.050899336,0.040679532,-0.003214467,-0.020086434,0.027938732
Cefotaxime_CCCP,0.001248829,-0.039263558,0.043386286,-0.011926755,-0.053220744,0.030723493,0.012669756,-0.040758655,0.04930806,-0.006502527,-0.043109552,0.025409514,0.046719723,0,0.115832925,0.016452955,-0.005496509,0.037811115
Cefotaxime_Cephalexin,0.008197122,-0.033108167,0.054826246,0.000599306,-0.019355881,0.02185658,-0.021552893,-0.042389718,0.001296722,-0.004281466,-0.042966698,0.031292199,0,-0.020879701,0.067280609,-0.024609212,-0.059803376,0.001111738
Cefotaxime_Mecillinam,-0.070305085,-0.15648401,0,0,-0.087906194,0,-0.039948467,-0.179625788,0,-0.113919023,-0.221040643,0,-0.005602908,-0.083503018,0.024177361,-0.004676739,-0.032238081,0.031957741
Cefotaxime_A22,-0.031723253,-0.142714926,0.034414996,-0.096310601,-0.179266974,-0.01267445,-0.107096109,-0.165740597,-0.03227258,-0.063640035,-0.245271572,-0.033760517,0,-0.047977187,0.049839938,-0.004176495,-0.050453065,0.076398159
Cefotaxime_Loperamide,0.061948386,-0.01733275,0.103009507,0.013534203,-0.01941457,0.0546615,0.027312597,-0.004744069,0.063182872,0.031838727,0.00676647,0.066147968,0.011991724,-0.031381049,0.114267695,-0.003443735,-0.04690954,0.015918831
Cefotaxime_Minocycline,0.005840942,-0.03402468,0.064302345,0.01799958,-0.013059197,0.079378863,0.06465616,0.024362845,0.110439371,0.014589268,-0.02618063,0.074089603,0.010463918,0,0.130803786,0,-0.009421411,0.026715705
Cefotaxime_Tobramycin,-0.022608045,-0.068735433,0.000455427,0.018892512,-0.018432192,0.036792839,-0.002884287,-0.042962469,0.013553364,-0.046508202,-0.073554281,-0.027074217,-0.33924825,-0.427084321,-0.235411335,-0.168367987,-0.482831252,-0.011177324
Cefotaxime_Teicoplanin,-0.020924153,-0.05942618,0.008811615,0.014655691,-0.015354687,0.033771,-0.011675079,-0.040750812,0.008187539,0.011501677,-0.015330477,0.048851101,-0.043980782,-0.094687865,0.002328624,0.001877528,-0.00398732,0.030311811
Cefotaxime_Chlorhexidine,-0.000315859,-0.052789729,0.044571738,-0.008580115,-0.051607856,0.066573818,0.022832501,-0.010068634,0.073125136,0.004031181,-0.010663425,0.046953674,-0.04594294,-0.08292084,0.013533241,0.030045045,0.002253051,0.051452029
Cefotaxime_Metronidazole,0.021311863,-0.035656486,0.069939063,-0.029719855,-0.07822472,0.004641705,3.99E-05,-0.047450778,0.044232488,-0.000150278,-0.032766106,0.038469081,0.023150982,-0.002688259,0.057067098,0.018761527,-0.002831696,0.044263663
Cefotaxime_Nisin,-0.000568594,-0.035737604,0.056625025,-0.034319976,-0.064036805,0.005337232,-0.027816079,-0.061440714,0.009973652,0.018125838,-0.012643753,0.037961547,0.029730729,0.002013909,0.095123411,0.005084283,-0.03613749,0.011072552
Cefotaxime_EGCG,0.041486038,-0.016943151,0.08801224,-0.008075439,-0.036369345,0.037414242,0.007376922,-0.008564924,0.056475335,-0.036534433,-0.086022211,0.001586519,-0.098809128,-0.127068701,0.005113926,0.021257734,-0.044723209,0.040442656
Cefotaxime_Rifampicin,0.028539493,-0.018696326,0.102906923,0.0680176,0.006149086,0.130105805,0.011541767,-0.061057894,0.056985417,0,-0.031707964,0.02946855,0.125046167,0.060047871,0.222668838,0.020126716,0.005210756,0.039713276
Cefotaxime_Aztreonam,-0.019013571,-0.155475145,0,-0.106398995,-0.336561517,0,0,-0.115233669,0.04306128,0,-0.02620361,0.008877568,0.025645855,-0.035525223,0.049704787,0.012258934,-0.020026828,0.020687279
Cefotaxime_Penicillin G,-0.037296501,-0.067795694,0.000818383,-0.121670875,-0.164980844,-0.056079557,0.013957441,-0.011627277,0.028225663,0.007225938,-0.008868732,0.02828608,-0.076378743,-0.166500629,-0.020236161,0.00042126,-0.022675099,0.018318217
Cefotaxime_Theophylline,-0.001713571,-0.040106749,0.025340992,-0.018815098,-0.065710861,0.02693819,0.001029065,-0.029158637,0.030869464,0.021530454,-0.006927433,0.048823409,0.03040231,-0.012286426,0.089748835,0,-0.069530695,0
Cefotaxime_Clofazimine,0.023087063,-0.028422516,0.083361675,-0.03202077,-0.076029234,0.007428981,0.036661775,-0.03059454,0.076228153,0.037928657,0.003903313,0.075037701,0.053373845,0.003166115,0.081525494,0.030716786,0.007953898,0.039744345
Cefotaxime_Clarithromycin,0.047684811,0.008423569,0.07559337,0.002561728,-0.062568125,0.061580129,0.021775358,-0.011830924,0.053239457,-0.014927416,-0.048373481,0.01492437,0.017402595,-0.022435113,0.073756554,0.088840206,0.054211396,0.143728607
Cefotaxime_Caffeine,0.061639365,0.015299028,0.103274375,0.017115092,-0.040924106,0.040574806,0.00549726,-0.02044317,0.028105473,0.023033965,-0.020384692,0.042649885,0,-0.21061013,0,0,-0.066279092,0
Cefotaxime_Reserpine,0.012919986,-0.024966046,0.126618498,-0.003279242,-0.032810343,0.049639406,0.041882286,0.027685741,0.073752275,0.029049661,-0.034548077,0.048053676,0.048591951,-0.015797294,0.081390604,-0.006029461,-0.029912311,0.017546438
Cefotaxime_Puromycin,0.016924875,-0.01581464,0.045660186,0.044791713,-0.012230974,0.098628309,0.03892485,-0.012673724,0.057715915,-0.04722195,-0.091583484,0.041310738,-0.025106281,-0.076886716,0,-0.004975366,-0.056569673,0
Cefotaxime_Pyocyanin,0.066036968,0.014158784,0.10931894,0.007719217,-0.037486531,0.087686071,0.059827912,0.032673233,0.073798462,0.031149878,0.010905176,0.062318816,0.01049625,-0.000779794,0.081779922,0,-0.015114771,0.02570589
Cefotaxime_Pseudomonic acid,0.051279086,0.024550692,0.099496137,-0.015893451,-0.052496124,0.012655837,-0.010514221,-0.030782146,0.01595772,0.020156731,-0.015690021,0.061043759,0.017038951,-0.000750991,0.067716384,0.003009341,-0.000706237,0.067387834
Cefotaxime_Nonactin,0.009350955,-0.022712764,0.043212722,0.004755823,-0.022724744,0.029266408,0.034105262,0.021608836,0.054714379,0.014252092,-0.005218379,0.048195578,0,-0.051411976,0.008623911,0,0,0.018239763
Cefotaxime_Imipenem,-0.036114629,-0.120425148,0.0139467,-0.091599215,-0.162247698,-0.009692415,-0.017058441,-0.061924199,0.011640217,-0.012684136,-0.126510675,0.028344712,0.167816381,0.047052562,0.29083562,0.070476622,0,0.125859548
Cefotaxime_Bleomycin,0.037910317,-0.051300504,0.095375751,-0.047541883,-0.120219575,-0.000270343,0.009925776,-0.04452478,0.031498254,0.003575531,-0.012932598,0.029995842,-0.018083807,-0.07332736,0,0,-0.005740734,0.032412662
Cefotaxime_Linezolid,-0.009070976,-0.033227762,0.037542445,0.014673604,-0.017493808,0.048259936,0.039369094,0.011645957,0.060085998,0.008478711,-0.041768158,0.056729099,0,-0.029324454,0,0,0,0.029624107
Cefotaxime_Doxorubicin,-0.005851535,-0.054903578,0.069833482,-0.030211479,-0.070829484,0.018586851,0.00772917,-0.021341362,0.047340202,-0.005491038,-0.032449848,0.047331053,-0.039350998,-0.086186856,0,0,-0.006198856,0.013944311
Cefotaxime_Daptomycin,0.025063414,-0.026096374,0.066706858,0.008424109,-0.031754033,0.050155448,0.019035519,-0.002271873,0.046652687,0.004351356,-0.022252397,0.042760418,-0.004345356,-0.046901762,0.04569147,-0.126342107,-0.24070123,0
Cefotaxime_Cerulenin,0.019788949,-0.02533442,0.063252193,-0.006479871,-0.091681246,0.065194049,0.054070983,0.012881049,0.072179329,-0.007021232,-0.082551415,0.029121595,0.032506711,0,0.140765495,-0.004188702,-0.08344654,0
Cefotaxime_Tigecycline,-0.001279461,-0.047182665,0.054888755,-0.010955938,-0.050349118,0.021178847,0.00069687,-0.028934998,0.03861128,-0.021036442,-0.043126434,0.020099568,-0.051828963,-0.156162339,0.047219593,-0.067898215,-0.163159121,0
Cefotaxime_Mitomycin C,0.084243065,0.033158081,0.13089821,-0.00717804,-0.05956784,0.037420855,0.011601587,-0.022373178,0.056859986,0.03741614,-0.014588537,0.065902905,0,-0.038528768,0.007753853,0.250704261,0,0.49429869
Cefotaxime_Meropenem,-0.111688652,-0.192565341,-0.073771904,-0.099237098,-0.199999654,-0.00618936,0,-0.14933459,0,-0.059007923,-0.306513719,0,0,0,0.077412063,0,-0.030479027,0
Cefotaxime_Colistin,0.06707973,-0.006292951,0.136377892,0.023413652,-0.003263231,0.101161111,-0.002395466,-0.058054473,0.02508239,0.03528478,0.025692826,0.055211942,0.00544379,0,0.077426859,0,-0.016359154,0.052809401
Cefotaxime_Metformin,0.031896234,0.012383518,0.061928895,0.02073267,-0.007686131,0.059585194,0.015635618,-0.025026432,0.044265484,0.010673436,-0.005480066,0.022727554,-0.026988862,-0.083769592,0,-0.142208351,-0.226031009,0
Cefotaxime_Phenformin,-0.079986759,-0.113632015,-0.027104373,-0.014909946,-0.046957002,0.022063557,-0.04069278,-0.074396959,-0.009582524,-0.04299102,-0.072577271,-0.007159982,0.002479199,0,0.023798571,0,-0.014492764,0.00927294
Cefotaxime_Azithromycin,0.026676828,0.001951203,0.052023943,0.082006408,0.025404544,0.107621072,0.009238739,-0.000132177,0.034860138,-0.00257155,-0.023640576,0.037337467,0,-0.009477735,0.065024978,0.001149836,-0.000402431,0.033894043
Cefotaxime_Curcumin,0.110201094,0.068269131,0.16516404,0.131161496,0.048192084,0.23721209,0.058588289,0.027813084,0.07967401,0.042611918,-0.002145853,0.08927211,-0.033194347,-0.09061272,0,0.02484263,0,0.118719651
Cefotaxime_Berberine,0.07527578,0.04912488,0.111387724,0.089573,0.064401438,0.122059247,0.058593627,0.019677448,0.090247177,0.010526903,-0.010486942,0.039908211,-0.067262021,-0.122250128,0.008338142,-0.010063675,-0.062065388,0.005094355
Cefotaxime_Diclofenac,0.035927357,0.010749632,0.070906401,0.08202382,0.048544199,0.101961762,0.022839839,0.000982488,0.045174271,-0.004467128,-0.020012235,0.036299451,0,-0.005925191,0.033649337,0,0,0.184534185
Cefotaxime_Acetylsalisylic acid,0.038913526,0.00968359,0.072120181,0.069816248,0.006428172,0.115708803,-0.033326834,-0.055905494,-0.01193857,-0.00560367,-0.018052918,0.009116373,0,-0.063858697,0,0,-0.020285966,0.018420685
Cefotaxime_Ciclopirox,0.067404528,0.021973622,0.12651177,0.02663333,0.010509439,0.065701768,0.024008591,-0.069577323,0.096172632,0.047367486,0.011737771,0.073033549,0,-0.053112173,0,-0.027190664,-0.062659824,0
Cefotaxime_Triclosan,-0.06777354,-0.087181683,0.010742771,-0.014507614,-0.072882976,0.043457392,-0.047492275,-0.079975382,0.034632127,-0.025314909,-0.039725987,0.004620268,-0.139881249,-0.462122749,0,0,-0.435070714,0
Cefotaxime_CHIR-90,0,0,0,-0.04591743,-0.160185217,0.04524648,-0.056209541,-0.251264489,0,-0.042613817,-0.065498157,-0.02459489,0,-0.002708992,0.044974928,0.012740826,0,0.041361088
Cefotaxime_Phleomycin,-0.000366867,-0.105389845,0.050660089,-0.00274911,-0.02177564,0.032941465,0.016838275,0,0.068883472,0.042013545,0.009777303,0.062495123,0,-0.030014138,0.014271518,0,-0.019526347,0.033292011
Cefotaxime_Moxifloxacin,-0.000336252,-0.223885287,0.039914022,-0.024644853,-0.035704944,0.019159777,-0.02162901,-0.055513825,0.000811369,0.008594826,0,0.032458433,0.009554496,-0.011533619,0.108526944,0.060781562,-0.055969753,0.338209208
Cefotaxime_Gentamicin,-0.016907114,-0.060192964,-0.004723678,0.044518752,-0.007332348,0.102626374,-0.045597431,-0.110335732,0,0.02842302,-0.027389442,0.127922796,0,-0.039709421,0.024476166,0,-0.005430079,0.04943278
Cefotaxime_Streptozotocin,0.032198074,0.002251109,0.087330325,0.076402243,0.01155149,0.114644017,-0.08248182,-0.116617357,-0.058304521,-0.029282001,-0.050172697,-0.00359732,0,0,0.084635682,0.008960055,0,0.066602337
PMS_Benzalkonium,0.00925803,-0.021630777,0.095329829,0,0,0.075728219,-0.026200903,-0.083843138,0.024412654,0.002428448,-0.037319695,0.078185929,0,-0.153725853,0.005602355,0,-0.17690423,0
PMS_Cefaclor,0.045980038,0.008287727,0.107608062,-0.202237886,-0.314295614,-0.039918276,0,-0.025438464,0.004998171,0,-0.024612326,0.047404823,-0.004466293,-0.087576149,0,0.019777232,0,0.128319811
PMS_Cefsulodin,-0.072675245,-0.12815595,-0.023057056,-0.069305409,-0.18904398,0.01336362,-0.048587339,-0.099751236,-0.013628705,-0.027977286,-0.068656782,0.012457614,-0.003187977,-0.072271755,0,0.009985366,0,0.046956274
PMS_Clindamycin,0.081735277,0.050762177,0.149408803,-0.019911983,-0.087353797,0.018162877,0.007032613,-0.01943333,0.051136367,0.036295809,-0.058365778,0.107432779,0,-0.028946523,0.029366914,-0.001248397,-0.047088165,0
PMS_Spiramycin,0.01011296,-0.036074799,0.023485912,0.039930101,-0.0103194,0.10846939,-0.002029356,-0.035328854,0.040505332,-0.003238909,-0.031999453,0.0342925,0.174954366,0,0.333015011,0.126881944,0,0.159485238
PMS_Erythromycin,0.072487257,0.018474392,0.123616133,0.024743612,-0.007341541,0.06376738,-0.005895514,-0.030319946,0.05394499,0.048778822,0.006158475,0.084082085,0,0,0.051241894,-0.000106792,-0.028240657,0
