"drugdrug","drug_pair","clusters"
"Clofazimine-Tobramycin","Tobramycin_Clofazimine",1
"Doxorubicin-Tobramycin","Tobramycin_Doxorubicin",1
"Mitomycin C-Tobramycin","Tobramycin_Mitomycin C",3
"Rifampicin-Tobramycin","Tobramycin_Rifampicin",1
"Bleomycin-Tobramycin","Tobramycin_Bleomycin",3
"Chlorhexidine-Tobramycin","Tobramycin_Chlorhexidine",1
"EGCG-Tobramycin","Tobramycin_EGCG",3
"Cerulenin-Tobramycin","Tobramycin_Cerulenin",3
"Nisin-Tobramycin","Tobramycin_Nisin",3
"Daptomycin-Tobramycin","Tobramycin_Daptomycin",3
"Nonactin-Tobramycin","Tobramycin_Nonactin",1
"Puromycin-Tobramycin","Tobramycin_Puromycin",2
"Linezolid-Tobramycin","Tobramycin_Linezolid",1
"Tigecycline-Tobramycin","Tobramycin_Tigecycline",1
"Clarithromycin-Tobramycin","Tobramycin_Clarithromycin",1
"Caffeine-Tobramycin","Tobramycin_Caffeine",1
"Reserpine-Tobramycin","Tobramycin_Reserpine",3
"Theophylline-Tobramycin","Tobramycin_Theophylline",4
"Meropenem-Tobramycin","Tobramycin_Meropenem",4
"Colistin-Tobramycin","Tobramycin_Colistin",1
"CHIR-90-Tobramycin","Tobramycin_CHIR-90",2
"Tobramycin-Triclosan","Tobramycin_Triclosan",2
"Gentamicin-Tobramycin","Tobramycin_Gentamicin",2
"Azithromycin-Tobramycin","Tobramycin_Azithromycin",1
"Curcumin-Tobramycin","Tobramycin_Curcumin",2
"Berberine-Tobramycin","Tobramycin_Berberine",1
"Metformin-Tobramycin","Tobramycin_Metformin",1
"Phenformin-Tobramycin","Tobramycin_Phenformin",2
"Streptozotocin-Tobramycin","Tobramycin_Streptozotocin",2
"Diclofenac-Tobramycin","Tobramycin_Diclofenac",2
"Acetylsalisylic acid-Tobramycin","Tobramycin_Acetylsalisylic acid",1
"Ciclopirox-Tobramycin","Tobramycin_Ciclopirox",3
"Moxifloxacin-Tobramycin","Tobramycin_Moxifloxacin",2
"Phleomycin-Tobramycin","Tobramycin_Phleomycin",2
"Piperacillin-Spiramycin","Spiramycin_Piperacillin",3
"Penicillin G-Spiramycin","Spiramycin_Penicillin G",1
"Imipenem-Spiramycin","Spiramycin_Imipenem",1
"Mecillinam-Spiramycin","Spiramycin_Mecillinam",1
"Aztreonam-Spiramycin","Spiramycin_Aztreonam",3
"Cephalexin-Spiramycin","Spiramycin_Cephalexin",4
"A22-Spiramycin","Spiramycin_A22",3
"Spiramycin-Teicoplanin","Spiramycin_Teicoplanin",2
"Metronidazole-Spiramycin","Spiramycin_Metronidazole",2
"Clofazimine-Spiramycin","Spiramycin_Clofazimine",3
"Doxorubicin-Spiramycin","Spiramycin_Doxorubicin",3
"Mitomycin C-Spiramycin","Spiramycin_Mitomycin C",4
"Rifampicin-Spiramycin","Spiramycin_Rifampicin",3
"Levofloxacin-Spiramycin","Spiramycin_Levofloxacin",3
"Spiramycin-Trimethoprim","Spiramycin_Trimethoprim",2
"Spiramycin-Sulfamonomethoxine","Spiramycin_Sulfamonomethoxine",2
"Nitrofurantoin-Spiramycin","Spiramycin_Nitrofurantoin",3
"Bleomycin-Spiramycin","Spiramycin_Bleomycin",1
"Chlorhexidine-Spiramycin","Spiramycin_Chlorhexidine",2
"EGCG-Spiramycin","Spiramycin_EGCG",2
"Cerulenin-Spiramycin","Spiramycin_Cerulenin",1
"Nisin-Spiramycin","Spiramycin_Nisin",3
"Daptomycin-Spiramycin","Spiramycin_Daptomycin",3
"CCCP-Spiramycin","Spiramycin_CCCP",1
"Nonactin-Spiramycin","Spiramycin_Nonactin",4
"Paraquat-Spiramycin","Spiramycin_Paraquat",2
"Puromycin-Spiramycin","Spiramycin_Puromycin",1
"Linezolid-Spiramycin","Spiramycin_Linezolid",4
"Minocycline-Spiramycin","Spiramycin_Minocycline",3
"Spiramycin-Tigecycline","Spiramycin_Tigecycline",3
"Spiramycin-Tobramycin","Spiramycin_Tobramycin",4
"Erythromycin-Spiramycin","Spiramycin_Erythromycin",3
"Clarithromycin-Spiramycin","Spiramycin_Clarithromycin",1
"Caffeine-Spiramycin","Spiramycin_Caffeine",2
"Spiramycin-Vanillin","Spiramycin_Vanillin",3
"Reserpine-Spiramycin","Spiramycin_Reserpine",3
"Procaine-Spiramycin","Spiramycin_Procaine",2
"Spiramycin-Theophylline","Spiramycin_Theophylline",3
"Loperamide-Spiramycin","Spiramycin_Loperamide",3
"Spiramycin-Verapamil","Spiramycin_Verapamil",3
"Meropenem-Spiramycin","Spiramycin_Meropenem",4
"Colistin-Spiramycin","Spiramycin_Colistin",2
"CHIR-90-Spiramycin","Spiramycin_CHIR-90",2
"Spiramycin-Triclosan","Spiramycin_Triclosan",2
"Gentamicin-Spiramycin","Spiramycin_Gentamicin",1
"Azithromycin-Spiramycin","Spiramycin_Azithromycin",1
"Curcumin-Spiramycin","Spiramycin_Curcumin",4
"Berberine-Spiramycin","Spiramycin_Berberine",4
"Metformin-Spiramycin","Spiramycin_Metformin",1
"Phenformin-Spiramycin","Spiramycin_Phenformin",2
"Spiramycin-Streptozotocin","Spiramycin_Streptozotocin",3
"Diclofenac-Spiramycin","Spiramycin_Diclofenac",2
"Acetylsalisylic acid-Spiramycin","Spiramycin_Acetylsalisylic acid",2
"Ciclopirox-Spiramycin","Spiramycin_Ciclopirox",3
"Moxifloxacin-Spiramycin","Spiramycin_Moxifloxacin",1
"Phleomycin-Spiramycin","Spiramycin_Phleomycin",3
"Erythromycin-Piperacillin","Erythromycin_Piperacillin",3
"Erythromycin-Penicillin G","Erythromycin_Penicillin G",3
"Erythromycin-Imipenem","Erythromycin_Imipenem",1
"Erythromycin-Mecillinam","Erythromycin_Mecillinam",4
"Aztreonam-Erythromycin","Erythromycin_Aztreonam",1
"Cephalexin-Erythromycin","Erythromycin_Cephalexin",4
"A22-Erythromycin","Erythromycin_A22",4
"Erythromycin-Teicoplanin","Erythromycin_Teicoplanin",1
"Erythromycin-Metronidazole","Erythromycin_Metronidazole",3
"Clofazimine-Erythromycin","Erythromycin_Clofazimine",1
"Doxorubicin-Erythromycin","Erythromycin_Doxorubicin",3
"Erythromycin-Mitomycin C","Erythromycin_Mitomycin C",1
"Erythromycin-Rifampicin","Erythromycin_Rifampicin",4
"Erythromycin-Levofloxacin","Erythromycin_Levofloxacin",3
"Erythromycin-Trimethoprim","Erythromycin_Trimethoprim",3
"Erythromycin-Sulfamonomethoxine","Erythromycin_Sulfamonomethoxine",3
"Erythromycin-Nitrofurantoin","Erythromycin_Nitrofurantoin",2
"Bleomycin-Erythromycin","Erythromycin_Bleomycin",1
"Chlorhexidine-Erythromycin","Erythromycin_Chlorhexidine",2
"EGCG-Erythromycin","Erythromycin_EGCG",2
"Cerulenin-Erythromycin","Erythromycin_Cerulenin",1
"Erythromycin-Nisin","Erythromycin_Nisin",2
"Daptomycin-Erythromycin","Erythromycin_Daptomycin",2
"CCCP-Erythromycin","Erythromycin_CCCP",1
"Erythromycin-Nonactin","Erythromycin_Nonactin",2
"Erythromycin-Paraquat","Erythromycin_Paraquat",3
"Erythromycin-Puromycin","Erythromycin_Puromycin",1
"Erythromycin-Linezolid","Erythromycin_Linezolid",4
"Erythromycin-Minocycline","Erythromycin_Minocycline",3
"Erythromycin-Tigecycline","Erythromycin_Tigecycline",3
"Erythromycin-Tobramycin","Erythromycin_Tobramycin",1
"Clarithromycin-Erythromycin","Erythromycin_Clarithromycin",1
"Caffeine-Erythromycin","Erythromycin_Caffeine",3
"Erythromycin-Vanillin","Erythromycin_Vanillin",3
"Erythromycin-Reserpine","Erythromycin_Reserpine",3
"Erythromycin-Procaine","Erythromycin_Procaine",2
"Erythromycin-Theophylline","Erythromycin_Theophylline",3
"Erythromycin-Loperamide","Erythromycin_Loperamide",3
"Erythromycin-Verapamil","Erythromycin_Verapamil",3
"Erythromycin-Meropenem","Erythromycin_Meropenem",4
"Colistin-Erythromycin","Erythromycin_Colistin",2
"CHIR-90-Erythromycin","Erythromycin_CHIR-90",2
"Erythromycin-Triclosan","Erythromycin_Triclosan",2
"Erythromycin-Gentamicin","Erythromycin_Gentamicin",1
"Azithromycin-Erythromycin","Erythromycin_Azithromycin",1
"Curcumin-Erythromycin","Erythromycin_Curcumin",2
"Berberine-Erythromycin","Erythromycin_Berberine",4
"Erythromycin-Metformin","Erythromycin_Metformin",1
"Erythromycin-Phenformin","Erythromycin_Phenformin",3
"Erythromycin-Streptozotocin","Erythromycin_Streptozotocin",4
"Diclofenac-Erythromycin","Erythromycin_Diclofenac",2
"Acetylsalisylic acid-Erythromycin","Erythromycin_Acetylsalisylic acid",1
"Ciclopirox-Erythromycin","Erythromycin_Ciclopirox",2
"Erythromycin-Moxifloxacin","Erythromycin_Moxifloxacin",1
"Erythromycin-Phleomycin","Erythromycin_Phleomycin",1
"Clarithromycin-Imipenem","Clarithromycin_Imipenem",1
"Clarithromycin-Doxorubicin","Clarithromycin_Doxorubicin",2
"Clarithromycin-Mitomycin C","Clarithromycin_Mitomycin C",1
"Bleomycin-Clarithromycin","Clarithromycin_Bleomycin",1
"Cerulenin-Clarithromycin","Clarithromycin_Cerulenin",1
"Clarithromycin-Daptomycin","Clarithromycin_Daptomycin",4
"Clarithromycin-Nonactin","Clarithromycin_Nonactin",2
"Clarithromycin-Puromycin","Clarithromycin_Puromycin",1
"Clarithromycin-Linezolid","Clarithromycin_Linezolid",3
"Clarithromycin-Tigecycline","Clarithromycin_Tigecycline",1
"Caffeine-Clarithromycin","Clarithromycin_Caffeine",3
"Clarithromycin-Reserpine","Clarithromycin_Reserpine",2
"Clarithromycin-Meropenem","Clarithromycin_Meropenem",1
"Clarithromycin-Colistin","Clarithromycin_Colistin",2
"CHIR-90-Clarithromycin","Clarithromycin_CHIR-90",2
"Clarithromycin-Triclosan","Clarithromycin_Triclosan",2
"Clarithromycin-Gentamicin","Clarithromycin_Gentamicin",1
"Azithromycin-Clarithromycin","Clarithromycin_Azithromycin",1
"Clarithromycin-Curcumin","Clarithromycin_Curcumin",2
"Berberine-Clarithromycin","Clarithromycin_Berberine",1
"Clarithromycin-Metformin","Clarithromycin_Metformin",1
"Clarithromycin-Phenformin","Clarithromycin_Phenformin",2
"Clarithromycin-Streptozotocin","Clarithromycin_Streptozotocin",3
"Clarithromycin-Diclofenac","Clarithromycin_Diclofenac",2
"Acetylsalisylic acid-Clarithromycin","Clarithromycin_Acetylsalisylic acid",1
"Ciclopirox-Clarithromycin","Clarithromycin_Ciclopirox",2
"Clarithromycin-Moxifloxacin","Clarithromycin_Moxifloxacin",3
"Clarithromycin-Phleomycin","Clarithromycin_Phleomycin",1
"Caffeine-Imipenem","Caffeine_Imipenem",3
"Caffeine-Doxorubicin","Caffeine_Doxorubicin",1
"Caffeine-Mitomycin C","Caffeine_Mitomycin C",2
"Bleomycin-Caffeine","Caffeine_Bleomycin",1
"Caffeine-Cerulenin","Caffeine_Cerulenin",1
"Caffeine-Daptomycin","Caffeine_Daptomycin",1
"Caffeine-Nonactin","Caffeine_Nonactin",1
"Caffeine-Puromycin","Caffeine_Puromycin",1
"Caffeine-Linezolid","Caffeine_Linezolid",1
"Caffeine-Tigecycline","Caffeine_Tigecycline",3
"Caffeine-Reserpine","Caffeine_Reserpine",3
"Caffeine-Meropenem","Caffeine_Meropenem",2
"Caffeine-Colistin","Caffeine_Colistin",1
"Caffeine-CHIR-90","Caffeine_CHIR-90",1
"Caffeine-Triclosan","Caffeine_Triclosan",1
"Caffeine-Gentamicin","Caffeine_Gentamicin",1
"Azithromycin-Caffeine","Caffeine_Azithromycin",2
"Caffeine-Curcumin","Caffeine_Curcumin",2
"Berberine-Caffeine","Caffeine_Berberine",1
"Caffeine-Metformin","Caffeine_Metformin",1
"Caffeine-Phenformin","Caffeine_Phenformin",4
"Caffeine-Streptozotocin","Caffeine_Streptozotocin",2
"Caffeine-Diclofenac","Caffeine_Diclofenac",4
"Acetylsalisylic acid-Caffeine","Caffeine_Acetylsalisylic acid",2
"Caffeine-Ciclopirox","Caffeine_Ciclopirox",2
"Caffeine-Moxifloxacin","Caffeine_Moxifloxacin",1
"Caffeine-Phleomycin","Caffeine_Phleomycin",2
"Piperacillin-Vanillin","Vanillin_Piperacillin",1
"Penicillin G-Vanillin","Vanillin_Penicillin G",1
"Imipenem-Vanillin","Vanillin_Imipenem",3
"Mecillinam-Vanillin","Vanillin_Mecillinam",1
"Aztreonam-Vanillin","Vanillin_Aztreonam",1
"Cephalexin-Vanillin","Vanillin_Cephalexin",3
"A22-Vanillin","Vanillin_A22",1
"Teicoplanin-Vanillin","Vanillin_Teicoplanin",1
"Metronidazole-Vanillin","Vanillin_Metronidazole",3
"Clofazimine-Vanillin","Vanillin_Clofazimine",2
"Doxorubicin-Vanillin","Vanillin_Doxorubicin",1
"Mitomycin C-Vanillin","Vanillin_Mitomycin C",2
"Rifampicin-Vanillin","Vanillin_Rifampicin",2
"Levofloxacin-Vanillin","Vanillin_Levofloxacin",1
"Nitrofurantoin-Vanillin","Vanillin_Nitrofurantoin",1
"Bleomycin-Vanillin","Vanillin_Bleomycin",4
"Chlorhexidine-Vanillin","Vanillin_Chlorhexidine",3
"EGCG-Vanillin","Vanillin_EGCG",2
"Cerulenin-Vanillin","Vanillin_Cerulenin",2
"Nisin-Vanillin","Vanillin_Nisin",3
"Daptomycin-Vanillin","Vanillin_Daptomycin",3
"CCCP-Vanillin","Vanillin_CCCP",1
"Nonactin-Vanillin","Vanillin_Nonactin",2
"Puromycin-Vanillin","Vanillin_Puromycin",1
"Linezolid-Vanillin","Vanillin_Linezolid",2
"Minocycline-Vanillin","Vanillin_Minocycline",3
"Tigecycline-Vanillin","Vanillin_Tigecycline",3
"Tobramycin-Vanillin","Vanillin_Tobramycin",4
"Clarithromycin-Vanillin","Vanillin_Clarithromycin",1
"Caffeine-Vanillin","Vanillin_Caffeine",3
"Reserpine-Vanillin","Vanillin_Reserpine",2
"Theophylline-Vanillin","Vanillin_Theophylline",3
"Loperamide-Vanillin","Vanillin_Loperamide",1
"Vanillin-Verapamil","Vanillin_Verapamil",3
"Meropenem-Vanillin","Vanillin_Meropenem",2
"Colistin-Vanillin","Vanillin_Colistin",2
"CHIR-90-Vanillin","Vanillin_CHIR-90",1
"Triclosan-Vanillin","Vanillin_Triclosan",1
"Gentamicin-Vanillin","Vanillin_Gentamicin",4
"Azithromycin-Vanillin","Vanillin_Azithromycin",1
"Curcumin-Vanillin","Vanillin_Curcumin",2
"Berberine-Vanillin","Vanillin_Berberine",1
"Metformin-Vanillin","Vanillin_Metformin",2
"Phenformin-Vanillin","Vanillin_Phenformin",2
"Streptozotocin-Vanillin","Vanillin_Streptozotocin",2
"Diclofenac-Vanillin","Vanillin_Diclofenac",1
"Acetylsalisylic acid-Vanillin","Vanillin_Acetylsalisylic acid",1
"Ciclopirox-Vanillin","Vanillin_Ciclopirox",2
"Moxifloxacin-Vanillin","Vanillin_Moxifloxacin",1
"Phleomycin-Vanillin","Vanillin_Phleomycin",2
"Imipenem-Reserpine","Reserpine_Imipenem",1
"Doxorubicin-Reserpine","Reserpine_Doxorubicin",1
"Mitomycin C-Reserpine","Reserpine_Mitomycin C",2
"Bleomycin-Reserpine","Reserpine_Bleomycin",1
"Cerulenin-Reserpine","Reserpine_Cerulenin",1
"Daptomycin-Reserpine","Reserpine_Daptomycin",2
"Nonactin-Reserpine","Reserpine_Nonactin",2
"Puromycin-Reserpine","Reserpine_Puromycin",2
"Linezolid-Reserpine","Reserpine_Linezolid",2
"Reserpine-Tigecycline","Reserpine_Tigecycline",1
"Meropenem-Reserpine","Reserpine_Meropenem",4
"Colistin-Reserpine","Reserpine_Colistin",2
"CHIR-90-Reserpine","Reserpine_CHIR-90",2
"Reserpine-Triclosan","Reserpine_Triclosan",1
"Gentamicin-Reserpine","Reserpine_Gentamicin",2
"Azithromycin-Reserpine","Reserpine_Azithromycin",1
"Curcumin-Reserpine","Reserpine_Curcumin",2
"Berberine-Reserpine","Reserpine_Berberine",4
"Metformin-Reserpine","Reserpine_Metformin",3
"Phenformin-Reserpine","Reserpine_Phenformin",2
"Reserpine-Streptozotocin","Reserpine_Streptozotocin",3
"Diclofenac-Reserpine","Reserpine_Diclofenac",1
"Acetylsalisylic acid-Reserpine","Reserpine_Acetylsalisylic acid",1
"Ciclopirox-Reserpine","Reserpine_Ciclopirox",2
"Moxifloxacin-Reserpine","Reserpine_Moxifloxacin",1
"Phleomycin-Reserpine","Reserpine_Phleomycin",2
"Piperacillin-Procaine","Procaine_Piperacillin",2
"Penicillin G-Procaine","Procaine_Penicillin G",1
"Imipenem-Procaine","Procaine_Imipenem",1
"Mecillinam-Procaine","Procaine_Mecillinam",1
"Aztreonam-Procaine","Procaine_Aztreonam",1
"Cephalexin-Procaine","Procaine_Cephalexin",1
"A22-Procaine","Procaine_A22",1
"Procaine-Teicoplanin","Procaine_Teicoplanin",3
"Metronidazole-Procaine","Procaine_Metronidazole",3
"Clofazimine-Procaine","Procaine_Clofazimine",2
"Doxorubicin-Procaine","Procaine_Doxorubicin",1
"Mitomycin C-Procaine","Procaine_Mitomycin C",1
"Procaine-Rifampicin","Procaine_Rifampicin",2
"Levofloxacin-Procaine","Procaine_Levofloxacin",2
"Nitrofurantoin-Procaine","Procaine_Nitrofurantoin",2
"Bleomycin-Procaine","Procaine_Bleomycin",2
"Chlorhexidine-Procaine","Procaine_Chlorhexidine",2
"EGCG-Procaine","Procaine_EGCG",4
"Cerulenin-Procaine","Procaine_Cerulenin",2
"Nisin-Procaine","Procaine_Nisin",4
"Daptomycin-Procaine","Procaine_Daptomycin",3
"CCCP-Procaine","Procaine_CCCP",1
"Nonactin-Procaine","Procaine_Nonactin",3
"Procaine-Puromycin","Procaine_Puromycin",2
"Linezolid-Procaine","Procaine_Linezolid",2
"Minocycline-Procaine","Procaine_Minocycline",3
"Procaine-Tigecycline","Procaine_Tigecycline",4
"Procaine-Tobramycin","Procaine_Tobramycin",1
"Clarithromycin-Procaine","Procaine_Clarithromycin",2
"Caffeine-Procaine","Procaine_Caffeine",1
"Procaine-Vanillin","Procaine_Vanillin",2
"Procaine-Reserpine","Procaine_Reserpine",3
"Procaine-Theophylline","Procaine_Theophylline",3
"Loperamide-Procaine","Procaine_Loperamide",1
"Procaine-Verapamil","Procaine_Verapamil",1
"Meropenem-Procaine","Procaine_Meropenem",1
"Colistin-Procaine","Procaine_Colistin",2
"CHIR-90-Procaine","Procaine_CHIR-90",1
"Procaine-Triclosan","Procaine_Triclosan",4
"Gentamicin-Procaine","Procaine_Gentamicin",1
"Azithromycin-Procaine","Procaine_Azithromycin",2
"Curcumin-Procaine","Procaine_Curcumin",2
"Berberine-Procaine","Procaine_Berberine",2
"Metformin-Procaine","Procaine_Metformin",2
"Phenformin-Procaine","Procaine_Phenformin",4
"Procaine-Streptozotocin","Procaine_Streptozotocin",2
"Diclofenac-Procaine","Procaine_Diclofenac",1
"Acetylsalisylic acid-Procaine","Procaine_Acetylsalisylic acid",4
"Ciclopirox-Procaine","Procaine_Ciclopirox",2
"Moxifloxacin-Procaine","Procaine_Moxifloxacin",2
"Phleomycin-Procaine","Procaine_Phleomycin",2
"Imipenem-Theophylline","Theophylline_Imipenem",3
"Clofazimine-Theophylline","Theophylline_Clofazimine",4
"Doxorubicin-Theophylline","Theophylline_Doxorubicin",3
"Mitomycin C-Theophylline","Theophylline_Mitomycin C",2
"Bleomycin-Theophylline","Theophylline_Bleomycin",1
"Cerulenin-Theophylline","Theophylline_Cerulenin",1
"Daptomycin-Theophylline","Theophylline_Daptomycin",1
"Nonactin-Theophylline","Theophylline_Nonactin",4
"Puromycin-Theophylline","Theophylline_Puromycin",2
"Linezolid-Theophylline","Theophylline_Linezolid",1
"Theophylline-Tigecycline","Theophylline_Tigecycline",3
"Clarithromycin-Theophylline","Theophylline_Clarithromycin",3
"Caffeine-Theophylline","Theophylline_Caffeine",4
"Reserpine-Theophylline","Theophylline_Reserpine",4
"Meropenem-Theophylline","Theophylline_Meropenem",2
"Colistin-Theophylline","Theophylline_Colistin",2
"CHIR-90-Theophylline","Theophylline_CHIR-90",4
"Theophylline-Triclosan","Theophylline_Triclosan",2
"Gentamicin-Theophylline","Theophylline_Gentamicin",2
"Azithromycin-Theophylline","Theophylline_Azithromycin",1
"Curcumin-Theophylline","Theophylline_Curcumin",1
"Berberine-Theophylline","Theophylline_Berberine",1
"Metformin-Theophylline","Theophylline_Metformin",3
"Phenformin-Theophylline","Theophylline_Phenformin",4
"Streptozotocin-Theophylline","Theophylline_Streptozotocin",4
"Diclofenac-Theophylline","Theophylline_Diclofenac",1
"Acetylsalisylic acid-Theophylline","Theophylline_Acetylsalisylic acid",2
"Ciclopirox-Theophylline","Theophylline_Ciclopirox",3
"Moxifloxacin-Theophylline","Theophylline_Moxifloxacin",4
"Phleomycin-Theophylline","Theophylline_Phleomycin",3
"Loperamide-Penicillin G","Loperamide_Penicillin G",2
"Imipenem-Loperamide","Loperamide_Imipenem",2
"Aztreonam-Loperamide","Loperamide_Aztreonam",3
"Loperamide-Teicoplanin","Loperamide_Teicoplanin",2
"Loperamide-Metronidazole","Loperamide_Metronidazole",4
"Clofazimine-Loperamide","Loperamide_Clofazimine",1
"Doxorubicin-Loperamide","Loperamide_Doxorubicin",2
"Loperamide-Mitomycin C","Loperamide_Mitomycin C",4
"Loperamide-Rifampicin","Loperamide_Rifampicin",3
"Bleomycin-Loperamide","Loperamide_Bleomycin",1
"Chlorhexidine-Loperamide","Loperamide_Chlorhexidine",2
"EGCG-Loperamide","Loperamide_EGCG",2
"Cerulenin-Loperamide","Loperamide_Cerulenin",1
"Loperamide-Nisin","Loperamide_Nisin",1
"Daptomycin-Loperamide","Loperamide_Daptomycin",1
"Loperamide-Nonactin","Loperamide_Nonactin",4
"Loperamide-Puromycin","Loperamide_Puromycin",3
"Linezolid-Loperamide","Loperamide_Linezolid",2
"Loperamide-Minocycline","Loperamide_Minocycline",2
"Loperamide-Tigecycline","Loperamide_Tigecycline",3
"Loperamide-Tobramycin","Loperamide_Tobramycin",2
"Clarithromycin-Loperamide","Loperamide_Clarithromycin",1
"Caffeine-Loperamide","Loperamide_Caffeine",4
"Loperamide-Reserpine","Loperamide_Reserpine",1
"Loperamide-Theophylline","Loperamide_Theophylline",1
"Loperamide-Meropenem","Loperamide_Meropenem",2
"Colistin-Loperamide","Loperamide_Colistin",2
"CHIR-90-Loperamide","Loperamide_CHIR-90",4
"Loperamide-Triclosan","Loperamide_Triclosan",2
"Gentamicin-Loperamide","Loperamide_Gentamicin",1
"Azithromycin-Loperamide","Loperamide_Azithromycin",1
"Curcumin-Loperamide","Loperamide_Curcumin",1
"Berberine-Loperamide","Loperamide_Berberine",1
"Loperamide-Metformin","Loperamide_Metformin",1
"Loperamide-Phenformin","Loperamide_Phenformin",2
"Loperamide-Streptozotocin","Loperamide_Streptozotocin",4
"Diclofenac-Loperamide","Loperamide_Diclofenac",1
"Acetylsalisylic acid-Loperamide","Loperamide_Acetylsalisylic acid",4
"Ciclopirox-Loperamide","Loperamide_Ciclopirox",2
"Loperamide-Moxifloxacin","Loperamide_Moxifloxacin",4
"Loperamide-Phleomycin","Loperamide_Phleomycin",3
"Piperacillin-Verapamil","Verapamil_Piperacillin",2
"Penicillin G-Verapamil","Verapamil_Penicillin G",2
"Imipenem-Verapamil","Verapamil_Imipenem",2
"Mecillinam-Verapamil","Verapamil_Mecillinam",2
"Aztreonam-Verapamil","Verapamil_Aztreonam",2
"Cephalexin-Verapamil","Verapamil_Cephalexin",1
"A22-Verapamil","Verapamil_A22",2
"Teicoplanin-Verapamil","Verapamil_Teicoplanin",2
"Metronidazole-Verapamil","Verapamil_Metronidazole",2
"Clofazimine-Verapamil","Verapamil_Clofazimine",3
"Doxorubicin-Verapamil","Verapamil_Doxorubicin",3
"Mitomycin C-Verapamil","Verapamil_Mitomycin C",2
"Rifampicin-Verapamil","Verapamil_Rifampicin",2
"Levofloxacin-Verapamil","Verapamil_Levofloxacin",2
"Nitrofurantoin-Verapamil","Verapamil_Nitrofurantoin",1
"Bleomycin-Verapamil","Verapamil_Bleomycin",2
"Chlorhexidine-Verapamil","Verapamil_Chlorhexidine",2
"EGCG-Verapamil","Verapamil_EGCG",2
"Cerulenin-Verapamil","Verapamil_Cerulenin",3
"Nisin-Verapamil","Verapamil_Nisin",3
"Daptomycin-Verapamil","Verapamil_Daptomycin",3
"CCCP-Verapamil","Verapamil_CCCP",2
"Nonactin-Verapamil","Verapamil_Nonactin",4
"Puromycin-Verapamil","Verapamil_Puromycin",2
"Linezolid-Verapamil","Verapamil_Linezolid",1
"Minocycline-Verapamil","Verapamil_Minocycline",2
"Tigecycline-Verapamil","Verapamil_Tigecycline",3
"Tobramycin-Verapamil","Verapamil_Tobramycin",2
"Clarithromycin-Verapamil","Verapamil_Clarithromycin",3
"Caffeine-Verapamil","Verapamil_Caffeine",1
"Reserpine-Verapamil","Verapamil_Reserpine",3
"Theophylline-Verapamil","Verapamil_Theophylline",3
"Loperamide-Verapamil","Verapamil_Loperamide",2
"Meropenem-Verapamil","Verapamil_Meropenem",2
"Colistin-Verapamil","Verapamil_Colistin",2
"CHIR-90-Verapamil","Verapamil_CHIR-90",2
"Triclosan-Verapamil","Verapamil_Triclosan",4
"Gentamicin-Verapamil","Verapamil_Gentamicin",4
"Azithromycin-Verapamil","Verapamil_Azithromycin",1
"Curcumin-Verapamil","Verapamil_Curcumin",1
"Berberine-Verapamil","Verapamil_Berberine",1
"Metformin-Verapamil","Verapamil_Metformin",1
"Phenformin-Verapamil","Verapamil_Phenformin",2
"Streptozotocin-Verapamil","Verapamil_Streptozotocin",4
"Diclofenac-Verapamil","Verapamil_Diclofenac",3
"Acetylsalisylic acid-Verapamil","Verapamil_Acetylsalisylic acid",4
"Ciclopirox-Verapamil","Verapamil_Ciclopirox",2
"Moxifloxacin-Verapamil","Verapamil_Moxifloxacin",2
"Phleomycin-Verapamil","Verapamil_Phleomycin",3
