drug_pair,Drug1,Drug2,clusters
Moxifloxacin_Vanillin,Moxifloxacin,Vanillin,2
Moxifloxacin_Verapamil,Moxifloxacin,Verapamil,5
Nisin_Nitrofurantoin,Nisin,Nitrofurantoin,11
Nisin_Nonactin,Nisin,Nonactin,6
Nisin_Novobiocin,Nisin,Novobiocin,3
Nisin_Oxacillin,Nisin,Oxacillin,5
Nisin_Paraquat,Nisin,Paraquat,5
Nisin_Penicillin G,Nisin,Penicillin G,8
Nisin_Phenformin,Nisin,Phenformin,3
Nisin_Phleomycin,Nisin,Phleomycin,9
Nisin_Piperacillin,Nisin,Piperacillin,4
Nisin_Polymyxin B,Nisin,Polymyxin B,6
Nisin_Procaine,Nisin,Procaine,7
Nisin_Puromycin,Nisin,Puromycin,4
Nisin_Reserpine,Nisin,Reserpine,9
Nisin_Rifampicin,Nisin,Rifampicin,5
Nisin_Spectinomycin,Nisin,Spectinomycin,9
Nisin_Spiramycin,Nisin,Spiramycin,4
Nisin_Streptozotocin,Nisin,Streptozotocin,7
Nisin_Sulfamonomethoxine,Nisin,Sulfamonomethoxine,4
Nisin_Teicoplanin,Nisin,Teicoplanin,4
Nisin_Theophylline,Nisin,Theophylline,12
Nisin_Tigecycline,Nisin,Tigecycline,5
Nisin_Tobramycin,Nisin,Tobramycin,4
Nisin_Triclosan,Nisin,Triclosan,10
Nisin_Trimethoprim,Nisin,Trimethoprim,4
Nisin_Vanillin,Nisin,Vanillin,8
Nisin_Verapamil,Nisin,Verapamil,4
Nitrofurantoin_Nonactin,Nitrofurantoin,Nonactin,9
Nitrofurantoin_Novobiocin,Nitrofurantoin,Novobiocin,2
Nitrofurantoin_Oxacillin,Nitrofurantoin,Oxacillin,6
Nitrofurantoin_Paraquat,Nitrofurantoin,Paraquat,3
Nitrofurantoin_Penicillin G,Nitrofurantoin,Penicillin G,8
Nitrofurantoin_Phenformin,Nitrofurantoin,Phenformin,3
Nitrofurantoin_Phleomycin,Nitrofurantoin,Phleomycin,13
Nitrofurantoin_Piperacillin,Nitrofurantoin,Piperacillin,4
Nitrofurantoin_Polymyxin B,Nitrofurantoin,Polymyxin B,10
Nitrofurantoin_Procaine,Nitrofurantoin,Procaine,8
Nitrofurantoin_Puromycin,Nitrofurantoin,Puromycin,9
Nitrofurantoin_Reserpine,Nitrofurantoin,Reserpine,6
Nitrofurantoin_Rifampicin,Nitrofurantoin,Rifampicin,9
Nitrofurantoin_Spectinomycin,Nitrofurantoin,Spectinomycin,13
Nitrofurantoin_Spiramycin,Nitrofurantoin,Spiramycin,8
Nitrofurantoin_Streptozotocin,Nitrofurantoin,Streptozotocin,13
Nitrofurantoin_Sulfamonomethoxine,Nitrofurantoin,Sulfamonomethoxine,5
Nitrofurantoin_Teicoplanin,Nitrofurantoin,Teicoplanin,5
Nitrofurantoin_Theophylline,Nitrofurantoin,Theophylline,4
Nitrofurantoin_Tigecycline,Nitrofurantoin,Tigecycline,8
Nitrofurantoin_Tobramycin,Nitrofurantoin,Tobramycin,13
Nitrofurantoin_Triclosan,Nitrofurantoin,Triclosan,10
Nitrofurantoin_Trimethoprim,Nitrofurantoin,Trimethoprim,11
Nitrofurantoin_Vanillin,Nitrofurantoin,Vanillin,6
Nitrofurantoin_Verapamil,Nitrofurantoin,Verapamil,2
Nonactin_Novobiocin,Nonactin,Novobiocin,8
Nonactin_Oxacillin,Nonactin,Oxacillin,1
Nonactin_Paraquat,Nonactin,Paraquat,3
Nonactin_Penicillin G,Nonactin,Penicillin G,1
Nonactin_Phenformin,Nonactin,Phenformin,10
Nonactin_Phleomycin,Nonactin,Phleomycin,7
Nonactin_Piperacillin,Nonactin,Piperacillin,9
Nonactin_Polymyxin B,Nonactin,Polymyxin B,9
Nonactin_Procaine,Nonactin,Procaine,4
Nonactin_Puromycin,Nonactin,Puromycin,6
Nonactin_Reserpine,Nonactin,Reserpine,3
Nonactin_Rifampicin,Nonactin,Rifampicin,6
Nonactin_Spectinomycin,Nonactin,Spectinomycin,10
Nonactin_Spiramycin,Nonactin,Spiramycin,10
Nonactin_Streptozotocin,Nonactin,Streptozotocin,4
Nonactin_Sulfamonomethoxine,Nonactin,Sulfamonomethoxine,9
Nonactin_Teicoplanin,Nonactin,Teicoplanin,6
Nonactin_Theophylline,Nonactin,Theophylline,10
Nonactin_Tigecycline,Nonactin,Tigecycline,11
Nonactin_Tobramycin,Nonactin,Tobramycin,6
Nonactin_Triclosan,Nonactin,Triclosan,5
Nonactin_Trimethoprim,Nonactin,Trimethoprim,3
Nonactin_Vanillin,Nonactin,Vanillin,4
Nonactin_Verapamil,Nonactin,Verapamil,12
Novobiocin_Oxacillin,Novobiocin,Oxacillin,10
Novobiocin_Paraquat,Novobiocin,Paraquat,2
Novobiocin_Penicillin G,Novobiocin,Penicillin G,5
Novobiocin_Phenformin,Novobiocin,Phenformin,3
Novobiocin_Phleomycin,Novobiocin,Phleomycin,4
Novobiocin_Piperacillin,Novobiocin,Piperacillin,3
Novobiocin_Polymyxin B,Novobiocin,Polymyxin B,13
Novobiocin_Procaine,Novobiocin,Procaine,2
Novobiocin_Puromycin,Novobiocin,Puromycin,8
Novobiocin_Reserpine,Novobiocin,Reserpine,2
Novobiocin_Rifampicin,Novobiocin,Rifampicin,10
Novobiocin_Spectinomycin,Novobiocin,Spectinomycin,2
Novobiocin_Spiramycin,Novobiocin,Spiramycin,5
Novobiocin_Streptozotocin,Novobiocin,Streptozotocin,5
Novobiocin_Sulfamonomethoxine,Novobiocin,Sulfamonomethoxine,8
Novobiocin_Teicoplanin,Novobiocin,Teicoplanin,3
Novobiocin_Theophylline,Novobiocin,Theophylline,11
Novobiocin_Tigecycline,Novobiocin,Tigecycline,3
Novobiocin_Tobramycin,Novobiocin,Tobramycin,3
Novobiocin_Triclosan,Novobiocin,Triclosan,6
Novobiocin_Trimethoprim,Novobiocin,Trimethoprim,12
Novobiocin_Vanillin,Novobiocin,Vanillin,2
Novobiocin_Verapamil,Novobiocin,Verapamil,3
Oxacillin_Paraquat,Oxacillin,Paraquat,11
Oxacillin_Penicillin G,Oxacillin,Penicillin G,13
Oxacillin_Phenformin,Oxacillin,Phenformin,3
Oxacillin_Phleomycin,Oxacillin,Phleomycin,2
Oxacillin_Piperacillin,Oxacillin,Piperacillin,4
Oxacillin_Polymyxin B,Oxacillin,Polymyxin B,12
Oxacillin_Procaine,Oxacillin,Procaine,1
Oxacillin_Puromycin,Oxacillin,Puromycin,4
Oxacillin_Reserpine,Oxacillin,Reserpine,1
Oxacillin_Rifampicin,Oxacillin,Rifampicin,10
Oxacillin_Spectinomycin,Oxacillin,Spectinomycin,6
Oxacillin_Spiramycin,Oxacillin,Spiramycin,8
Oxacillin_Streptozotocin,Oxacillin,Streptozotocin,7
Oxacillin_Sulfamonomethoxine,Oxacillin,Sulfamonomethoxine,3
Oxacillin_Teicoplanin,Oxacillin,Teicoplanin,10
Oxacillin_Theophylline,Oxacillin,Theophylline,5
Oxacillin_Tigecycline,Oxacillin,Tigecycline,5
Oxacillin_Tobramycin,Oxacillin,Tobramycin,6
Oxacillin_Triclosan,Oxacillin,Triclosan,11
Oxacillin_Trimethoprim,Oxacillin,Trimethoprim,4
Oxacillin_Vanillin,Oxacillin,Vanillin,8
Oxacillin_Verapamil,Oxacillin,Verapamil,5
Paraquat_Penicillin G,Paraquat,Penicillin G,5
Paraquat_Phenformin,Paraquat,Phenformin,3
Paraquat_Phleomycin,Paraquat,Phleomycin,2
Paraquat_Piperacillin,Paraquat,Piperacillin,2
Paraquat_Polymyxin B,Paraquat,Polymyxin B,5
Paraquat_Procaine,Paraquat,Procaine,5
Paraquat_Puromycin,Paraquat,Puromycin,2
Paraquat_Reserpine,Paraquat,Reserpine,4
Paraquat_Rifampicin,Paraquat,Rifampicin,5
Paraquat_Spectinomycin,Paraquat,Spectinomycin,7
Paraquat_Spiramycin,Paraquat,Spiramycin,5
Paraquat_Streptozotocin,Paraquat,Streptozotocin,13
Paraquat_Sulfamonomethoxine,Paraquat,Sulfamonomethoxine,3
Paraquat_Teicoplanin,Paraquat,Teicoplanin,5
Paraquat_Theophylline,Paraquat,Theophylline,3
Paraquat_Tigecycline,Paraquat,Tigecycline,3
Paraquat_Tobramycin,Paraquat,Tobramycin,3
Paraquat_Triclosan,Paraquat,Triclosan,4
Paraquat_Trimethoprim,Paraquat,Trimethoprim,8
Paraquat_Vanillin,Paraquat,Vanillin,5
Paraquat_Verapamil,Paraquat,Verapamil,5
Penicillin G_Phenformin,Penicillin G,Phenformin,10
Penicillin G_Phleomycin,Penicillin G,Phleomycin,4
Penicillin G_Piperacillin,Penicillin G,Piperacillin,5
Penicillin G_Polymyxin B,Penicillin G,Polymyxin B,8
Penicillin G_Procaine,Penicillin G,Procaine,1
Penicillin G_Puromycin,Penicillin G,Puromycin,1
Penicillin G_Reserpine,Penicillin G,Reserpine,6
Penicillin G_Rifampicin,Penicillin G,Rifampicin,8
Penicillin G_Spectinomycin,Penicillin G,Spectinomycin,1
Penicillin G_Spiramycin,Penicillin G,Spiramycin,6
Penicillin G_Streptozotocin,Penicillin G,Streptozotocin,10
Penicillin G_Sulfamonomethoxine,Penicillin G,Sulfamonomethoxine,10
Penicillin G_Teicoplanin,Penicillin G,Teicoplanin,8
Penicillin G_Theophylline,Penicillin G,Theophylline,4
Penicillin G_Tigecycline,Penicillin G,Tigecycline,8
Penicillin G_Tobramycin,Penicillin G,Tobramycin,7
Penicillin G_Triclosan,Penicillin G,Triclosan,3
Penicillin G_Trimethoprim,Penicillin G,Trimethoprim,5
Penicillin G_Vanillin,Penicillin G,Vanillin,1
Penicillin G_Verapamil,Penicillin G,Verapamil,7
Phenformin_Piperacillin,Phenformin,Piperacillin,10
Phenformin_Polymyxin B,Phenformin,Polymyxin B,10
Phenformin_Procaine,Phenformin,Procaine,6
Phenformin_Puromycin,Phenformin,Puromycin,6
Phenformin_Reserpine,Phenformin,Reserpine,4
Phenformin_Rifampicin,Phenformin,Rifampicin,3
Phenformin_Spectinomycin,Phenformin,Spectinomycin,3
Phenformin_Spiramycin,Phenformin,Spiramycin,10
Phenformin_Sulfamonomethoxine,Phenformin,Sulfamonomethoxine,3
Phenformin_Teicoplanin,Phenformin,Teicoplanin,11
Phenformin_Theophylline,Phenformin,Theophylline,10
Phenformin_Tigecycline,Phenformin,Tigecycline,10
Phenformin_Tobramycin,Phenformin,Tobramycin,3
Phenformin_Trimethoprim,Phenformin,Trimethoprim,3
Phenformin_Vanillin,Phenformin,Vanillin,3
Phenformin_Verapamil,Phenformin,Verapamil,11
Phleomycin_Piperacillin,Phleomycin,Piperacillin,12
Phleomycin_Polymyxin B,Phleomycin,Polymyxin B,2
Phleomycin_Procaine,Phleomycin,Procaine,13
Phleomycin_Puromycin,Phleomycin,Puromycin,3
Phleomycin_Reserpine,Phleomycin,Reserpine,3
Phleomycin_Rifampicin,Phleomycin,Rifampicin,2
Phleomycin_Spectinomycin,Phleomycin,Spectinomycin,2
Phleomycin_Spiramycin,Phleomycin,Spiramycin,4
Phleomycin_Sulfamonomethoxine,Phleomycin,Sulfamonomethoxine,3
Phleomycin_Teicoplanin,Phleomycin,Teicoplanin,4
Phleomycin_Theophylline,Phleomycin,Theophylline,4
Phleomycin_Tigecycline,Phleomycin,Tigecycline,4
Phleomycin_Tobramycin,Phleomycin,Tobramycin,5
Phleomycin_Trimethoprim,Phleomycin,Trimethoprim,4
Phleomycin_Vanillin,Phleomycin,Vanillin,13
Phleomycin_Verapamil,Phleomycin,Verapamil,4
Piperacillin_Polymyxin B,Piperacillin,Polymyxin B,4
Piperacillin_Procaine,Piperacillin,Procaine,13
Piperacillin_Puromycin,Piperacillin,Puromycin,4
Piperacillin_Reserpine,Piperacillin,Reserpine,6
Piperacillin_Rifampicin,Piperacillin,Rifampicin,4
Piperacillin_Spectinomycin,Piperacillin,Spectinomycin,6
Piperacillin_Spiramycin,Piperacillin,Spiramycin,4
Piperacillin_Streptozotocin,Piperacillin,Streptozotocin,3
Piperacillin_Sulfamonomethoxine,Piperacillin,Sulfamonomethoxine,4
Piperacillin_Teicoplanin,Piperacillin,Teicoplanin,8
Piperacillin_Theophylline,Piperacillin,Theophylline,4
Piperacillin_Tigecycline,Piperacillin,Tigecycline,4
Piperacillin_Tobramycin,Piperacillin,Tobramycin,13
Piperacillin_Triclosan,Piperacillin,Triclosan,3
Piperacillin_Trimethoprim,Piperacillin,Trimethoprim,2
Piperacillin_Vanillin,Piperacillin,Vanillin,9
Piperacillin_Verapamil,Piperacillin,Verapamil,3
Polymyxin B_Procaine,Polymyxin B,Procaine,9
Polymyxin B_Puromycin,Polymyxin B,Puromycin,4
Polymyxin B_Reserpine,Polymyxin B,Reserpine,6
Polymyxin B_Rifampicin,Polymyxin B,Rifampicin,13
Polymyxin B_Spectinomycin,Polymyxin B,Spectinomycin,8
Polymyxin B_Spiramycin,Polymyxin B,Spiramycin,5
Polymyxin B_Streptozotocin,Polymyxin B,Streptozotocin,5
Polymyxin B_Sulfamonomethoxine,Polymyxin B,Sulfamonomethoxine,4
Polymyxin B_Teicoplanin,Polymyxin B,Teicoplanin,4
Polymyxin B_Theophylline,Polymyxin B,Theophylline,4
Polymyxin B_Tigecycline,Polymyxin B,Tigecycline,7
Polymyxin B_Tobramycin,Polymyxin B,Tobramycin,2
Polymyxin B_Triclosan,Polymyxin B,Triclosan,13
Polymyxin B_Trimethoprim,Polymyxin B,Trimethoprim,9
Polymyxin B_Vanillin,Polymyxin B,Vanillin,6
Polymyxin B_Verapamil,Polymyxin B,Verapamil,13
Procaine_Puromycin,Procaine,Puromycin,13
Procaine_Reserpine,Procaine,Reserpine,4
Procaine_Rifampicin,Procaine,Rifampicin,13
Procaine_Spectinomycin,Procaine,Spectinomycin,2
Procaine_Spiramycin,Procaine,Spiramycin,5
Procaine_Streptozotocin,Procaine,Streptozotocin,11
Procaine_Sulfamonomethoxine,Procaine,Sulfamonomethoxine,2
Procaine_Teicoplanin,Procaine,Teicoplanin,8
Procaine_Theophylline,Procaine,Theophylline,4
Procaine_Tigecycline,Procaine,Tigecycline,7
Procaine_Tobramycin,Procaine,Tobramycin,2
Procaine_Triclosan,Procaine,Triclosan,7
Procaine_Trimethoprim,Procaine,Trimethoprim,2
Procaine_Vanillin,Procaine,Vanillin,3
Procaine_Verapamil,Procaine,Verapamil,2
Puromycin_Reserpine,Puromycin,Reserpine,3
Puromycin_Rifampicin,Puromycin,Rifampicin,2
Puromycin_Spectinomycin,Puromycin,Spectinomycin,9
Puromycin_Spiramycin,Puromycin,Spiramycin,6
Puromycin_Streptozotocin,Puromycin,Streptozotocin,5
Puromycin_Sulfamonomethoxine,Puromycin,Sulfamonomethoxine,9
Puromycin_Teicoplanin,Puromycin,Teicoplanin,8
Puromycin_Theophylline,Puromycin,Theophylline,5
Puromycin_Tigecycline,Puromycin,Tigecycline,5
Puromycin_Tobramycin,Puromycin,Tobramycin,4
Puromycin_Triclosan,Puromycin,Triclosan,3
Puromycin_Trimethoprim,Puromycin,Trimethoprim,2
Puromycin_Vanillin,Puromycin,Vanillin,2
Puromycin_Verapamil,Puromycin,Verapamil,3
Reserpine_Rifampicin,Reserpine,Rifampicin,5
Reserpine_Spectinomycin,Reserpine,Spectinomycin,4
Reserpine_Spiramycin,Reserpine,Spiramycin,4
Reserpine_Streptozotocin,Reserpine,Streptozotocin,8
Reserpine_Sulfamonomethoxine,Reserpine,Sulfamonomethoxine,4
Reserpine_Teicoplanin,Reserpine,Teicoplanin,3
Reserpine_Theophylline,Reserpine,Theophylline,10
Reserpine_Tigecycline,Reserpine,Tigecycline,6
Reserpine_Tobramycin,Reserpine,Tobramycin,4
Reserpine_Triclosan,Reserpine,Triclosan,6
Reserpine_Trimethoprim,Reserpine,Trimethoprim,11
Reserpine_Vanillin,Reserpine,Vanillin,3
Reserpine_Verapamil,Reserpine,Verapamil,8
Rifampicin_Spectinomycin,Rifampicin,Spectinomycin,5
Rifampicin_Spiramycin,Rifampicin,Spiramycin,8
Rifampicin_Streptozotocin,Rifampicin,Streptozotocin,13
Rifampicin_Sulfamonomethoxine,Rifampicin,Sulfamonomethoxine,5
Rifampicin_Teicoplanin,Rifampicin,Teicoplanin,12
Rifampicin_Theophylline,Rifampicin,Theophylline,5
Rifampicin_Tigecycline,Rifampicin,Tigecycline,5
Rifampicin_Tobramycin,Rifampicin,Tobramycin,2
Rifampicin_Triclosan,Rifampicin,Triclosan,9
Rifampicin_Trimethoprim,Rifampicin,Trimethoprim,8
Rifampicin_Vanillin,Rifampicin,Vanillin,11
Rifampicin_Verapamil,Rifampicin,Verapamil,5
Spectinomycin_Spiramycin,Spectinomycin,Spiramycin,1
Spectinomycin_Streptozotocin,Spectinomycin,Streptozotocin,8
Spectinomycin_Sulfamonomethoxine,Spectinomycin,Sulfamonomethoxine,3
Spectinomycin_Teicoplanin,Spectinomycin,Teicoplanin,9
Spectinomycin_Theophylline,Spectinomycin,Theophylline,4
Spectinomycin_Tigecycline,Spectinomycin,Tigecycline,6
Spectinomycin_Tobramycin,Spectinomycin,Tobramycin,6
Spectinomycin_Triclosan,Spectinomycin,Triclosan,4
Spectinomycin_Trimethoprim,Spectinomycin,Trimethoprim,1
Spectinomycin_Vanillin,Spectinomycin,Vanillin,13
Spectinomycin_Verapamil,Spectinomycin,Verapamil,4
Spiramycin_Streptozotocin,Spiramycin,Streptozotocin,8
Spiramycin_Sulfamonomethoxine,Spiramycin,Sulfamonomethoxine,5
Spiramycin_Teicoplanin,Spiramycin,Teicoplanin,3
Spiramycin_Theophylline,Spiramycin,Theophylline,4
Spiramycin_Tigecycline,Spiramycin,Tigecycline,8
Spiramycin_Tobramycin,Spiramycin,Tobramycin,7
Spiramycin_Triclosan,Spiramycin,Triclosan,3
Spiramycin_Trimethoprim,Spiramycin,Trimethoprim,3
Spiramycin_Vanillin,Spiramycin,Vanillin,4
Spiramycin_Verapamil,Spiramycin,Verapamil,4
Streptozotocin_Sulfamonomethoxine,Streptozotocin,Sulfamonomethoxine,11
Streptozotocin_Teicoplanin,Streptozotocin,Teicoplanin,1
Streptozotocin_Theophylline,Streptozotocin,Theophylline,7
Streptozotocin_Tigecycline,Streptozotocin,Tigecycline,7
Streptozotocin_Tobramycin,Streptozotocin,Tobramycin,3
Streptozotocin_Trimethoprim,Streptozotocin,Trimethoprim,3
Streptozotocin_Vanillin,Streptozotocin,Vanillin,11
Streptozotocin_Verapamil,Streptozotocin,Verapamil,12
Sulfamonomethoxine_Teicoplanin,Sulfamonomethoxine,Teicoplanin,11
Sulfamonomethoxine_Theophylline,Sulfamonomethoxine,Theophylline,5
Sulfamonomethoxine_Tigecycline,Sulfamonomethoxine,Tigecycline,7
Sulfamonomethoxine_Tobramycin,Sulfamonomethoxine,Tobramycin,3
Sulfamonomethoxine_Triclosan,Sulfamonomethoxine,Triclosan,3
Sulfamonomethoxine_Trimethoprim,Sulfamonomethoxine,Trimethoprim,13
Sulfamonomethoxine_Vanillin,Sulfamonomethoxine,Vanillin,8
Sulfamonomethoxine_Verapamil,Sulfamonomethoxine,Verapamil,7
Teicoplanin_Theophylline,Teicoplanin,Theophylline,5
Teicoplanin_Tigecycline,Teicoplanin,Tigecycline,12
Teicoplanin_Tobramycin,Teicoplanin,Tobramycin,11
Teicoplanin_Triclosan,Teicoplanin,Triclosan,10
Teicoplanin_Trimethoprim,Teicoplanin,Trimethoprim,10
Teicoplanin_Vanillin,Teicoplanin,Vanillin,1
Teicoplanin_Verapamil,Teicoplanin,Verapamil,5
Theophylline_Tigecycline,Theophylline,Tigecycline,4
Theophylline_Tobramycin,Theophylline,Tobramycin,10
Theophylline_Triclosan,Theophylline,Triclosan,3
Theophylline_Trimethoprim,Theophylline,Trimethoprim,3
Theophylline_Vanillin,Theophylline,Vanillin,4
Theophylline_Verapamil,Theophylline,Verapamil,4
Tigecycline_Tobramycin,Tigecycline,Tobramycin,2
Tigecycline_Triclosan,Tigecycline,Triclosan,7
Tigecycline_Trimethoprim,Tigecycline,Trimethoprim,4
Tigecycline_Vanillin,Tigecycline,Vanillin,8
Tigecycline_Verapamil,Tigecycline,Verapamil,8
Tobramycin_Triclosan,Tobramycin,Triclosan,3
Tobramycin_Trimethoprim,Tobramycin,Trimethoprim,6
Tobramycin_Vanillin,Tobramycin,Vanillin,7
Tobramycin_Verapamil,Tobramycin,Verapamil,3
Triclosan_Trimethoprim,Triclosan,Trimethoprim,8
Triclosan_Vanillin,Triclosan,Vanillin,6
Triclosan_Verapamil,Triclosan,Verapamil,7
Trimethoprim_Vanillin,Trimethoprim,Vanillin,8
Trimethoprim_Verapamil,Trimethoprim,Verapamil,3
Vanillin_Verapamil,Vanillin,Verapamil,8
