"compound","cal","cne","sce","spo"
"deracoxib_CF",101.62,101.92,102.37,102.91
"deracoxib_Cyp",100.35,100.43,98.04,101.62
"deracoxib_DMSO",101.22,95.45,99,100.41
"deracoxib_FL",96.41,104.95,99.66,99.65
"deracoxib_TB",105.21,101.74,99.94,98.73
"derrubone_AmpB",101.04,101.77,103.59,105.28
"derrubone_Ben",101.99,102.47,51.18,102.5
"derrubone_CF",100.76,103.95,100.73,102.66
"derrubone_Cyp",103.77,95.02,100.87,104.09
"derrubone_DMSO",98.2,98.33,101.82,103.62
"derrubone_FL",105.75,106.16,104.25,101
"derrubone_TB",103.23,102.38,100.03,102.37
"derrusnin_AmpB",93.09,93.6,99.81,97.79
"derrusnin_Ben",95.47,100.86,98.93,96.8
"derrusnin_CF",90.55,95.86,103.16,96.77
"derrusnin_Cyp",99.15,103.83,93.59,99.67
"derrusnin_DMSO",96.56,96.5,97.12,100.7
"derrusnin_FL",101.3,88.29,99.9,101.89
"derrusnin_TB",95.48,96.77,97.31,101.2
"derrustone_AmpB",99.58,98.37,102.1,-0.78
"derrustone_Ben",98.93,117.06,100.82,103.03
"derrustone_CF",101.23,102.67,99.04,98.73
"derrustone_Cyp",99.45,110.03,109.3,100.78
"derrustone_DMSO",99.46,103.15,105.96,102.27
"derrustone_FL",103.26,79.57,105.94,100.92
"derrustone_TB",100.18,73.91,95.65,101.44
"desipramine hydrochloride_AmpB",101.193333333333,102.716666666667,101.4,100.71
"desipramine hydrochloride_Ben",100.446666666667,100.753333333333,100.01,100.27
"desipramine hydrochloride_CF",96.8066666666667,101.326666666667,102.44,100.53
"desipramine hydrochloride_Cyp",101.146666666667,94.17,99.95,100.1
"desipramine hydrochloride_DMSO",99.8066666666667,99.1533333333333,101.96,99.96
"desipramine hydrochloride_FL",100.513333333333,100.633333333333,101.46,98.12
"desipramine hydrochloride_TB",101.026666666667,98.6333333333333,102.52,99.43
"dexamethasone acetate_AmpB",104.555,99.215,92.5,100.36
"dexamethasone acetate_Ben",103.19,99.835,98.43,99.9
"dexamethasone acetate_CF",102.265,102.19,96.99,100.64
"dexamethasone acetate_Cyp",101.29,94.845,94.17,100.74
"dexamethasone acetate_DMSO",101.415,103.015,99.89,100.09
"dexamethasone acetate_FL",96.83,97.6,95.24,97.31
"dexamethasone acetate_TB",102.595,99.59,95.71,102.93
"dexamethasone sodium phosphate_AmpB",98.88,96.08,98.4,100.12
"dexamethasone sodium phosphate_Ben",98.87,103.5,110.27,101.1
"dexamethasone sodium phosphate_CF",99.61,99.25,101.96,99.45
"dexamethasone sodium phosphate_Cyp",96.53,80.41,103.6,94.09
"dexamethasone sodium phosphate_DMSO",100.98,101.43,101.31,91.72
"dexamethasone sodium phosphate_FL",27.82,81,98.45,94.42
"dexamethasone sodium phosphate_TB",94.17,98.69,100.42,100.49
"dexamethasone_AmpB",103.17,106.06,101.73,102.61
"dexamethasone_Ben",97.88,65.24,101.66,102.27
"dexamethasone_CF",101.56,102.22,98.13,102.79
"dexamethasone_Cyp",99.14,107.03,103.48,102.83
"dexamethasone_DMSO",98.92,102.43,102.87,103.01
"dexamethasone_FL",106.5,109.96,104.83,96.85
"dexamethasone_TB",98.1,97.82,103.48,107.23
"dextromethorphan hydrobromide monohydrate_AmpB",99.295,101.09,102.3,100.44
"dextromethorphan hydrobromide monohydrate_Ben",99.635,118.075,95.28,97.27
"dextromethorphan hydrobromide monohydrate_CF",100.715,97.94,96.93,97.68
"dextromethorphan hydrobromide monohydrate_Cyp",98.54,100.91,99.45,99.55
"dextromethorphan hydrobromide monohydrate_DMSO",98.225,98.765,100.75,99.76
"dextromethorphan hydrobromide monohydrate_FL",97.075,103.185,103.11,99.54
"dextromethorphan hydrobromide monohydrate_TB",99.985,101.545,100.23,102.29
"diacetylkorseveriline_AmpB",98.6,102.34,100.57,99.83
"diacetylkorseveriline_Ben",99.38,97.62,101.56,100.26
"diacetylkorseveriline_CF",100.85,99.47,99.55,99.35
"diacetylkorseveriline_Cyp",100.01,102.94,99.65,100.93
"diacetylkorseveriline_DMSO",100.7,100.59,99.97,100.4
"diacetylkorseveriline_FL",95.61,115.44,100.24,101.23
"diacetylkorseveriline_TB",97.56,89.64,95.53,104.05
"diacylglycerol kinase inhibitor i_AmpB",14.48,88.99,109.08,100.79
"diacylglycerol kinase inhibitor i_Ben",96.81,82.1,99.64,98.24
"diacylglycerol kinase inhibitor i_CF",6.03,68.1,88.79,97.13
"diacylglycerol kinase inhibitor i_Cyp",97.33,90.37,101.18,97.84
"diacylglycerol kinase inhibitor i_DMSO",98.26,98.55,101.19,100.34
"diacylglycerol kinase inhibitor i_FL",115.94,102.38,104.4,96.9
"diacylglycerol kinase inhibitor i_TB",89.33,96.25,102.31,101.19
"diacylglycerol kinase inhibitor ii_AmpB",9.34,0.97,101.77,96.58
"diacylglycerol kinase inhibitor ii_Ben",101.28,117.19,101.29,99.17
"diacylglycerol kinase inhibitor ii_CF",0.24,92.63,15.17,97.78
"diacylglycerol kinase inhibitor ii_Cyp",100.79,106.82,95.8,96.84
"diacylglycerol kinase inhibitor ii_DMSO",104.69,103.53,97.27,97.98
"diacylglycerol kinase inhibitor ii_FL",108.31,106.28,93.32,98.39
"diacylglycerol kinase inhibitor ii_TB",103.43,103.53,95.81,98.66
"diallyl sulfide_AmpB",99.26,111.73,83.82,95.24
"diallyl sulfide_Ben",98.73,101.83,102.81,99.1
"diallyl sulfide_CF",98.84,99.29,-1.63,11.75
"diallyl sulfide_Cyp",98.38,90.53,93.78,99.53
"diallyl sulfide_DMSO",99.33,99.27,100.84,93.3
"diallyl sulfide_FL",101.47,83.95,100.44,101.3
"diallyl sulfide_TB",98.39,98.9,96.46,96.48
"diazoxide_AmpB",99.58,104.096666666667,104.08,100
"diazoxide_Ben",102.863333333333,97.6133333333333,99.36,100.81
"diazoxide_CF",100.216666666667,102.86,102.77,100.15
"diazoxide_Cyp",99.5833333333333,88.32,110.12,100.11
"diazoxide_DMSO",98.1433333333333,108.453333333333,100.71,100.4
"diazoxide_FL",96.83,95.2566666666667,99.61,101.07
"diazoxide_TB",97.4866666666667,104.113333333333,92.73,100.74
"dibenzothiophene_AmpB",102.91,102.39,99.35,97.33
"dibenzothiophene_Ben",102.75,84.96,81.23,92.66
"dibenzothiophene_CF",104.94,101.32,103.91,72.65
"dibenzothiophene_Cyp",97.41,101.9,104.84,49.82
"dibenzothiophene_DMSO",98.39,87.71,102.31,81.31
"dibenzothiophene_FL",61.08,106.07,99.83,97.49
"dibenzothiophene_TB",104.8,102.81,103.47,94.13
"dibenzoylmethane_AmpB",95.18,94.96,107.34,100.96
"dibenzoylmethane_Ben",71.28,86.39,99.95,102.87
"dibenzoylmethane_CF",91.1,91.99,104.23,101.91
"dibenzoylmethane_Cyp",88.54,44.12,95.04,101.38
"dibenzoylmethane_DMSO",91.64,27.05,102.55,98.18
"dibenzoylmethane_FL",72.49,101.01,96.54,100.48
"dibenzoylmethane_TB",88.71,81.39,99.97,101
"dibucaine hydrochloride_AmpB",101.27,109.42,97.51,100.01
"dibucaine hydrochloride_Ben",104.05,92.56,116.14,102.79
"dibucaine hydrochloride_CF",100.92,109.33,104.7,100.11
"dibucaine hydrochloride_Cyp",104.56,109.29,101.46,102.7
"dibucaine hydrochloride_DMSO",102.13,102.15,99.96,101.19
"dibucaine hydrochloride_FL",105.73,97.16,97.55,100.51
"dibucaine hydrochloride_TB",101.11,106.2,100.14,100.82
"dibucaine_AmpB",103.34,102.89,102.53,98.99
"dibucaine_Ben",102.86,106.43,98.83,99.77
"dibucaine_CF",101.19,102.19,99.65,101.86
"dibucaine_Cyp",103.25,103.68,101.61,99.1
"dibucaine_DMSO",102.19,102.28,102.19,97.26
"dibucaine_FL",100.16,111.79,99.07,102.96
"dibucaine_TB",102.54,103.41,97.21,98.33
"dichlobenil_AmpB",102.46,102.88,102.3,99.92
"dichlobenil_Ben",100.18,65.39,109.67,103.92
"dichlobenil_CF",104.09,101.57,106.43,100.03
"dichlobenil_Cyp",102.43,104.75,96.87,103.68
"dichlobenil_DMSO",101.58,101.17,106.97,99.94
"dichlobenil_FL",103.07,97.24,100.48,103.34
"dichlobenil_TB",105.03,103.34,103.95,101.82
"dichlorodiphenyldichloroethylene_AmpB",104.99,96.8,101.27,100.6
"dichlorodiphenyldichloroethylene_Ben",100.35,105.79,93.71,99.74
"dichlorodiphenyldichloroethylene_CF",100.91,102.36,101.61,102.21
"dichlorodiphenyldichloroethylene_Cyp",105.59,102.96,98.12,79.87
"dichlorodiphenyldichloroethylene_DMSO",102.52,92.37,104.81,95.06
"dichlorodiphenyldichloroethylene_FL",63.75,107.8,98.26,94.07
"dichlorodiphenyldichloroethylene_TB",101.41,102.26,99.86,98.65
"dichlorophene_AmpB",20.9,-0.36,98.1,34.64
"dichlorophene_Ben",42.02,0.3,99.53,-2.95
"dichlorophene_CF",72.35,36.75,95.53,-2.1
"dichlorophene_Cyp",26.88,-1.51,101.4,-1.31
"dichlorophene_DMSO",19.32,-2.97,98.98,87.75
"dichlorophene_FL",38.4,-10.52,100.32,48.34
"dichlorophene_TB",29.68,-15.53,97.17,-1.89
"dichlorphenamide_AmpB",101.51,109.04,100.4,99.88
"dichlorphenamide_Ben",100.34,130.66,100.1,98.1
"dichlorphenamide_CF",102.01,101.67,103.34,98.88
"dichlorphenamide_Cyp",103.26,94.7,97.82,99.83
"dichlorphenamide_DMSO",99.6,99.38,101.07,97.4
"dichlorphenamide_FL",98.03,82.97,99.39,99.93
"dichlorphenamide_TB",105.16,104.19,103.8,98.5
"dichlorvos_AmpB",103.42,103.62,96.75,98.75
"dichlorvos_Ben",100.27,102.8,77.61,99.25
"dichlorvos_CF",105.99,98.15,89.64,94.66
"dichlorvos_Cyp",97.12,77.55,91.14,94.97
"dichlorvos_DMSO",101.9,101.99,95.23,96.58
"dichlorvos_FL",99.87,104.53,81.8,102.33
"dichlorvos_TB",97.52,99.06,86.83,94.59
"diclofenac sodium_AmpB",92.3933333333333,98.2433333333333,91.31,97.89
"diclofenac sodium_Ben",95.6033333333333,97.4266666666667,95.34,98.99
"diclofenac sodium_CF",92.3066666666667,93.9333333333333,84.65,98.83
"diclofenac sodium_Cyp",93.3933333333333,93.6033333333333,91.8,95.63
"diclofenac sodium_DMSO",91.3,95.9866666666667,93.59,98.71
"diclofenac sodium_FL",105.58,98.44,94.88,100.85
"diclofenac sodium_TB",91.53,97.8766666666667,92.36,96.8
"dicloxacillin sodium salt_AmpB",100.3,101.51,98.82,100.71
"dicloxacillin sodium salt_Ben",105.41,105.05,100.88,102.3
"dicloxacillin sodium salt_CF",102.85,100.53,97.92,100.53
"dicloxacillin sodium salt_Cyp",102.79,92.81,102.84,100.28
"dicloxacillin sodium salt_DMSO",101.36,101.32,100.16,98.44
"dicloxacillin sodium salt_FL",107.65,106.93,97.54,104.39
"dicloxacillin sodium salt_TB",103.65,100.02,93.08,98.6
"dictamnine_AmpB",104.39,102.23,100.25,-1.13
"dictamnine_Ben",99.69,97.88,97.98,102.23
"dictamnine_CF",101.79,102.85,-2.29,67.87
"dictamnine_Cyp",99.73,87.25,101.03,100.42
"dictamnine_DMSO",108.91,107.68,96.57,97.15
"dictamnine_FL",96.02,92.97,97.61,100.26
"dictamnine_TB",104.85,98.69,99.74,99.65
"dicumarol_AmpB",98.11,73.55,96.06,99.4
"dicumarol_Ben",97.52,76.395,95.6,98.95
"dicumarol_CF",98.485,92.23,97.11,99.14
"dicumarol_Cyp",89.465,96.985,95.01,100
"dicumarol_DMSO",90.885,95.26,97.83,100.34
"dicumarol_FL",111.72,75.525,99.74,100.29
"dicumarol_TB",96.72,82.56,99.01,98.88
"dicyclomine hydrochloride_AmpB",99.27,96.1066666666667,98.45,101.51
"dicyclomine hydrochloride_Ben",102.32,90.45,99.58,101.98
"dicyclomine hydrochloride_CF",93.0766666666667,100.736666666667,100.88,101.58
"dicyclomine hydrochloride_Cyp",102.04,101.696666666667,92.82,102.95
"dicyclomine hydrochloride_DMSO",101.386666666667,96.8866666666667,98.99,99.62
"dicyclomine hydrochloride_FL",106.476666666667,104.246666666667,99.92,100.72
"dicyclomine hydrochloride_TB",84.2666666666667,99.7966666666667,101.8,100.02
"didymin_AmpB",99.79,103.16,104.77,101.51
"didymin_Ben",101.88,98.37,99.82,97.43
"didymin_CF",100.57,100.25,97.3,99.85
"didymin_Cyp",100.69,102.85,102.25,100.33
"didymin_DMSO",102.1,103.54,100.03,103.2
"didymin_FL",99.27,87.75,100.49,100.85
"didymin_TB",101.74,98.22,99.38,99.81
"dienestrol_AmpB",95.545,104.97,100.58,101.65
"dienestrol_Ben",101.35,82.24,93.03,98.28
"dienestrol_CF",98.46,97.23,100.87,102.77
"dienestrol_Cyp",99.32,96.125,100.02,99.42
"dienestrol_DMSO",100.515,94.695,99.92,100.49
"dienestrol_FL",103.515,95.705,101.06,79.34
"dienestrol_TB",99.29,101.295,94.79,99.52
"diethylcarbamazine citrate_AmpB",101.405,102.045,101.76,100.68
"diethylcarbamazine citrate_Ben",100.84,111.77,100.64,100.33
"diethylcarbamazine citrate_CF",100.195,101.895,102,102.81
"diethylcarbamazine citrate_Cyp",100.14,87.105,102.77,100.22
"diethylcarbamazine citrate_DMSO",101.135,98.635,99.35,100.92
"diethylcarbamazine citrate_FL",94.125,113.47,99.51,104.81
"diethylcarbamazine citrate_TB",102.415,103.565,99.95,102.89
"diethylstilbestrol_AmpB",95.16,99.205,96.87,100.68
"diethylstilbestrol_Ben",98.08,95.61,101.63,99.41
"diethylstilbestrol_CF",98.36,96.625,99.11,102.57
"diethylstilbestrol_Cyp",98.3,88.035,102.03,101.86
"diethylstilbestrol_DMSO",96.88,100.005,102.52,99.9
"diethylstilbestrol_FL",85.705,92.13,97.71,98.43
"diethylstilbestrol_TB",96.76,59.51,109.48,100.68
"diethyltoluamide_AmpB",103.96,100.82,103.65,102.09
"diethyltoluamide_Ben",98.12,99.31,120.29,97.99
"diethyltoluamide_CF",99.77,104.49,99.51,105.75
"diethyltoluamide_Cyp",99.75,110.45,100.95,103.2
"diethyltoluamide_DMSO",97.5,99.58,101.8,104.82
"diethyltoluamide_FL",101.04,101.99,97.39,99.81
"diethyltoluamide_TB",98.43,98.52,98.67,101.6
"diflorasone diacetate_AmpB",101.2,103.22,93.75,100.85
"diflorasone diacetate_Ben",95.79,122.3,100.47,101.47
"diflorasone diacetate_CF",100.79,101.77,92.21,102.1
"diflorasone diacetate_Cyp",103.23,94.64,99.91,97.93
"diflorasone diacetate_DMSO",102.83,102.79,101.17,99.9
"diflorasone diacetate_FL",108.96,96.7,103.76,99.73
"diflorasone diacetate_TB",105.23,99.84,102,98.3
"diflunisal_AmpB",81.27,103.86,83.28,90.68
"diflunisal_Ben",76.265,87.335,87.45,93.69
"diflunisal_CF",74.24,85.97,78.31,95.21
"diflunisal_Cyp",70.475,86.115,74.63,94.89
"diflunisal_DMSO",67.845,101.895,83.83,98.27
"diflunisal_FL",77.535,86.895,85.11,92.51
"diflunisal_TB",73.635,73.96,74.82,91.76
"difucol hexamethyl ether_AmpB",98.14,100.67,101.73,101.78
"difucol hexamethyl ether_Ben",106.85,78.81,113.4,104.2
"difucol hexamethyl ether_CF",102.3,107.06,105.95,100.34
"difucol hexamethyl ether_Cyp",101.51,87.5,100.13,101.85
"difucol hexamethyl ether_DMSO",107.39,101.55,96.95,102.16
"difucol hexamethyl ether_FL",99.23,83.77,99.71,102.44
"difucol hexamethyl ether_TB",101.5,104.22,103.31,103.22
"digitonin_AmpB",-0.69,-0.13,5.4,-1.61
"digitonin_Ben",101.5,99.43,14.29,-3.02
"digitonin_CF",-0.46,24.86,1.22,-3.23
"digitonin_Cyp",96.48,94.97,99.9,-1.74
"digitonin_DMSO",106.29,15.62,101.09,-1.19
"digitonin_FL",95.37,1.05,96.48,-3.04
"digitonin_TB",102.07,-20.43,39.47,-2.96
"digitoxigenin_AmpB",97.2,90.7,100.9,100.69
"digitoxigenin_Ben",99.45,95.3,100.88,100.09
"digitoxigenin_CF",100.89,80.99,98.13,101.42
"digitoxigenin_Cyp",99.96,101.07,98.78,103.26
"digitoxigenin_DMSO",97.24,97.2,105.47,101.38
"digitoxigenin_FL",117.64,113.56,101.38,103.77
"digitoxigenin_TB",100.58,93.02,106.74,101.67
"digitoxin_AmpB",-1.12,92.89,99.61,99.16
"digitoxin_Ben",104.13,105.18,98.96,100.16
"digitoxin_CF",0.05,29.14,79.74,99.23
"digitoxin_Cyp",98.2,102.57,101.83,98.98
"digitoxin_DMSO",100.82,100.76,101.92,99.76
"digitoxin_FL",92.45,87.2,102.53,98.12
"digitoxin_TB",99.38,102.21,100.65,103.29
"digoxigenin_AmpB",101.305,99.01,97.55,104.59
"digoxigenin_Ben",103.975,101.585,101.23,100.91
"digoxigenin_CF",101.285,101.75,97.63,98.46
"digoxigenin_Cyp",100.63,99.97,99.01,97.22
"digoxigenin_DMSO",97.245,97.71,97.63,100.02
"digoxigenin_FL",101.56,101.58,102.65,100.55
"digoxigenin_TB",102.6,102.15,101.62,98.85
"digoxin_AmpB",99.935,86.04,101.13,100.79
"digoxin_Ben",97.795,96.62,100.23,99.24
"digoxin_CF",90.72,78.855,92.45,99.97
"digoxin_Cyp",98.585,104.555,101.82,100.03
"digoxin_DMSO",100.505,100.455,104.81,99.06
"digoxin_FL",98.705,74.305,101.96,100.18
"digoxin_TB",100.595,94.895,95.24,104.05
"dihydro-beta-erythroidine hydrobromide_AmpB",103.94,96.07,95.84,101.14
"dihydro-beta-erythroidine hydrobromide_Ben",101.34,103.62,101.03,98.99
"dihydro-beta-erythroidine hydrobromide_CF",99.9,102.72,99.44,96.25
"dihydro-beta-erythroidine hydrobromide_Cyp",102.1,128.5,103.18,102.06
"dihydro-beta-erythroidine hydrobromide_DMSO",102.27,100.95,101.96,99.9
"dihydro-beta-erythroidine hydrobromide_FL",104.93,76.28,98.03,97.99
"dihydro-beta-erythroidine hydrobromide_TB",101.18,101.46,97.13,97.82
"dihydrocapsaicin_AmpB",93.55,89.24,94.95,98.46
"dihydrocapsaicin_Ben",95.16,93.29,99.87,98.48
"dihydrocapsaicin_CF",98.29,96.04,101.52,100.22
"dihydrocapsaicin_Cyp",98.85,103.1,100.21,101.88
"dihydrocapsaicin_DMSO",91.28,91.78,98.05,99.61
"dihydrocapsaicin_FL",117.96,96.31,99.45,95.45
"dihydrocapsaicin_TB",93.02,93.71,94.28,99.53
"dihydrocelastrol_AmpB",-2.6,-0.75,100.08,101.12
"dihydrocelastrol_Ben",98.38,100.77,106.05,104.63
"dihydrocelastrol_CF",98.62,63.93,101.59,101.84
"dihydrocelastrol_Cyp",100.48,99.53,98.89,94.02
"dihydrocelastrol_DMSO",98.9,98.99,101.83,103.09
"dihydrocelastrol_FL",104.79,109.08,98.04,100.84
"dihydrocelastrol_TB",95.15,100.11,100.41,103.84
"dihydrodeoxygedunin_AmpB",97.13,103.45,100.65,100.18
"dihydrodeoxygedunin_Ben",99.09,102.47,100.37,99.86
"dihydrodeoxygedunin_CF",99.14,28.73,101.85,100.3
"dihydrodeoxygedunin_Cyp",101.41,102.48,98.77,102.25
"dihydrodeoxygedunin_DMSO",100.69,100.63,101.95,98.17
"dihydrodeoxygedunin_FL",103.62,92.19,100,101.5
"dihydrodeoxygedunin_TB",98.88,100.74,101.85,101.9
"dihydroergocristine mesylate_AmpB",87.5,95.165,98.12,97.2
"dihydroergocristine mesylate_Ben",105.99,80.735,101.16,101.02
"dihydroergocristine mesylate_CF",1.355,104.895,39.15,101.28
"dihydroergocristine mesylate_Cyp",103.025,96.875,98.99,99.87
"dihydroergocristine mesylate_DMSO",102.885,103.995,101.12,100.25
"dihydroergocristine mesylate_FL",102.375,97.185,103.11,100.48
"dihydroergocristine mesylate_TB",100.745,100.77,99.05,100.69
"dihydroergotamine methanesulfonate_AmpB",45.18,57.505,97.95,99.2
"dihydroergotamine methanesulfonate_Ben",98.88,99.925,98.13,99.62
"dihydroergotamine methanesulfonate_CF",6.53,74.69,99.22,100.96
"dihydroergotamine methanesulfonate_Cyp",99.58,98.69,99.54,98.24
"dihydroergotamine methanesulfonate_DMSO",99.29,97.655,108.3,99.78
"dihydroergotamine methanesulfonate_FL",93.485,103.095,100.48,101.95
"dihydroergotamine methanesulfonate_TB",99.91,99.645,103.43,99.49
"dihydroergotamine tartrate_AmpB",101,90.04,98.6,97.46
"dihydroergotamine tartrate_Ben",78.46,89.72,103.99,99.76
"dihydroergotamine tartrate_CF",58.11,101.73,100.52,98.75
"dihydroergotamine tartrate_Cyp",104.09,104.93,96.72,96.87
"dihydroergotamine tartrate_DMSO",106.25,90.89,100.99,97.1
"dihydroergotamine tartrate_FL",98.65,107.94,95.85,99.79
"dihydroergotamine tartrate_TB",103.61,99.96,98.17,99.85
"dihydroergotoxine mesylate_AmpB",64.04,88.98,101.17,101.15
"dihydroergotoxine mesylate_Ben",95.95,99.55,99.14,99.75
"dihydroergotoxine mesylate_CF",20.02,90.91,90.41,100.19
"dihydroergotoxine mesylate_Cyp",103.11,110.98,100.17,102.8
"dihydroergotoxine mesylate_DMSO",100.76,100.72,99.55,99.95
"dihydroergotoxine mesylate_FL",92.91,93.26,102.95,100.16
"dihydroergotoxine mesylate_TB",101.33,103.82,89.8,100.75
"dihydrofissinolide_AmpB",102.56,86.3,97.24,102.35
"dihydrofissinolide_Ben",95.71,98.95,100.01,90.99
"dihydrofissinolide_CF",88.32,104.12,101.78,100.66
"dihydrofissinolide_Cyp",99.66,86.61,96.95,84.4
"dihydrofissinolide_DMSO",103.53,102.81,101.68,103.01
"dihydrofissinolide_FL",97.74,104.65,102.55,97.65
"dihydrofissinolide_TB",99.05,98.82,94.96,101.61
"dihydrogambogic acid_AmpB",-1.7,0.52,58.58,96.71
"dihydrogambogic acid_Ben",104.96,74.97,52.57,97.54
"dihydrogambogic acid_CF",31.14,59.46,55.52,95.98
"dihydrogambogic acid_Cyp",100.74,101.65,98.31,85.31
"dihydrogambogic acid_DMSO",98.55,100.04,93.11,100.45
"dihydrogambogic acid_FL",108.14,79.55,91.75,101
"dihydrogambogic acid_TB",100.54,79.83,82.95,98.57
"dihydrogeduninic acid, methyl ester_AmpB",104.25,99.32,101.73,-0.66
"dihydrogeduninic acid, methyl ester_Ben",100.36,101.83,116.6,98.08
"dihydrogeduninic acid, methyl ester_CF",100.21,107.72,-1.86,66.72
"dihydrogeduninic acid, methyl ester_Cyp",100.28,94.79,105.37,102.68
"dihydrogeduninic acid, methyl ester_DMSO",101.52,102.84,100.44,102.87
"dihydrogeduninic acid, methyl ester_FL",104.4,106.87,99.5,103.6
"dihydrogeduninic acid, methyl ester_TB",101.37,113.79,104.29,101.67
"dihydrojasmonic acid_AmpB",102.82,102.39,102.59,53.44
"dihydrojasmonic acid_Ben",100.38,98.43,58.49,1.89
"dihydrojasmonic acid_CF",101.56,100.93,97.74,6.62
"dihydrojasmonic acid_Cyp",99.91,95.49,86.46,11.78
"dihydrojasmonic acid_DMSO",98.26,92.07,96.67,8.69
"dihydrojasmonic acid_FL",101.07,105.4,100.2,76.94
"dihydrojasmonic acid_TB",100.29,101.04,99.6,4
"dihydrojasmonic acid, methyl ester_AmpB",100.53,99.9,105.36,102.59
"dihydrojasmonic acid, methyl ester_Ben",100.19,100.08,100.08,100.03
"dihydrojasmonic acid, methyl ester_CF",99.72,28.47,99.12,100.04
"dihydrojasmonic acid, methyl ester_Cyp",99.73,94.2,101.83,101.93
"dihydrojasmonic acid, methyl ester_DMSO",97.64,97.58,97.64,103.53
"dihydrojasmonic acid, methyl ester_FL",106.28,98.1,99.87,100.38
"dihydrojasmonic acid, methyl ester_TB",103.97,103.08,99.64,101.33
"dihydrokainic acid_AmpB",101.07,99.14,100.09,98.56
"dihydrokainic acid_Ben",101.28,100.14,98.44,101.74
"dihydrokainic acid_CF",102.18,99.1,99.77,103.37
"dihydrokainic acid_Cyp",99.34,97.07,100.34,102.95
"dihydrokainic acid_DMSO",99.36,100.5,95.3,101.01
"dihydrokainic acid_FL",93.94,95.48,96.08,100.5
"dihydrokainic acid_TB",98.6,100.71,99.93,101.83
"dihydroouabain_AmpB",100.07,100.93,97.45,101.38
"dihydroouabain_Ben",100.1,97.55,100.63,102.75
"dihydroouabain_CF",102.78,115.59,101.8,98.82
"dihydroouabain_Cyp",100.26,100.45,100.92,101.59
"dihydroouabain_DMSO",102.4,79.26,100.42,101.65
"dihydroouabain_FL",93.97,116.51,102.54,101.08
"dihydroouabain_TB",99.59,112.82,100.04,99.9
"dihydrorotenone_AmpB",82.61,-4.28,99.41,101.11
"dihydrorotenone_Ben",97.68,-0.05,100.63,99.69
"dihydrorotenone_CF",-1.02,0.38,103.8,103.2
"dihydrorotenone_Cyp",98.54,0.1,99.81,104.04
"dihydrorotenone_DMSO",99.15,4.07,98.55,101.25
"dihydrorotenone_FL",97.08,-8.27,98.94,104.39
"dihydrorotenone_TB",100.6,0.39,103.09,100.84
"dihydrostreptomycin sulfate_AmpB",101.51,98.03,98.83,101.05
"dihydrostreptomycin sulfate_Ben",104.95,109.105,99.87,100.14
"dihydrostreptomycin sulfate_CF",99.69,102.25,96.85,100.97
"dihydrostreptomycin sulfate_Cyp",101.015,101.83,99.09,98.64
"dihydrostreptomycin sulfate_DMSO",101.465,101.48,101.86,100.88
"dihydrostreptomycin sulfate_FL",96.445,104.055,102.34,105.17
"dihydrostreptomycin sulfate_TB",102.42,104.72,104.23,100.45
"dihydrotanshinone_AmpB",97.97,93.39,99.01,93.55
"dihydrotanshinone_Ben",97.69,71.41,102.07,94.19
"dihydrotanshinone_CF",104.45,99.04,100.55,98.07
"dihydrotanshinone_Cyp",98.9,96.29,99.85,94.9
"dihydrotanshinone_DMSO",94.32,104.11,98.01,96.52
"dihydrotanshinone_FL",111.36,82.47,99.92,101.13
"dihydrotanshinone_TB",95.04,93.26,89.16,97.18
"dihydroxyflavone, 6,7-_AmpB",93.97,92.07,100.03,98.37
"dihydroxyflavone, 6,7-_Ben",101.21,101.4,103.31,102.39
"dihydroxyflavone, 6,7-_CF",96.09,97.1,98.79,101.34
"dihydroxyflavone, 6,7-_Cyp",100.06,115.73,93.97,100.27
"dihydroxyflavone, 6,7-_DMSO",100.79,98.53,102.22,93.17
"dihydroxyflavone, 6,7-_FL",94.76,92.22,98.84,100.96
"dihydroxyflavone, 6,7-_TB",101.69,122.84,100.79,96.64
"dilazep dihydrochloride_AmpB",102.55,5.41,100.66,99.6
"dilazep dihydrochloride_Ben",96.41,99.46,98.61,99.42
"dilazep dihydrochloride_CF",0.26,102.52,96.8,99.62
"dilazep dihydrochloride_Cyp",100.43,86.18,98.72,99.94
