"compound","cid"
"T-1032",9874535
"TACRINE HYDROCHLORIDE",2723754
"Tacrine hydrochloride hydrate",6420002
"TACROLIMUS",445643
"TADALAFIL",110635
"Talampicillin hydrochloride",71446
"Tamarixetine",NA
"Tamoxifen citrate",2733525
"TAMOXIFEN CITRATE",2733525
"TANGERITIN",68077
"TANNIC ACID",16129778
"Tanshinone IIA",164676
"TANSHINONE IIA",164676
"TANSHINONE IIA SULFONATE SODIUM",23669322
"Taurine",1123
"TAURINE",1123
"Taxifolin (+)",NA
"Taxol",36314
"TBB",1694
"TBBz",5149739
"TCPOBOP",5382
"TEICOPLANIN [A(2-1) shown]",45006162
"Telenzepine dihydrochloride",6419995
"TELENZEPINE HYDROCHLORIDE",182856
"TELITHROMYCIN",3002190
"TELMISARTAN",65999
"TENIPOSIDE",452548
"Tenoxicam",54677971
"TENOXICAM",54677971
"Terazosin hydrochloride",44383
"TERAZOSIN HYDROCHLORIDE",44383
"TERBINAFINE HYDROCHLORIDE",5282481
"Terbutaline hemisulfate",441334
"TERBUTALINE HEMISULFATE",441334
"Terconazole",441383
"Terfenadine",5405
"TERFENADINE",5405
"TESTOSTERONE",6013
"Testosterone propionate",5995
"TESTOSTERONE PROPIONATE",5995
"TETRAC",65552
"Tetracaine hydrochloride",8695
"TETRACAINE HYDROCHLORIDE",8695
"Tetracaïne hydrochloride",NA
"TETRACHLOROISOPHTHALONITRILE",15910
"Tetracycline hydrochloride",54704426
"TETRACYCLINE HYDROCHLORIDE",54704426
"Tetradecylthioacetic acid",114924
"Tetraethylammonium chloride",5946
"Tetraethylthiuram disulfide",3117
"Tetrahydroalstonine",72340
"TETRAHYDROGAMBOGIC ACID",9917275
"Tetrahydrolipstatin",3034010
"TETRAHYDROPALMATINE",5417
"Tetrahydropapaverine",5418
"TETRAHYDROSAPPANONE A TRIMETHYL ETHER",6708784
"Tetrahydroxy-1,4-quinone monohydrate",6420048
"Tetrahydrozoline hydrochloride",10648
"TETRAHYDROZOLINE HYDROCHLORIDE",10648
"Tetraisopropyl pyrophosphoramide",5420
"Tetramisole hydrochloride",68628
"Tetrandrine",73078
"TETRANDRINE",73078
"TETROQUINONE",5424
"TG003",1893668
"Thalidomide",5426
"THALIDOMIDE",5426
"Thapsigargin",446378
"THEAFLAVIN DIGALLATE",NA
"THEAFLAVIN MONOGALLATES",169167
"THEANINE",439378
"Theobromine",5429
"THEOBROMINE",5429
"Theophylline",2153
"THEOPHYLLINE",2153
"Theophylline monohydrate",91268
"THERMOPSINE PERCHLORATE",228640
"THIABENDAZOLE",5430
"THIAMINE",1130
"Thiamine hydrochloride",6202
"Thiamphenicol",27200
"THIAMPHENICOL",27200
"THIAMYLAL SODIUM",23677058
"Thiethylperazine malate",11954258
"THIMEROSAL",16684434
"Thiocitrulline",3353976
"Thiocolchicoside",9915886
"THIOCTIC ACID",864
"THIODIGLYCOL",5447
"THIOGUANINE",2723601
"Thioguanosine",2724387
"Thiolactomycin",135403829
"Thio-NADP sodium",11957709
"THIOPENTAL SODIUM",23665410
"Thioperamide maleate",11211984
"Thioproperazine dimesylate",92178
"Thioridazine hydrochloride",66062
"THIORIDAZINE HYDROCHLORIDE",66062
"Thiorphan",3132
"Thiostrepton",16129666
"THIOSTREPTON",16129666
"THIOTEPA",5453
"THIOTHIXENE",941651
"Thiothixene hydrochloride",941651
"THIP Hydrochloride",5702253
"THIP hydrochloride",5702253
"THIRAM",5455
"Thonzonium bromide",11102
"THONZYLAMINE HYDROCHLORIDE",6136
"Thymoquinone",10281
"THYMOQUINONE",10281
"Thyroxine (L)",5819
"Tiabendazole",5430
"Tiapride hydrochloride",5702214
"TIAPRIDE HYDROCHLORIDE",5702214
"Tiaprofenic acid",5468
"TICARCILLIN DISODIUM",470375
"Ticarcillin sodium",470375
"Ticlopidine hydrochloride",65335
"TICLOPIDINE HYDROCHLORIDE",65335
"Tiletamine hydrochloride",26534
"TILMICOSIN",5282521
"TILORONE",5475
"TIMOLOL MALEATE",5281056
"Timolol maleate salt",5281056
"Tinidazole",5479
"TINIDAZOLE",5479
"TIOCONAZOLE",5482
"Tiratricol, 3,3',5-triiodothyroacetic acid",5803
"TMB-8 hydrochloride",6917843
"TMPH hydrochloride",16079014
"Tobramycin",36294
"TOBRAMYCIN",36294
"Tocainide hydrochloride",108173
"Tocopherol (R,S)",14985
"Todralazine hydrochloride",19604
"TODRALAZINE HYDROCHLORIDE",19604
"Tolazamide",5503
"TOLAZAMIDE",5503
"Tolazoline hydrochloride",6048
"TOLAZOLINE HYDROCHLORIDE",6048
"Tolbutamide",5505
"TOLBUTAMIDE",5505
"Tolfenamic acid",610479
"TOLFENAMIC ACID",610479
"TOLMETIN SODIUM",23665411
"Tolmetin sodium salt dihydrate",6419903
"Tolnaftate",5510
"TOLNAFTATE",5510
"TOLPERISONE HYDROCHLORIDE",92965
"TOLTERODINE TARTRATE",443878
"TOLTRAZURIL",68591
"Tomatidine",65576
"TOMATIDINE HYDROCHLORIDE",60196284
"Tomatine",28523
"TOMATINE",28523
"Tomoxetine",54841
"TOPIRAMATE",5284627
"TOREMIPHENE CITRATE",NA
"Torsemide",41781
"TOTARALOLAL",6708512
"TOTAROL ACETATE",623264
"TOTAROL-19-CARBOXYLIC ACID, METHYL ESTER",6708566
"TPCA-1",9903786
"TPMPA",5521
"Tracazolate",5522
"Tracazolate hydrochloride",24871267
"TRAMADOL HYDROCHLORIDE",63013
"Tranexamic acid",5526
"TRANEXAMIC ACID",5526
"Tranilast",5282230
"trans-(±)-ACPD",NA
"trans-Azetidine-2,4-dicarboxylic acid",6604769
"Tranylcypromine hydrochloride",2723716
"TRANYLCYPROMINE SULFATE",25267092
"Trapidil",5531
"Trazodone hydrochloride",62935
"TRAZODONE HYDROCHLORIDE",62935
"Tremorine dihydrochloride",71074
"Trequinsin hydrochloride",3060974
"TRETINON",444795
"TRIACETIN",5541
"TRIACETYLRESVERATROL",5962587
"TRIADIMEFON",39385
"Triamcinolone",31307
"TRIAMCINOLONE",31307
"TRIAMCINOLONE ACETONIDE",6436
"TRIAMCINOLONE DIACETATE",6216
"Triamterene",5546
"TRIAMTERENE",5546
"Tribenoside",196122
"Trichlorfon",5853
"TRICHLORFON",5853
"Trichlormethiazide",5560
"TRICHLORMETHIAZIDE",5560
"TRICHLORMETHINE",5561
"Trichodesmine",119040
"TRICLABENDAZOLE",50248
"TRICLOSAN",5564
"TRIDESACETOXYKHIVORIN",6708676
"Tridihexethyl chloride",20298
"TRIENTINE HYDROCHLORIDE",71433
"TRIFLUMURON",47445
"Trifluoperazine dihydrochloride",66064
"TRIFLUOPERAZINE HYDROCHLORIDE",66064
"Trifluperidol hydrochloride",11647992
"Triflupromazine hydrochloride",66069
"TRIFLUPROMAZINE HYDROCHLORIDE",66069
"TRIFLURALIN",5569
"Trifluridine",6256
"TRIFLURIDINE",6256
"Triflusal",9458
"Trigonelline",5570
"TRIGONELLINE",5570
"Trigonelline HCl",134606
"Trihexyphenidyl hydrochloride",66007
"TRIHEXYPHENIDYL HYDROCHLORIDE",66007
"Trihexyphenidyl-D,L Hydrochloride",66007
"TRIMEBUTINE MALEATE",5388977
"TRIMEDLURE",546164
"Trimeprazine tartrate",441236
"TRIMEPRAZINE TARTRATE",441236
"Trimetazidine dihydrochloride",83201
"Trimethadione",5576
"Trimethobenzamide hydrochloride",68385
"TRIMETHOBENZAMIDE HYDROCHLORIDE",68385
"Trimethoprim",5578
"TRIMETHOPRIM",5578
"Trimethylcolchicinic acid",453131
"Trimethylpsoralen, 4,5',8-",NA
"TRIMETOZINE",12478
"Trimipramine maleate",5282318
"TRIMIPRAMINE MALEATE",5282318
"Trimipramine maleate salt",5282318
"Trioxsalen",5585
"TRIOXSALEN",5585
"TRIPELENNAMINE CITRATE",197066
"Triprolidine hydrochloride",5702129
"TRIPROLIDINE HYDROCHLORIDE",5702129
"TRIPTOPHENOLIDE",173273
"TRISODIUM ETHYLENEDIAMINE TETRACETATE",5702046
"Troleandomycin",202225
"TROLEANDOMYCIN",202225
"Trolox",40634
"Tropicamide",5593
"TROPICAMIDE",5593
"Tropine",8424
"TROPINE",8424
"Tropisetron HCl",656664
"TROXERUTIN",5486699
"TRYPTAMINE",1150
"Tryptamine hydrochloride",67652
"Tryptanthrin",73549
"TRYPTOPHAN",6305
"Tschimganidin",20841345
"Tschimganine",1294694
"TTNPB",5289501
"TUAMINOHEPTANE SULFATE",44134533
"Tubercidin",6245
"TUBOCURARINE CHLORIDE",6000
"Tubocurarine chloride pentahydrate (+)",24871298
"TULOBUTEROL",5606
"Tulobuterol hydrochloride",5702285
"Tunicamycin B",56927836
"TYLOSIN TARTRATE",60196281
"Tyloxapol",71388
"TYRAMINE",5610
"TYROTHRICIN",452550
"Tyrphostin 1",2063
"Tyrphostin 23",2052
"Tyrphostin 25",2061
"Tyrphostin 47",667601
"Tyrphostin 51",5328807
"Tyrphostin A9",5614
"Tyrphostin AG 112",5328804
"Tyrphostin AG 126",2046
"Tyrphostin AG 1296",2049
"Tyrphostin AG 1478",2051
"Tyrphostin AG 34",667645
"Tyrphostin AG 490",5328779
"Tyrphostin AG 494",5328771
"Tyrphostin AG 527",5328772
"Tyrphostin AG 528",1838043
"Tyrphostin AG 537",5329255
"Tyrphostin AG 538",5328760
"Tyrphostin AG 555",5328770
"Tyrphostin AG 698",5328773
"Tyrphostin AG 808",5329275
"Tyrphostin AG 835",5328769
"Tyrphostin AG 879",135419190
"U0126",3006531
"U-101958 maleate",11957730
"U-62066",11957718
"U-69593",105104
"U-73122",104794
"U-73343",114825
"U-74389G maleate",9896684
"U-75302",9928898
"U-99194A maleate",11957713
"UBIDECARENEONE",6857782
"UK 14,304",2435
"UNDECYLENIC ACID",5634
"Ungerine nitrate",6419925
"Urapidil hydrochloride",167980
"Urapidil, 5-Methyl-",5640
"UREA",1176
"URETHANE",5641
"Uridine 5'-diphosphate sodium",11957711
"URIDINE TRIPHOSPHATE TRISODIUM",88265
"Urosiol",31401
"URSINOIC ACID",795044
"URSOCHOLANIC ACID",92803
"URSODIOL",31401
"Ursolic acid",64945
"URSOLIC ACID",64945
"USNIC ACID",5646
"Usnic acid, (+)-",NA
"Uvaol",92802
"UVAOL",92802
"VALACYCLOVIR HYDROCHLORIDE",135398741
"VALDECOXIB",119607
"VALERYL SALYCILATE",135269
"Valinomycin",3000706
"VALPROATE SODIUM",16760703
"Valproic acid sodium",16760703
"VALSARTAN",60846
"Vancomycin hydrochloride",6420023
"VANCOMYCIN HYDROCHLORIDE",6420023
"Vancomycin hydrochloride from Streptomyces orientalis",6420023
"Vanillic acid diethylamide",9363
"Vanillylacetone",31211
"VARDENAFIL HYDROCHLORIDE",135438569
"VECURONIUM BROMIDE",39764
"VENLAFAXINE",5656
"Venlafaxine hydrochloride",62923
"VER-3323 hemifumarate salt",11957577
"VERAPAMIL HYDROCHLORIDE",62969
"Verapamyl hydrochloride",62969
"Veratramine",6070
"VERATRIC ACID",7121
"Veratridine",6280
"Verteporfin",11980904
"VESAMICOL HYDROCHLORIDE",212231
"Vidarabine",21704
"VIDARABINE",21704
"Vigabatrin",5665
"Vinblastine sulfate",241902
"VINBLASTINE SULFATE",241902
"Vinblastine sulfate salt",11957719
"Vincamine",15376
"VINCAMINE",15376
"Vincristine sulfate",249332
"VINCRISTINE SULFATE",249332
"Vindoline",260535
"VINDOLINE",260535
"Vineomycin A1",73213
"Vinorelbine base",5672
"Vinpocetine",443955
"VINPOCETINE",443955
"VIOLASTYRENE",5458526
"Viomycin sulfate",135524783
"Visnagin",6716
"VISNAGIN",6716
"Vitamin K2",5282367
"Vitexin",5280441
"Vitexin-2""-O-rhamnoside",5282151
"VUF 5574",4046493
"VULPINIC ACID",54690323
"Vulpinic acid",54690323
"WARFARIN",54678486
"WAY-100635 maleate",11957721
"WB 64",405252
"WB-4101 hydrochloride",11957505
"Wedelolactone",5281813
"WIN 62,577",15118529
"Wogonin",5281703
"Wortmannin",312145
"Wortmannin from Penicillium funiculosum",3003565
"Xamoterol hemifumarate",6440459
"Xanthine amine congener",5697
"XANTHONE",7020
"XANTHOPTERIN",135403800
"Xanthotoxin",4114
"XANTHOXYLIN",66654
"XANTHURENIC ACID",5699
"XANTHYLETIN",65188
"XCT790",6918788
"XK469",11957724
"Xli 093 hydrate",131701296
"Xylazine",5707
"XYLAZINE",5707
"Xylazine hydrochloride",68554
"XYLOCARPUS A",6708633
"Xylometazoline hydrochloride",5282386
"XYLOMETAZOLINE HYDROCHLORIDE",5282386
"XYLOSE",135191
"Y-27632 dihydrochloride",9901617
"Yangonin",5281575
"YC-1",5712
"Yohimbine HCl",6169
"Yohimbine hydrochloride",6169
"YOHIMBINE HYDROCHLORIDE",6169
"Yohimbinic acid monohydrate",6419962
"YS-035 hydrochloride",6917841
"Zalcitabine",24066
"Zaprinast",135399235
"Zardaverine",5723
"Zearalanol, b -",NA
"Zearalenone",5281576
"ZIDOVUDINE [AZT]",35370
"Zidovudine, AZT",5726
"ZILEUTON",60490
"Zimelidine dihydrochloride",6436006
"Zimelidine dihydrochloride monohydrate",6420041
"ZINC UNDECYLENATE",11179
"Z-L-Phe chloromethyl ketone",99625
"ZM 39923 hydrochloride",176406
"ZOLMITRIPTAN",60857
"ZOMEPIRAC SODIUM",16220118
"Zomepirac sodium salt",16220118
"Zonisamide sodium",23696706
"ZOPICLONE",5735
"Zoxazolamine",6103
"ZOXAZOLAMINE",6103
"Zuclopenthixol hydrochloride",6433208
NA,NA
"() trans-U-50488 methanesulfonate",NA
"()-2,3-Dichloro-alpha-methylbenzylamine hydrochloride",NA
"()-2-Amino-3-phosphonopropionic acid",NA
"()-2-Amino-4-phosphonobutyric acid",NA
"()-2-Amino-5-phosphonopentanoic acid",NA
"()-2-Amino-7-phosphonoheptanoic acid",NA
"()-3-(3,4-dihydroxyphenyl)-2-methyl-DL-alanine",NA
"(-)-3-Methoxynaltrexone hydrochloride",11957640
"()-6-Chloro-PB hydrobromide",NA
"()-7-Hydroxy-DPAT hydrobromide",NA
"()-8-Hydroxy-DPAT hydrobromide",NA
"(-)-Adenosine 3"",5""-cyclic monophosphate",NA
"()-alpha-Lipoic Acid",864
"()-alpha-Methyl-4-carboxyphenylglycine",NA
"()-AMPA hydrobromide",NA
"()-AMT hydrochloride",NA
"()-Bay K 8644",NA
"()-Butaclamol hydrochloride",NA
"()-CGP-12177A hydrochloride",NA
"()-Chloro-APB hydrobromide",NA
"()-Chlorpheniramine maleate",NA
"()-cis-Piperidine-2,3-dicarboxylic acid",NA
"()-CPP",NA
"()-DOI hydrochloride",NA
"()-Epinephrine hydrochloride",NA
"()-HA-966",NA
"()-Ibotenic acid",NA
"()-Ibuprofen",NA
"()-Isoproterenol hydrochloride",NA
"()-Methoxyverapamil hydrochloride",NA
"()-Metoprolol (+)-tartrate",NA
"()-Muscarine chloride",NA
"()-Nipecotic acid",NA
"()-Norepinephrine (+)bitartrate",NA
"()-Normetanephrine hydrochloride",NA
"()-Octoclothepin maleate",NA
"()-p-Chlorophenylalanine",NA
"()-PD 128,907 hydrochloride",NA
"()-Pindobind",NA
"()-PPHT hydrochloride",NA
"()-Quinpirole dihydrochloride",NA
"()-SKF 38393, N-allyl-, hydrobromide",NA
"()-SKF-38393 hydrochloride",NA
"()-Taxifolin",NA
"()-threo-1-Phenyl-2-decanoylamino-3-morpholino-1-propanol hydrochloride",NA
"()-Vanillylmandelic acid",NA
"()-Vesamicol hydrochloride",NA
"(+)-cis-Dioxolane iodide",657346
"(+)-trans-(1R,2R)-U-50488 hydrochloride",6918162
"(1-[(4-Chlorophenyl)phenyl-methyl]-4-methylpiperazine)",62413
"(2S,1""S,2""S)-2-(carboxycyclopropyl)glycine",NA
"(cis-) Nanophine",6420071
"(E)-5-(2-Bromovinyl)-2""-deoxyuridine",NA
"(Z)-Gugglesterone",6510278
"1 (2)alpha-EPOXYDEOXYDIHYDROGEDUNIN",6708638
"1-(3-Chlorophenyl)piperazine dihydrochloride",11957487
"1,2alpha-EPOXY-7-DEACETOXY-7-OXODIHYDROGEDUNIN",23847178
"1,2-DIMETHYLHYDRAZINE HYDROCHLORIDE",134414
"1,3,5-TRIMETHOXYBENZENE",69301
"1,3-DIDEACETYLDEOXYKHIVORIN",6710744
"1,3-DIDEACETYLKHIVORIN",6708624
"1,3-Diethyl-8-phenylxanthine",1328
"1,4,5,8-TETRAHYDROXY-2,6-DIMETHYLANTHROQUINONE",6710629
"10-(alpha-Diethylaminopropionyl)-phenothiazine hydrochloride",1403
"11alpha-ACETOXYKHIVORIN",6708501
"11-KETOROCKOGENIN ACETATE",6708609
"11-OXOURSOLIC ACID ACETATE",234102
"12-HYDROXY-4,4-BISNOR-4,8,11,13-PODOCARPATETRAEN-3-ONE",6708578
"12-METHOXY-4,4-BISNOR-5alpha-8,11,13-PODOCARPATRIEN-3-OL",6728946
"14-METHOXY-4,4-BISNOR-4,8,11,13-PODOCARPATETRAEN-3-ONE",6708585
"16-DEOXOMEXICANOLIDE 16-METHYL ETHER",6708569
"19-HYDROXYTOTAROL",6708568
"1alpha-ACETOXY--1-DEOXO-7-DEACETYLISOGEDUNIN",98042576
"1-METHYLXANTHINE",80220
"1R,9S-HYDRASTINE",442247
"1R-CAMPHOR",6857773
"1S,2R-PHENYLPROPANOLAMINE HYDROCHLORIDE",10297
"2"",2""-BISEPIGALLOCATECHIN MONOGALLATE",NA
"2"",3""-didehydro-3""-deoxythymidine",NA
"2"",4""-DIHYDROXYCHALCONE 4""-GLUCOSIDE",NA
"2"",beta-DIHYDROXYCHALCONE",NA
"2""-METHOXYFORMONETIN",5781145
"2-(alpha-Naphthoyl)ethyltrimethylammonium iodide",11957648
"2,2""-Bipyridyl",NA
"2,3,4""-TRIHYDROXY-4-METHOXYBENZOPHENONE",3908719
"2,3,4-TRIHYDROXY-4""-ETHOXYBENZOPHENONE",6708739
"2,3,5,7,3"",4""-PENTAHYDROXYFLAVAN",NA
"2,3-DIHYDROISOGEDUNIN",6708717
"2,3-DIHYDROXY-4-METHOXY-4""-ETHOXYBENZOPHENONE",6728940
"2,3-DIHYDROXY-6,7-DICHLOROQUINOXALINE",1845
"2,4-DIHYDROXY-3,4-DIMETHOXY-4""-ETHOXYBENZOPHENONE",NA
"2,6-Diamino-4-pyrimidinone",135408763
"2,6-DIMETHOXYQUINONE",68262
"2-DEMETHYLAPIOLIC ACID",4012414
"2-DIHYDROFISSINOLIDE ACETATE",6710696
"2-ETHOXYCARBONYL-2-ETHOXYOXALOYLOXYDIHYDROCHRYSIN DIMETHYL ETHER",6708763
"2-ETHOXYCARBONYL-5,7-DIHYDROXY-8,3"",4"",5""-TETRAMETHOXYISOFLAVONE",NA
"2-HYDROXY-8-METHOXYLEPIDINE",782123
"2-HYDROXYXANTHONE",74708
"2-Iodomelatonin",115348
"2-ISOPRENYL-3-HYDROXY-5-METHYL-a-PYRONE",54679299
"2-ISOPROPYL-3-METHOXYCINNAMIC ACID",5827643
"2-METHYL GRAMINE",181513
"2-METHYL-3-HYDROXYETHYLENEPYRAN-4-ONE",5986986
"2-METHYL-5,7,8-TRIMETHOXYISOFLAVONE",6728948
"2-Methylthioadenosine diphosphate trisodium",11957629
"2-PROPYL-3-HYDROXYETHYLENEPYRAN-4-ONE",5955283
"3"",4""-Dichlorobenzamil",NA
"3,16-DIDEOXYMEXICANOLIDE-3alpha-DIOL",73351287
"3,4,5-TRIMETHOXYCINNAMALDEHYDE",5839209
"3,4-DIDESMETHYL-5-DESHYDROXY-3""-ETHOXYSCLEROIN",NA
"3,4-DIMETHOXYDALBERGIONE",115019
"3,5-DIPRENYL-4-HYDROXYACETOPHENONE",6710633
"3,7-Dimethyl-I-propargylxanthine",99562
"3,8-DIMETHOXYFLAVONE",NA
"3-ACETOXYPREGN-16-EN-12,20-DIONE",25134274
"3alpha-HYDROXY-4,4-BISNOR-8,11,13-PODOCARPATRIENE",6708760
"3-alpha-HYDROXYDEOXYGEDININ",6708714
"3beta-ACETOXY-23-BROMO-ISOALLOSPIROST-9 (11)-ENE-12-ONE",6708715
"3beta-ACETOXYISOSPIROST-5-ENE",73354265
"3beta-CHLOROANDROSTANONE",6708555
"3beta-HYDROXY-23,24-BISNORCHOL-5-ENIC ACID",6728949
"3beta-HYDROXYDEOXODIHYDRODEOXYGEDUNIN",6708758
"3beta-HYDROXYDEOXYDESACETOXY-7-OXOGEDUNIN",NA
"3-CHLORO-8beta-HYDROXYCARAPIN, 3,8-HEMIACETAL",6708564
"3-DEOXO-3beta-ACETOXYDEOXYDIHYDROGEDUNIN",6708586
"3-HYDROXY-3"",4""-DIMETHOXYFLAVONE",NA
"3-Hydroxybenzylhydrazine dihydrochloride",2724402
"3-HYDROXYCOUMARIN",13650
"3-METHYL-1-PHENYL-2-PYRAZOLIN-5-ONE (MCI-186)",4021
"3-PRENYL-4-HYDROXYACETOPHENONE",442916
"4""-Chloro-3-alpha-(diphenylmethoxy)tropane hydrochloride",NA
"4""-HYDROXYCHALCONE",NA
"4""-METHOXYCHALCONE",641818
"4""-METHOXYFLAVONE",77793
"4,4""-DIMETHOXYDALBERGIONE",364106
"4-ACETOXYPHENOL",96009
"4-Androstene-3,17-dione",6128
"5""-(N-Cyclopropyl)carboxamidoadenosine",1761
"5""-N-Ethylcarboxamidoadenosine",448222
"5""-N-Methyl carboxamidoadenosine",NA
"5,2""-DIMETHOXYFLAVONE",688667
"5,7-DIHYDROXY-4-METHYLCOUMARIN",5354284
"5,7-DIHYDROXYISOFLAVONE",5377381
"5,7-DIMETHOXYISOFLAVONE",6710704
"5alpha-Androstane-3alpha,17beta-diol",15818
"5beta-12-METHOXY-4,4-BISNOR-8,11,13-PODOCARPATRIEN-3-ONE",6708693
"5-Bromo-2""-deoxyuridine",6035
"5-fluoro-5""-deoxyuridine",NA
"5-HYDROXY-7-METHOXYISOFLAVONE",16725071
"5-HYDROXYIMINOISOCARYOPHYLLENE",6287034
"6,3""-DIMETHOXYFLAVONE",676293
"6,4""-DIMETHOXYFLAVONE",688670
"6-ACETOXYANGOLENSIC ACID METHYL ESTER",6708772
"6beta-ACETOXYGEDUNIN",98042578
"6-METHOXYPROSOGERIN B DIETHYL ETHER",24002872
"7,2""-DIMETHOXYFLAVONE",688671
"7-CHLOROETHYLTHEOPHYLLINE",1882
"7-Chlorokynurenic acid",1884
"7-DEACETOXY-7-OXODEOXYGEDUNIN",6708577
"7-DEACETYLDIHYDROGEDUNIN",6708813
"7-DEACETYLKHIVORINIC ACID",98042582
"7-OXOCALLITRISIC ACID, METHYL ESTER",6710737
"7-OXOCHOLESTERYL ACETATE",101861
"8,2""-DIMETHOXYFLAVONE",6708756
"8-IODOCATECHIN TETRAMETHYL ETHER",6708556
"9-HYDROXYDEMETHYLPTEROCARPIN",24013844
"ABSCISIC ACID, ()",NA
"ACETOCHLOR",1988
"ACETYL ISOALLOGAMBOGIC ACID",6857765
"ACETYL ISOGAMBOGIC ACID",6857789
"ACETYLCARNITINE",7045767
"ACEXAMIC ACID",2005
"ACIVICIN",294641
"ACTINOMYCIN D",457193
"Adenosine 5""-monophosphate monohydrate",6419976
"Adenosine amine congener",126054
"AGN 192403 hydrochloride",11957452
"Agroclavine",73484
"ALACHLOR",2078
"ALBIZZIINE",348153
"ALDICARB",9570071
"ALFLUZOCIN",2092
"ALLODEOXYCHOLIC ACID",5283833
"ALOE-EMODINE",10207
"alpha,beta-Methylene adenosine 5""-triphosphate dilithium",NA
"alpha-HYODEOXYCHOLIC ACID",5283820
"alpha-TOXICAROL",442826
"AMBELLINE",25092366
"AMENTOFLAVONE",5281600
"Amfonelic acid",2137
"AMINOTHIAZOLE",2155
"AMSACRINE HYDROCHLORIDE",148673
"ANDIROBIN",266444
"ANDROGRAPHOLIDE",5318517
"ANDROGRAPHOLIDE, DEHYDRO-",NA
"ANDROGRAPHOLIDE, DEOXY-",NA
"ANDROSTERONE ACETATE",101996
"ANDROSTERONE SODIUM SULFATE",23687543
"ANGOLENSIC ACID, METHYL ESTER",419676
"ANHYDROBRAZILIC ACID",4303260
"ANTHOTHECOL",21596360
"ANTHRACENE-9-CARBOXYLIC ACID",2201
"ANTIAROL",69505
"ANTIBIOTIC A-23187",11957499
"APHIDICOLIN",457964
"APIGENIN TRIACETATE",18721
"APIGENIN-7-GLUCOSIDE",5280704
"ARISTOLOCHIC ACID A",2236
"ARTEMISIN",65030
"ARTESUNATE",6917864
"ASARININ, (-)",NA
"AUCUBIN",91458
"AUROVERTIN B",444853
"AUSTRALINE",442628
"Austricine",99114
"AVOCADENE ACETATE",3624980
"AVOCADYNOFURAN",6857797
"AVOCADYNONE ACETATE",6710762
"AVOCATIN A",6710728
"AVOCATIN B",6710748
"BAVACHININ A",10337211
"BENDIOCARB",2314
"BENZANTHRONE",6697
"BENZTROPINE",1201549
"BENZYL PENICILLIN POTASSIUM",23668834
"BENZYLHYDRAZINE HYDROCHLORIDE",14084
"BERBAMINE",275182
"beta-AMYRIN ACETATE",92156
"beta-PELTATIN",92122
"beta-TOXICAROL",3952178
"BETONICINE",164642
"BILOBALIDE",73581
"BIOCHANIN A DIACETATE",1403142
"BIOCHANIN A, DIMETHYL ETHER",136420
"BISABOLOL ACETATE",6708663
"BITHIONOL",2406
"BLEOMYCIN",5360373
"BRASSININ",3035211
"BRAZILEIN",6453902
"BRAZILIC ACID",98042577
"BRAZILIN",73384
"BREFELDIN A",5287620
"BROMOLAUDANOSINE, ()-6""-",NA
"BRUCINE-N-OXIDE",11122452
"BUDDLEOFLAVONOLOSIDE",6708769
"BUFALIN",9547215
"BULLEYACONITINE A",24721310
"BUTEIN",5281222
"BW 245C",119304
"BW 723C86",5311036
"BYSSOCHLAMIC ACID",164723
"C2 PHYTOCERAMIDE",10451108
"C6 CERAMIDE",5702613
"CADMIUM ACETATE",10986
"CALCEIN",65079
"CANAVANINE",439202
"CANTHAXANTHIN (euglenanone)",5281227
"CAPREOMYCIN",135483770
"CARAPIN-8 (9)-ENE",NA
"CARBOFURAN",2566
"CARDIOLIPIN SODIUM",98042585
"CARNITINE HYDROCHLORIDE",9794197
"CARNITINE, ()",NA
"CARVEDILOL TARTRATE",16667700
"CARYOPHYLLENE",5281515
"CARYOPHYLLENYL ACETATE",16667747
"CASTANOSPERMINE",54445
"CATALPOL",91520
"CATECHIN PENTABENZOATE",6708716
"CATHARANTHINE BASE",5458190
"CEAROIN",3938139
"CEFTRIAXONE SODIUM",23709629
"CELASTROL",122724
"CENTAUREIN",5489090
"Cephaeline dihydrochloride heptahydrate",6420016
"CEPHALORIDINE",5773
"Ceramide",NA
"CERULENIN",5282054
"CHACONINE, alpha-",NA
"CHAETOMELLIC ACID A",3037595
"CHARTREUSIN",5281394
"CHAULMOSULFONE",6708773
"CHELERYTHRINE",2703
"Chelidonine (+)",10147
"CHLORDIAZEPOXIDE",2712
"CHLOROACETOXYQUINOLINE",2718
"CHLORPYRIFOS",2730
"CHLORQUINALDOL",6301
"CHOLESTANOL",6665
"CHOLESTANONE",176434
"CHROMOMYCIN A3",656673
"CHRYSANTHELLIN A",156099
"CHRYSOERIOL",5280666
"CINOBUFAGIN",11969542
"cis-()-8-OH-PBZI hydrobromide",NA
"CITIOLONE",14520
"COENZYME Q10",5281915
"COLCHICEINE",234105
"CONIINE",441072
"Cortexolone maleate",11957682
"COSMOSIIN HEXAACETATE",6710773
"COTARNINE CHLORIDE",160908
"COTININECARBOXYLIC ACID, trans-4-",NA
"COUMARINIC ACID METHYL ETHER",734154
"COUMERMYCIN A1",54675768
"COUMESTROL",5281707
"CRASSIN ACETATE",5355441
"CRESOPYRINE",78094
"CRINAMINE",73620
"CUNEATIN METHYL ETHER",343083
"Cyclacillin",19003
"CYCLOPAMINE",442972
